ms,mV,µA,p_mW
# meta, firmware=TXSD_ModeC2prime_1210, trial_index=auto, adv_interval_ms=0, subject=modeC2prime_1210
11,3228,55800,180.1
20,3232,56100,181.3
30,3228,56400,182.1
40,3228,55400,178.8
50,3228,56600,182.7
60,3228,55100,177.9
70,3232,56600,182.9
80,3220,60800,195.8
90,3232,56700,183.3
100,3228,57200,184.6
110,3228,56700,183.0
120,3228,55100,177.9
130,3228,56700,183.0
140,3228,55500,179.2
150,3228,56100,181.1
160,3228,55700,179.8
170,3228,56100,181.1
180,3212,56700,182.1
190,3228,55500,179.2
200,3228,56600,182.7
210,3104,141700,439.8
220,3228,56700,183.0
230,3228,55100,177.9
240,3228,56600,182.7
250,3228,55100,177.9
260,3232,56600,182.9
270,3228,55000,177.5
280,3232,68600,221.7
290,3224,55500,178.9
300,3228,56200,181.4
310,3228,55700,179.8
320,3100,141400,438.3
330,3228,56200,181.4
340,3228,55500,179.2
350,3232,56600,182.9
360,3228,55200,178.2
370,3228,56700,183.0
380,3220,61700,198.7
390,3232,56600,182.9
400,3228,55200,178.2
410,3228,56600,182.7
420,3108,135500,421.1
430,3228,56700,183.0
440,3228,55500,179.2
450,3228,56300,181.7
460,3228,55700,179.8
470,3228,56100,181.1
480,3212,56100,180.2
490,3228,55600,179.5
500,3228,56700,183.0
510,3228,55200,178.2
520,3228,56600,182.7
530,3096,141400,437.8
540,3228,56700,183.0
550,3224,55100,177.6
560,3228,56600,182.7
570,3228,55100,177.9
580,3232,68300,220.7
590,3228,55400,178.8
600,3232,56400,182.3
610,3228,55800,180.1
620,3228,56000,180.8
630,3228,56000,180.8
640,3128,56600,177.0
650,3228,56600,182.7
660,3228,55200,178.2
670,3232,56700,183.3
680,3220,62300,200.6
690,3232,56700,183.3
700,3228,55100,177.9
710,3232,56600,182.9
720,3228,55100,177.9
730,3228,56700,183.0
740,3044,132100,402.1
750,3228,56500,182.4
760,3228,55700,179.8
770,3228,56100,181.1
780,3208,55900,179.3
790,3228,55900,180.4
800,3232,56600,182.9
810,3228,55200,178.2
820,3232,56600,182.9
830,3228,55100,177.9
840,3232,56700,183.3
850,3080,152500,469.7
860,3232,56600,182.9
870,3228,55100,177.9
880,3228,67900,219.2
890,3228,55300,178.5
900,3228,56500,182.4
910,3228,55700,179.8
920,3228,56000,180.8
930,3228,55800,180.1
940,3228,56000,180.8
950,3104,136300,423.1
960,3228,55200,178.2
970,3228,56600,182.7
980,3220,63100,203.2
990,3228,56700,183.0
1000,3228,55100,177.9
1010,3232,56700,183.3
1020,3228,55100,177.9
1030,3228,56700,183.0
1040,3224,55200,178.0
1050,3228,56600,182.7
1060,3044,133700,407.0
1070,3228,56000,180.8
1080,3212,55900,179.6
1090,3228,56000,180.8
1100,3228,56600,182.7
1110,3228,55200,178.2
1120,3228,56700,183.0
1130,3228,55100,177.9
1140,3228,56600,182.7
1150,3228,55100,177.9
1160,3228,56600,182.7
1170,3224,55200,178.0
1180,3232,67500,218.2
1190,3228,55100,177.9
1200,3228,56600,182.7
1210,3228,55700,179.8
1220,3228,56100,181.1
1230,3228,55700,179.8
1240,3232,56000,181.0
1250,3228,56500,182.4
1260,3228,55200,178.2
1270,3056,136300,416.5
1280,3224,63600,205.0
1290,3228,56600,182.7
1300,3228,55100,177.9
1310,3228,56600,182.7
1320,3228,55100,177.9
1330,3228,56700,183.0
1340,3228,55000,177.5
1350,3228,56700,183.0
1360,3228,55700,179.8
1370,3228,56100,181.1
1380,3208,56100,180.0
1390,3228,56000,180.8
1400,3228,56500,182.4
1410,3228,55300,178.5
1420,3228,56600,182.7
1430,3228,55100,177.9
1440,3228,56700,183.0
1450,3228,55100,177.9
1460,3228,56700,183.0
1470,3228,55100,177.9
1480,3100,157800,489.2
1490,3224,55100,177.6
1500,3228,56700,183.0
1510,3228,55600,179.5
1520,3228,56100,181.1
1530,3228,55700,179.8
1540,3228,56100,181.1
1550,3228,56500,182.4
1560,3228,55300,178.5
1570,3228,56700,183.0
1580,3224,64200,207.0
1590,3040,134600,409.2
1600,3228,55100,177.9
1610,3228,56600,182.7
1620,3228,55100,177.9
1630,3232,56600,182.9
1640,3228,55100,177.9
1650,3232,56600,182.9
1660,3228,55600,179.5
1670,3228,56100,181.1
1680,3208,55800,179.0
1690,3104,141500,439.2
1700,3228,56400,182.1
1710,3228,55300,178.5
1720,3228,56600,182.7
1730,3228,55100,177.9
1740,3228,56600,182.7
1750,3228,55100,177.9
1760,3228,56600,182.7
1770,3228,55100,177.9
1780,3228,67000,216.3
1792,3224,55600,179.3
1800,3112,136600,425.1
1810,3228,55600,179.5
1820,3228,56100,181.1
1830,3228,55700,179.8
1840,3228,56100,181.1
