session,interval_ms,n,pdr_raw_mean,pdr_raw_median,pdr_raw_std,pdr_unique_mean,pdr_unique_median,pdr_unique_std,pout_1s_mean,pout_1s_median,pout_1s_std,pout_2s_mean,pout_2s_median,pout_2s_std,pout_3s_mean,pout_3s_median,pout_3s_std,tl_mean_s_mean,tl_mean_s_median,tl_mean_s_std,tl_p95_s_mean,tl_p95_s_median,tl_p95_s_std,E_per_adv_uJ_mean,E_per_adv_uJ_median,E_per_adv_uJ_std,avg_power_mW_mean,avg_power_mW_median,avg_power_mW_std,tl_clamp_high_rate_mean,tl_clamp_high_rate_median,tl_clamp_high_rate_std,rx_dup_factor_mean,rx_dup_factor_median,rx_dup_factor_std,tl_time_offset_ms_mean,tl_time_offset_ms_median,tl_time_offset_ms_std
S1,100,1,0.800189,0.800189,0.0,0.800189,0.800189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.069733,0.069733,0.0,0.20965,0.20965,0.0,20076.9,20076.9,0.0,200.7673133513955,200.7673133513955,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1098.0,1098.0,0.0
S1,500,1,1.0,1.0,0.0,1.0,1.0,0.0,0.033333,0.033333,0.0,0.033333,0.033333,0.0,0.033333,0.033333,0.0,5.444783,5.444783,0.0,0.5127,0.5127,0.0,101334.7,101334.7,0.0,202.67522421772227,202.67522421772227,0.0,0.0,0.0,0.0,4.00394,4.00394,0.0,1112.0,1112.0,0.0
S1,1000,1,1.0,1.0,0.0,1.0,1.0,0.0,0.05,0.05,0.0,0.05,0.05,0.0,0.05,0.05,0.0,6.535283,6.535283,0.0,43.47965,43.47965,0.0,200939.4,200939.4,0.0,200.9551999369035,200.9551999369035,0.0,0.0,0.0,0.0,8.15142,8.15142,0.0,1141.0,1141.0,0.0
S1,2000,1,1.0,1.0,0.0,1.0,1.0,0.0,0.383333,0.383333,0.0,0.066667,0.066667,0.0,0.066667,0.066667,0.0,8.416233,8.416233,0.0,49.6437,49.6437,0.0,400149.4,400149.4,0.0,200.41421114000687,200.41421114000687,0.0,0.0,0.0,0.0,16.091195,16.091195,0.0,1168.0,1168.0,0.0
S4,100,1,0.814166,0.814166,0.0,0.814166,0.814166,0.0,0.007092,0.007092,0.0,0.007092,0.007092,0.0,0.007092,0.007092,0.0,0.828007,0.828007,0.0,0.2099,0.2099,0.0,20031.3,20031.3,0.0,200.28257005181428,200.28257005181428,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1215.0,1215.0,0.0
S4,500,1,1.0,1.0,0.0,1.0,1.0,0.0,0.028369,0.028369,0.0,0.028369,0.028369,0.0,0.028369,0.028369,0.0,1.348851,1.348851,0.0,0.5288,0.5288,0.0,100001.5,100001.5,0.0,200.04756736119546,200.04756736119546,0.0,0.0,0.0,0.0,4.082019,4.082019,0.0,1231.0,1231.0,0.0
S4,1000,1,1.0,1.0,0.0,1.0,1.0,0.0,0.06383,0.06383,0.0,0.056738,0.056738,0.0,0.056738,0.056738,0.0,2.422043,2.422043,0.0,9.5882,9.5882,0.0,200484.1,200484.1,0.0,200.53753603089783,200.53753603089783,0.0,0.0,0.0,0.0,8.092913,8.092913,0.0,1272.0,1272.0,0.0
S4,2000,1,1.0,1.0,0.0,1.0,1.0,0.0,0.496454,0.496454,0.0,0.191489,0.191489,0.0,0.184397,0.184397,0.0,9.352191,9.352191,0.0,66.3563,66.3563,0.0,399423.9,399423.9,0.0,200.08969774163523,200.08969774163523,0.0,0.0,0.0,0.0,16.009434,16.009434,0.0,1294.0,1294.0,0.0
