trial_id,mode,adv_count,rx_count,rx_unique,pdr_raw,pdr_unique,tl_mean_s,tl_p95_s,pout_1s,pout_2s,pout_3s,E_total_mJ,E_per_adv_uJ,avg_power_mW,duration_ms,rx_path,txsd_path,truth_path
042,FIXED_100,6341,5074,5074,0.800189,0.800189,12.020067,133.23755,0.1,0.1,0.1,127307.758,20076.9,200.7673133513955,634106.0,data/1211_modeC2prime_stress_fixed/full_scan90/RX/rx_trial_042.csv,data/1211_modeC2prime_stress_fixed/full_scan90/TX/trial_048_on.csv,Mode_C_2_シミュレート_causal/ccs/stress_causal_S1.csv
043,FIXED_500,1268,5081,1269,1.0,1.0,6.114117,42.0585,0.05,0.05,0.05,128492.444,101334.7,202.67522421772227,633982.0,data/1211_modeC2prime_stress_fixed/full_scan90/RX/rx_trial_043.csv,data/1211_modeC2prime_stress_fixed/full_scan90/TX/trial_049_on.csv,Mode_C_2_シミュレート_causal/ccs/stress_causal_S1.csv
044,FIXED_1000,634,5168,634,1.0,1.0,8.390517,49.5388,0.066667,0.066667,0.066667,127395.549,200939.4,200.9551999369035,633950.0,data/1211_modeC2prime_stress_fixed/full_scan90/RX/rx_trial_044.csv,data/1211_modeC2prime_stress_fixed/full_scan90/TX/trial_050_on.csv,Mode_C_2_シミュレート_causal/ccs/stress_causal_S1.csv
045,FIXED_2000,317,5117,318,1.0,1.0,7.74665,49.5853,0.066667,0.066667,0.066667,126847.365,400149.4,200.41421114000687,632926.0,data/1211_modeC2prime_stress_fixed/full_scan90/RX/rx_trial_045.csv,data/1211_modeC2prime_stress_fixed/full_scan90/TX/trial_051_on.csv,Mode_C_2_シミュレート_causal/ccs/stress_causal_S1.csv
046,FIXED_100,6339,5161,5161,0.814166,0.814166,13.572234,88.8787,0.304965,0.29078,0.269504,126978.148,20031.3,200.28257005181428,633995.0,data/1211_modeC2prime_stress_fixed/full_scan90/RX/rx_trial_046.csv,data/1211_modeC2prime_stress_fixed/full_scan90/TX/trial_052_on.csv,Mode_C_2_シミュレート_causal/ccs/stress_causal_S4.csv
047,FIXED_500,1268,5176,1268,1.0,1.0,10.286142,69.7413,0.255319,0.248227,0.219858,126801.951,100001.5,200.04756736119546,633859.0,data/1211_modeC2prime_stress_fixed/full_scan90/RX/rx_trial_047.csv,data/1211_modeC2prime_stress_fixed/full_scan90/TX/trial_053_on.csv,Mode_C_2_シミュレート_causal/ccs/stress_causal_S4.csv
048,FIXED_1000,634,5139,635,1.0,1.0,6.840617,56.0104,0.177305,0.177305,0.163121,127106.907,200484.1,200.53753603089783,633831.0,data/1211_modeC2prime_stress_fixed/full_scan90/RX/rx_trial_048.csv,data/1211_modeC2prime_stress_fixed/full_scan90/TX/trial_054_on.csv,Mode_C_2_シミュレート_causal/ccs/stress_causal_S4.csv
049,FIXED_2000,317,5091,318,1.0,1.0,9.218681,77.1431,0.191489,0.191489,0.170213,126617.361,399423.9,200.08969774163523,632803.0,data/1211_modeC2prime_stress_fixed/full_scan90/RX/rx_trial_049.csv,data/1211_modeC2prime_stress_fixed/full_scan90/TX/trial_055_on.csv,Mode_C_2_シミュレート_causal/ccs/stress_causal_S4.csv
