trial_id,session,interval_ms,mode,pdr_raw,pdr_unique,pout_1s,pout_2s,pout_3s,tl_mean_s,tl_p95_s,tl_clamp_high_rate,E_per_adv_uJ,avg_power_mW,rx_dup_factor,tl_time_offset_ms,tl_time_offset_n
042,S1,100,FIXED_100,0.800189,0.800189,0.0,0.0,0.0,0.069733,0.20965,0.0,20076.9,200.7673133513955,1.000000,1098.0,5074
043,S1,500,FIXED_500,1.0,1.0,0.033333,0.033333,0.033333,5.444783,0.5127,0.0,101334.7,202.67522421772227,4.003940,1112.0,1269
044,S1,1000,FIXED_1000,1.0,1.0,0.05,0.05,0.05,6.535283,43.47965,0.0,200939.4,200.9551999369035,8.151420,1141.0,634
045,S1,2000,FIXED_2000,1.0,1.0,0.383333,0.066667,0.066667,8.416233,49.6437,0.0,400149.4,200.41421114000687,16.091195,1168.0,317
046,S4,100,FIXED_100,0.814166,0.814166,0.007092,0.007092,0.007092,0.828007,0.2099,0.0,20031.3,200.28257005181428,1.000000,1215.0,5161
047,S4,500,FIXED_500,1.0,1.0,0.028369,0.028369,0.028369,1.348851,0.5288,0.0,100001.5,200.04756736119546,4.082019,1231.0,1268
048,S4,1000,FIXED_1000,1.0,1.0,0.06383,0.056738,0.056738,2.422043,9.5882,0.0,200484.1,200.53753603089783,8.092913,1272.0,635
049,S4,2000,FIXED_2000,1.0,1.0,0.496454,0.191489,0.184397,9.352191,66.3563,0.0,399423.9,200.08969774163523,16.009434,1294.0,317
