scenario_id,method,env_id,prior_env_id,filter_env_id,switch_env_id,switch_at,after_switch_k,actions,actions_used,tau_s,epsilon,reward_mode,cost_unit,constraint_ci,constraint_delta,init_strategy,filter_margin,filter_prior_weight,filter_reset_on_switch,avg_cost_mean,avg_cost_std,violation_rate_mean,violation_rate_std,violations_first_100_mean,violations_first_100_std,violations_last_100_mean,violations_last_100_std,violations_after_switch_mean,violations_after_switch_std,violations_first_after_switch_k_mean,violations_first_after_switch_k_std,safe_set_empty_rate_mean,safe_set_empty_rate_std,safe_set_size_mean_mean,safe_set_size_mean_std,distinct_actions_pulled_mean,distinct_actions_pulled_std,pull_100_mean,pull_1000_mean,pull_2000_mean,pull_500_mean,regret_vs_oracle_mean,regret_vs_oracle_std,n_reps
E1_to_E2_actions_500_1000_2000_switch_mid,filter_ucb_online_w0.2_m0.02_r1,E1_scan90_stress_v5,,E1_scan90_stress_v5,E2_fixed_v01,500,50,"500,1000,2000","500,1000,2000",1.0,0.1,per_60s,mJ_per_60s,wilson,0.05,safe_seed,0.02,0.2,1,1515.3998368280422,8.436709832082496,0.01582,0.0038596069303188972,3.27,1.8026635736032277,0.0,0.0,0.0,0.0,0.0,0.0,0.10888999999999999,0.07110554042258507,0.8911100000000001,0.07110554042258507,1.0,0.0,0.0,0.0,0.0,1000.0,,,100
E1_to_E2_actions_500_1000_2000_switch_mid,filter_ucb_online_w0.2_m0.03_r0,E1_scan90_stress_v5,,E1_scan90_stress_v5,E2_fixed_v01,500,50,"500,1000,2000","500,1000,2000",1.0,0.1,per_60s,mJ_per_60s,wilson,0.05,safe_seed,0.03,0.2,0,1515.3998368280422,8.436709832082496,0.01582,0.0038596069303188972,3.27,1.8026635736032277,0.0,0.0,0.0,0.0,0.0,0.0,0.14401999999999998,0.09825846970458506,0.85598,0.09825846970458506,1.0,0.0,0.0,0.0,0.0,1000.0,,,100
E1_to_E2_actions_500_1000_2000_switch_mid,filter_ucb_online_w0.2_m0.03_r1,E1_scan90_stress_v5,,E1_scan90_stress_v5,E2_fixed_v01,500,50,"500,1000,2000","500,1000,2000",1.0,0.1,per_60s,mJ_per_60s,wilson,0.05,safe_seed,0.03,0.2,1,1515.3998368280422,8.436709832082496,0.01582,0.0038596069303188972,3.27,1.8026635736032277,0.0,0.0,0.0,0.0,0.0,0.0,0.15394,0.10659512942044591,0.8460599999999999,0.10659512942044592,1.0,0.0,0.0,0.0,0.0,1000.0,,,100
E1_to_E2_actions_500_1000_2000_switch_mid,filter_ucb_online_w0.2_m0_r0,E1_scan90_stress_v5,,E1_scan90_stress_v5,E2_fixed_v01,500,50,"500,1000,2000","500,1000,2000",1.0,0.1,per_60s,mJ_per_60s,wilson,0.05,safe_seed,0.0,0.2,0,1515.3998368280422,8.436709832082496,0.01582,0.0038596069303188972,3.27,1.8026635736032277,0.0,0.0,0.0,0.0,0.0,0.0,0.06294000000000001,0.03715944895265061,0.93706,0.037159448952650595,1.0,0.0,0.0,0.0,0.0,1000.0,,,100
E1_to_E2_actions_500_1000_2000_switch_mid,filter_ucb_online_w0.2_m0_r1,E1_scan90_stress_v5,,E1_scan90_stress_v5,E2_fixed_v01,500,50,"500,1000,2000","500,1000,2000",1.0,0.1,per_60s,mJ_per_60s,wilson,0.05,safe_seed,0.0,0.2,1,1515.3998368280422,8.436709832082496,0.01582,0.0038596069303188972,3.27,1.8026635736032277,0.0,0.0,0.0,0.0,0.0,0.0,0.06298,0.03721707547713425,0.93702,0.037217075477134244,1.0,0.0,0.0,0.0,0.0,1000.0,,,100
E1_to_E2_actions_500_1000_2000_switch_mid,filter_ucb_online_w0.5_m0.01_r0,E1_scan90_stress_v5,,E1_scan90_stress_v5,E2_fixed_v01,500,50,"500,1000,2000","500,1000,2000",1.0,0.1,per_60s,mJ_per_60s,wilson,0.05,safe_seed,0.01,0.5,0,1515.3998368280422,8.436709832082496,0.01582,0.0038596069303188972,3.27,1.8026635736032277,0.0,0.0,0.0,0.0,0.0,0.0,0.0799,0.04833688597183878,0.9201,0.04833688597183877,1.0,0.0,0.0,0.0,0.0,1000.0,,,100
E1_to_E2_actions_500_1000_2000_switch_mid,filter_ucb_online_w0.5_m0.01_r1,E1_scan90_stress_v5,,E1_scan90_stress_v5,E2_fixed_v01,500,50,"500,1000,2000","500,1000,2000",1.0,0.1,per_60s,mJ_per_60s,wilson,0.05,safe_seed,0.01,0.5,1,1515.3998368280422,8.436709832082496,0.01582,0.0038596069303188972,3.27,1.8026635736032277,0.0,0.0,0.0,0.0,0.0,0.0,0.0799,0.04833688597183878,0.9201,0.04833688597183877,1.0,0.0,0.0,0.0,0.0,1000.0,,,100
E1_to_E2_actions_500_1000_2000_switch_mid,filter_ucb_online_w0.5_m0.02_r0,E1_scan90_stress_v5,,E1_scan90_stress_v5,E2_fixed_v01,500,50,"500,1000,2000","500,1000,2000",1.0,0.1,per_60s,mJ_per_60s,wilson,0.05,safe_seed,0.02,0.5,0,1515.3998368280422,8.436709832082496,0.01582,0.0038596069303188972,3.27,1.8026635736032277,0.0,0.0,0.0,0.0,0.0,0.0,0.1048,0.06669741715048233,0.8952,0.06669741715048233,1.0,0.0,0.0,0.0,0.0,1000.0,,,100
E1_to_E2_actions_500_1000_2000_switch_mid,filter_ucb_online_w0.5_m0.02_r1,E1_scan90_stress_v5,,E1_scan90_stress_v5,E2_fixed_v01,500,50,"500,1000,2000","500,1000,2000",1.0,0.1,per_60s,mJ_per_60s,wilson,0.05,safe_seed,0.02,0.5,1,1515.3998368280422,8.436709832082496,0.01582,0.0038596069303188972,3.27,1.8026635736032277,0.0,0.0,0.0,0.0,0.0,0.0,0.10482,0.06675151872823008,0.89518,0.06675151872823008,1.0,0.0,0.0,0.0,0.0,1000.0,,,100
E1_to_E2_actions_500_1000_2000_switch_mid,filter_ucb_online_w0.5_m0.03_r0,E1_scan90_stress_v5,,E1_scan90_stress_v5,E2_fixed_v01,500,50,"500,1000,2000","500,1000,2000",1.0,0.1,per_60s,mJ_per_60s,wilson,0.05,safe_seed,0.03,0.5,0,1515.3998368280422,8.436709832082496,0.01582,0.0038596069303188972,3.27,1.8026635736032277,0.0,0.0,0.0,0.0,0.0,0.0,0.14337999999999998,0.0982219482148013,0.85662,0.09822194821480128,1.0,0.0,0.0,0.0,0.0,1000.0,,,100
