ms,event,rssi,seq,label,addr,mfd
# meta, firmware=RX_MODEC2P_1202, buf_size=512
64,ADV,-43,1152,1,e0:5a:1b:15:c4:ca,1152_1
272,ADV,-47,1154,1,e0:5a:1b:15:c4:ca,1154_1
374,ADV,-43,1155,1,e0:5a:1b:15:c4:ca,1155_1
477,ADV,-50,1156,1,e0:5a:1b:15:c4:ca,1156_1
586,ADV,-46,1157,1,e0:5a:1b:15:c4:ca,1157_1
685,ADV,-42,1158,1,e0:5a:1b:15:c4:ca,1158_1
796,ADV,-44,1159,1,e0:5a:1b:15:c4:ca,1159_1
900,ADV,-50,1160,1,e0:5a:1b:15:c4:ca,1160_1
1008,ADV,-47,1161,1,e0:5a:1b:15:c4:ca,1161_1
1115,ADV,-44,1162,1,e0:5a:1b:15:c4:ca,1162_1
1220,ADV,-50,1163,1,e0:5a:1b:15:c4:ca,1163_1
1333,ADV,-46,1164,1,e0:5a:1b:15:c4:ca,1164_1
1427,ADV,-44,1165,1,e0:5a:1b:15:c4:ca,1165_1
1534,ADV,-49,1166,1,e0:5a:1b:15:c4:ca,1166_1
1634,ADV,-45,1167,1,e0:5a:1b:15:c4:ca,1167_1
1733,ADV,-46,1168,1,e0:5a:1b:15:c4:ca,1168_1
1847,ADV,-46,1169,1,e0:5a:1b:15:c4:ca,1169_1
2049,ADV,-46,1171,1,e0:5a:1b:15:c4:ca,1171_1
2147,ADV,-46,1172,1,e0:5a:1b:15:c4:ca,1172_1
2359,ADV,-46,1174,1,e0:5a:1b:15:c4:ca,1174_1
2467,ADV,-47,1176,1,e0:5a:1b:15:c4:ca,1176_1
2577,ADV,-48,1177,1,e0:5a:1b:15:c4:ca,1177_1
2681,ADV,-46,1178,1,e0:5a:1b:15:c4:ca,1178_1
2779,ADV,-47,1179,1,e0:5a:1b:15:c4:ca,1179_1
2885,ADV,-47,1180,1,e0:5a:1b:15:c4:ca,1180_1
