ms,mV,µA,p_mW
# meta, firmware=TXSD_1201, trial_index=auto, adv_interval_ms=0
12,3300,56200,185.5
21,3300,55000,181.5
31,3300,55600,183.5
41,3296,55300,182.3
51,3300,55600,183.5
61,3296,55500,182.9
71,3296,54800,180.6
81,3300,56300,185.8
91,3204,144300,462.3
101,3288,55800,183.5
111,3296,54700,180.3
121,3300,56300,185.8
131,3296,54700,180.3
141,3296,56300,185.6
151,3296,54800,180.6
161,3300,56200,185.5
171,3296,55000,181.3
181,3300,55600,183.5
191,3296,55300,182.3
201,3204,175200,561.3
211,3296,55600,183.3
221,3300,54700,180.5
231,3300,56300,185.8
241,3296,54700,180.3
251,3300,56200,185.5
261,3296,54700,180.3
271,3300,56300,185.8
281,3296,54700,180.3
291,3300,56300,185.8
301,3200,142000,454.4
311,3300,56200,185.5
321,3296,55200,181.9
331,3300,55600,183.5
341,3296,55300,182.3
351,3300,55600,183.5
361,3296,55700,183.6
371,3296,54800,180.6
381,3296,56200,185.2
391,3296,54700,180.3
401,3292,55800,183.7
411,3296,54800,180.6
421,3300,56300,185.8
431,3296,54700,180.3
441,3300,56300,185.8
451,3296,55000,181.3
461,3300,55900,184.5
471,3296,55200,181.9
481,3296,55700,183.6
491,3296,55300,182.3
501,3300,86600,285.8
511,3160,135500,428.2
521,3296,54800,180.6
531,3300,56300,185.8
541,3296,54700,180.3
551,3300,56300,185.8
561,3296,54700,180.3
571,3300,56300,185.8
581,3296,54700,180.3
591,3300,56300,185.8
601,3288,163200,536.6
611,3204,154800,496.0
621,3300,55200,182.2
631,3300,55600,183.5
641,3296,55300,182.3
651,3300,55300,182.5
661,3296,55900,184.2
671,3296,54700,180.3
681,3300,56200,185.5
691,3296,54700,180.3
701,3288,55800,183.5
711,3296,134100,442.0
721,3300,56300,185.8
731,3296,54700,180.3
741,3300,56300,185.8
751,3300,55100,181.8
761,3300,55900,184.5
771,3300,55200,182.2
781,3300,55600,183.5
791,3296,55300,182.3
801,3296,88200,290.7
811,3300,56000,184.8
821,3204,180300,577.7
831,3300,56300,185.8
841,3296,54700,180.3
851,3296,56300,185.6
861,3296,54700,180.3
871,3300,56200,185.5
881,3296,54700,180.3
891,3300,56200,185.5
901,3288,165300,543.5
911,3300,55800,184.1
921,3300,55300,182.5
931,3160,129000,407.6
941,3296,55400,182.6
951,3296,55200,181.9
961,3296,56000,184.6
971,3296,54800,180.6
981,3300,56300,185.8
991,3296,54700,180.3
1001,3292,55800,183.7
1011,3296,54800,180.6
1021,3296,56200,185.2
1031,3296,149200,491.8
1041,3300,56400,186.1
1051,3300,55200,182.2
1061,3300,55800,184.1
1071,3300,55200,182.2
1081,3300,55700,183.8
1091,3296,55300,182.3
1101,3296,89100,293.7
1111,3300,56100,185.1
1121,3296,54800,180.6
1131,3300,56200,185.5
1141,3204,141000,451.8
1151,3300,56200,185.5
1161,3296,54700,180.3
1171,3300,56300,185.8
1181,3296,54700,180.3
1191,3300,56200,185.5
1201,3288,163900,538.9
1211,3300,55700,183.8
1221,3300,55300,182.5
1231,3296,55600,183.3
1241,3300,55300,182.5
1251,3216,129900,417.8
1261,3300,56100,185.1
1271,3296,54800,180.6
1281,3300,56300,185.8
1291,3296,54700,180.3
1301,3292,55800,183.7
1311,3296,54700,180.3
1321,3300,56300,185.8
1331,3296,54700,180.3
1341,3296,56300,185.6
1351,3204,141800,454.3
1361,3300,55700,183.8
1371,3296,55300,182.3
1381,3296,55600,183.3
1391,3300,55300,182.5
1401,3300,89400,295.0
1411,3300,56100,185.1
1421,3296,54700,180.3
1431,3300,56200,185.5
1441,3296,54700,180.3
1451,3300,56200,185.5
1461,3208,181700,582.9
1471,3300,56300,185.8
1481,3296,54700,180.3
1491,3300,56200,185.5
1501,3288,165500,544.2
1511,3300,55700,183.8
1521,3296,55300,182.3
1531,3300,55600,183.5
1541,3296,55300,182.3
1551,3296,54900,181.0
1561,3300,56200,185.5
1571,3212,145600,467.7
1581,3300,56200,185.5
1591,3296,54700,180.3
1601,3292,55800,183.7
1611,3296,54700,180.3
1621,3300,56300,185.8
1631,3300,54700,180.5
1641,3300,56200,185.5
1651,3296,55300,182.3
1661,3300,55600,183.5
1671,3204,156000,499.8
1681,3300,55700,183.8
1691,3300,55300,182.5
1701,3296,90800,299.3
1711,3300,56200,185.5
1721,3296,54700,180.3
1731,3300,56200,185.5
1741,3296,54700,180.3
1751,3300,56300,185.8
1761,3296,54700,180.3
1771,3300,56200,185.5
1781,3208,175400,562.7
1791,3300,56200,185.5
1803,3292,55500,182.7
1811,3300,55700,183.8
1821,3296,55300,182.3
1831,3300,55600,183.5
1841,3296,55300,182.3
1851,3296,54800,180.6
1861,3296,56100,184.9
1871,3296,54700,180.3
1881,3300,58400,192.7
1891,3296,54700,180.3
1901,3292,55800,183.7
1911,3300,54700,180.5
1921,3300,56200,185.5
1931,3296,54700,180.3
1941,3300,56200,185.5
1951,3300,54900,181.2
1961,3296,55700,183.6
1971,3296,55300,182.3
1981,3300,55600,183.5
1991,3272,55600,181.9
2001,3296,91700,302.2
2011,3296,56200,185.2
2021,3296,54700,180.3
2031,3300,56200,185.5
2041,3296,54800,180.6
2051,3300,56200,185.5
2061,3296,54700,180.3
2071,3300,56300,185.8
2081,3296,54700,180.3
2091,3160,144000,455.0
2101,3288,55300,181.8
2111,3296,55600,183.3
2121,3300,55300,182.5
2131,3300,55700,183.8
2141,3296,55500,182.9
2151,3300,54800,180.8
2161,3300,56200,185.5
2171,3296,54700,180.3
2181,3300,56300,185.8
2191,3212,132800,426.6
2201,3292,55800,183.7
2211,3296,54700,180.3
2221,3296,56300,185.6
2231,3296,54800,180.6
2241,3300,56200,185.5
2251,3300,55000,181.5
2261,3300,55600,183.5
2271,3300,55300,182.5
2281,3300,55600,183.5
2291,3164,135700,429.4
2301,3296,92900,306.2
2311,3300,56200,185.5
2321,3296,54800,180.6
2331,3296,56200,185.2
2341,3296,54700,180.3
2351,3296,56200,185.2
2361,3296,54700,180.3
2371,3296,56300,185.6
2381,3296,54900,181.0
2391,3184,144300,459.5
2401,3288,55400,182.2
2411,3300,55700,183.8
2421,3300,55300,182.5
2431,3300,55600,183.5
2441,3296,55600,183.3
2451,3296,54800,180.6
2461,3300,56300,185.8
2471,3296,54700,180.3
2481,3300,56300,185.8
2491,3296,54700,180.3
2501,3184,138900,442.3
2511,3296,54700,180.3
2521,3300,56300,185.8
2531,3296,54900,181.0
2541,3300,56000,184.8
2551,3300,55100,181.8
2561,3300,55600,183.5
2571,3296,55300,182.3
2581,3296,55400,182.6
2591,3300,55800,184.1
2601,3296,93700,308.8
2611,3164,135800,429.7
2621,3296,54700,180.3
2631,3296,56200,185.2
2641,3296,54700,180.3
2651,3296,56200,185.2
2661,3296,54700,180.3
2671,3300,56300,185.8
2681,3296,55100,181.6
2691,3296,55900,184.2
2701,3288,55300,181.8
2711,3296,55600,183.3
2721,3212,158200,508.1
2731,3300,55500,183.1
2741,3296,55900,184.2
2751,3300,54700,180.5
2761,3296,56200,185.2
2771,3296,54700,180.3
2781,3300,56200,185.5
2791,3296,54700,180.3
2801,3292,55800,183.7
2811,3296,54800,180.6
2821,3204,136000,435.7
2831,3296,55100,181.6
2841,3300,55900,184.5
2851,3296,55300,182.3
2861,3300,55600,183.5
2871,3296,55400,182.6
2881,3296,55300,182.3
2891,3296,55900,184.2
2901,3296,95400,314.4
2911,3296,56200,185.2
2921,3296,109400,360.6
2931,3300,56200,185.5
2941,3296,54700,180.3
2951,3300,56200,185.5
2961,3296,54700,180.3
2971,3300,56300,185.8
2981,3296,55100,181.6
2991,3300,55800,184.1
3001,3284,55300,181.6
3011,3296,55600,183.3
3021,3296,55400,182.6
3031,3212,129800,416.9
3041,3296,56000,184.6
3051,3296,54700,180.3
3061,3296,56300,185.6
3071,3296,54600,180.0
3081,3300,56200,185.5
3091,3296,54700,180.3
3101,3296,55800,183.9
3111,3296,54700,180.3
3121,3296,56200,185.2
3131,3296,55200,181.9
3141,3300,55800,184.1
3151,3300,55200,182.2
3161,3300,55600,183.5
3171,3296,55300,182.3
3181,3300,55000,181.5
3191,3300,56000,184.8
3201,3296,96500,318.1
3211,3296,56200,185.2
3221,3296,54700,180.3
3231,3300,56200,185.5
3241,3204,177500,568.7
3251,3300,56200,185.5
3261,3296,54700,180.3
3271,3300,56300,185.8
3281,3296,55200,181.9
3291,3300,55700,183.8
3301,3284,55400,181.9
3311,3300,55600,183.5
3321,3296,55300,182.3
3331,3300,55000,181.5
3341,3296,56100,184.9
3351,3156,107100,338.0
3361,3300,56300,185.8
3371,3296,54800,180.6
3381,3300,56200,185.5
3391,3300,54700,180.5
3401,3296,55800,183.9
3411,3300,54700,180.5
3421,3300,56200,185.5
3431,3296,55200,181.9
3441,3296,55700,183.6
3451,3296,55300,182.3
3461,3296,55800,183.9
3471,3300,55300,182.5
3481,3296,54900,181.0
3491,3300,56100,185.1
3501,3300,97600,322.1
3511,3300,56200,185.5
3521,3296,54700,180.3
3531,3300,56200,185.5
3541,3300,54700,180.5
3551,3300,56200,185.5
3561,3180,178900,568.9
3571,3300,56400,186.1
3581,3300,55200,182.2
3591,3300,55700,183.8
3601,3284,55400,181.9
3611,3300,55600,183.5
3621,3296,55300,182.3
3631,3296,54900,181.0
3641,3300,56200,185.5
3651,3296,54700,180.3
3661,3300,56200,185.5
3671,3216,134900,433.8
3681,3300,56200,185.5
3691,3296,54700,180.3
3701,3296,55800,183.9
3711,3296,54700,180.3
3721,3300,56300,185.8
