ms,event,rssi,seq,label,addr,mfd,program_id
# meta, firmware=RX_UCCS_D4B_SCAN70, buf_size=512
# meta, scan_interval_ms=100.0, scan_window_ms=70.0
# condition_label=P4-10-100
845,ADV,-34,121,P4-10-100,e0:5a:1b:15:b2:ee,121_P4-10-100,RX_UCCS_D4B_SCAN70_v1
1791,ADV,-34,131,P4-10-100,e0:5a:1b:15:b2:ee,131_P4-10-100,RX_UCCS_D4B_SCAN70_v1
2216,ADV,-34,135,P4-10-100,e0:5a:1b:15:b2:ee,135_P4-10-100,RX_UCCS_D4B_SCAN70_v1
2763,ADV,-34,140,P4-10-100,e0:5a:1b:15:b2:ee,140_P4-10-100,RX_UCCS_D4B_SCAN70_v1
3380,ADV,-40,147,P4-10-100,e0:5a:1b:15:b2:ee,147_P4-10-100,RX_UCCS_D4B_SCAN70_v1
3800,ADV,-40,151,P4-10-100,e0:5a:1b:15:b2:ee,151_P4-10-100,RX_UCCS_D4B_SCAN70_v1
4516,ADV,-34,158,P4-10-100,e0:5a:1b:15:b2:ee,158_P4-10-100,RX_UCCS_D4B_SCAN70_v1
5780,ADV,-40,171,P4-10-500,e0:5a:1b:15:b2:ee,171_P4-10-500,RX_UCCS_D4B_SCAN70_v1
7799,ADV,-36,191,P4-10-500,e0:5a:1b:15:b2:ee,191_P4-10-500,RX_UCCS_D4B_SCAN70_v1
8296,ADV,-35,196,P4-10-500,e0:5a:1b:15:b2:ee,196_P4-10-500,RX_UCCS_D4B_SCAN70_v1
9304,ADV,-34,206,P4-10-500,e0:5a:1b:15:b2:ee,206_P4-10-500,RX_UCCS_D4B_SCAN70_v1
10826,ADV,-34,221,P4-10-500,e0:5a:1b:15:b2:ee,221_P4-10-500,RX_UCCS_D4B_SCAN70_v1
11846,ADV,-34,231,P4-10-500,e0:5a:1b:15:b2:ee,231_P4-10-500,RX_UCCS_D4B_SCAN70_v1
13273,ADV,-35,246,P4-06-100,e0:5a:1b:15:b2:ee,246_P4-06-100,RX_UCCS_D4B_SCAN70_v1
13787,ADV,-35,251,P4-06-100,e0:5a:1b:15:b2:ee,251_P4-06-100,RX_UCCS_D4B_SCAN70_v1
14416,ADV,-41,257,P4-06-100,e0:5a:1b:15:b2:ee,257_P4-06-100,RX_UCCS_D4B_SCAN70_v1
14836,ADV,-40,261,P4-06-100,e0:5a:1b:15:b2:ee,261_P4-06-100,RX_UCCS_D4B_SCAN70_v1
15559,ADV,-35,269,P4-06-100,e0:5a:1b:15:b2:ee,269_P4-06-100,RX_UCCS_D4B_SCAN70_v1
16496,ADV,-35,278,P4-06-100,e0:5a:1b:15:b2:ee,278_P4-06-100,RX_UCCS_D4B_SCAN70_v1
16926,ADV,-34,282,P4-06-100,e0:5a:1b:15:b2:ee,282_P4-06-100,RX_UCCS_D4B_SCAN70_v1
17650,ADV,-34,289,P4-06-100,e0:5a:1b:15:b2:ee,289_P4-06-100,RX_UCCS_D4B_SCAN70_v1
18290,ADV,-40,296,P4-06-500,e0:5a:1b:15:b2:ee,296_P4-06-500,RX_UCCS_D4B_SCAN70_v1
19787,ADV,-35,311,P4-06-500,e0:5a:1b:15:b2:ee,311_P4-06-500,RX_UCCS_D4B_SCAN70_v1
20292,ADV,-35,316,P4-06-500,e0:5a:1b:15:b2:ee,316_P4-06-500,RX_UCCS_D4B_SCAN70_v1
20806,ADV,-34,321,P4-06-500,e0:5a:1b:15:b2:ee,321_P4-06-500,RX_UCCS_D4B_SCAN70_v1
21307,ADV,-34,326,P4-06-500,e0:5a:1b:15:b2:ee,326_P4-06-500,RX_UCCS_D4B_SCAN70_v1
22573,ADV,-40,339,P4-07-100,e0:5a:1b:15:b2:ee,339_P4-07-100,RX_UCCS_D4B_SCAN70_v1
23530,ADV,-40,348,P4-07-100,e0:5a:1b:15:b2:ee,348_P4-07-100,RX_UCCS_D4B_SCAN70_v1
24159,ADV,-35,355,P4-07-100,e0:5a:1b:15:b2:ee,355_P4-07-100,RX_UCCS_D4B_SCAN70_v1
24778,ADV,-35,361,P4-07-100,e0:5a:1b:15:b2:ee,361_P4-07-100,RX_UCCS_D4B_SCAN70_v1
25421,ADV,-40,367,P4-11-100,e0:5a:1b:15:b2:ee,367_P4-11-100,RX_UCCS_D4B_SCAN70_v1
25921,ADV,-41,372,P4-11-100,e0:5a:1b:15:b2:ee,372_P4-11-100,RX_UCCS_D4B_SCAN70_v1
26447,ADV,-41,377,P4-04-100,e0:5a:1b:15:b2:ee,377_P4-04-100,RX_UCCS_D4B_SCAN70_v1
27197,ADV,-35,385,P4-04-100,e0:5a:1b:15:b2:ee,385_P4-04-100,RX_UCCS_D4B_SCAN70_v1
28024,ADV,-35,393,P4-04-100,e0:5a:1b:15:b2:ee,393_P4-04-100,RX_UCCS_D4B_SCAN70_v1
28654,ADV,-35,400,P4-04-100,e0:5a:1b:15:b2:ee,400_P4-04-100,RX_UCCS_D4B_SCAN70_v1
29272,ADV,-40,406,P4-04-100,e0:5a:1b:15:b2:ee,406_P4-04-100,RX_UCCS_D4B_SCAN70_v1
30112,ADV,-34,414,P4-04-100,e0:5a:1b:15:b2:ee,414_P4-04-100,RX_UCCS_D4B_SCAN70_v1
31691,ADV,-40,430,P4-10-100,e0:5a:1b:15:b2:ee,430_P4-10-100,RX_UCCS_D4B_SCAN70_v1
32304,ADV,-35,436,P4-10-100,e0:5a:1b:15:b2:ee,436_P4-10-100,RX_UCCS_D4B_SCAN70_v1
32939,ADV,-35,442,P4-10-100,e0:5a:1b:15:b2:ee,442_P4-10-100,RX_UCCS_D4B_SCAN70_v1
33559,ADV,-41,449,P4-10-100,e0:5a:1b:15:b2:ee,449_P4-10-100,RX_UCCS_D4B_SCAN70_v1
34095,ADV,-41,454,P4-10-100,e0:5a:1b:15:b2:ee,454_P4-10-100,RX_UCCS_D4B_SCAN70_v1
34847,ADV,-35,461,P4-10-100,e0:5a:1b:15:b2:ee,461_P4-10-100,RX_UCCS_D4B_SCAN70_v1
35682,ADV,-34,470,P4-10-100,e0:5a:1b:15:b2:ee,470_P4-10-100,RX_UCCS_D4B_SCAN70_v1
37088,ADV,-35,484,P4-10-500,e0:5a:1b:15:b2:ee,484_P4-10-500,RX_UCCS_D4B_SCAN70_v1
38105,ADV,-35,494,P4-10-500,e0:5a:1b:15:b2:ee,494_P4-10-500,RX_UCCS_D4B_SCAN70_v1
40109,ADV,-37,514,P4-10-500,e0:5a:1b:15:b2:ee,514_P4-10-500,RX_UCCS_D4B_SCAN70_v1
41123,ADV,-34,524,P4-10-500,e0:5a:1b:15:b2:ee,524_P4-10-500,RX_UCCS_D4B_SCAN70_v1
43166,ADV,-40,544,P4-10-500,e0:5a:1b:15:b2:ee,544_P4-10-500,RX_UCCS_D4B_SCAN70_v1
44156,ADV,-40,554,P4-10-500,e0:5a:1b:15:b2:ee,554_P4-10-500,RX_UCCS_D4B_SCAN70_v1
45167,ADV,-39,565,P4-10-500,e0:5a:1b:15:b2:ee,565_P4-10-500,RX_UCCS_D4B_SCAN70_v1
46678,ADV,-34,580,P4-10-500,e0:5a:1b:15:b2:ee,580_P4-10-500,RX_UCCS_D4B_SCAN70_v1
47183,ADV,-34,585,P4-10-500,e0:5a:1b:15:b2:ee,585_P4-10-500,RX_UCCS_D4B_SCAN70_v1
48202,ADV,-34,595,P4-10-500,e0:5a:1b:15:b2:ee,595_P4-10-500,RX_UCCS_D4B_SCAN70_v1
48684,ADV,-34,600,P4-10-500,e0:5a:1b:15:b2:ee,600_P4-10-500,RX_UCCS_D4B_SCAN70_v1
49281,ADV,-34,606,P4-03-100,e0:5a:1b:15:b2:ee,606_P4-03-100,RX_UCCS_D4B_SCAN70_v1
49945,ADV,-41,612,P4-03-100,e0:5a:1b:15:b2:ee,612_P4-03-100,RX_UCCS_D4B_SCAN70_v1
50439,ADV,-40,617,P4-07-100,e0:5a:1b:15:b2:ee,617_P4-07-100,RX_UCCS_D4B_SCAN70_v1
51197,ADV,-35,625,P4-07-100,e0:5a:1b:15:b2:ee,625_P4-07-100,RX_UCCS_D4B_SCAN70_v1
52023,ADV,-35,633,P4-07-100,e0:5a:1b:15:b2:ee,633_P4-07-100,RX_UCCS_D4B_SCAN70_v1
52646,ADV,-34,639,P4-07-100,e0:5a:1b:15:b2:ee,639_P4-07-100,RX_UCCS_D4B_SCAN70_v1
53386,ADV,-35,647,P4-03-100,e0:5a:1b:15:b2:ee,647_P4-03-100,RX_UCCS_D4B_SCAN70_v1
53905,ADV,-35,652,P4-03-100,e0:5a:1b:15:b2:ee,652_P4-03-100,RX_UCCS_D4B_SCAN70_v1
54766,ADV,-38,660,P4-03-100,e0:5a:1b:15:b2:ee,660_P4-03-100,RX_UCCS_D4B_SCAN70_v1
55385,ADV,-35,667,P4-03-100,e0:5a:1b:15:b2:ee,667_P4-03-100,RX_UCCS_D4B_SCAN70_v1
56007,ADV,-35,673,P4-03-100,e0:5a:1b:15:b2:ee,673_P4-03-100,RX_UCCS_D4B_SCAN70_v1
56626,ADV,-39,679,P4-03-100,e0:5a:1b:15:b2:ee,679_P4-03-100,RX_UCCS_D4B_SCAN70_v1
57468,ADV,-38,688,P4-09-100,e0:5a:1b:15:b2:ee,688_P4-09-100,RX_UCCS_D4B_SCAN70_v1
58426,ADV,-35,697,P4-09-100,e0:5a:1b:15:b2:ee,697_P4-09-100,RX_UCCS_D4B_SCAN70_v1
59066,ADV,-40,703,P4-09-100,e0:5a:1b:15:b2:ee,703_P4-09-100,RX_UCCS_D4B_SCAN70_v1
59684,ADV,-34,710,P4-09-100,e0:5a:1b:15:b2:ee,710_P4-09-100,RX_UCCS_D4B_SCAN70_v1
60335,ADV,-104,716,P4-08-100,e0:5a:1b:15:b2:ee,716_P4-08-100,RX_UCCS_D4B_SCAN70_v1
61153,ADV,-35,724,P4-07-100,e0:5a:1b:15:b2:ee,724_P4-07-100,RX_UCCS_D4B_SCAN70_v1
61887,ADV,-40,732,P4-07-100,e0:5a:1b:15:b2:ee,732_P4-07-100,RX_UCCS_D4B_SCAN70_v1
62450,ADV,-39,737,P4-07-100,e0:5a:1b:15:b2:ee,737_P4-07-100,RX_UCCS_D4B_SCAN70_v1
63246,ADV,-38,745,P4-07-100,e0:5a:1b:15:b2:ee,745_P4-07-100,RX_UCCS_D4B_SCAN70_v1
64190,ADV,-35,755,P4-07-100,e0:5a:1b:15:b2:ee,755_P4-07-100,RX_UCCS_D4B_SCAN70_v1
65141,ADV,-35,764,P4-07-100,e0:5a:1b:15:b2:ee,764_P4-07-100,RX_UCCS_D4B_SCAN70_v1
66274,ADV,-40,776,P4-00-100,e0:5a:1b:15:b2:ee,776_P4-00-100,RX_UCCS_D4B_SCAN70_v1
66892,ADV,-35,782,P4-00-100,e0:5a:1b:15:b2:ee,782_P4-00-100,RX_UCCS_D4B_SCAN70_v1
67410,ADV,-35,787,P4-00-100,e0:5a:1b:15:b2:ee,787_P4-00-100,RX_UCCS_D4B_SCAN70_v1
68144,ADV,-39,794,P4-00-100,e0:5a:1b:15:b2:ee,794_P4-00-100,RX_UCCS_D4B_SCAN70_v1
68984,ADV,-34,803,P4-07-100,e0:5a:1b:15:b2:ee,803_P4-07-100,RX_UCCS_D4B_SCAN70_v1
69940,ADV,-35,812,P4-07-100,e0:5a:1b:15:b2:ee,812_P4-07-100,RX_UCCS_D4B_SCAN70_v1
70891,ADV,-35,822,P4-07-100,e0:5a:1b:15:b2:ee,822_P4-07-100,RX_UCCS_D4B_SCAN70_v1
71838,ADV,-35,831,P4-07-100,e0:5a:1b:15:b2:ee,831_P4-07-100,RX_UCCS_D4B_SCAN70_v1
72358,ADV,-38,837,P4-07-100,e0:5a:1b:15:b2:ee,837_P4-07-100,RX_UCCS_D4B_SCAN70_v1
73895,ADV,-40,852,P4-07-500,e0:5a:1b:15:b2:ee,852_P4-07-500,RX_UCCS_D4B_SCAN70_v1
74576,ADV,-35,859,P4-04-100,e0:5a:1b:15:b2:ee,859_P4-04-100,RX_UCCS_D4B_SCAN70_v1
75216,ADV,-35,865,P4-04-100,e0:5a:1b:15:b2:ee,865_P4-04-100,RX_UCCS_D4B_SCAN70_v1
75731,ADV,-38,870,P4-04-100,e0:5a:1b:15:b2:ee,870_P4-04-100,RX_UCCS_D4B_SCAN70_v1
76367,ADV,-40,877,P4-04-100,e0:5a:1b:15:b2:ee,877_P4-04-100,RX_UCCS_D4B_SCAN70_v1
77001,ADV,-35,883,P4-04-100,e0:5a:1b:15:b2:ee,883_P4-04-100,RX_UCCS_D4B_SCAN70_v1
77943,ADV,-35,892,P4-04-100,e0:5a:1b:15:b2:ee,892_P4-04-100,RX_UCCS_D4B_SCAN70_v1
78573,ADV,-34,899,P4-04-100,e0:5a:1b:15:b2:ee,899_P4-04-100,RX_UCCS_D4B_SCAN70_v1
79394,ADV,-35,907,P4-04-500,e0:5a:1b:15:b2:ee,907_P4-04-500,RX_UCCS_D4B_SCAN70_v1
80917,ADV,-34,922,P4-04-500,e0:5a:1b:15:b2:ee,922_P4-04-500,RX_UCCS_D4B_SCAN70_v1
81919,ADV,-35,932,P4-04-500,e0:5a:1b:15:b2:ee,932_P4-04-500,RX_UCCS_D4B_SCAN70_v1
82930,ADV,-34,942,P4-04-500,e0:5a:1b:15:b2:ee,942_P4-04-500,RX_UCCS_D4B_SCAN70_v1
84449,ADV,-40,957,P4-04-500,e0:5a:1b:15:b2:ee,957_P4-04-500,RX_UCCS_D4B_SCAN70_v1
85071,ADV,-34,964,P4-06-100,e0:5a:1b:15:b2:ee,964_P4-06-100,RX_UCCS_D4B_SCAN70_v1
85703,ADV,-34,970,P4-06-100,e0:5a:1b:15:b2:ee,970_P4-06-100,RX_UCCS_D4B_SCAN70_v1
86439,ADV,-39,977,P4-06-100,e0:5a:1b:15:b2:ee,977_P4-06-100,RX_UCCS_D4B_SCAN70_v1
87064,ADV,-35,984,P4-06-100,e0:5a:1b:15:b2:ee,984_P4-06-100,RX_UCCS_D4B_SCAN70_v1
87498,ADV,-34,988,P4-06-100,e0:5a:1b:15:b2:ee,988_P4-06-100,RX_UCCS_D4B_SCAN70_v1
88332,ADV,-40,996,P4-06-100,e0:5a:1b:15:b2:ee,996_P4-06-100,RX_UCCS_D4B_SCAN70_v1
89275,ADV,-40,1006,P4-06-100,e0:5a:1b:15:b2:ee,1006_P4-06-100,RX_UCCS_D4B_SCAN70_v1
90087,ADV,-35,1014,P4-06-500,e0:5a:1b:15:b2:ee,1014_P4-06-500,RX_UCCS_D4B_SCAN70_v1
91089,ADV,-35,1024,P4-06-500,e0:5a:1b:15:b2:ee,1024_P4-06-500,RX_UCCS_D4B_SCAN70_v1
92271,ADV,-35,1036,P4-05-100,e0:5a:1b:15:b2:ee,1036_P4-05-100,RX_UCCS_D4B_SCAN70_v1
93010,ADV,-35,1043,P4-05-100,e0:5a:1b:15:b2:ee,1043_P4-05-100,RX_UCCS_D4B_SCAN70_v1
93746,ADV,-35,1050,P4-05-100,e0:5a:1b:15:b2:ee,1050_P4-05-100,RX_UCCS_D4B_SCAN70_v1
94268,ADV,-35,1056,P4-09-100,e0:5a:1b:15:b2:ee,1056_P4-09-100,RX_UCCS_D4B_SCAN70_v1
95003,ADV,-40,1063,P4-09-100,e0:5a:1b:15:b2:ee,1063_P4-09-100,RX_UCCS_D4B_SCAN70_v1
95524,ADV,-39,1068,P4-09-100,e0:5a:1b:15:b2:ee,1068_P4-09-100,RX_UCCS_D4B_SCAN70_v1
96042,ADV,-40,1073,P4-09-100,e0:5a:1b:15:b2:ee,1073_P4-09-100,RX_UCCS_D4B_SCAN70_v1
97010,ADV,-40,1083,P4-09-100,e0:5a:1b:15:b2:ee,1083_P4-09-100,RX_UCCS_D4B_SCAN70_v1
97935,ADV,-40,1092,P4-02-100,e0:5a:1b:15:b2:ee,1092_P4-02-100,RX_UCCS_D4B_SCAN70_v1
98368,ADV,-40,1097,P4-02-100,e0:5a:1b:15:b2:ee,1097_P4-02-100,RX_UCCS_D4B_SCAN70_v1
99220,ADV,-35,1105,P4-02-100,e0:5a:1b:15:b2:ee,1105_P4-02-100,RX_UCCS_D4B_SCAN70_v1
100050,ADV,-34,1113,P4-02-100,e0:5a:1b:15:b2:ee,1113_P4-02-100,RX_UCCS_D4B_SCAN70_v1
100678,ADV,-34,1120,P4-02-100,e0:5a:1b:15:b2:ee,1120_P4-02-100,RX_UCCS_D4B_SCAN70_v1
101330,ADV,-40,1126,P4-02-100,e0:5a:1b:15:b2:ee,1126_P4-02-100,RX_UCCS_D4B_SCAN70_v1
101946,ADV,-34,1132,P4-04-100,e0:5a:1b:15:b2:ee,1132_P4-04-100,RX_UCCS_D4B_SCAN70_v1
102367,ADV,-34,1137,P4-04-100,e0:5a:1b:15:b2:ee,1137_P4-04-100,RX_UCCS_D4B_SCAN70_v1
