ms,event,rssi,seq,label,addr,mfd,program_id
# meta, firmware=RX_UCCS_D4B_SCAN70, buf_size=512
# meta, scan_interval_ms=100.0, scan_window_ms=70.0
# condition_label=U4-10-100
287,ADV,-40,125,U4-10-100,e0:5a:1b:15:b2:ee,125_U4-10-100,RX_UCCS_D4B_SCAN70_v1
709,ADV,-35,130,U4-10-100,e0:5a:1b:15:b2:ee,130_U4-10-100,RX_UCCS_D4B_SCAN70_v1
1443,ADV,-35,137,U4-10-100,e0:5a:1b:15:b2:ee,137_U4-10-100,RX_UCCS_D4B_SCAN70_v1
1757,ADV,-40,140,U4-10-100,e0:5a:1b:15:b2:ee,140_U4-10-100,RX_UCCS_D4B_SCAN70_v1
2276,ADV,-40,145,U4-10-100,e0:5a:1b:15:b2:ee,145_U4-10-100,RX_UCCS_D4B_SCAN70_v1
2908,ADV,-36,152,U4-10-100,e0:5a:1b:15:b2:ee,152_U4-10-100,RX_UCCS_D4B_SCAN70_v1
3216,ADV,-40,155,U4-10-100,e0:5a:1b:15:b2:ee,155_U4-10-100,RX_UCCS_D4B_SCAN70_v1
3742,ADV,-39,160,U4-10-100,e0:5a:1b:15:b2:ee,160_U4-10-100,RX_UCCS_D4B_SCAN70_v1
4157,ADV,-38,164,U4-10-100,e0:5a:1b:15:b2:ee,164_U4-10-100,RX_UCCS_D4B_SCAN70_v1
4814,ADV,-34,171,U4-10-500,e0:5a:1b:15:b2:ee,171_U4-10-500,RX_UCCS_D4B_SCAN70_v1
5333,ADV,-35,176,U4-10-500,e0:5a:1b:15:b2:ee,176_U4-10-500,RX_UCCS_D4B_SCAN70_v1
5828,ADV,-35,181,U4-10-500,e0:5a:1b:15:b2:ee,181_U4-10-500,RX_UCCS_D4B_SCAN70_v1
6850,ADV,-39,191,U4-10-500,e0:5a:1b:15:b2:ee,191_U4-10-500,RX_UCCS_D4B_SCAN70_v1
7339,ADV,-34,196,U4-10-500,e0:5a:1b:15:b2:ee,196_U4-10-500,RX_UCCS_D4B_SCAN70_v1
7842,ADV,-34,201,U4-10-500,e0:5a:1b:15:b2:ee,201_U4-10-500,RX_UCCS_D4B_SCAN70_v1
8347,ADV,-35,206,U4-10-500,e0:5a:1b:15:b2:ee,206_U4-10-500,RX_UCCS_D4B_SCAN70_v1
8854,ADV,-35,211,U4-10-500,e0:5a:1b:15:b2:ee,211_U4-10-500,RX_UCCS_D4B_SCAN70_v1
10375,ADV,-37,226,U4-10-500,e0:5a:1b:15:b2:ee,226_U4-10-500,RX_UCCS_D4B_SCAN70_v1
10904,ADV,-39,231,U4-10-500,e0:5a:1b:15:b2:ee,231_U4-10-500,RX_UCCS_D4B_SCAN70_v1
11404,ADV,-38,236,U4-10-500,e0:5a:1b:15:b2:ee,236_U4-10-500,RX_UCCS_D4B_SCAN70_v1
12528,ADV,-35,248,U4-06-100,e0:5a:1b:15:b2:ee,248_U4-06-100,RX_UCCS_D4B_SCAN70_v1
13159,ADV,-38,254,U4-06-100,e0:5a:1b:15:b2:ee,254_U4-06-100,RX_UCCS_D4B_SCAN70_v1
13581,ADV,-35,258,U4-06-100,e0:5a:1b:15:b2:ee,258_U4-06-100,RX_UCCS_D4B_SCAN70_v1
14092,ADV,-34,264,U4-06-100,e0:5a:1b:15:b2:ee,264_U4-06-100,RX_UCCS_D4B_SCAN70_v1
14623,ADV,-34,269,U4-06-100,e0:5a:1b:15:b2:ee,269_U4-06-100,RX_UCCS_D4B_SCAN70_v1
15088,ADV,-35,273,U4-06-100,e0:5a:1b:15:b2:ee,273_U4-06-100,RX_UCCS_D4B_SCAN70_v1
15567,ADV,-35,278,U4-06-100,e0:5a:1b:15:b2:ee,278_U4-06-100,RX_UCCS_D4B_SCAN70_v1
16195,ADV,-38,284,U4-06-100,e0:5a:1b:15:b2:ee,284_U4-06-100,RX_UCCS_D4B_SCAN70_v1
16610,ADV,-38,289,U4-06-100,e0:5a:1b:15:b2:ee,289_U4-06-100,RX_UCCS_D4B_SCAN70_v1
17319,ADV,-35,296,U4-06-500,e0:5a:1b:15:b2:ee,296_U4-06-500,RX_UCCS_D4B_SCAN70_v1
17820,ADV,-35,301,U4-06-500,e0:5a:1b:15:b2:ee,301_U4-06-500,RX_UCCS_D4B_SCAN70_v1
19336,ADV,-35,316,U4-06-500,e0:5a:1b:15:b2:ee,316_U4-06-500,RX_UCCS_D4B_SCAN70_v1
20344,ADV,-35,326,U4-06-500,e0:5a:1b:15:b2:ee,326_U4-06-500,RX_UCCS_D4B_SCAN70_v1
20844,ADV,-34,331,U4-06-500,e0:5a:1b:15:b2:ee,331_U4-06-500,RX_UCCS_D4B_SCAN70_v1
21349,ADV,-34,336,U4-06-500,e0:5a:1b:15:b2:ee,336_U4-06-500,RX_UCCS_D4B_SCAN70_v1
21829,ADV,-34,341,U4-07-100,e0:5a:1b:15:b2:ee,341_U4-07-100,RX_UCCS_D4B_SCAN70_v1
22235,ADV,-34,345,U4-07-100,e0:5a:1b:15:b2:ee,345_U4-07-100,RX_UCCS_D4B_SCAN70_v1
22759,ADV,-35,350,U4-07-100,e0:5a:1b:15:b2:ee,350_U4-07-100,RX_UCCS_D4B_SCAN70_v1
23060,ADV,-35,353,U4-07-100,e0:5a:1b:15:b2:ee,353_U4-07-100,RX_UCCS_D4B_SCAN70_v1
23589,ADV,-35,358,U4-07-100,e0:5a:1b:15:b2:ee,358_U4-07-100,RX_UCCS_D4B_SCAN70_v1
24002,ADV,-35,363,U4-11-100,e0:5a:1b:15:b2:ee,363_U4-11-100,RX_UCCS_D4B_SCAN70_v1
24516,ADV,-34,368,U4-11-100,e0:5a:1b:15:b2:ee,368_U4-11-100,RX_UCCS_D4B_SCAN70_v1
25024,ADV,-35,373,U4-11-100,e0:5a:1b:15:b2:ee,373_U4-11-100,RX_UCCS_D4B_SCAN70_v1
25658,ADV,-34,379,U4-04-100,e0:5a:1b:15:b2:ee,379_U4-04-100,RX_UCCS_D4B_SCAN70_v1
26289,ADV,-39,385,U4-04-100,e0:5a:1b:15:b2:ee,385_U4-04-100,RX_UCCS_D4B_SCAN70_v1
26715,ADV,-39,390,U4-04-100,e0:5a:1b:15:b2:ee,390_U4-04-100,RX_UCCS_D4B_SCAN70_v1
27253,ADV,-38,395,U4-04-100,e0:5a:1b:15:b2:ee,395_U4-04-100,RX_UCCS_D4B_SCAN70_v1
27563,ADV,-34,398,U4-04-100,e0:5a:1b:15:b2:ee,398_U4-04-100,RX_UCCS_D4B_SCAN70_v1
27987,ADV,-34,402,U4-04-100,e0:5a:1b:15:b2:ee,402_U4-04-100,RX_UCCS_D4B_SCAN70_v1
28498,ADV,-34,408,U4-04-100,e0:5a:1b:15:b2:ee,408_U4-04-100,RX_UCCS_D4B_SCAN70_v1
28921,ADV,-34,412,U4-04-100,e0:5a:1b:15:b2:ee,412_U4-04-100,RX_UCCS_D4B_SCAN70_v1
29340,ADV,-36,416,U4-04-100,e0:5a:1b:15:b2:ee,416_U4-04-100,RX_UCCS_D4B_SCAN70_v1
29771,ADV,-37,420,U4-04-100,e0:5a:1b:15:b2:ee,420_U4-04-100,RX_UCCS_D4B_SCAN70_v1
30706,ADV,-36,430,U4-10-100,e0:5a:1b:15:b2:ee,430_U4-10-100,RX_UCCS_D4B_SCAN70_v1
31236,ADV,-35,435,U4-10-100,e0:5a:1b:15:b2:ee,435_U4-10-100,RX_UCCS_D4B_SCAN70_v1
31884,ADV,-34,441,U4-10-100,e0:5a:1b:15:b2:ee,441_U4-10-100,RX_UCCS_D4B_SCAN70_v1
32505,ADV,-38,448,U4-10-100,e0:5a:1b:15:b2:ee,448_U4-10-100,RX_UCCS_D4B_SCAN70_v1
32941,ADV,-37,452,U4-10-100,e0:5a:1b:15:b2:ee,452_U4-10-100,RX_UCCS_D4B_SCAN70_v1
33339,ADV,-34,456,U4-10-100,e0:5a:1b:15:b2:ee,456_U4-10-100,RX_UCCS_D4B_SCAN70_v1
33966,ADV,-38,462,U4-10-100,e0:5a:1b:15:b2:ee,462_U4-10-100,RX_UCCS_D4B_SCAN70_v1
34392,ADV,-39,467,U4-10-100,e0:5a:1b:15:b2:ee,467_U4-10-100,RX_UCCS_D4B_SCAN70_v1
34908,ADV,-39,472,U4-10-100,e0:5a:1b:15:b2:ee,472_U4-10-100,RX_UCCS_D4B_SCAN70_v1
36127,ADV,-35,484,U4-10-500,e0:5a:1b:15:b2:ee,484_U4-10-500,RX_UCCS_D4B_SCAN70_v1
37135,ADV,-39,494,U4-10-500,e0:5a:1b:15:b2:ee,494_U4-10-500,RX_UCCS_D4B_SCAN70_v1
37647,ADV,-35,499,U4-10-500,e0:5a:1b:15:b2:ee,499_U4-10-500,RX_UCCS_D4B_SCAN70_v1
39163,ADV,-38,514,U4-10-500,e0:5a:1b:15:b2:ee,514_U4-10-500,RX_UCCS_D4B_SCAN70_v1
39674,ADV,-39,519,U4-10-500,e0:5a:1b:15:b2:ee,519_U4-10-500,RX_UCCS_D4B_SCAN70_v1
40173,ADV,-38,524,U4-10-500,e0:5a:1b:15:b2:ee,524_U4-10-500,RX_UCCS_D4B_SCAN70_v1
40671,ADV,-38,529,U4-10-500,e0:5a:1b:15:b2:ee,529_U4-10-500,RX_UCCS_D4B_SCAN70_v1
41174,ADV,-39,534,U4-10-500,e0:5a:1b:15:b2:ee,534_U4-10-500,RX_UCCS_D4B_SCAN70_v1
42683,ADV,-39,549,U4-10-500,e0:5a:1b:15:b2:ee,549_U4-10-500,RX_UCCS_D4B_SCAN70_v1
43194,ADV,-35,554,U4-10-500,e0:5a:1b:15:b2:ee,554_U4-10-500,RX_UCCS_D4B_SCAN70_v1
43697,ADV,-35,559,U4-10-500,e0:5a:1b:15:b2:ee,559_U4-10-500,RX_UCCS_D4B_SCAN70_v1
44195,ADV,-35,565,U4-10-500,e0:5a:1b:15:b2:ee,565_U4-10-500,RX_UCCS_D4B_SCAN70_v1
46223,ADV,-35,585,U4-10-500,e0:5a:1b:15:b2:ee,585_U4-10-500,RX_UCCS_D4B_SCAN70_v1
46732,ADV,-38,590,U4-10-500,e0:5a:1b:15:b2:ee,590_U4-10-500,RX_UCCS_D4B_SCAN70_v1
47221,ADV,-35,595,U4-10-500,e0:5a:1b:15:b2:ee,595_U4-10-500,RX_UCCS_D4B_SCAN70_v1
47736,ADV,-39,600,U4-10-500,e0:5a:1b:15:b2:ee,600_U4-10-500,RX_UCCS_D4B_SCAN70_v1
48230,ADV,-38,605,U4-03-500,e0:5a:1b:15:b2:ee,605_U4-03-500,RX_UCCS_D4B_SCAN70_v1
48622,ADV,-39,609,U4-03-100,e0:5a:1b:15:b2:ee,609_U4-03-100,RX_UCCS_D4B_SCAN70_v1
49155,ADV,-39,614,U4-03-100,e0:5a:1b:15:b2:ee,614_U4-03-100,RX_UCCS_D4B_SCAN70_v1
49788,ADV,-39,620,U4-07-100,e0:5a:1b:15:b2:ee,620_U4-07-100,RX_UCCS_D4B_SCAN70_v1
50216,ADV,-37,625,U4-07-100,e0:5a:1b:15:b2:ee,625_U4-07-100,RX_UCCS_D4B_SCAN70_v1
50740,ADV,-37,630,U4-07-100,e0:5a:1b:15:b2:ee,630_U4-07-100,RX_UCCS_D4B_SCAN70_v1
51262,ADV,-38,635,U4-07-100,e0:5a:1b:15:b2:ee,635_U4-07-100,RX_UCCS_D4B_SCAN70_v1
51583,ADV,-35,638,U4-07-100,e0:5a:1b:15:b2:ee,638_U4-07-100,RX_UCCS_D4B_SCAN70_v1
52211,ADV,-37,645,U4-03-100,e0:5a:1b:15:b2:ee,645_U4-03-100,RX_UCCS_D4B_SCAN70_v1
52633,ADV,-37,649,U4-03-100,e0:5a:1b:15:b2:ee,649_U4-03-100,RX_UCCS_D4B_SCAN70_v1
53146,ADV,-38,654,U4-03-100,e0:5a:1b:15:b2:ee,654_U4-03-100,RX_UCCS_D4B_SCAN70_v1
53590,ADV,-38,658,U4-03-100,e0:5a:1b:15:b2:ee,658_U4-03-100,RX_UCCS_D4B_SCAN70_v1
53883,ADV,-35,661,U4-03-100,e0:5a:1b:15:b2:ee,661_U4-03-100,RX_UCCS_D4B_SCAN70_v1
54408,ADV,-39,667,U4-03-100,e0:5a:1b:15:b2:ee,667_U4-03-100,RX_UCCS_D4B_SCAN70_v1
54712,ADV,-39,670,U4-03-100,e0:5a:1b:15:b2:ee,670_U4-03-100,RX_UCCS_D4B_SCAN70_v1
55062,ADV,-38,673,U4-03-100,e0:5a:1b:15:b2:ee,673_U4-03-100,RX_UCCS_D4B_SCAN70_v1
55565,ADV,-38,678,U4-03-100,e0:5a:1b:15:b2:ee,678_U4-03-100,RX_UCCS_D4B_SCAN70_v1
55874,ADV,-35,681,U4-09-100,e0:5a:1b:15:b2:ee,681_U4-09-100,RX_UCCS_D4B_SCAN70_v1
56507,ADV,-37,688,U4-09-100,e0:5a:1b:15:b2:ee,688_U4-09-100,RX_UCCS_D4B_SCAN70_v1
56936,ADV,-38,692,U4-09-100,e0:5a:1b:15:b2:ee,692_U4-09-100,RX_UCCS_D4B_SCAN70_v1
57350,ADV,-35,696,U4-09-100,e0:5a:1b:15:b2:ee,696_U4-09-100,RX_UCCS_D4B_SCAN70_v1
57670,ADV,-36,699,U4-09-100,e0:5a:1b:15:b2:ee,699_U4-09-100,RX_UCCS_D4B_SCAN70_v1
58091,ADV,-39,703,U4-09-100,e0:5a:1b:15:b2:ee,703_U4-09-100,RX_UCCS_D4B_SCAN70_v1
58608,ADV,-36,709,U4-09-100,e0:5a:1b:15:b2:ee,709_U4-09-100,RX_UCCS_D4B_SCAN70_v1
59030,ADV,-36,713,U4-09-100,e0:5a:1b:15:b2:ee,713_U4-09-100,RX_UCCS_D4B_SCAN70_v1
59344,ADV,-38,716,U4-08-100,e0:5a:1b:15:b2:ee,716_U4-08-100,RX_UCCS_D4B_SCAN70_v1
59663,ADV,-37,719,U4-08-100,e0:5a:1b:15:b2:ee,719_U4-08-100,RX_UCCS_D4B_SCAN70_v1
60070,ADV,-36,723,U4-08-100,e0:5a:1b:15:b2:ee,723_U4-08-100,RX_UCCS_D4B_SCAN70_v1
60705,ADV,-38,730,U4-07-100,e0:5a:1b:15:b2:ee,730_U4-07-100,RX_UCCS_D4B_SCAN70_v1
61347,ADV,-38,736,U4-07-100,e0:5a:1b:15:b2:ee,736_U4-07-100,RX_UCCS_D4B_SCAN70_v1
61960,ADV,-39,742,U4-07-100,e0:5a:1b:15:b2:ee,742_U4-07-100,RX_UCCS_D4B_SCAN70_v1
62384,ADV,-40,746,U4-07-100,e0:5a:1b:15:b2:ee,746_U4-07-100,RX_UCCS_D4B_SCAN70_v1
62896,ADV,-39,752,U4-07-100,e0:5a:1b:15:b2:ee,752_U4-07-100,RX_UCCS_D4B_SCAN70_v1
63109,ADV,-36,754,U4-07-100,e0:5a:1b:15:b2:ee,754_U4-07-100,RX_UCCS_D4B_SCAN70_v1
63736,ADV,-39,760,U4-07-100,e0:5a:1b:15:b2:ee,760_U4-07-100,RX_UCCS_D4B_SCAN70_v1
64372,ADV,-39,766,U4-07-100,e0:5a:1b:15:b2:ee,766_U4-07-100,RX_UCCS_D4B_SCAN70_v1
65307,ADV,-39,776,U4-00-100,e0:5a:1b:15:b2:ee,776_U4-00-100,RX_UCCS_D4B_SCAN70_v1
65817,ADV,-35,781,U4-00-100,e0:5a:1b:15:b2:ee,781_U4-00-100,RX_UCCS_D4B_SCAN70_v1
66450,ADV,-34,787,U4-00-100,e0:5a:1b:15:b2:ee,787_U4-00-100,RX_UCCS_D4B_SCAN70_v1
67091,ADV,-39,793,U4-00-100,e0:5a:1b:15:b2:ee,793_U4-00-100,RX_UCCS_D4B_SCAN70_v1
67730,ADV,-35,800,U4-07-100,e0:5a:1b:15:b2:ee,800_U4-07-100,RX_UCCS_D4B_SCAN70_v1
68181,ADV,-35,804,U4-07-100,e0:5a:1b:15:b2:ee,804_U4-07-100,RX_UCCS_D4B_SCAN70_v1
68678,ADV,-35,809,U4-07-100,e0:5a:1b:15:b2:ee,809_U4-07-100,RX_UCCS_D4B_SCAN70_v1
69320,ADV,-35,816,U4-07-100,e0:5a:1b:15:b2:ee,816_U4-07-100,RX_UCCS_D4B_SCAN70_v1
70052,ADV,-35,823,U4-07-100,e0:5a:1b:15:b2:ee,823_U4-07-100,RX_UCCS_D4B_SCAN70_v1
70371,ADV,-38,826,U4-07-100,e0:5a:1b:15:b2:ee,826_U4-07-100,RX_UCCS_D4B_SCAN70_v1
71218,ADV,-38,835,U4-07-100,e0:5a:1b:15:b2:ee,835_U4-07-100,RX_UCCS_D4B_SCAN70_v1
71745,ADV,-35,840,U4-07-100,e0:5a:1b:15:b2:ee,840_U4-07-100,RX_UCCS_D4B_SCAN70_v1
