ms,event,rssi,seq,label,addr,mfd,program_id
# meta, firmware=RX_UCCS_D4B_SCAN70, buf_size=512
# meta, scan_interval_ms=100.0, scan_window_ms=70.0
# condition_label=F4-10-100
122,ADV,-38,134,F4-10-100,e0:5a:1b:15:b2:ee,134_F4-10-100,RX_UCCS_D4B_SCAN70_v1
957,ADV,-38,142,F4-10-100,e0:5a:1b:15:b2:ee,142_F4-10-100,RX_UCCS_D4B_SCAN70_v1
1799,ADV,-39,151,F4-10-100,e0:5a:1b:15:b2:ee,151_F4-10-100,RX_UCCS_D4B_SCAN70_v1
2414,ADV,-35,157,F4-10-100,e0:5a:1b:15:b2:ee,157_F4-10-100,RX_UCCS_D4B_SCAN70_v1
3052,ADV,-39,163,F4-10-100,e0:5a:1b:15:b2:ee,163_F4-10-100,RX_UCCS_D4B_SCAN70_v1
3689,ADV,-36,170,F4-10-100,e0:5a:1b:15:b2:ee,170_F4-10-100,RX_UCCS_D4B_SCAN70_v1
4426,ADV,-39,177,F4-10-100,e0:5a:1b:15:b2:ee,177_F4-10-100,RX_UCCS_D4B_SCAN70_v1
4847,ADV,-35,181,F4-10-100,e0:5a:1b:15:b2:ee,181_F4-10-100,RX_UCCS_D4B_SCAN70_v1
5456,ADV,-40,187,F4-10-100,e0:5a:1b:15:b2:ee,187_F4-10-100,RX_UCCS_D4B_SCAN70_v1
6084,ADV,-36,194,F4-10-100,e0:5a:1b:15:b2:ee,194_F4-10-100,RX_UCCS_D4B_SCAN70_v1
6720,ADV,-35,200,F4-10-100,e0:5a:1b:15:b2:ee,200_F4-10-100,RX_UCCS_D4B_SCAN70_v1
7143,ADV,-34,204,F4-10-100,e0:5a:1b:15:b2:ee,204_F4-10-100,RX_UCCS_D4B_SCAN70_v1
7565,ADV,-39,208,F4-10-100,e0:5a:1b:15:b2:ee,208_F4-10-100,RX_UCCS_D4B_SCAN70_v1
8187,ADV,-35,215,F4-10-100,e0:5a:1b:15:b2:ee,215_F4-10-100,RX_UCCS_D4B_SCAN70_v1
8810,ADV,-40,221,F4-10-100,e0:5a:1b:15:b2:ee,221_F4-10-100,RX_UCCS_D4B_SCAN70_v1
9440,ADV,-36,227,F4-10-100,e0:5a:1b:15:b2:ee,227_F4-10-100,RX_UCCS_D4B_SCAN70_v1
10078,ADV,-38,233,F4-10-100,e0:5a:1b:15:b2:ee,233_F4-10-100,RX_UCCS_D4B_SCAN70_v1
10601,ADV,-35,239,F4-10-100,e0:5a:1b:15:b2:ee,239_F4-10-100,RX_UCCS_D4B_SCAN70_v1
11238,ADV,-38,245,F4-06-100,e0:5a:1b:15:b2:ee,245_F4-06-100,RX_UCCS_D4B_SCAN70_v1
11866,ADV,-36,251,F4-06-100,e0:5a:1b:15:b2:ee,251_F4-06-100,RX_UCCS_D4B_SCAN70_v1
12288,ADV,-36,256,F4-06-100,e0:5a:1b:15:b2:ee,256_F4-06-100,RX_UCCS_D4B_SCAN70_v1
12817,ADV,-35,261,F4-06-100,e0:5a:1b:15:b2:ee,261_F4-06-100,RX_UCCS_D4B_SCAN70_v1
13550,ADV,-38,268,F4-06-100,e0:5a:1b:15:b2:ee,268_F4-06-100,RX_UCCS_D4B_SCAN70_v1
14269,ADV,-36,275,F4-06-100,e0:5a:1b:15:b2:ee,275_F4-06-100,RX_UCCS_D4B_SCAN70_v1
14680,ADV,-37,279,F4-06-100,e0:5a:1b:15:b2:ee,279_F4-06-100,RX_UCCS_D4B_SCAN70_v1
14999,ADV,-39,283,F4-06-100,e0:5a:1b:15:b2:ee,283_F4-06-100,RX_UCCS_D4B_SCAN70_v1
15522,ADV,-39,288,F4-06-100,e0:5a:1b:15:b2:ee,288_F4-06-100,RX_UCCS_D4B_SCAN70_v1
16042,ADV,-39,293,F4-06-100,e0:5a:1b:15:b2:ee,293_F4-06-100,RX_UCCS_D4B_SCAN70_v1
16457,ADV,-40,297,F4-06-100,e0:5a:1b:15:b2:ee,297_F4-06-100,RX_UCCS_D4B_SCAN70_v1
16979,ADV,-37,302,F4-06-100,e0:5a:1b:15:b2:ee,302_F4-06-100,RX_UCCS_D4B_SCAN70_v1
17602,ADV,-35,309,F4-06-100,e0:5a:1b:15:b2:ee,309_F4-06-100,RX_UCCS_D4B_SCAN70_v1
18344,ADV,-40,316,F4-06-100,e0:5a:1b:15:b2:ee,316_F4-06-100,RX_UCCS_D4B_SCAN70_v1
18660,ADV,-34,319,F4-06-100,e0:5a:1b:15:b2:ee,319_F4-06-100,RX_UCCS_D4B_SCAN70_v1
19074,ADV,-36,323,F4-06-100,e0:5a:1b:15:b2:ee,323_F4-06-100,RX_UCCS_D4B_SCAN70_v1
19407,ADV,-40,327,F4-06-100,e0:5a:1b:15:b2:ee,327_F4-06-100,RX_UCCS_D4B_SCAN70_v1
20021,ADV,-36,333,F4-06-100,e0:5a:1b:15:b2:ee,333_F4-06-100,RX_UCCS_D4B_SCAN70_v1
20648,ADV,-35,339,F4-07-100,e0:5a:1b:15:b2:ee,339_F4-07-100,RX_UCCS_D4B_SCAN70_v1
21279,ADV,-38,345,F4-07-100,e0:5a:1b:15:b2:ee,345_F4-07-100,RX_UCCS_D4B_SCAN70_v1
21805,ADV,-40,351,F4-07-100,e0:5a:1b:15:b2:ee,351_F4-07-100,RX_UCCS_D4B_SCAN70_v1
22433,ADV,-40,357,F4-07-100,e0:5a:1b:15:b2:ee,357_F4-07-100,RX_UCCS_D4B_SCAN70_v1
23065,ADV,-39,363,F4-11-100,e0:5a:1b:15:b2:ee,363_F4-11-100,RX_UCCS_D4B_SCAN70_v1
23799,ADV,-36,371,F4-11-100,e0:5a:1b:15:b2:ee,371_F4-11-100,RX_UCCS_D4B_SCAN70_v1
24321,ADV,-39,376,F4-04-100,e0:5a:1b:15:b2:ee,376_F4-04-100,RX_UCCS_D4B_SCAN70_v1
24945,ADV,-35,382,F4-04-100,e0:5a:1b:15:b2:ee,382_F4-04-100,RX_UCCS_D4B_SCAN70_v1
25478,ADV,-35,387,F4-04-100,e0:5a:1b:15:b2:ee,387_F4-04-100,RX_UCCS_D4B_SCAN70_v1
25797,ADV,-39,391,F4-04-100,e0:5a:1b:15:b2:ee,391_F4-04-100,RX_UCCS_D4B_SCAN70_v1
26422,ADV,-35,397,F4-04-100,e0:5a:1b:15:b2:ee,397_F4-04-100,RX_UCCS_D4B_SCAN70_v1
26832,ADV,-38,401,F4-04-100,e0:5a:1b:15:b2:ee,401_F4-04-100,RX_UCCS_D4B_SCAN70_v1
27158,ADV,-36,404,F4-04-100,e0:5a:1b:15:b2:ee,404_F4-04-100,RX_UCCS_D4B_SCAN70_v1
27684,ADV,-37,410,F4-04-100,e0:5a:1b:15:b2:ee,410_F4-04-100,RX_UCCS_D4B_SCAN70_v1
28322,ADV,-34,416,F4-04-100,e0:5a:1b:15:b2:ee,416_F4-04-100,RX_UCCS_D4B_SCAN70_v1
28954,ADV,-38,422,F4-04-100,e0:5a:1b:15:b2:ee,422_F4-04-100,RX_UCCS_D4B_SCAN70_v1
29487,ADV,-39,427,F4-04-100,e0:5a:1b:15:b2:ee,427_F4-04-100,RX_UCCS_D4B_SCAN70_v1
30125,ADV,-40,434,F4-10-100,e0:5a:1b:15:b2:ee,434_F4-10-100,RX_UCCS_D4B_SCAN70_v1
30540,ADV,-35,438,F4-10-100,e0:5a:1b:15:b2:ee,438_F4-10-100,RX_UCCS_D4B_SCAN70_v1
31077,ADV,-35,443,F4-10-100,e0:5a:1b:15:b2:ee,443_F4-10-100,RX_UCCS_D4B_SCAN70_v1
31834,ADV,-39,451,F4-10-100,e0:5a:1b:15:b2:ee,451_F4-10-100,RX_UCCS_D4B_SCAN70_v1
32448,ADV,-39,457,F4-10-100,e0:5a:1b:15:b2:ee,457_F4-10-100,RX_UCCS_D4B_SCAN70_v1
32976,ADV,-39,462,F4-10-100,e0:5a:1b:15:b2:ee,462_F4-10-100,RX_UCCS_D4B_SCAN70_v1
33610,ADV,-35,469,F4-10-100,e0:5a:1b:15:b2:ee,469_F4-10-100,RX_UCCS_D4B_SCAN70_v1
34240,ADV,-39,475,F4-10-100,e0:5a:1b:15:b2:ee,475_F4-10-100,RX_UCCS_D4B_SCAN70_v1
34764,ADV,-39,480,F4-10-100,e0:5a:1b:15:b2:ee,480_F4-10-100,RX_UCCS_D4B_SCAN70_v1
35087,ADV,-34,483,F4-10-100,e0:5a:1b:15:b2:ee,483_F4-10-100,RX_UCCS_D4B_SCAN70_v1
36142,ADV,-40,494,F4-10-100,e0:5a:1b:15:b2:ee,494_F4-10-100,RX_UCCS_D4B_SCAN70_v1
36752,ADV,-36,500,F4-10-100,e0:5a:1b:15:b2:ee,500_F4-10-100,RX_UCCS_D4B_SCAN70_v1
37267,ADV,-36,505,F4-10-100,e0:5a:1b:15:b2:ee,505_F4-10-100,RX_UCCS_D4B_SCAN70_v1
37795,ADV,-39,511,F4-10-100,e0:5a:1b:15:b2:ee,511_F4-10-100,RX_UCCS_D4B_SCAN70_v1
38427,ADV,-35,517,F4-10-100,e0:5a:1b:15:b2:ee,517_F4-10-100,RX_UCCS_D4B_SCAN70_v1
39061,ADV,-40,523,F4-10-100,e0:5a:1b:15:b2:ee,523_F4-10-100,RX_UCCS_D4B_SCAN70_v1
39789,ADV,-35,531,F4-10-100,e0:5a:1b:15:b2:ee,531_F4-10-100,RX_UCCS_D4B_SCAN70_v1
40201,ADV,-37,535,F4-10-100,e0:5a:1b:15:b2:ee,535_F4-10-100,RX_UCCS_D4B_SCAN70_v1
40635,ADV,-39,539,F4-10-100,e0:5a:1b:15:b2:ee,539_F4-10-100,RX_UCCS_D4B_SCAN70_v1
41166,ADV,-39,544,F4-10-100,e0:5a:1b:15:b2:ee,544_F4-10-100,RX_UCCS_D4B_SCAN70_v1
41789,ADV,-35,551,F4-10-100,e0:5a:1b:15:b2:ee,551_F4-10-100,RX_UCCS_D4B_SCAN70_v1
42418,ADV,-39,557,F4-10-100,e0:5a:1b:15:b2:ee,557_F4-10-100,RX_UCCS_D4B_SCAN70_v1
43041,ADV,-39,563,F4-10-100,e0:5a:1b:15:b2:ee,563_F4-10-100,RX_UCCS_D4B_SCAN70_v1
43795,ADV,-39,571,F4-10-100,e0:5a:1b:15:b2:ee,571_F4-10-100,RX_UCCS_D4B_SCAN70_v1
44639,ADV,-35,579,F4-10-100,e0:5a:1b:15:b2:ee,579_F4-10-100,RX_UCCS_D4B_SCAN70_v1
45166,ADV,-37,584,F4-10-100,e0:5a:1b:15:b2:ee,584_F4-10-100,RX_UCCS_D4B_SCAN70_v1
45807,ADV,-39,591,F4-10-100,e0:5a:1b:15:b2:ee,591_F4-10-100,RX_UCCS_D4B_SCAN70_v1
46428,ADV,-36,597,F4-10-100,e0:5a:1b:15:b2:ee,597_F4-10-100,RX_UCCS_D4B_SCAN70_v1
46841,ADV,-36,601,F4-10-100,e0:5a:1b:15:b2:ee,601_F4-10-100,RX_UCCS_D4B_SCAN70_v1
47364,ADV,-37,606,F4-03-100,e0:5a:1b:15:b2:ee,606_F4-03-100,RX_UCCS_D4B_SCAN70_v1
48108,ADV,-39,614,F4-03-100,e0:5a:1b:15:b2:ee,614_F4-03-100,RX_UCCS_D4B_SCAN70_v1
48525,ADV,-38,618,F4-07-100,e0:5a:1b:15:b2:ee,618_F4-07-100,RX_UCCS_D4B_SCAN70_v1
49142,ADV,-38,624,F4-07-100,e0:5a:1b:15:b2:ee,624_F4-07-100,RX_UCCS_D4B_SCAN70_v1
49563,ADV,-39,628,F4-07-100,e0:5a:1b:15:b2:ee,628_F4-07-100,RX_UCCS_D4B_SCAN70_v1
50110,ADV,-40,634,F4-07-100,e0:5a:1b:15:b2:ee,634_F4-07-100,RX_UCCS_D4B_SCAN70_v1
50715,ADV,-36,640,F4-07-100,e0:5a:1b:15:b2:ee,640_F4-07-100,RX_UCCS_D4B_SCAN70_v1
51355,ADV,-38,646,F4-03-100,e0:5a:1b:15:b2:ee,646_F4-03-100,RX_UCCS_D4B_SCAN70_v1
52197,ADV,-36,655,F4-03-100,e0:5a:1b:15:b2:ee,655_F4-03-100,RX_UCCS_D4B_SCAN70_v1
52622,ADV,-35,659,F4-03-100,e0:5a:1b:15:b2:ee,659_F4-03-100,RX_UCCS_D4B_SCAN70_v1
53058,ADV,-39,663,F4-03-100,e0:5a:1b:15:b2:ee,663_F4-03-100,RX_UCCS_D4B_SCAN70_v1
53474,ADV,-39,667,F4-03-100,e0:5a:1b:15:b2:ee,667_F4-03-100,RX_UCCS_D4B_SCAN70_v1
54103,ADV,-39,674,F4-03-100,e0:5a:1b:15:b2:ee,674_F4-03-100,RX_UCCS_D4B_SCAN70_v1
54532,ADV,-36,678,F4-03-100,e0:5a:1b:15:b2:ee,678_F4-03-100,RX_UCCS_D4B_SCAN70_v1
55158,ADV,-35,684,F4-09-100,e0:5a:1b:15:b2:ee,684_F4-09-100,RX_UCCS_D4B_SCAN70_v1
55789,ADV,-39,691,F4-09-100,e0:5a:1b:15:b2:ee,691_F4-09-100,RX_UCCS_D4B_SCAN70_v1
56202,ADV,-38,695,F4-09-100,e0:5a:1b:15:b2:ee,695_F4-09-100,RX_UCCS_D4B_SCAN70_v1
56631,ADV,-35,699,F4-09-100,e0:5a:1b:15:b2:ee,699_F4-09-100,RX_UCCS_D4B_SCAN70_v1
57159,ADV,-34,704,F4-09-100,e0:5a:1b:15:b2:ee,704_F4-09-100,RX_UCCS_D4B_SCAN70_v1
57800,ADV,-39,711,F4-09-100,e0:5a:1b:15:b2:ee,711_F4-09-100,RX_UCCS_D4B_SCAN70_v1
58208,ADV,-40,715,F4-08-100,e0:5a:1b:15:b2:ee,715_F4-08-100,RX_UCCS_D4B_SCAN70_v1
59032,ADV,-38,723,F4-08-100,e0:5a:1b:15:b2:ee,723_F4-08-100,RX_UCCS_D4B_SCAN70_v1
59567,ADV,-35,728,F4-07-100,e0:5a:1b:15:b2:ee,728_F4-07-100,RX_UCCS_D4B_SCAN70_v1
60203,ADV,-39,735,F4-07-100,e0:5a:1b:15:b2:ee,735_F4-07-100,RX_UCCS_D4B_SCAN70_v1
60608,ADV,-39,739,F4-07-100,e0:5a:1b:15:b2:ee,739_F4-07-100,RX_UCCS_D4B_SCAN70_v1
61129,ADV,-38,744,F4-07-100,e0:5a:1b:15:b2:ee,744_F4-07-100,RX_UCCS_D4B_SCAN70_v1
61784,ADV,-36,750,F4-07-100,e0:5a:1b:15:b2:ee,750_F4-07-100,RX_UCCS_D4B_SCAN70_v1
62497,ADV,-40,758,F4-07-100,e0:5a:1b:15:b2:ee,758_F4-07-100,RX_UCCS_D4B_SCAN70_v1
62917,ADV,-38,762,F4-07-100,e0:5a:1b:15:b2:ee,762_F4-07-100,RX_UCCS_D4B_SCAN70_v1
63567,ADV,-40,768,F4-07-100,e0:5a:1b:15:b2:ee,768_F4-07-100,RX_UCCS_D4B_SCAN70_v1
64178,ADV,-36,774,F4-07-100,e0:5a:1b:15:b2:ee,774_F4-07-100,RX_UCCS_D4B_SCAN70_v1
64807,ADV,-34,781,F4-00-100,e0:5a:1b:15:b2:ee,781_F4-00-100,RX_UCCS_D4B_SCAN70_v1
65434,ADV,-40,787,F4-00-100,e0:5a:1b:15:b2:ee,787_F4-00-100,RX_UCCS_D4B_SCAN70_v1
66063,ADV,-36,793,F4-00-100,e0:5a:1b:15:b2:ee,793_F4-00-100,RX_UCCS_D4B_SCAN70_v1
66697,ADV,-34,800,F4-07-100,e0:5a:1b:15:b2:ee,800_F4-07-100,RX_UCCS_D4B_SCAN70_v1
67202,ADV,-34,805,F4-07-100,e0:5a:1b:15:b2:ee,805_F4-07-100,RX_UCCS_D4B_SCAN70_v1
67837,ADV,-40,811,F4-07-100,e0:5a:1b:15:b2:ee,811_F4-07-100,RX_UCCS_D4B_SCAN70_v1
68367,ADV,-39,816,F4-07-100,e0:5a:1b:15:b2:ee,816_F4-07-100,RX_UCCS_D4B_SCAN70_v1
68986,ADV,-39,823,F4-07-100,e0:5a:1b:15:b2:ee,823_F4-07-100,RX_UCCS_D4B_SCAN70_v1
69629,ADV,-34,829,F4-07-100,e0:5a:1b:15:b2:ee,829_F4-07-100,RX_UCCS_D4B_SCAN70_v1
70042,ADV,-35,833,F4-07-100,e0:5a:1b:15:b2:ee,833_F4-07-100,RX_UCCS_D4B_SCAN70_v1
70582,ADV,-35,838,F4-07-100,e0:5a:1b:15:b2:ee,838_F4-07-100,RX_UCCS_D4B_SCAN70_v1
70999,ADV,-34,843,F4-07-100,e0:5a:1b:15:b2:ee,843_F4-07-100,RX_UCCS_D4B_SCAN70_v1
71405,ADV,-37,847,F4-07-100,e0:5a:1b:15:b2:ee,847_F4-07-100,RX_UCCS_D4B_SCAN70_v1
