ms,event,rssi,seq,label,addr,mfd,program_id
# meta, firmware=RX_UCCS_D4B_SCAN70, buf_size=512
# meta, scan_interval_ms=100.0, scan_window_ms=70.0
# condition_label=F4-10-100
139,ADV,-40,125,F4-10-100,e0:5a:1b:15:b2:ee,125_F4-10-100,RX_UCCS_D4B_SCAN70_v1
1111,ADV,-39,134,F4-10-100,e0:5a:1b:15:b2:ee,134_F4-10-100,RX_UCCS_D4B_SCAN70_v1
1591,ADV,-39,140,F4-10-100,e0:5a:1b:15:b2:ee,140_F4-10-100,RX_UCCS_D4B_SCAN70_v1
2134,ADV,-35,145,F4-10-100,e0:5a:1b:15:b2:ee,145_F4-10-100,RX_UCCS_D4B_SCAN70_v1
2656,ADV,-61,150,F4-10-100,e0:5a:1b:15:b2:ee,150_F4-10-100,RX_UCCS_D4B_SCAN70_v1
3809,ADV,-34,162,F4-10-100,e0:5a:1b:15:b2:ee,162_F4-10-100,RX_UCCS_D4B_SCAN70_v1
4434,ADV,-40,168,F4-10-100,e0:5a:1b:15:b2:ee,168_F4-10-100,RX_UCCS_D4B_SCAN70_v1
4860,ADV,-38,172,F4-10-100,e0:5a:1b:15:b2:ee,172_F4-10-100,RX_UCCS_D4B_SCAN70_v1
5488,ADV,-35,179,F4-10-100,e0:5a:1b:15:b2:ee,179_F4-10-100,RX_UCCS_D4B_SCAN70_v1
5904,ADV,-39,183,F4-10-100,e0:5a:1b:15:b2:ee,183_F4-10-100,RX_UCCS_D4B_SCAN70_v1
6523,ADV,-36,189,F4-10-100,e0:5a:1b:15:b2:ee,189_F4-10-100,RX_UCCS_D4B_SCAN70_v1
7156,ADV,-35,195,F4-10-100,e0:5a:1b:15:b2:ee,195_F4-10-100,RX_UCCS_D4B_SCAN70_v1
7811,ADV,-40,202,F4-10-100,e0:5a:1b:15:b2:ee,202_F4-10-100,RX_UCCS_D4B_SCAN70_v1
8305,ADV,-40,207,F4-10-100,e0:5a:1b:15:b2:ee,207_F4-10-100,RX_UCCS_D4B_SCAN70_v1
8929,ADV,-36,213,F4-10-100,e0:5a:1b:15:b2:ee,213_F4-10-100,RX_UCCS_D4B_SCAN70_v1
9566,ADV,-35,219,F4-10-100,e0:5a:1b:15:b2:ee,219_F4-10-100,RX_UCCS_D4B_SCAN70_v1
10206,ADV,-39,226,F4-10-100,e0:5a:1b:15:b2:ee,226_F4-10-100,RX_UCCS_D4B_SCAN70_v1
10939,ADV,-34,233,F4-10-100,e0:5a:1b:15:b2:ee,233_F4-10-100,RX_UCCS_D4B_SCAN70_v1
11666,ADV,-38,240,F4-10-100,e0:5a:1b:15:b2:ee,240_F4-10-100,RX_UCCS_D4B_SCAN70_v1
12085,ADV,-39,245,F4-06-100,e0:5a:1b:15:b2:ee,245_F4-06-100,RX_UCCS_D4B_SCAN70_v1
12613,ADV,-39,250,F4-06-100,e0:5a:1b:15:b2:ee,250_F4-06-100,RX_UCCS_D4B_SCAN70_v1
13344,ADV,-35,257,F4-06-100,e0:5a:1b:15:b2:ee,257_F4-06-100,RX_UCCS_D4B_SCAN70_v1
13861,ADV,-34,262,F4-06-100,e0:5a:1b:15:b2:ee,262_F4-06-100,RX_UCCS_D4B_SCAN70_v1
14700,ADV,-36,271,F4-06-100,e0:5a:1b:15:b2:ee,271_F4-06-100,RX_UCCS_D4B_SCAN70_v1
15335,ADV,-37,277,F4-06-100,e0:5a:1b:15:b2:ee,277_F4-06-100,RX_UCCS_D4B_SCAN70_v1
15763,ADV,-34,281,F4-06-100,e0:5a:1b:15:b2:ee,281_F4-06-100,RX_UCCS_D4B_SCAN70_v1
16300,ADV,-34,287,F4-06-100,e0:5a:1b:15:b2:ee,287_F4-06-100,RX_UCCS_D4B_SCAN70_v1
16938,ADV,-40,293,F4-06-100,e0:5a:1b:15:b2:ee,293_F4-06-100,RX_UCCS_D4B_SCAN70_v1
17360,ADV,-40,297,F4-06-100,e0:5a:1b:15:b2:ee,297_F4-06-100,RX_UCCS_D4B_SCAN70_v1
17885,ADV,-40,303,F4-06-100,e0:5a:1b:15:b2:ee,303_F4-06-100,RX_UCCS_D4B_SCAN70_v1
18520,ADV,-35,309,F4-06-100,e0:5a:1b:15:b2:ee,309_F4-06-100,RX_UCCS_D4B_SCAN70_v1
18943,ADV,-35,313,F4-06-100,e0:5a:1b:15:b2:ee,313_F4-06-100,RX_UCCS_D4B_SCAN70_v1
19475,ADV,-35,318,F4-06-100,e0:5a:1b:15:b2:ee,318_F4-06-100,RX_UCCS_D4B_SCAN70_v1
19891,ADV,-35,323,F4-06-100,e0:5a:1b:15:b2:ee,323_F4-06-100,RX_UCCS_D4B_SCAN70_v1
20448,ADV,-35,328,F4-06-100,e0:5a:1b:15:b2:ee,328_F4-06-100,RX_UCCS_D4B_SCAN70_v1
20847,ADV,-36,332,F4-06-100,e0:5a:1b:15:b2:ee,332_F4-06-100,RX_UCCS_D4B_SCAN70_v1
21376,ADV,-35,338,F4-07-100,e0:5a:1b:15:b2:ee,338_F4-07-100,RX_UCCS_D4B_SCAN70_v1
21999,ADV,-35,344,F4-07-100,e0:5a:1b:15:b2:ee,344_F4-07-100,RX_UCCS_D4B_SCAN70_v1
22524,ADV,-34,349,F4-07-100,e0:5a:1b:15:b2:ee,349_F4-07-100,RX_UCCS_D4B_SCAN70_v1
23156,ADV,-38,355,F4-07-100,e0:5a:1b:15:b2:ee,355_F4-07-100,RX_UCCS_D4B_SCAN70_v1
23785,ADV,-35,362,F4-11-100,e0:5a:1b:15:b2:ee,362_F4-11-100,RX_UCCS_D4B_SCAN70_v1
24310,ADV,-35,367,F4-11-100,e0:5a:1b:15:b2:ee,367_F4-11-100,RX_UCCS_D4B_SCAN70_v1
24952,ADV,-34,373,F4-11-100,e0:5a:1b:15:b2:ee,373_F4-11-100,RX_UCCS_D4B_SCAN70_v1
25677,ADV,-36,381,F4-04-100,e0:5a:1b:15:b2:ee,381_F4-04-100,RX_UCCS_D4B_SCAN70_v1
26316,ADV,-35,387,F4-04-100,e0:5a:1b:15:b2:ee,387_F4-04-100,RX_UCCS_D4B_SCAN70_v1
26955,ADV,-39,393,F4-04-100,e0:5a:1b:15:b2:ee,393_F4-04-100,RX_UCCS_D4B_SCAN70_v1
27474,ADV,-40,399,F4-04-100,e0:5a:1b:15:b2:ee,399_F4-04-100,RX_UCCS_D4B_SCAN70_v1
27910,ADV,-40,403,F4-04-100,e0:5a:1b:15:b2:ee,403_F4-04-100,RX_UCCS_D4B_SCAN70_v1
28438,ADV,-38,408,F4-04-100,e0:5a:1b:15:b2:ee,408_F4-04-100,RX_UCCS_D4B_SCAN70_v1
28889,ADV,-39,412,F4-04-100,e0:5a:1b:15:b2:ee,412_F4-04-100,RX_UCCS_D4B_SCAN70_v1
29389,ADV,-39,418,F4-04-100,e0:5a:1b:15:b2:ee,418_F4-04-100,RX_UCCS_D4B_SCAN70_v1
29904,ADV,-39,423,F4-04-100,e0:5a:1b:15:b2:ee,423_F4-04-100,RX_UCCS_D4B_SCAN70_v1
30639,ADV,-37,430,F4-10-100,e0:5a:1b:15:b2:ee,430_F4-10-100,RX_UCCS_D4B_SCAN70_v1
31172,ADV,-34,435,F4-10-100,e0:5a:1b:15:b2:ee,435_F4-10-100,RX_UCCS_D4B_SCAN70_v1
31822,ADV,-38,442,F4-10-100,e0:5a:1b:15:b2:ee,442_F4-10-100,RX_UCCS_D4B_SCAN70_v1
32445,ADV,-35,448,F4-10-100,e0:5a:1b:15:b2:ee,448_F4-10-100,RX_UCCS_D4B_SCAN70_v1
32863,ADV,-36,452,F4-10-100,e0:5a:1b:15:b2:ee,452_F4-10-100,RX_UCCS_D4B_SCAN70_v1
33398,ADV,-35,458,F4-10-100,e0:5a:1b:15:b2:ee,458_F4-10-100,RX_UCCS_D4B_SCAN70_v1
33817,ADV,-35,462,F4-10-100,e0:5a:1b:15:b2:ee,462_F4-10-100,RX_UCCS_D4B_SCAN70_v1
34537,ADV,-34,469,F4-10-100,e0:5a:1b:15:b2:ee,469_F4-10-100,RX_UCCS_D4B_SCAN70_v1
35270,ADV,-35,476,F4-10-100,e0:5a:1b:15:b2:ee,476_F4-10-100,RX_UCCS_D4B_SCAN70_v1
35797,ADV,-36,482,F4-10-100,e0:5a:1b:15:b2:ee,482_F4-10-100,RX_UCCS_D4B_SCAN70_v1
36114,ADV,-38,485,F4-10-100,e0:5a:1b:15:b2:ee,485_F4-10-100,RX_UCCS_D4B_SCAN70_v1
36743,ADV,-36,491,F4-10-100,e0:5a:1b:15:b2:ee,491_F4-10-100,RX_UCCS_D4B_SCAN70_v1
37578,ADV,-38,500,F4-10-100,e0:5a:1b:15:b2:ee,500_F4-10-100,RX_UCCS_D4B_SCAN70_v1
38207,ADV,-36,506,F4-10-100,e0:5a:1b:15:b2:ee,506_F4-10-100,RX_UCCS_D4B_SCAN70_v1
38862,ADV,-34,512,F4-10-100,e0:5a:1b:15:b2:ee,512_F4-10-100,RX_UCCS_D4B_SCAN70_v1
39491,ADV,-38,519,F4-10-100,e0:5a:1b:15:b2:ee,519_F4-10-100,RX_UCCS_D4B_SCAN70_v1
39913,ADV,-40,523,F4-10-100,e0:5a:1b:15:b2:ee,523_F4-10-100,RX_UCCS_D4B_SCAN70_v1
40425,ADV,-39,528,F4-10-100,e0:5a:1b:15:b2:ee,528_F4-10-100,RX_UCCS_D4B_SCAN70_v1
41167,ADV,-34,535,F4-10-100,e0:5a:1b:15:b2:ee,535_F4-10-100,RX_UCCS_D4B_SCAN70_v1
41592,ADV,-35,540,F4-10-100,e0:5a:1b:15:b2:ee,540_F4-10-100,RX_UCCS_D4B_SCAN70_v1
41902,ADV,-40,543,F4-10-100,e0:5a:1b:15:b2:ee,543_F4-10-100,RX_UCCS_D4B_SCAN70_v1
42543,ADV,-34,549,F4-10-100,e0:5a:1b:15:b2:ee,549_F4-10-100,RX_UCCS_D4B_SCAN70_v1
43162,ADV,-34,555,F4-10-100,e0:5a:1b:15:b2:ee,555_F4-10-100,RX_UCCS_D4B_SCAN70_v1
43589,ADV,-34,560,F4-10-100,e0:5a:1b:15:b2:ee,560_F4-10-100,RX_UCCS_D4B_SCAN70_v1
43986,ADV,-36,564,F4-10-100,e0:5a:1b:15:b2:ee,564_F4-10-100,RX_UCCS_D4B_SCAN70_v1
44622,ADV,-39,570,F4-10-100,e0:5a:1b:15:b2:ee,570_F4-10-100,RX_UCCS_D4B_SCAN70_v1
45249,ADV,-40,576,F4-10-100,e0:5a:1b:15:b2:ee,576_F4-10-100,RX_UCCS_D4B_SCAN70_v1
45903,ADV,-34,583,F4-10-100,e0:5a:1b:15:b2:ee,583_F4-10-100,RX_UCCS_D4B_SCAN70_v1
46508,ADV,-34,589,F4-10-100,e0:5a:1b:15:b2:ee,589_F4-10-100,RX_UCCS_D4B_SCAN70_v1
47348,ADV,-36,597,F4-10-100,e0:5a:1b:15:b2:ee,597_F4-10-100,RX_UCCS_D4B_SCAN70_v1
47992,ADV,-34,604,F4-10-100,e0:5a:1b:15:b2:ee,604_F4-10-100,RX_UCCS_D4B_SCAN70_v1
48623,ADV,-39,610,F4-03-100,e0:5a:1b:15:b2:ee,610_F4-03-100,RX_UCCS_D4B_SCAN70_v1
49367,ADV,-34,617,F4-07-100,e0:5a:1b:15:b2:ee,617_F4-07-100,RX_UCCS_D4B_SCAN70_v1
49896,ADV,-34,623,F4-07-100,e0:5a:1b:15:b2:ee,623_F4-07-100,RX_UCCS_D4B_SCAN70_v1
50523,ADV,-39,629,F4-07-100,e0:5a:1b:15:b2:ee,629_F4-07-100,RX_UCCS_D4B_SCAN70_v1
50933,ADV,-39,633,F4-07-100,e0:5a:1b:15:b2:ee,633_F4-07-100,RX_UCCS_D4B_SCAN70_v1
51472,ADV,-39,638,F4-07-100,e0:5a:1b:15:b2:ee,638_F4-07-100,RX_UCCS_D4B_SCAN70_v1
51987,ADV,-40,644,F4-03-100,e0:5a:1b:15:b2:ee,644_F4-03-100,RX_UCCS_D4B_SCAN70_v1
52624,ADV,-35,650,F4-03-100,e0:5a:1b:15:b2:ee,650_F4-03-100,RX_UCCS_D4B_SCAN70_v1
53262,ADV,-34,656,F4-03-100,e0:5a:1b:15:b2:ee,656_F4-03-100,RX_UCCS_D4B_SCAN70_v1
53897,ADV,-38,663,F4-03-100,e0:5a:1b:15:b2:ee,663_F4-03-100,RX_UCCS_D4B_SCAN70_v1
54313,ADV,-39,667,F4-03-100,e0:5a:1b:15:b2:ee,667_F4-03-100,RX_UCCS_D4B_SCAN70_v1
55146,ADV,-35,675,F4-03-100,e0:5a:1b:15:b2:ee,675_F4-03-100,RX_UCCS_D4B_SCAN70_v1
55787,ADV,-39,682,F4-09-100,e0:5a:1b:15:b2:ee,682_F4-09-100,RX_UCCS_D4B_SCAN70_v1
56312,ADV,-39,687,F4-09-100,e0:5a:1b:15:b2:ee,687_F4-09-100,RX_UCCS_D4B_SCAN70_v1
56938,ADV,-35,693,F4-09-100,e0:5a:1b:15:b2:ee,693_F4-09-100,RX_UCCS_D4B_SCAN70_v1
57376,ADV,-36,697,F4-09-100,e0:5a:1b:15:b2:ee,697_F4-09-100,RX_UCCS_D4B_SCAN70_v1
57896,ADV,-35,703,F4-09-100,e0:5a:1b:15:b2:ee,703_F4-09-100,RX_UCCS_D4B_SCAN70_v1
58312,ADV,-36,707,F4-09-100,e0:5a:1b:15:b2:ee,707_F4-09-100,RX_UCCS_D4B_SCAN70_v1
58838,ADV,-39,712,F4-09-100,e0:5a:1b:15:b2:ee,712_F4-09-100,RX_UCCS_D4B_SCAN70_v1
59462,ADV,-35,718,F4-08-100,e0:5a:1b:15:b2:ee,718_F4-08-100,RX_UCCS_D4B_SCAN70_v1
59924,ADV,-34,723,F4-08-100,e0:5a:1b:15:b2:ee,723_F4-08-100,RX_UCCS_D4B_SCAN70_v1
60309,ADV,-36,727,F4-07-100,e0:5a:1b:15:b2:ee,727_F4-07-100,RX_UCCS_D4B_SCAN70_v1
60937,ADV,-39,733,F4-07-100,e0:5a:1b:15:b2:ee,733_F4-07-100,RX_UCCS_D4B_SCAN70_v1
61565,ADV,-38,739,F4-07-100,e0:5a:1b:15:b2:ee,739_F4-07-100,RX_UCCS_D4B_SCAN70_v1
62198,ADV,-34,746,F4-07-100,e0:5a:1b:15:b2:ee,746_F4-07-100,RX_UCCS_D4B_SCAN70_v1
62832,ADV,-34,752,F4-07-100,e0:5a:1b:15:b2:ee,752_F4-07-100,RX_UCCS_D4B_SCAN70_v1
63466,ADV,-39,758,F4-07-100,e0:5a:1b:15:b2:ee,758_F4-07-100,RX_UCCS_D4B_SCAN70_v1
63895,ADV,-39,763,F4-07-100,e0:5a:1b:15:b2:ee,763_F4-07-100,RX_UCCS_D4B_SCAN70_v1
64310,ADV,-38,767,F4-07-100,e0:5a:1b:15:b2:ee,767_F4-07-100,RX_UCCS_D4B_SCAN70_v1
64941,ADV,-38,773,F4-07-100,e0:5a:1b:15:b2:ee,773_F4-07-100,RX_UCCS_D4B_SCAN70_v1
65372,ADV,-40,777,F4-00-100,e0:5a:1b:15:b2:ee,777_F4-00-100,RX_UCCS_D4B_SCAN70_v1
65892,ADV,-39,783,F4-00-100,e0:5a:1b:15:b2:ee,783_F4-00-100,RX_UCCS_D4B_SCAN70_v1
66304,ADV,-38,787,F4-00-100,e0:5a:1b:15:b2:ee,787_F4-00-100,RX_UCCS_D4B_SCAN70_v1
66921,ADV,-35,793,F4-00-100,e0:5a:1b:15:b2:ee,793_F4-00-100,RX_UCCS_D4B_SCAN70_v1
67349,ADV,-39,797,F4-07-100,e0:5a:1b:15:b2:ee,797_F4-07-100,RX_UCCS_D4B_SCAN70_v1
67988,ADV,-36,804,F4-07-100,e0:5a:1b:15:b2:ee,804_F4-07-100,RX_UCCS_D4B_SCAN70_v1
68609,ADV,-34,810,F4-07-100,e0:5a:1b:15:b2:ee,810_F4-07-100,RX_UCCS_D4B_SCAN70_v1
69266,ADV,-39,816,F4-07-100,e0:5a:1b:15:b2:ee,816_F4-07-100,RX_UCCS_D4B_SCAN70_v1
69889,ADV,-36,823,F4-07-100,e0:5a:1b:15:b2:ee,823_F4-07-100,RX_UCCS_D4B_SCAN70_v1
70300,ADV,-36,827,F4-07-100,e0:5a:1b:15:b2:ee,827_F4-07-100,RX_UCCS_D4B_SCAN70_v1
70839,ADV,-36,832,F4-07-100,e0:5a:1b:15:b2:ee,832_F4-07-100,RX_UCCS_D4B_SCAN70_v1
71460,ADV,-35,838,F4-07-100,e0:5a:1b:15:b2:ee,838_F4-07-100,RX_UCCS_D4B_SCAN70_v1
71884,ADV,-35,843,F4-07-100,e0:5a:1b:15:b2:ee,843_F4-07-100,RX_UCCS_D4B_SCAN70_v1
