ms,event,rssi,seq,label,addr,mfd,program_id
# meta, firmware=RX_UCCS_D4B_SCAN70, buf_size=512
# meta, scan_interval_ms=100.0, scan_window_ms=70.0
# condition_label=F4-11-500
297,ADV,-35,111,F4-11-500,e0:5a:1b:15:b2:ee,111_F4-11-500,RX_UCCS_D4B_SCAN70_v1
1306,ADV,-35,121,F4-10-500,e0:5a:1b:15:b2:ee,121_F4-10-500,RX_UCCS_D4B_SCAN70_v1
2315,ADV,-35,131,F4-10-500,e0:5a:1b:15:b2:ee,131_F4-10-500,RX_UCCS_D4B_SCAN70_v1
3834,ADV,-35,146,F4-10-500,e0:5a:1b:15:b2:ee,146_F4-10-500,RX_UCCS_D4B_SCAN70_v1
4841,ADV,-38,156,F4-10-500,e0:5a:1b:15:b2:ee,156_F4-10-500,RX_UCCS_D4B_SCAN70_v1
5350,ADV,-39,161,F4-10-500,e0:5a:1b:15:b2:ee,161_F4-10-500,RX_UCCS_D4B_SCAN70_v1
6869,ADV,-39,176,F4-10-500,e0:5a:1b:15:b2:ee,176_F4-10-500,RX_UCCS_D4B_SCAN70_v1
7880,ADV,-39,186,F4-10-500,e0:5a:1b:15:b2:ee,186_F4-10-500,RX_UCCS_D4B_SCAN70_v1
9910,ADV,-34,207,F4-10-500,e0:5a:1b:15:b2:ee,207_F4-10-500,RX_UCCS_D4B_SCAN70_v1
10905,ADV,-34,217,F4-10-500,e0:5a:1b:15:b2:ee,217_F4-10-500,RX_UCCS_D4B_SCAN70_v1
11416,ADV,-35,222,F4-10-500,e0:5a:1b:15:b2:ee,222_F4-10-500,RX_UCCS_D4B_SCAN70_v1
12929,ADV,-38,237,F4-10-500,e0:5a:1b:15:b2:ee,237_F4-10-500,RX_UCCS_D4B_SCAN70_v1
13938,ADV,-35,247,F4-06-500,e0:5a:1b:15:b2:ee,247_F4-06-500,RX_UCCS_D4B_SCAN70_v1
14949,ADV,-35,257,F4-06-500,e0:5a:1b:15:b2:ee,257_F4-06-500,RX_UCCS_D4B_SCAN70_v1
16474,ADV,-40,272,F4-06-500,e0:5a:1b:15:b2:ee,272_F4-06-500,RX_UCCS_D4B_SCAN70_v1
17477,ADV,-39,282,F4-06-500,e0:5a:1b:15:b2:ee,282_F4-06-500,RX_UCCS_D4B_SCAN70_v1
19526,ADV,-34,303,F4-06-500,e0:5a:1b:15:b2:ee,303_F4-06-500,RX_UCCS_D4B_SCAN70_v1
20003,ADV,-34,308,F4-06-500,e0:5a:1b:15:b2:ee,308_F4-06-500,RX_UCCS_D4B_SCAN70_v1
21035,ADV,-34,318,F4-06-500,e0:5a:1b:15:b2:ee,318_F4-06-500,RX_UCCS_D4B_SCAN70_v1
22543,ADV,-35,333,F4-06-500,e0:5a:1b:15:b2:ee,333_F4-06-500,RX_UCCS_D4B_SCAN70_v1
23538,ADV,-35,343,F4-07-500,e0:5a:1b:15:b2:ee,343_F4-07-500,RX_UCCS_D4B_SCAN70_v1
24062,ADV,-35,348,F4-07-500,e0:5a:1b:15:b2:ee,348_F4-07-500,RX_UCCS_D4B_SCAN70_v1
26061,ADV,-40,368,F4-11-500,e0:5a:1b:15:b2:ee,368_F4-11-500,RX_UCCS_D4B_SCAN70_v1
27076,ADV,-40,378,F4-04-500,e0:5a:1b:15:b2:ee,378_F4-04-500,RX_UCCS_D4B_SCAN70_v1
27576,ADV,-40,383,F4-04-500,e0:5a:1b:15:b2:ee,383_F4-04-500,RX_UCCS_D4B_SCAN70_v1
28072,ADV,-40,388,F4-04-500,e0:5a:1b:15:b2:ee,388_F4-04-500,RX_UCCS_D4B_SCAN70_v1
29581,ADV,-34,403,F4-04-500,e0:5a:1b:15:b2:ee,403_F4-04-500,RX_UCCS_D4B_SCAN70_v1
30082,ADV,-34,408,F4-04-500,e0:5a:1b:15:b2:ee,408_F4-04-500,RX_UCCS_D4B_SCAN70_v1
31099,ADV,-34,419,F4-04-500,e0:5a:1b:15:b2:ee,419_F4-04-500,RX_UCCS_D4B_SCAN70_v1
32612,ADV,-35,434,F4-10-500,e0:5a:1b:15:b2:ee,434_F4-10-500,RX_UCCS_D4B_SCAN70_v1
33619,ADV,-35,444,F4-10-500,e0:5a:1b:15:b2:ee,444_F4-10-500,RX_UCCS_D4B_SCAN70_v1
34125,ADV,-35,449,F4-10-500,e0:5a:1b:15:b2:ee,449_F4-10-500,RX_UCCS_D4B_SCAN70_v1
34629,ADV,-35,454,F4-10-500,e0:5a:1b:15:b2:ee,454_F4-10-500,RX_UCCS_D4B_SCAN70_v1
36147,ADV,-38,469,F4-10-500,e0:5a:1b:15:b2:ee,469_F4-10-500,RX_UCCS_D4B_SCAN70_v1
36654,ADV,-41,474,F4-10-500,e0:5a:1b:15:b2:ee,474_F4-10-500,RX_UCCS_D4B_SCAN70_v1
37148,ADV,-40,479,F4-10-500,e0:5a:1b:15:b2:ee,479_F4-10-500,RX_UCCS_D4B_SCAN70_v1
39174,ADV,-35,499,F4-10-500,e0:5a:1b:15:b2:ee,499_F4-10-500,RX_UCCS_D4B_SCAN70_v1
39673,ADV,-34,504,F4-10-500,e0:5a:1b:15:b2:ee,504_F4-10-500,RX_UCCS_D4B_SCAN70_v1
40177,ADV,-35,509,F4-10-500,e0:5a:1b:15:b2:ee,509_F4-10-500,RX_UCCS_D4B_SCAN70_v1
40678,ADV,-35,514,F4-10-500,e0:5a:1b:15:b2:ee,514_F4-10-500,RX_UCCS_D4B_SCAN70_v1
41185,ADV,-35,519,F4-10-500,e0:5a:1b:15:b2:ee,519_F4-10-500,RX_UCCS_D4B_SCAN70_v1
42706,ADV,-35,535,F4-10-500,e0:5a:1b:15:b2:ee,535_F4-10-500,RX_UCCS_D4B_SCAN70_v1
43198,ADV,-35,540,F4-10-500,e0:5a:1b:15:b2:ee,540_F4-10-500,RX_UCCS_D4B_SCAN70_v1
43702,ADV,-35,545,F4-10-500,e0:5a:1b:15:b2:ee,545_F4-10-500,RX_UCCS_D4B_SCAN70_v1
44203,ADV,-38,550,F4-10-500,e0:5a:1b:15:b2:ee,550_F4-10-500,RX_UCCS_D4B_SCAN70_v1
46238,ADV,-39,570,F4-10-500,e0:5a:1b:15:b2:ee,570_F4-10-500,RX_UCCS_D4B_SCAN70_v1
46732,ADV,-40,575,F4-10-500,e0:5a:1b:15:b2:ee,575_F4-10-500,RX_UCCS_D4B_SCAN70_v1
47235,ADV,-40,580,F4-10-500,e0:5a:1b:15:b2:ee,580_F4-10-500,RX_UCCS_D4B_SCAN70_v1
49744,ADV,-34,605,F4-03-500,e0:5a:1b:15:b2:ee,605_F4-03-500,RX_UCCS_D4B_SCAN70_v1
50763,ADV,-34,615,F4-07-500,e0:5a:1b:15:b2:ee,615_F4-07-500,RX_UCCS_D4B_SCAN70_v1
52781,ADV,-35,635,F4-07-500,e0:5a:1b:15:b2:ee,635_F4-07-500,RX_UCCS_D4B_SCAN70_v1
53288,ADV,-35,640,F4-07-500,e0:5a:1b:15:b2:ee,640_F4-07-500,RX_UCCS_D4B_SCAN70_v1
54283,ADV,-35,650,F4-03-500,e0:5a:1b:15:b2:ee,650_F4-03-500,RX_UCCS_D4B_SCAN70_v1
56296,ADV,-40,671,F4-03-500,e0:5a:1b:15:b2:ee,671_F4-03-500,RX_UCCS_D4B_SCAN70_v1
57302,ADV,-39,681,F4-09-500,e0:5a:1b:15:b2:ee,681_F4-09-500,RX_UCCS_D4B_SCAN70_v1
59828,ADV,-34,706,F4-09-500,e0:5a:1b:15:b2:ee,706_F4-09-500,RX_UCCS_D4B_SCAN70_v1
60838,ADV,-35,716,F4-08-500,e0:5a:1b:15:b2:ee,716_F4-08-500,RX_UCCS_D4B_SCAN70_v1
62857,ADV,-38,736,F4-07-500,e0:5a:1b:15:b2:ee,736_F4-07-500,RX_UCCS_D4B_SCAN70_v1
63867,ADV,-38,746,F4-07-500,e0:5a:1b:15:b2:ee,746_F4-07-500,RX_UCCS_D4B_SCAN70_v1
66397,ADV,-39,772,F4-07-500,e0:5a:1b:15:b2:ee,772_F4-07-500,RX_UCCS_D4B_SCAN70_v1
67412,ADV,-39,782,F4-00-500,e0:5a:1b:15:b2:ee,782_F4-00-500,RX_UCCS_D4B_SCAN70_v1
69438,ADV,-35,802,F4-07-500,e0:5a:1b:15:b2:ee,802_F4-07-500,RX_UCCS_D4B_SCAN70_v1
70457,ADV,-35,812,F4-07-500,e0:5a:1b:15:b2:ee,812_F4-07-500,RX_UCCS_D4B_SCAN70_v1
71974,ADV,-39,827,F4-07-500,e0:5a:1b:15:b2:ee,827_F4-07-500,RX_UCCS_D4B_SCAN70_v1
72474,ADV,-38,832,F4-07-500,e0:5a:1b:15:b2:ee,832_F4-07-500,RX_UCCS_D4B_SCAN70_v1
72978,ADV,-38,837,F4-07-500,e0:5a:1b:15:b2:ee,837_F4-07-500,RX_UCCS_D4B_SCAN70_v1
73485,ADV,-38,842,F4-07-500,e0:5a:1b:15:b2:ee,842_F4-07-500,RX_UCCS_D4B_SCAN70_v1
75508,ADV,-38,863,F4-04-500,e0:5a:1b:15:b2:ee,863_F4-04-500,RX_UCCS_D4B_SCAN70_v1
77024,ADV,-38,878,F4-04-500,e0:5a:1b:15:b2:ee,878_F4-04-500,RX_UCCS_D4B_SCAN70_v1
78546,ADV,-35,893,F4-04-500,e0:5a:1b:15:b2:ee,893_F4-04-500,RX_UCCS_D4B_SCAN70_v1
79546,ADV,-35,903,F4-04-500,e0:5a:1b:15:b2:ee,903_F4-04-500,RX_UCCS_D4B_SCAN70_v1
80050,ADV,-34,908,F4-04-500,e0:5a:1b:15:b2:ee,908_F4-04-500,RX_UCCS_D4B_SCAN70_v1
81572,ADV,-35,923,F4-04-500,e0:5a:1b:15:b2:ee,923_F4-04-500,RX_UCCS_D4B_SCAN70_v1
82086,ADV,-35,928,F4-04-500,e0:5a:1b:15:b2:ee,928_F4-04-500,RX_UCCS_D4B_SCAN70_v1
83106,ADV,-38,939,F4-04-500,e0:5a:1b:15:b2:ee,939_F4-04-500,RX_UCCS_D4B_SCAN70_v1
84617,ADV,-40,954,F4-04-500,e0:5a:1b:15:b2:ee,954_F4-04-500,RX_UCCS_D4B_SCAN70_v1
85623,ADV,-40,964,F4-06-500,e0:5a:1b:15:b2:ee,964_F4-06-500,RX_UCCS_D4B_SCAN70_v1
86633,ADV,-40,974,F4-06-500,e0:5a:1b:15:b2:ee,974_F4-06-500,RX_UCCS_D4B_SCAN70_v1
88138,ADV,-34,989,F4-06-500,e0:5a:1b:15:b2:ee,989_F4-06-500,RX_UCCS_D4B_SCAN70_v1
88642,ADV,-35,994,F4-06-500,e0:5a:1b:15:b2:ee,994_F4-06-500,RX_UCCS_D4B_SCAN70_v1
89659,ADV,-35,1004,F4-06-500,e0:5a:1b:15:b2:ee,1004_F4-06-500,RX_UCCS_D4B_SCAN70_v1
91671,ADV,-35,1024,F4-06-500,e0:5a:1b:15:b2:ee,1024_F4-06-500,RX_UCCS_D4B_SCAN70_v1
92677,ADV,-35,1034,F4-06-500,e0:5a:1b:15:b2:ee,1034_F4-06-500,RX_UCCS_D4B_SCAN70_v1
94690,ADV,-40,1055,F4-09-500,e0:5a:1b:15:b2:ee,1055_F4-09-500,RX_UCCS_D4B_SCAN70_v1
95194,ADV,-38,1060,F4-09-500,e0:5a:1b:15:b2:ee,1060_F4-09-500,RX_UCCS_D4B_SCAN70_v1
96229,ADV,-39,1070,F4-09-500,e0:5a:1b:15:b2:ee,1070_F4-09-500,RX_UCCS_D4B_SCAN70_v1
96716,ADV,-40,1075,F4-09-500,e0:5a:1b:15:b2:ee,1075_F4-09-500,RX_UCCS_D4B_SCAN70_v1
98220,ADV,-34,1090,F4-02-500,e0:5a:1b:15:b2:ee,1090_F4-02-500,RX_UCCS_D4B_SCAN70_v1
99231,ADV,-34,1100,F4-02-500,e0:5a:1b:15:b2:ee,1100_F4-02-500,RX_UCCS_D4B_SCAN70_v1
99741,ADV,-34,1105,F4-02-500,e0:5a:1b:15:b2:ee,1105_F4-02-500,RX_UCCS_D4B_SCAN70_v1
101248,ADV,-34,1120,F4-02-500,e0:5a:1b:15:b2:ee,1120_F4-02-500,RX_UCCS_D4B_SCAN70_v1
102261,ADV,-38,1130,F4-04-500,e0:5a:1b:15:b2:ee,1130_F4-04-500,RX_UCCS_D4B_SCAN70_v1
103276,ADV,-38,1140,F4-04-500,e0:5a:1b:15:b2:ee,1140_F4-04-500,RX_UCCS_D4B_SCAN70_v1
104807,ADV,-40,1155,F4-04-500,e0:5a:1b:15:b2:ee,1155_F4-04-500,RX_UCCS_D4B_SCAN70_v1
105803,ADV,-40,1166,F4-04-500,e0:5a:1b:15:b2:ee,1166_F4-04-500,RX_UCCS_D4B_SCAN70_v1
107830,ADV,-34,1186,F4-04-500,e0:5a:1b:15:b2:ee,1186_F4-04-500,RX_UCCS_D4B_SCAN70_v1
108824,ADV,-34,1196,F4-04-500,e0:5a:1b:15:b2:ee,1196_F4-04-500,RX_UCCS_D4B_SCAN70_v1
109835,ADV,-34,1206,F4-04-500,e0:5a:1b:15:b2:ee,1206_F4-04-500,RX_UCCS_D4B_SCAN70_v1
110851,ADV,-34,1216,F4-04-500,e0:5a:1b:15:b2:ee,1216_F4-04-500,RX_UCCS_D4B_SCAN70_v1
111357,ADV,-35,1221,F4-04-500,e0:5a:1b:15:b2:ee,1221_F4-04-500,RX_UCCS_D4B_SCAN70_v1
112378,ADV,-35,1231,F4-09-500,e0:5a:1b:15:b2:ee,1231_F4-09-500,RX_UCCS_D4B_SCAN70_v1
114405,ADV,-39,1252,F4-09-500,e0:5a:1b:15:b2:ee,1252_F4-09-500,RX_UCCS_D4B_SCAN70_v1
115406,ADV,-40,1262,F4-09-500,e0:5a:1b:15:b2:ee,1262_F4-09-500,RX_UCCS_D4B_SCAN70_v1
115916,ADV,-39,1267,F4-09-500,e0:5a:1b:15:b2:ee,1267_F4-09-500,RX_UCCS_D4B_SCAN70_v1
117425,ADV,-34,1282,F4-00-500,e0:5a:1b:15:b2:ee,1282_F4-00-500,RX_UCCS_D4B_SCAN70_v1
117934,ADV,-34,1287,F4-00-500,e0:5a:1b:15:b2:ee,1287_F4-00-500,RX_UCCS_D4B_SCAN70_v1
118945,ADV,-34,1297,F4-00-500,e0:5a:1b:15:b2:ee,1297_F4-00-500,RX_UCCS_D4B_SCAN70_v1
120460,ADV,-38,1312,F4-09-500,e0:5a:1b:15:b2:ee,1312_F4-09-500,RX_UCCS_D4B_SCAN70_v1
121464,ADV,-38,1322,F4-09-500,e0:5a:1b:15:b2:ee,1322_F4-09-500,RX_UCCS_D4B_SCAN70_v1
123487,ADV,-39,1342,F4-09-500,e0:5a:1b:15:b2:ee,1342_F4-09-500,RX_UCCS_D4B_SCAN70_v1
124496,ADV,-40,1353,F4-09-500,e0:5a:1b:15:b2:ee,1353_F4-09-500,RX_UCCS_D4B_SCAN70_v1
125006,ADV,-40,1358,F4-09-500,e0:5a:1b:15:b2:ee,1358_F4-09-500,RX_UCCS_D4B_SCAN70_v1
127023,ADV,-35,1378,F4-09-500,e0:5a:1b:15:b2:ee,1378_F4-09-500,RX_UCCS_D4B_SCAN70_v1
128035,ADV,-34,1388,F4-09-500,e0:5a:1b:15:b2:ee,1388_F4-09-500,RX_UCCS_D4B_SCAN70_v1
130057,ADV,-38,1408,F4-07-500,e0:5a:1b:15:b2:ee,1408_F4-07-500,RX_UCCS_D4B_SCAN70_v1
131078,ADV,-36,1418,F4-08-500,e0:5a:1b:15:b2:ee,1418_F4-08-500,RX_UCCS_D4B_SCAN70_v1
132071,ADV,-83,1428,F4-08-500,e0:5a:1b:15:b2:ee,1428_F4-08-500,RX_UCCS_D4B_SCAN70_v1
133095,ADV,-38,1438,F4-08-500,e0:5a:1b:15:b2:ee,1438_F4-08-500,RX_UCCS_D4B_SCAN70_v1
134595,ADV,-39,1454,F4-08-500,e0:5a:1b:15:b2:ee,1454_F4-08-500,RX_UCCS_D4B_SCAN70_v1
135116,ADV,-39,1459,F4-06-500,e0:5a:1b:15:b2:ee,1459_F4-06-500,RX_UCCS_D4B_SCAN70_v1
136619,ADV,-34,1474,F4-06-500,e0:5a:1b:15:b2:ee,1474_F4-06-500,RX_UCCS_D4B_SCAN70_v1
137119,ADV,-35,1479,F4-06-500,e0:5a:1b:15:b2:ee,1479_F4-06-500,RX_UCCS_D4B_SCAN70_v1
138125,ADV,-34,1489,F4-06-500,e0:5a:1b:15:b2:ee,1489_F4-06-500,RX_UCCS_D4B_SCAN70_v1
139659,ADV,-38,1504,F4-06-500,e0:5a:1b:15:b2:ee,1504_F4-06-500,RX_UCCS_D4B_SCAN70_v1
140668,ADV,-35,1514,F4-06-500,e0:5a:1b:15:b2:ee,1514_F4-06-500,RX_UCCS_D4B_SCAN70_v1
