ms,event,rssi,seq,label,addr,mfd,program_id
# meta, firmware=RX_UCCS_D3_SCAN70, buf_size=512
# meta, scan_interval_ms=100.0, scan_window_ms=70.0
# condition_label=F4-01-100
134,ADV,-36,5,F4-01-100,e0:5a:1b:15:b2:ee,5_F4-01-100,RX_UCCS_D3_SCAN70_v1
558,ADV,-36,9,F4-01-100,e0:5a:1b:15:b2:ee,9_F4-01-100,RX_UCCS_D3_SCAN70_v1
1090,ADV,-36,15,F4-00-100,e0:5a:1b:15:b2:ee,15_F4-00-100,RX_UCCS_D3_SCAN70_v1
1718,ADV,-34,21,F4-00-100,e0:5a:1b:15:b2:ee,21_F4-00-100,RX_UCCS_D3_SCAN70_v1
2338,ADV,-63,27,F4-00-100,e0:5a:1b:15:b2:ee,27_F4-00-100,RX_UCCS_D3_SCAN70_v1
2759,ADV,-63,31,F4-00-100,e0:5a:1b:15:b2:ee,31_F4-00-100,RX_UCCS_D3_SCAN70_v1
3079,ADV,-34,34,F4-00-100,e0:5a:1b:15:b2:ee,34_F4-00-100,RX_UCCS_D3_SCAN70_v1
3606,ADV,-34,40,F4-00-100,e0:5a:1b:15:b2:ee,40_F4-00-100,RX_UCCS_D3_SCAN70_v1
4035,ADV,-35,44,F4-00-100,e0:5a:1b:15:b2:ee,44_F4-00-100,RX_UCCS_D3_SCAN70_v1
4436,ADV,-36,48,F4-00-100,e0:5a:1b:15:b2:ee,48_F4-00-100,RX_UCCS_D3_SCAN70_v1
5084,ADV,-34,54,F4-00-100,e0:5a:1b:15:b2:ee,54_F4-00-100,RX_UCCS_D3_SCAN70_v1
5387,ADV,-36,58,F4-00-100,e0:5a:1b:15:b2:ee,58_F4-00-100,RX_UCCS_D3_SCAN70_v1
6029,ADV,-34,64,F4-00-100,e0:5a:1b:15:b2:ee,64_F4-00-100,RX_UCCS_D3_SCAN70_v1
6648,ADV,-62,70,F4-00-100,e0:5a:1b:15:b2:ee,70_F4-00-100,RX_UCCS_D3_SCAN70_v1
7174,ADV,-62,75,F4-00-100,e0:5a:1b:15:b2:ee,75_F4-00-100,RX_UCCS_D3_SCAN70_v1
7811,ADV,-36,82,F4-00-100,e0:5a:1b:15:b2:ee,82_F4-00-100,RX_UCCS_D3_SCAN70_v1
8210,ADV,-36,86,F4-00-100,e0:5a:1b:15:b2:ee,86_F4-00-100,RX_UCCS_D3_SCAN70_v1
9069,ADV,-62,94,F4-07-100,e0:5a:1b:15:b2:ee,94_F4-07-100,RX_UCCS_D3_SCAN70_v1
9378,ADV,-34,97,F4-11-100,e0:5a:1b:15:b2:ee,97_F4-11-100,RX_UCCS_D3_SCAN70_v1
10017,ADV,-63,104,F4-11-100,e0:5a:1b:15:b2:ee,104_F4-11-100,RX_UCCS_D3_SCAN70_v1
10450,ADV,-63,108,F4-11-100,e0:5a:1b:15:b2:ee,108_F4-11-100,RX_UCCS_D3_SCAN70_v1
10977,ADV,-62,113,F4-11-100,e0:5a:1b:15:b2:ee,113_F4-11-100,RX_UCCS_D3_SCAN70_v1
11404,ADV,-63,118,F4-11-100,e0:5a:1b:15:b2:ee,118_F4-11-100,RX_UCCS_D3_SCAN70_v1
12026,ADV,-36,124,F4-10-100,e0:5a:1b:15:b2:ee,124_F4-10-100,RX_UCCS_D3_SCAN70_v1
12774,ADV,-34,131,F4-10-100,e0:5a:1b:15:b2:ee,131_F4-10-100,RX_UCCS_D3_SCAN70_v1
13331,ADV,-63,137,F4-10-100,e0:5a:1b:15:b2:ee,137_F4-10-100,RX_UCCS_D3_SCAN70_v1
13730,ADV,-34,141,F4-10-100,e0:5a:1b:15:b2:ee,141_F4-10-100,RX_UCCS_D3_SCAN70_v1
14669,ADV,-35,150,F4-10-100,e0:5a:1b:15:b2:ee,150_F4-10-100,RX_UCCS_D3_SCAN70_v1
15297,ADV,-63,157,F4-10-100,e0:5a:1b:15:b2:ee,157_F4-10-100,RX_UCCS_D3_SCAN70_v1
15712,ADV,-63,161,F4-10-100,e0:5a:1b:15:b2:ee,161_F4-10-100,RX_UCCS_D3_SCAN70_v1
16234,ADV,-62,166,F4-10-100,e0:5a:1b:15:b2:ee,166_F4-10-100,RX_UCCS_D3_SCAN70_v1
17067,ADV,-34,174,F4-10-100,e0:5a:1b:15:b2:ee,174_F4-10-100,RX_UCCS_D3_SCAN70_v1
17483,ADV,-35,178,F4-10-100,e0:5a:1b:15:b2:ee,178_F4-10-100,RX_UCCS_D3_SCAN70_v1
18010,ADV,-35,184,F4-10-100,e0:5a:1b:15:b2:ee,184_F4-10-100,RX_UCCS_D3_SCAN70_v1
18646,ADV,-63,190,F4-10-100,e0:5a:1b:15:b2:ee,190_F4-10-100,RX_UCCS_D3_SCAN70_v1
19173,ADV,-62,195,F4-10-100,e0:5a:1b:15:b2:ee,195_F4-10-100,RX_UCCS_D3_SCAN70_v1
19904,ADV,-34,203,F4-10-100,e0:5a:1b:15:b2:ee,203_F4-10-100,RX_UCCS_D3_SCAN70_v1
20741,ADV,-36,211,F4-10-100,e0:5a:1b:15:b2:ee,211_F4-10-100,RX_UCCS_D3_SCAN70_v1
21063,ADV,-63,214,F4-10-100,e0:5a:1b:15:b2:ee,214_F4-10-100,RX_UCCS_D3_SCAN70_v1
21688,ADV,-36,221,F4-10-100,e0:5a:1b:15:b2:ee,221_F4-10-100,RX_UCCS_D3_SCAN70_v1
22320,ADV,-35,227,F4-10-100,e0:5a:1b:15:b2:ee,227_F4-10-100,RX_UCCS_D3_SCAN70_v1
22833,ADV,-34,232,F4-10-100,e0:5a:1b:15:b2:ee,232_F4-10-100,RX_UCCS_D3_SCAN70_v1
23255,ADV,-34,236,F4-10-100,e0:5a:1b:15:b2:ee,236_F4-10-100,RX_UCCS_D3_SCAN70_v1
23651,ADV,-36,240,F4-10-100,e0:5a:1b:15:b2:ee,240_F4-10-100,RX_UCCS_D3_SCAN70_v1
24279,ADV,-34,246,F4-06-100,e0:5a:1b:15:b2:ee,246_F4-06-100,RX_UCCS_D3_SCAN70_v1
25209,ADV,-34,256,F4-06-100,e0:5a:1b:15:b2:ee,256_F4-06-100,RX_UCCS_D3_SCAN70_v1
25848,ADV,-62,262,F4-06-100,e0:5a:1b:15:b2:ee,262_F4-06-100,RX_UCCS_D3_SCAN70_v1
26374,ADV,-63,267,F4-06-100,e0:5a:1b:15:b2:ee,267_F4-06-100,RX_UCCS_D3_SCAN70_v1
