ms,event,rssi,seq,label,addr,mfd,program_id
# meta, firmware=RX_UCCS_D3_SCAN70, buf_size=512
# meta, scan_interval_ms=100.0, scan_window_ms=70.0
# condition_label=F4-01-100
330,ADV,-36,6,F4-01-100,e0:5a:1b:15:b2:ee,6_F4-01-100,RX_UCCS_D3_SCAN70_v1
960,ADV,-34,12,F4-01-100,e0:5a:1b:15:b2:ee,12_F4-01-100,RX_UCCS_D3_SCAN70_v1
1486,ADV,-34,17,F4-00-100,e0:5a:1b:15:b2:ee,17_F4-00-100,RX_UCCS_D3_SCAN70_v1
2236,ADV,-36,25,F4-00-100,e0:5a:1b:15:b2:ee,25_F4-00-100,RX_UCCS_D3_SCAN70_v1
2871,ADV,-34,31,F4-00-100,e0:5a:1b:15:b2:ee,31_F4-00-100,RX_UCCS_D3_SCAN70_v1
3499,ADV,-61,38,F4-00-100,e0:5a:1b:15:b2:ee,38_F4-00-100,RX_UCCS_D3_SCAN70_v1
4228,ADV,-36,45,F4-00-100,e0:5a:1b:15:b2:ee,45_F4-00-100,RX_UCCS_D3_SCAN70_v1
4760,ADV,-34,50,F4-00-100,e0:5a:1b:15:b2:ee,50_F4-00-100,RX_UCCS_D3_SCAN70_v1
5188,ADV,-36,54,F4-00-100,e0:5a:1b:15:b2:ee,54_F4-00-100,RX_UCCS_D3_SCAN70_v1
5798,ADV,-34,61,F4-00-100,e0:5a:1b:15:b2:ee,61_F4-00-100,RX_UCCS_D3_SCAN70_v1
6219,ADV,-35,65,F4-00-100,e0:5a:1b:15:b2:ee,65_F4-00-100,RX_UCCS_D3_SCAN70_v1
6735,ADV,-34,70,F4-00-100,e0:5a:1b:15:b2:ee,70_F4-00-100,RX_UCCS_D3_SCAN70_v1
7566,ADV,-36,78,F4-00-100,e0:5a:1b:15:b2:ee,78_F4-00-100,RX_UCCS_D3_SCAN70_v1
8501,ADV,-36,88,F4-06-100,e0:5a:1b:15:b2:ee,88_F4-06-100,RX_UCCS_D3_SCAN70_v1
9022,ADV,-36,93,F4-07-100,e0:5a:1b:15:b2:ee,93_F4-07-100,RX_UCCS_D3_SCAN70_v1
9753,ADV,-61,100,F4-11-100,e0:5a:1b:15:b2:ee,100_F4-11-100,RX_UCCS_D3_SCAN70_v1
10587,ADV,-34,109,F4-11-100,e0:5a:1b:15:b2:ee,109_F4-11-100,RX_UCCS_D3_SCAN70_v1
11110,ADV,-35,114,F4-11-100,e0:5a:1b:15:b2:ee,114_F4-11-100,RX_UCCS_D3_SCAN70_v1
11744,ADV,-62,120,F4-10-100,e0:5a:1b:15:b2:ee,120_F4-10-100,RX_UCCS_D3_SCAN70_v1
12369,ADV,-36,126,F4-10-100,e0:5a:1b:15:b2:ee,126_F4-10-100,RX_UCCS_D3_SCAN70_v1
13011,ADV,-34,133,F4-10-100,e0:5a:1b:15:b2:ee,133_F4-10-100,RX_UCCS_D3_SCAN70_v1
13615,ADV,-62,139,F4-10-100,e0:5a:1b:15:b2:ee,139_F4-10-100,RX_UCCS_D3_SCAN70_v1
14138,ADV,-61,144,F4-10-100,e0:5a:1b:15:b2:ee,144_F4-10-100,RX_UCCS_D3_SCAN70_v1
14548,ADV,-62,148,F4-10-100,e0:5a:1b:15:b2:ee,148_F4-10-100,RX_UCCS_D3_SCAN70_v1
15076,ADV,-60,153,F4-10-100,e0:5a:1b:15:b2:ee,153_F4-10-100,RX_UCCS_D3_SCAN70_v1
15705,ADV,-36,160,F4-10-100,e0:5a:1b:15:b2:ee,160_F4-10-100,RX_UCCS_D3_SCAN70_v1
16230,ADV,-36,165,F4-10-100,e0:5a:1b:15:b2:ee,165_F4-10-100,RX_UCCS_D3_SCAN70_v1
16848,ADV,-34,171,F4-10-100,e0:5a:1b:15:b2:ee,171_F4-10-100,RX_UCCS_D3_SCAN70_v1
17272,ADV,-34,175,F4-10-100,e0:5a:1b:15:b2:ee,175_F4-10-100,RX_UCCS_D3_SCAN70_v1
17899,ADV,-60,182,F4-10-100,e0:5a:1b:15:b2:ee,182_F4-10-100,RX_UCCS_D3_SCAN70_v1
18429,ADV,-60,187,F4-10-100,e0:5a:1b:15:b2:ee,187_F4-10-100,RX_UCCS_D3_SCAN70_v1
18840,ADV,-61,191,F4-10-100,e0:5a:1b:15:b2:ee,191_F4-10-100,RX_UCCS_D3_SCAN70_v1
19366,ADV,-61,196,F4-10-100,e0:5a:1b:15:b2:ee,196_F4-10-100,RX_UCCS_D3_SCAN70_v1
19891,ADV,-60,202,F4-10-100,e0:5a:1b:15:b2:ee,202_F4-10-100,RX_UCCS_D3_SCAN70_v1
20710,ADV,-34,210,F4-10-100,e0:5a:1b:15:b2:ee,210_F4-10-100,RX_UCCS_D3_SCAN70_v1
21248,ADV,-61,215,F4-10-100,e0:5a:1b:15:b2:ee,215_F4-10-100,RX_UCCS_D3_SCAN70_v1
21974,ADV,-36,222,F4-10-100,e0:5a:1b:15:b2:ee,222_F4-10-100,RX_UCCS_D3_SCAN70_v1
22716,ADV,-62,230,F4-10-100,e0:5a:1b:15:b2:ee,230_F4-10-100,RX_UCCS_D3_SCAN70_v1
23321,ADV,-36,236,F4-10-100,e0:5a:1b:15:b2:ee,236_F4-10-100,RX_UCCS_D3_SCAN70_v1
24050,ADV,-35,243,F4-10-100,e0:5a:1b:15:b2:ee,243_F4-10-100,RX_UCCS_D3_SCAN70_v1
24694,ADV,-61,250,F4-06-100,e0:5a:1b:15:b2:ee,250_F4-06-100,RX_UCCS_D3_SCAN70_v1
25311,ADV,-36,256,F4-06-100,e0:5a:1b:15:b2:ee,256_F4-06-100,RX_UCCS_D3_SCAN70_v1
26049,ADV,-61,263,F4-06-100,e0:5a:1b:15:b2:ee,263_F4-06-100,RX_UCCS_D3_SCAN70_v1
26891,ADV,-34,272,F4-06-100,e0:5a:1b:15:b2:ee,272_F4-06-100,RX_UCCS_D3_SCAN70_v1
27726,ADV,-36,280,F4-06-100,e0:5a:1b:15:b2:ee,280_F4-06-100,RX_UCCS_D3_SCAN70_v1
28358,ADV,-34,286,F4-06-100,e0:5a:1b:15:b2:ee,286_F4-06-100,RX_UCCS_D3_SCAN70_v1
28779,ADV,-34,290,F4-06-100,e0:5a:1b:15:b2:ee,290_F4-06-100,RX_UCCS_D3_SCAN70_v1
29507,ADV,-59,298,F4-06-100,e0:5a:1b:15:b2:ee,298_F4-06-100,RX_UCCS_D3_SCAN70_v1
