ms,event,rssi,seq,label,addr,mfd,program_id
# meta, firmware=RX_UCCS_D3_SCAN70, buf_size=512
# meta, scan_interval_ms=100.0, scan_window_ms=70.0
# condition_label=P4-01-500
609,ADV,-36,10,P4-01-500,e0:5a:1b:15:b2:ee,10_P4-01-500,RX_UCCS_D3_SCAN70_v1
1209,ADV,-35,16,P4-00-100,e0:5a:1b:15:b2:ee,16_P4-00-100,RX_UCCS_D3_SCAN70_v1
1955,ADV,-36,23,P4-00-100,e0:5a:1b:15:b2:ee,23_P4-00-100,RX_UCCS_D3_SCAN70_v1
2272,ADV,-63,26,P4-00-100,e0:5a:1b:15:b2:ee,26_P4-00-100,RX_UCCS_D3_SCAN70_v1
2999,ADV,-36,34,P4-00-100,e0:5a:1b:15:b2:ee,34_P4-00-100,RX_UCCS_D3_SCAN70_v1
3622,ADV,-34,40,P4-00-100,e0:5a:1b:15:b2:ee,40_P4-00-100,RX_UCCS_D3_SCAN70_v1
4252,ADV,-62,46,P4-00-100,e0:5a:1b:15:b2:ee,46_P4-00-100,RX_UCCS_D3_SCAN70_v1
4674,ADV,-62,50,P4-00-100,e0:5a:1b:15:b2:ee,50_P4-00-100,RX_UCCS_D3_SCAN70_v1
4988,ADV,-34,53,P4-00-100,e0:5a:1b:15:b2:ee,53_P4-00-100,RX_UCCS_D3_SCAN70_v1
6431,ADV,-35,68,P4-00-500,e0:5a:1b:15:b2:ee,68_P4-00-500,RX_UCCS_D3_SCAN70_v1
6930,ADV,-34,73,P4-00-500,e0:5a:1b:15:b2:ee,73_P4-00-500,RX_UCCS_D3_SCAN70_v1
7431,ADV,-35,78,P4-00-500,e0:5a:1b:15:b2:ee,78_P4-00-500,RX_UCCS_D3_SCAN70_v1
7933,ADV,-34,83,P4-00-500,e0:5a:1b:15:b2:ee,83_P4-00-500,RX_UCCS_D3_SCAN70_v1
8441,ADV,-34,88,P4-06-500,e0:5a:1b:15:b2:ee,88_P4-06-500,RX_UCCS_D3_SCAN70_v1
8905,ADV,-34,93,P4-07-100,e0:5a:1b:15:b2:ee,93_P4-07-100,RX_UCCS_D3_SCAN70_v1
9732,ADV,-36,101,P4-11-100,e0:5a:1b:15:b2:ee,101_P4-11-100,RX_UCCS_D3_SCAN70_v1
10495,ADV,-62,108,P4-11-100,e0:5a:1b:15:b2:ee,108_P4-11-100,RX_UCCS_D3_SCAN70_v1
10909,ADV,-62,113,P4-11-100,e0:5a:1b:15:b2:ee,113_P4-11-100,RX_UCCS_D3_SCAN70_v1
11332,ADV,-35,117,P4-11-100,e0:5a:1b:15:b2:ee,117_P4-11-100,RX_UCCS_D3_SCAN70_v1
11887,ADV,-62,122,P4-10-100,e0:5a:1b:15:b2:ee,122_P4-10-100,RX_UCCS_D3_SCAN70_v1
12280,ADV,-35,126,P4-10-100,e0:5a:1b:15:b2:ee,126_P4-10-100,RX_UCCS_D3_SCAN70_v1
12906,ADV,-63,133,P4-10-100,e0:5a:1b:15:b2:ee,133_P4-10-100,RX_UCCS_D3_SCAN70_v1
13854,ADV,-62,142,P4-10-100,e0:5a:1b:15:b2:ee,142_P4-10-100,RX_UCCS_D3_SCAN70_v1
14477,ADV,-36,148,P4-10-100,e0:5a:1b:15:b2:ee,148_P4-10-100,RX_UCCS_D3_SCAN70_v1
14796,ADV,-62,151,P4-10-100,e0:5a:1b:15:b2:ee,151_P4-10-100,RX_UCCS_D3_SCAN70_v1
15233,ADV,-62,156,P4-10-100,e0:5a:1b:15:b2:ee,156_P4-10-100,RX_UCCS_D3_SCAN70_v1
15972,ADV,-36,163,P4-10-100,e0:5a:1b:15:b2:ee,163_P4-10-100,RX_UCCS_D3_SCAN70_v1
16721,ADV,-62,171,P4-10-500,e0:5a:1b:15:b2:ee,171_P4-10-500,RX_UCCS_D3_SCAN70_v1
17221,ADV,-62,176,P4-10-500,e0:5a:1b:15:b2:ee,176_P4-10-500,RX_UCCS_D3_SCAN70_v1
19250,ADV,-36,196,P4-10-500,e0:5a:1b:15:b2:ee,196_P4-10-500,RX_UCCS_D3_SCAN70_v1
19755,ADV,-36,201,P4-10-500,e0:5a:1b:15:b2:ee,201_P4-10-500,RX_UCCS_D3_SCAN70_v1
20253,ADV,-36,206,P4-10-500,e0:5a:1b:15:b2:ee,206_P4-10-500,RX_UCCS_D3_SCAN70_v1
20760,ADV,-36,211,P4-10-500,e0:5a:1b:15:b2:ee,211_P4-10-500,RX_UCCS_D3_SCAN70_v1
22282,ADV,-34,226,P4-10-500,e0:5a:1b:15:b2:ee,226_P4-10-500,RX_UCCS_D3_SCAN70_v1
22786,ADV,-34,231,P4-10-500,e0:5a:1b:15:b2:ee,231_P4-10-500,RX_UCCS_D3_SCAN70_v1
23798,ADV,-34,241,P4-10-500,e0:5a:1b:15:b2:ee,241_P4-10-500,RX_UCCS_D3_SCAN70_v1
24705,ADV,-35,251,P4-06-100,e0:5a:1b:15:b2:ee,251_P4-06-100,RX_UCCS_D3_SCAN70_v1
25251,ADV,-34,256,P4-06-100,e0:5a:1b:15:b2:ee,256_P4-06-100,RX_UCCS_D3_SCAN70_v1
25852,ADV,-61,262,P4-06-100,e0:5a:1b:15:b2:ee,262_P4-06-100,RX_UCCS_D3_SCAN70_v1
26476,ADV,-36,268,P4-06-100,e0:5a:1b:15:b2:ee,268_P4-06-100,RX_UCCS_D3_SCAN70_v1
26998,ADV,-36,274,P4-06-100,e0:5a:1b:15:b2:ee,274_P4-06-100,RX_UCCS_D3_SCAN70_v1
27636,ADV,-34,280,P4-06-100,e0:5a:1b:15:b2:ee,280_P4-06-100,RX_UCCS_D3_SCAN70_v1
28271,ADV,-62,286,P4-06-100,e0:5a:1b:15:b2:ee,286_P4-06-100,RX_UCCS_D3_SCAN70_v1
28678,ADV,-62,290,P4-06-100,e0:5a:1b:15:b2:ee,290_P4-06-100,RX_UCCS_D3_SCAN70_v1
29245,ADV,-62,296,P4-06-500,e0:5a:1b:15:b2:ee,296_P4-06-500,RX_UCCS_D3_SCAN70_v1
29722,ADV,-63,301,P4-06-500,e0:5a:1b:15:b2:ee,301_P4-06-500,RX_UCCS_D3_SCAN70_v1
31225,ADV,-36,316,P4-06-500,e0:5a:1b:15:b2:ee,316_P4-06-500,RX_UCCS_D3_SCAN70_v1
