ms,event,rssi,addr,mfd
# meta, firmware=RX_BLE_to_SD_SYNC_B, trial_index=8, adv_interval_ms=100
80,ADV,-36,e0:5a:1b:15:c4:ca,MF00A9
186,ADV,-55,e0:5a:1b:15:c4:ca,MF00AA
292,ADV,-43,e0:5a:1b:15:c4:ca,MF00AB
507,ADV,-37,e0:5a:1b:15:c4:ca,MF00AD
613,ADV,-56,e0:5a:1b:15:c4:ca,MF00AE
724,ADV,-44,e0:5a:1b:15:c4:ca,MF00AF
816,ADV,-37,e0:5a:1b:15:c4:ca,MF00B0
924,ADV,-55,e0:5a:1b:15:c4:ca,MF00B1
1131,ADV,-37,e0:5a:1b:15:c4:ca,MF00B3
1245,ADV,-55,e0:5a:1b:15:c4:ca,MF00B4
1347,ADV,-45,e0:5a:1b:15:c4:ca,MF00B6
1447,ADV,-37,e0:5a:1b:15:c4:ca,MF00B7
1547,ADV,-56,e0:5a:1b:15:c4:ca,MF00B8
1647,ADV,-43,e0:5a:1b:15:c4:ca,MF00B9
1752,ADV,-43,e0:5a:1b:15:c4:ca,MF00BA
1863,ADV,-36,e0:5a:1b:15:c4:ca,MF00BB
1966,ADV,-56,e0:5a:1b:15:c4:ca,MF00BC
2069,ADV,-44,e0:5a:1b:15:c4:ca,MF00BD
2172,ADV,-39,e0:5a:1b:15:c4:ca,MF00BE
2278,ADV,-56,e0:5a:1b:15:c4:ca,MF00BF
2383,ADV,-44,e0:5a:1b:15:c4:ca,MF00C0
2485,ADV,-37,e0:5a:1b:15:c4:ca,MF00C1
2587,ADV,-53,e0:5a:1b:15:c4:ca,MF00C2
2697,ADV,-43,e0:5a:1b:15:c4:ca,MF00C3
2804,ADV,-44,e0:5a:1b:15:c4:ca,MF00C4
2906,ADV,-39,e0:5a:1b:15:c4:ca,MF00C5
3018,ADV,-54,e0:5a:1b:15:c4:ca,MF00C6
3125,ADV,-43,e0:5a:1b:15:c4:ca,MF00C7
3229,ADV,-36,e0:5a:1b:15:c4:ca,MF00C8
3344,ADV,-53,e0:5a:1b:15:c4:ca,MF00CA
3558,ADV,-44,e0:5a:1b:15:c4:ca,MF00CC
3658,ADV,-39,e0:5a:1b:15:c4:ca,MF00CD
3767,ADV,-51,e0:5a:1b:15:c4:ca,MF00CE
3871,ADV,-44,e0:5a:1b:15:c4:ca,MF00CF
3971,ADV,-36,e0:5a:1b:15:c4:ca,MF00D0
4077,ADV,-51,e0:5a:1b:15:c4:ca,MF00D1
4180,ADV,-43,e0:5a:1b:15:c4:ca,MF00D2
4285,ADV,-37,e0:5a:1b:15:c4:ca,MF00D3
4397,ADV,-51,e0:5a:1b:15:c4:ca,MF00D4
4497,ADV,-43,e0:5a:1b:15:c4:ca,MF00D5
4596,ADV,-37,e0:5a:1b:15:c4:ca,MF00D6
4813,ADV,-51,e0:5a:1b:15:c4:ca,MF00D8
4912,ADV,-43,e0:5a:1b:15:c4:ca,MF00D9
5003,ADV,-37,e0:5a:1b:15:c4:ca,MF00DA
5119,ADV,-54,e0:5a:1b:15:c4:ca,MF00DB
5225,ADV,-44,e0:5a:1b:15:c4:ca,MF00DC
5331,ADV,-39,e0:5a:1b:15:c4:ca,MF00DD
5435,ADV,-53,e0:5a:1b:15:c4:ca,MF00DE
5543,ADV,-43,e0:5a:1b:15:c4:ca,MF00E0
5646,ADV,-37,e0:5a:1b:15:c4:ca,MF00E1
5860,ADV,-51,e0:5a:1b:15:c4:ca,MF00E3
5971,ADV,-44,e0:5a:1b:15:c4:ca,MF00E4
6069,ADV,-39,e0:5a:1b:15:c4:ca,MF00E5
6187,ADV,-54,e0:5a:1b:15:c4:ca,MF00E6
6286,ADV,-43,e0:5a:1b:15:c4:ca,MF00E7
6381,ADV,-37,e0:5a:1b:15:c4:ca,MF00E8
6485,ADV,-54,e0:5a:1b:15:c4:ca,MF00E9
6596,ADV,-43,e0:5a:1b:15:c4:ca,MF00EA
6689,ADV,-39,e0:5a:1b:15:c4:ca,MF00EB
6797,ADV,-52,e0:5a:1b:15:c4:ca,MF00EC
7107,ADV,-39,e0:5a:1b:15:c4:ca,MF00EF
7217,ADV,-54,e0:5a:1b:15:c4:ca,MF00F0
7331,ADV,-43,e0:5a:1b:15:c4:ca,MF00F1
7424,ADV,-39,e0:5a:1b:15:c4:ca,MF00F2
7535,ADV,-54,e0:5a:1b:15:c4:ca,MF00F3
7640,ADV,-44,e0:5a:1b:15:c4:ca,MF00F4
7738,ADV,-37,e0:5a:1b:15:c4:ca,MF00F5
7847,ADV,-51,e0:5a:1b:15:c4:ca,MF00F7
7947,ADV,-45,e0:5a:1b:15:c4:ca,MF00F8
8047,ADV,-39,e0:5a:1b:15:c4:ca,MF00F9
8157,ADV,-39,e0:5a:1b:15:c4:ca,MF00FA
8271,ADV,-54,e0:5a:1b:15:c4:ca,MF00FB
8370,ADV,-45,e0:5a:1b:15:c4:ca,MF00FC
8478,ADV,-39,e0:5a:1b:15:c4:ca,MF00FD
8587,ADV,-52,e0:5a:1b:15:c4:ca,MF00FE
8686,ADV,-45,e0:5a:1b:15:c4:ca,MF00FF
8794,ADV,-37,e0:5a:1b:15:c4:ca,MF0100
8896,ADV,-51,e0:5a:1b:15:c4:ca,MF0101
9107,ADV,-46,e0:5a:1b:15:c4:ca,MF0103
9218,ADV,-36,e0:5a:1b:15:c4:ca,MF0104
9338,ADV,-54,e0:5a:1b:15:c4:ca,MF0105
9530,ADV,-37,e0:5a:1b:15:c4:ca,MF0107
9638,ADV,-54,e0:5a:1b:15:c4:ca,MF0109
9837,ADV,-40,e0:5a:1b:15:c4:ca,MF010B
9947,ADV,-54,e0:5a:1b:15:c4:ca,MF010C
10058,ADV,-54,e0:5a:1b:15:c4:ca,MF010D
10170,ADV,-44,e0:5a:1b:15:c4:ca,MF010E
10266,ADV,-39,e0:5a:1b:15:c4:ca,MF010F
10368,ADV,-54,e0:5a:1b:15:c4:ca,MF0110
10470,ADV,-44,e0:5a:1b:15:c4:ca,MF0111
10576,ADV,-39,e0:5a:1b:15:c4:ca,MF0112
10677,ADV,-54,e0:5a:1b:15:c4:ca,MF0113
10775,ADV,-45,e0:5a:1b:15:c4:ca,MF0114
10885,ADV,-39,e0:5a:1b:15:c4:ca,MF0115
10997,ADV,-55,e0:5a:1b:15:c4:ca,MF0116
11094,ADV,-45,e0:5a:1b:15:c4:ca,MF0117
11197,ADV,-39,e0:5a:1b:15:c4:ca,MF0118
11306,ADV,-39,e0:5a:1b:15:c4:ca,MF0119
11414,ADV,-52,e0:5a:1b:15:c4:ca,MF011A
11517,ADV,-43,e0:5a:1b:15:c4:ca,MF011B
11626,ADV,-39,e0:5a:1b:15:c4:ca,MF011C
11741,ADV,-55,e0:5a:1b:15:c4:ca,MF011D
11842,ADV,-45,e0:5a:1b:15:c4:ca,MF011F
11955,ADV,-44,e0:5a:1b:15:c4:ca,MF0120
12064,ADV,-39,e0:5a:1b:15:c4:ca,MF0121
12160,ADV,-54,e0:5a:1b:15:c4:ca,MF0122
