ms,mV,uA,p_mW
# meta, firmware=TXSD_UCCS_D2B_SCAN90, cond_id=5, tag=s4_fixed500, subject=uccs_d2_scan90_d2b
12,3260,55300,180.3
21,3260,55000,179.3
31,3260,54600,178.0
41,3180,141700,450.6
51,3260,54400,177.3
61,3260,55900,182.2
71,3260,54300,177.0
81,3260,55900,182.2
91,3260,54200,176.7
101,3264,55900,182.5
111,3260,54300,177.0
121,3260,55900,182.2
131,3260,54300,177.0
141,3260,55900,182.2
151,3180,145000,461.1
161,3260,55300,180.3
171,3260,55000,179.3
181,3260,55300,180.3
191,3260,54900,179.0
201,3260,55000,179.3
211,3260,55500,180.9
221,3260,54300,177.0
231,3260,55800,181.9
241,3260,54400,177.3
251,3260,55900,182.2
261,3140,141100,443.1
271,3264,55900,182.5
281,3260,54300,177.0
291,3260,55900,182.2
301,3260,54300,177.0
311,3260,55900,182.2
321,3260,54300,177.0
331,3260,55400,180.6
341,3260,54900,179.0
351,3260,55200,180.0
361,3260,54900,179.0
371,3192,206300,658.5
381,3260,55000,179.3
391,3260,54300,177.0
401,3260,55800,181.9
411,3260,54300,177.0
421,3248,56000,181.9
431,3260,54300,177.0
441,3260,55900,182.2
451,3260,54300,177.0
461,3260,55900,182.2
471,3188,133800,426.6
481,3260,55900,182.2
491,3260,54400,177.3
501,3260,55700,181.6
511,3260,54800,178.6
521,3228,142100,458.7
531,3260,55000,179.3
541,3260,55200,180.0
551,3260,55000,179.3
561,3260,54400,177.3
571,3260,116600,380.1
581,3260,54300,177.0
591,3260,55900,182.2
601,3260,54300,177.0
611,3260,55900,182.2
621,3260,78500,255.9
631,3260,55900,182.2
641,3260,54300,177.0
651,3260,55900,182.2
661,3260,54300,177.0
671,3260,55900,182.2
681,3180,197500,628.0
691,3260,55300,180.3
701,3260,55000,179.3
711,3260,55300,180.3
721,3260,54900,179.0
731,3260,54700,178.3
741,3260,55700,181.6
751,3260,54300,177.0
761,3264,55900,182.5
771,3260,54200,176.7
781,3192,201500,643.2
791,3260,54400,177.3
801,3260,55900,182.2
811,3260,54300,177.0
821,3264,55900,182.5
831,3260,54400,177.3
841,3260,55800,181.9
851,3260,54400,177.3
861,3260,55300,180.3
871,3260,55000,179.3
881,3228,158800,512.6
891,3260,55000,179.3
901,3260,55100,179.6
911,3260,55400,180.6
921,3256,54400,177.1
931,3260,55900,182.2
941,3260,54300,177.0
951,3260,55900,182.2
961,3260,54400,177.3
971,3260,55900,182.2
981,3260,54400,177.3
991,3260,55900,182.2
1001,3260,54300,177.0
1011,3260,55900,182.2
1021,3260,54300,177.0
1031,3260,55500,180.9
1041,3260,54900,179.0
