ms,mV,uA,p_mW
# meta, firmware=TXSD_UCCS_D4B_SCAN90, cond_id=3, tag=s4_policy, subject=uccs_d4b_scan90
# meta, policy=U+CCS actions{100,500} u_mid=0.20 u_high=0.35 c_mid=0.20 c_high=0.35 hyst=0.02 ema_alpha=0.20 ccs_inverted=true
11,3284,54700,179.6
21,3284,56300,184.9
31,3284,54700,179.6
41,3288,56100,184.5
51,3284,55000,180.6
61,3284,55700,182.9
71,3284,55300,181.6
81,3284,55700,182.9
91,3284,55400,181.9
101,3284,55700,182.9
111,3284,56200,184.6
121,3284,54800,180.0
131,3284,56300,184.9
141,3284,54800,180.0
151,3288,56300,185.1
161,3284,54700,179.6
171,3264,56600,184.7
181,3168,142700,452.1
191,3288,56300,185.1
201,3284,54700,179.6
211,3288,55800,183.5
221,3284,55300,181.6
231,3284,55700,182.9
241,3284,55400,181.9
251,3284,55400,181.9
261,3284,55900,183.6
271,3284,55200,181.3
281,3284,56300,184.9
291,3284,54800,180.0
301,3288,56300,185.1
311,3284,54800,180.0
321,3284,56300,184.9
331,3284,54800,180.0
341,3284,56300,184.9
351,3284,54700,179.6
361,3288,56300,185.1
371,3284,54900,180.3
381,3284,55800,183.2
391,3284,55300,181.6
401,3284,55700,182.9
411,3284,55400,181.9
421,3284,55700,182.9
431,3284,56100,184.2
441,3284,54900,180.3
451,3284,56300,184.9
461,3284,54700,179.6
471,3288,56300,185.1
481,3284,54700,179.6
491,3288,56200,184.8
501,3284,54800,180.0
511,3288,56300,185.1
521,3284,54700,179.6
531,3288,55900,183.8
541,3284,55200,181.3
551,3284,55700,182.9
561,3284,55400,181.9
571,3288,55600,182.8
581,3284,55600,182.6
591,3284,55500,182.3
601,3284,56200,184.6
611,3284,54800,180.0
621,3288,56300,185.1
631,3284,54800,180.0
641,3284,56300,184.9
651,3284,54700,179.6
661,3288,56300,185.1
671,3284,54700,179.6
681,3284,56300,184.9
691,3280,54900,180.1
701,3284,55700,182.9
711,3284,55300,181.6
721,3284,55600,182.6
731,3288,55400,182.2
741,3284,55700,182.9
751,3284,56100,184.2
761,3284,55000,180.6
771,3284,56300,184.9
