ms,mV,uA,p_mW
# meta, firmware=TXSD_UCCS_D4B_SCAN90, cond_id=5, tag=unk, subject=uccs_d4b_scan90
10,3288,56500,185.8
20,3284,54800,180.0
30,3288,56400,185.4
40,3284,54900,180.3
50,3288,56500,185.8
60,3284,54900,180.3
70,3288,56000,184.1
80,3284,55400,181.9
90,3288,55900,183.8
100,3284,55400,181.9
110,3284,55800,183.2
120,3284,56000,183.9
130,3284,55400,181.9
140,3284,56400,185.2
150,3288,54900,180.5
160,3284,63200,207.5
170,3284,57100,187.5
180,3288,56400,185.4
190,3284,54800,180.0
200,3288,56400,185.4
210,3284,54800,180.0
220,3288,56400,185.4
230,3284,55100,180.9
240,3284,56200,184.6
250,3288,55400,182.2
260,3284,55800,183.2
270,3284,55500,182.3
280,3288,55800,183.5
290,3288,56300,185.1
300,3284,55000,180.6
310,3288,56500,185.8
320,3284,54800,180.0
330,3288,56500,185.8
340,3284,54900,180.3
350,3288,56500,185.8
360,3284,54800,180.0
370,3288,56400,185.4
380,3284,54900,180.3
390,3288,56500,185.8
400,3284,55400,181.9
410,3288,55800,183.5
420,3284,55500,182.3
430,3284,55800,183.2
440,3288,56100,184.5
450,3288,55200,181.5
460,3288,56400,185.4
470,3284,54900,180.3
480,3288,56400,185.4
490,3284,54800,180.0
500,3288,56400,185.4
510,3284,54900,180.3
520,3288,56400,185.4
530,3284,54900,180.3
540,3288,56300,185.1
550,3284,55200,181.3
560,3288,56100,184.5
570,3288,55500,182.5
580,3284,55800,183.2
590,3284,55500,182.3
600,3288,55800,183.5
610,3284,56400,185.2
620,3284,55000,180.6
630,3288,56400,185.4
640,3284,54900,180.3
650,3288,56500,185.8
660,3284,54800,180.0
670,3288,56500,185.8
680,3172,140800,446.6
690,3284,56400,185.2
700,3284,54900,180.3
710,3288,56500,185.8
720,3284,55500,182.3
730,3288,55900,183.8
740,3284,55500,182.3
750,3284,55800,183.2
760,3288,56200,184.8
770,3288,55200,181.5
780,3288,56400,185.4
790,3284,54900,180.3
800,3288,56500,185.8
810,3284,54900,180.3
820,3288,56500,185.8
830,3284,54900,180.3
840,3288,56400,185.4
850,3288,54800,180.2
860,3288,56200,184.8
870,3284,55300,181.6
880,3284,56100,184.2
890,3284,55500,182.3
900,3288,55800,183.5
910,3284,55700,182.9
920,3284,55700,182.9
930,3284,56400,185.2
940,3284,55000,180.6
950,3288,56400,185.4
960,3284,54900,180.3
970,3284,56400,185.2
980,3288,54800,180.2
990,3288,56400,185.4
1000,3284,54900,180.3
1010,3288,56500,185.8
1020,3284,54900,180.3
1030,3288,56500,185.8
1040,3288,55400,182.2
1050,3288,55800,183.5
1060,3284,55400,181.9
1070,3288,55800,183.5
1080,3288,56300,185.1
1090,3284,55100,180.9
1100,3288,56400,185.4
1110,3284,54900,180.3
1120,3288,56400,185.4
1130,3284,54800,180.0
1140,3288,56400,185.4
1150,3284,54900,180.3
1160,3288,56400,185.4
1170,3280,143200,469.7
1180,3284,56600,185.9
1190,3288,55400,182.2
1200,3288,56000,184.1
1210,3288,55500,182.5
1220,3288,55900,183.8
1230,3284,55900,183.6
1240,3288,55500,182.5
1250,3288,56400,185.4
1260,3284,54900,180.3
1270,3288,56400,185.4
1280,3172,141300,448.2
1290,3284,56500,185.5
1300,3284,54900,180.3
1310,3288,56500,185.8
1320,3284,54900,180.3
1330,3288,56400,185.4
1340,3284,55000,180.6
1350,3284,56400,185.2
1360,3284,55500,182.3
1370,3284,55800,183.2
1380,3284,55500,182.3
1390,3188,128000,408.1
1400,3284,56300,184.9
1410,3284,55000,180.6
1420,3288,56500,185.8
1430,3284,54800,180.0
1440,3284,56500,185.5
1450,3284,54900,180.3
1460,3288,56400,185.4
1470,3284,54900,180.3
1480,3284,56500,185.5
1490,3176,137000,435.1
1500,3288,56500,185.8
1510,3284,55400,181.9
1520,3288,56000,184.1
1530,3284,55500,182.3
1540,3284,55800,183.2
1550,3284,56000,183.9
1560,3288,55400,182.2
1570,3288,56500,185.8
1580,3288,54900,180.5
1590,3288,56400,185.4
1600,3176,145700,462.7
1610,3288,56500,185.8
1620,3284,54900,180.3
1630,3288,56400,185.4
1640,3284,54900,180.3
1650,3288,56400,185.4
1660,3284,55100,180.9
1670,3268,156300,510.8
1680,3284,55500,182.3
1690,3288,55900,183.8
1700,3284,55500,182.3
1710,3172,204100,647.4
1720,3288,56400,185.4
