ms,mV,uA,p_mW
# meta, firmware=TXSD_UCCS_D4B_SCAN90, cond_id=4, tag=s4_ablation_ccs_off, subject=uccs_d4b_scan90
# meta, ablation=ccs_off policy=U_only actions{100,500} u_mid=0.20 u_high=0.35 hyst=0.02 ema_alpha=0.20
11,3284,55800,183.2
20,3284,55600,182.6
30,3288,55900,183.8
40,3284,54900,180.3
50,3288,56300,185.1
60,3284,54800,180.0
70,3284,56400,185.2
80,3284,54800,180.0
90,3288,56300,185.1
100,3284,54800,180.0
110,3288,56300,185.1
120,3284,54800,180.0
130,3288,56300,185.1
140,3284,55400,181.9
150,3288,55800,183.5
160,3288,55500,182.5
170,3284,55700,182.9
180,3156,116400,367.4
190,3284,55000,180.6
200,3284,56300,184.9
210,3284,54900,180.3
220,3288,56400,185.4
230,3284,54800,180.0
240,3288,56400,185.4
250,3284,54800,180.0
260,3284,56400,185.2
270,3284,54900,180.3
280,3284,56400,185.2
290,3284,55300,181.6
300,3288,56000,184.1
310,3284,55400,181.9
320,3284,55800,183.2
330,3284,55900,183.6
340,3284,55400,181.9
350,3288,56100,184.5
360,3284,54900,180.3
370,3288,56400,185.4
380,3284,54800,180.0
390,3284,56400,185.2
400,3284,54800,180.0
410,3284,56400,185.2
420,3284,54800,180.0
430,3288,56400,185.4
440,3284,55000,180.6
450,3288,56300,185.1
460,3284,55400,181.9
470,3284,55800,183.2
480,3284,55400,181.9
490,3288,55800,183.5
500,3288,55500,182.5
510,3284,55000,180.6
520,3284,56300,184.9
530,3284,54900,180.3
540,3284,56300,184.9
550,3284,54900,180.3
560,3288,56400,185.4
570,3288,54900,180.5
580,3284,56400,185.2
590,3284,54800,180.0
600,3288,56400,185.4
610,3284,55400,181.9
620,3284,55900,183.6
630,3284,55400,181.9
640,3284,55800,183.2
650,3284,56100,184.2
660,3284,55200,181.3
670,3288,56100,184.5
680,3284,54800,180.0
690,3168,140600,445.4
700,3284,54900,180.3
710,3288,56400,185.4
720,3284,54800,180.0
730,3284,56400,185.2
740,3284,54900,180.3
750,3288,56400,185.4
760,3284,55100,180.9
770,3284,56100,184.2
780,3288,55400,182.2
790,3284,55700,182.9
800,3284,55500,182.3
810,3288,55700,183.1
820,3284,55700,182.9
830,3284,54900,180.3
840,3284,56400,185.2
850,3284,54800,180.0
860,3284,56400,185.2
870,3284,54800,180.0
880,3288,56400,185.4
890,3284,54800,180.0
900,3288,56400,185.4
910,3284,54800,180.0
920,3284,56400,185.2
930,3284,55400,181.9
940,3284,55900,183.6
950,3284,55500,182.3
960,3284,55800,183.2
970,3284,56100,184.2
980,3284,55100,180.9
990,3284,56200,184.6
1000,3284,54800,180.0
1010,3288,56400,185.4
1020,3284,54900,180.3
1030,3288,56400,185.4
1040,3284,54800,180.0
1050,3288,56400,185.4
1060,3284,54800,180.0
1070,3284,56400,185.2
1080,3284,55200,181.3
1090,3284,56000,183.9
1100,3284,55500,182.3
1110,3288,55800,183.5
1120,3284,55600,182.6
1130,3284,55600,182.6
1140,3284,55800,183.2
1150,3284,54900,180.3
1160,3288,56300,185.1
1170,3284,54800,180.0
1180,3264,56800,185.4
1190,3284,54900,180.3
1200,3288,56400,185.4
1210,3284,54800,180.0
1220,3288,56300,185.1
1230,3284,54800,180.0
1240,3284,56400,185.2
1250,3284,55400,181.9
1260,3284,55800,183.2
1270,3284,55400,181.9
1280,3284,55700,182.9
1290,3156,189600,598.4
1300,3284,55000,180.6
1310,3288,56300,185.1
1320,3284,54900,180.3
1330,3288,56400,185.4
1340,3284,54800,180.0
1350,3288,56300,185.1
1360,3284,54800,180.0
1370,3288,56400,185.4
1380,3284,54900,180.3
1390,3284,56400,185.2
1400,3168,207100,656.1
1410,3284,56000,183.9
1420,3284,55500,182.3
1430,3284,55800,183.2
1440,3284,55900,183.6
1450,3284,55400,181.9
1460,3284,56000,183.9
1470,3284,54900,180.3
1480,3284,56400,185.2
1490,3284,54800,180.0
1500,3288,56400,185.4
1510,3176,137900,438.0
1520,3284,56400,185.2
1530,3284,54900,180.3
1540,3284,56400,185.2
1550,3284,55000,180.6
1560,3284,56300,184.9
1570,3284,55400,181.9
1580,3284,55900,183.6
1590,3284,55500,182.3
1600,3288,55800,183.5
1610,3172,141500,448.8
1620,3284,55000,180.6
1630,3288,56400,185.4
1640,3284,54800,180.0
1650,3288,56400,185.4
1660,3284,54900,180.3
1670,3284,56400,185.2
1680,3152,73000,230.1
1690,3284,56400,185.2
1700,3284,54900,180.3
1710,3152,142200,448.2
1720,3284,55400,181.9
1730,3284,55900,183.6
1740,3284,55400,181.9
1750,3284,55800,183.2
1760,3284,56000,183.9
1770,3284,55300,181.6
1780,3220,58300,187.7
1790,3284,54900,180.3
1800,3288,56300,185.1
1810,3284,122100,401.0
1820,3288,56500,185.8
1830,3284,54900,180.3
1841,3288,56400,185.4
1850,3284,54900,180.3
1860,3288,56400,185.4
1870,3284,55200,181.3
1880,3284,78300,257.1
1890,3284,55500,182.3
1900,3284,55800,183.2
1910,3284,55700,182.9
1920,3080,113800,350.5
1930,3288,55900,183.8
1940,3284,54900,180.3
1950,3284,56400,185.2
1960,3284,54800,180.0
1970,3284,56400,185.2
1980,3284,54900,180.3
1990,3284,56400,185.2
2000,3284,54900,180.3
2010,3288,56400,185.4
2020,3168,56400,178.7
2030,3288,56300,185.1
2040,3284,55500,182.3
2050,3288,55800,183.5
2060,3284,55500,182.3
2070,3284,55800,183.2
2080,3284,55700,182.9
2090,3284,54900,180.3
2100,3288,56400,185.4
2110,3284,54800,180.0
2120,3288,56400,185.4
2130,3148,69900,220.0
2140,3288,56400,185.4
2150,3284,54900,180.3
2160,3288,56500,185.8
2170,3284,54900,180.3
2180,3288,56400,185.4
2190,3284,55500,182.3
2200,3284,55900,183.6
2210,3288,55500,182.5
2220,3284,55800,183.2
2230,3176,136100,432.3
2240,3284,54900,180.3
2250,3284,56300,184.9
2260,3284,54800,180.0
2270,3284,56400,185.2
2280,3284,54900,180.3
2290,3288,56400,185.4
