ms,voltage,current,power
39,0.000,0.0,0.0
42,3.296,6.0,0.0
45,3.300,59.5,197.0
48,3.304,58.6,193.0
50,3.304,58.8,193.0
53,3.304,6.0,0.0
58,3.308,59.9,198.0
59,3.304,6.0,0.0
62,3.304,58.7,193.0
64,3.304,6.0,0.0
67,3.304,6.0,0.0
70,3.308,6.0,0.0
73,3.304,6.0,0.0
76,3.300,6.0,0.0
78,3.304,58.4,193.0
81,3.304,60.0,197.0
84,3.304,6.0,0.0
87,3.304,59.3,197.0
90,3.300,58.9,195.0
92,3.304,6.0,0.0
95,3.304,59.8,198.0
98,3.300,6.0,0.0
101,3.308,59.2,195.0
104,3.308,6.0,0.0
106,3.300,6.0,0.0
109,3.308,6.0,0.0
112,3.308,6.0,0.0
115,3.300,59.8,198.0
117,3.304,58.3,193.0
120,3.304,6.0,0.0
123,3.308,6.0,0.0
126,3.308,58.9,195.0
129,3.304,58.6,193.0
131,3.304,59.8,198.0
134,3.308,59.6,197.0
137,3.300,6.0,0.0
140,3.308,59.7,197.0
143,3.308,6.0,0.0
145,3.304,6.0,0.0
148,3.308,6.0,0.0
151,3.308,6.0,0.0
154,3.300,59.8,198.0
157,3.304,58.8,195.0
159,3.304,6.0,0.0
162,3.304,6.0,0.0
165,3.304,59.1,195.0
168,3.304,58.5,193.0
171,3.304,59.2,195.0
173,3.304,59.7,197.0
176,3.300,6.0,0.0
179,3.308,6.0,0.0
182,3.304,6.0,0.0
185,3.304,6.0,0.0
187,3.304,6.0,0.0
190,3.304,6.0,0.0
193,3.300,59.8,198.0
196,3.308,59.0,195.0
199,3.304,6.0,0.0
201,3.304,6.0,0.0
204,3.304,58.5,193.0
207,3.300,58.5,193.0
210,3.304,58.9,195.0
212,3.304,6.0,0.0
215,3.304,6.0,0.0
218,3.308,6.0,0.0
221,3.308,6.0,0.0
224,3.300,6.0,0.0
226,3.304,6.0,0.0
229,3.304,6.0,0.0
232,3.300,6.0,0.0
235,3.304,59.0,195.0
238,3.300,59.6,195.0
240,3.304,6.0,0.0
243,3.304,58.5,193.0
246,3.300,58.7,195.0
249,3.304,58.8,195.0
252,3.304,6.0,0.0
254,3.304,6.0,0.0
257,3.308,6.0,0.0
260,3.308,6.0,0.0
263,3.300,6.0,0.0
266,3.308,59.8,198.0
269,3.304,6.0,0.0
271,3.300,6.0,0.0
274,3.308,59.0,195.0
277,3.304,59.5,195.0
279,3.304,6.0,0.0
282,3.304,59.0,195.0
285,3.300,59.0,197.0
288,3.304,59.4,197.0
291,3.304,6.0,0.0
293,3.304,6.0,0.0
296,3.308,6.0,0.0
299,3.308,6.0,0.0
302,3.300,6.0,0.0
305,3.304,6.0,0.0
307,3.304,6.0,0.0
310,3.300,6.0,0.0
313,3.304,59.2,195.0
316,3.304,59.5,195.0
319,3.304,59.6,197.0
321,3.304,58.6,193.0
324,3.304,59.7,198.0
327,3.304,59.7,197.0
330,3.304,6.0,0.0
333,3.300,6.0,0.0
335,3.308,6.0,0.0
338,3.308,6.0,0.0
341,3.300,6.0,0.0
344,3.308,6.0,0.0
347,3.304,6.0,0.0
349,3.304,6.0,0.0
352,3.304,58.5,193.0
355,3.304,58.5,192.0
358,3.304,59.7,197.0
361,3.304,59.8,198.0
363,3.304,6.0,0.0
366,3.308,59.5,197.0
369,3.304,6.0,0.0
372,3.304,6.0,0.0
375,3.308,6.0,0.0
377,3.308,6.0,0.0
380,3.300,6.0,0.0
383,3.308,59.7,198.0
386,3.304,6.0,0.0
388,3.304,59.8,198.0
391,3.304,58.1,192.0
394,3.300,5.0,0.0
397,3.304,59.9,198.0
400,3.304,59.7,198.0
402,3.304,6.0,0.0
405,3.308,59.5,197.0
408,3.304,6.0,0.0
411,3.300,6.0,0.0
414,3.308,6.0,0.0
416,3.308,6.0,0.0
419,3.300,6.0,0.0
422,3.304,59.8,198.0
425,3.304,61.8,200.0
428,3.308,59.8,198.0
430,3.308,58.1,192.0
433,3.300,58.0,193.0
436,3.304,6.0,0.0
439,3.304,6.0,0.0
442,3.300,6.0,0.0
444,3.308,58.9,195.0
447,3.304,6.0,0.0
450,3.300,6.0,0.0
453,3.304,6.0,0.0
455,3.308,6.0,0.0
458,3.300,6.0,0.0
461,3.308,59.3,197.0
464,3.304,6.0,0.0
467,3.304,59.6,197.0
469,3.304,58.1,192.0
472,3.300,58.5,193.0
475,3.304,6.0,0.0
478,3.304,6.0,0.0
481,3.300,6.0,0.0
483,3.308,59.2,197.0
486,3.304,6.0,0.0
489,3.300,6.0,0.0
492,3.308,6.0,0.0
495,3.308,6.0,0.0
497,3.300,6.0,0.0
500,3.304,58.8,195.0
503,3.304,6.0,0.0
506,3.304,59.7,197.0
509,3.308,58.7,193.0
511,3.304,58.9,195.0
514,3.304,6.0,0.0
517,3.308,6.0,0.0
520,3.300,6.0,0.0
523,3.308,59.3,197.0
525,3.304,6.0,0.0
528,3.304,6.0,0.0
531,3.308,6.0,0.0
534,3.308,6.0,0.0
537,3.300,6.0,0.0
539,3.304,58.3,193.0
542,3.304,59.9,197.0
545,3.304,6.0,0.0
548,3.304,59.2,195.0
550,3.304,59.2,197.0
554,3.304,6.0,0.0
556,3.304,6.0,0.0
559,3.300,6.0,0.0
562,3.308,59.1,195.0
564,3.308,6.0,0.0
567,3.300,6.0,0.0
570,3.308,6.0,0.0
573,3.308,6.0,0.0
576,3.300,59.9,198.0
578,3.304,58.6,193.0
581,3.304,6.0,0.0
584,3.304,6.0,0.0
587,3.308,58.7,193.0
590,3.300,59.0,195.0
592,3.304,59.9,198.0
595,3.304,59.9,198.0
610,3.300,6.0,0.0
610,3.304,59.7,197.0
611,3.308,6.0,0.0
611,3.304,6.0,0.0
612,3.308,6.0,0.0
612,3.304,6.0,0.0
615,3.300,59.7,197.0
618,3.304,58.3,193.0
620,3.304,6.0,0.0
623,3.304,6.0,0.0
626,3.304,59.2,195.0
629,3.304,58.7,193.0
632,3.304,59.6,197.0
634,3.304,59.8,198.0
637,3.304,6.0,0.0
640,3.308,6.0,0.0
643,3.308,6.0,0.0
645,3.304,6.0,0.0
648,3.308,6.0,0.0
651,3.308,6.0,0.0
654,3.300,59.8,198.0
657,3.304,58.9,195.0
659,3.304,6.0,0.0
662,3.304,6.0,0.0
665,3.304,58.6,193.0
668,3.300,58.3,192.0
671,3.304,59.6,197.0
673,3.304,59.8,198.0
676,3.304,6.0,0.0
679,3.308,6.0,0.0
682,3.308,6.0,0.0
685,3.300,6.0,0.0
688,3.308,6.0,0.0
690,3.304,6.0,0.0
693,3.300,6.0,0.0
696,3.304,59.3,197.0
699,3.304,6.0,0.0
701,3.308,6.0,0.0
704,3.304,59.0,195.0
707,3.300,59.0,197.0
710,3.304,59.0,195.0
713,3.304,6.0,0.0
715,3.300,6.0,0.0
718,3.308,6.0,0.0
721,3.308,6.0,0.0
724,3.300,6.0,0.0
726,3.304,59.9,198.0
729,3.304,6.0,0.0
732,3.300,6.0,0.0
735,3.308,59.0,195.0
738,3.304,6.0,0.0
740,3.304,6.0,0.0
743,3.304,58.5,193.0
746,3.300,58.6,195.0
749,3.304,59.4,197.0
752,3.304,6.0,0.0
754,3.300,6.0,0.0
757,3.308,6.0,0.0
760,3.308,6.0,0.0
763,3.300,6.0,0.0
766,3.304,6.0,0.0
768,3.304,6.0,0.0
771,3.304,60.8,202.0
774,3.304,59.1,195.0
777,3.300,59.4,195.0
780,3.304,59.7,197.0
782,3.304,58.5,193.0
785,3.300,59.0,197.0
788,3.308,59.7,197.0
791,3.304,6.0,0.0
794,3.304,6.0,0.0
796,3.308,6.0,0.0
799,3.308,6.0,0.0
802,3.304,6.0,0.0
805,3.304,6.0,0.0
808,3.304,6.0,0.0
810,3.300,6.0,0.0
813,3.304,58.6,193.0
816,3.300,58.3,192.0
819,3.304,59.7,197.0
821,3.308,59.1,195.0
824,3.300,59.5,198.0
827,3.304,59.8,198.0
830,3.304,6.0,0.0
833,3.304,6.0,0.0
835,3.308,6.0,0.0
838,3.308,6.0,0.0
841,3.300,6.0,0.0
844,3.304,6.0,0.0
847,3.304,6.0,0.0
849,3.300,6.0,0.0
852,3.304,58.3,193.0
855,3.300,58.1,192.0
858,3.304,59.7,197.0
861,3.304,6.0,0.0
863,3.304,6.0,0.0
866,3.308,59.7,198.0
869,3.308,6.0,0.0
872,3.300,6.0,0.0
875,3.308,6.0,0.0
877,3.304,6.0,0.0
880,3.304,6.0,0.0
883,3.308,59.6,197.0
886,3.304,6.0,0.0
889,3.304,6.0,0.0
891,3.304,58.2,192.0
894,3.300,58.1,192.0
897,3.304,6.0,0.0
900,3.304,6.0,0.0
902,3.300,6.0,0.0
905,3.308,59.2,195.0
908,3.304,6.0,0.0
911,3.304,6.0,0.0
914,3.304,6.0,0.0
916,3.308,6.0,0.0
919,3.304,6.0,0.0
922,3.304,59.5,197.0
925,3.304,6.0,0.0
928,3.304,59.7,198.0
930,3.304,58.1,192.0
933,3.300,58.3,193.0
936,3.308,6.0,0.0
939,3.308,6.0,0.0
942,3.304,6.0,0.0
944,3.308,59.6,197.0
947,3.308,6.0,0.0
950,3.300,6.0,0.0
953,3.304,6.0,0.0
956,3.308,6.0,0.0
958,3.300,6.0,0.0
961,3.308,58.9,195.0
964,3.304,6.0,0.0
967,3.304,59.6,197.0
970,3.304,58.6,193.0
973,3.300,59.0,195.0
975,3.304,6.0,0.0
978,3.304,6.0,0.0
981,3.304,6.0,0.0
984,3.308,59.1,195.0
986,3.304,6.0,0.0
989,3.300,6.0,0.0
992,3.308,6.0,0.0
995,3.308,6.0,0.0
997,3.304,6.0,0.0
1000,3.304,58.4,193.0
1003,3.304,6.0,0.0
1006,3.304,59.7,197.0
1009,3.308,58.8,195.0
1011,3.300,58.7,195.0
1014,3.304,6.0,0.0
1017,3.304,6.0,0.0
1020,3.300,6.0,0.0
1023,3.304,59.2,195.0
1025,3.304,6.0,0.0
1028,3.304,6.0,0.0
1031,3.304,6.0,0.0
1034,3.304,6.0,0.0
1037,3.304,6.0,0.0
1039,3.304,58.2,192.0
1043,3.304,59.4,195.0
1045,3.304,6.0,0.0
1048,3.304,59.1,195.0
1051,3.300,59.2,197.0
1053,3.304,59.4,197.0
1056,3.304,59.8,198.0
1059,3.300,6.0,0.0
1062,3.308,6.0,0.0
1065,3.308,6.0,0.0
1067,3.304,6.0,0.0
1070,3.304,6.0,0.0
1073,3.308,6.0,0.0
1076,3.300,59.8,198.0
1078,3.304,58.2,192.0
1081,3.300,59.8,197.0
1084,3.304,6.0,0.0
1087,3.304,59.1,195.0
1090,3.300,58.9,195.0
1092,3.304,59.7,197.0
1095,3.304,59.8,198.0
1098,3.300,6.0,0.0
1101,3.308,6.0,0.0
1104,3.308,6.0,0.0
1106,3.304,6.0,0.0
1110,3.308,6.0,0.0
1112,3.308,6.0,0.0
1115,3.300,59.7,197.0
1118,3.304,58.8,195.0
1120,3.304,6.0,0.0
1123,3.308,6.0,0.0
1126,3.304,59.2,197.0
1129,3.304,59.0,195.0
1132,3.308,59.0,195.0
