ms,voltage,current,power
1,0.000,0.0,0.0
1,3.276,6.0,0.0
2,3.292,59.6,197.0
2,3.292,6.0,0.0
3,3.288,6.0,0.0
3,3.292,6.0,0.0
8,3.288,6.0,0.0
8,3.284,59.6,197.0
9,3.292,58.7,193.0
9,3.288,6.0,0.0
10,3.292,6.0,0.0
10,3.288,59.1,195.0
13,3.284,59.0,193.0
16,3.292,58.8,193.0
18,3.288,6.0,0.0
21,3.288,6.0,0.0
24,3.292,6.0,0.0
27,3.292,6.0,0.0
30,3.284,6.0,0.0
32,3.292,59.5,195.0
35,3.288,6.0,0.0
38,3.284,59.8,197.0
41,3.292,59.1,195.0
44,3.288,59.2,195.0
46,3.292,6.0,0.0
49,3.292,59.2,195.0
52,3.288,59.0,195.0
55,3.292,58.5,192.0
57,3.292,6.0,0.0
60,3.288,6.0,0.0
63,3.296,6.0,0.0
66,3.292,6.0,0.0
69,3.284,6.0,0.0
72,3.292,59.4,195.0
74,3.292,6.0,0.0
77,3.288,6.0,0.0
80,3.292,58.8,193.0
83,3.288,59.0,193.0
85,3.292,6.0,0.0
88,3.292,59.4,195.0
91,3.288,59.6,197.0
94,3.292,59.2,195.0
97,3.288,6.0,0.0
99,3.288,6.0,0.0
102,3.296,6.0,0.0
105,3.292,6.0,0.0
108,3.288,59.8,197.0
111,3.292,58.6,193.0
113,3.292,6.0,0.0
116,3.292,6.0,0.0
119,3.292,58.9,193.0
122,3.284,58.4,192.0
125,3.292,59.6,197.0
127,3.292,59.6,197.0
130,3.288,6.0,0.0
133,3.296,6.0,0.0
136,3.292,6.0,0.0
139,3.288,6.0,0.0
141,3.292,6.0,0.0
144,3.292,6.0,0.0
147,3.288,59.6,197.0
150,3.292,58.8,193.0
152,3.292,6.0,0.0
155,3.292,6.0,0.0
158,3.292,58.6,193.0
161,3.288,58.1,192.0
164,3.292,59.5,197.0
166,3.292,6.0,0.0
169,3.288,6.0,0.0
172,3.292,6.0,0.0
175,3.292,6.0,0.0
178,3.288,6.0,0.0
180,3.292,6.0,0.0
183,3.292,6.0,0.0
186,3.288,6.0,0.0
189,3.292,59.0,195.0
192,3.292,6.0,0.0
194,3.292,6.0,0.0
197,3.292,58.3,192.0
200,3.288,58.4,193.0
203,3.292,59.5,197.0
206,3.292,6.0,0.0
208,3.288,6.0,0.0
211,3.296,61.0,202.0
214,3.296,6.0,0.0
217,3.288,6.0,0.0
220,3.292,59.6,197.0
222,3.292,6.0,0.0
225,3.288,6.0,0.0
228,3.296,59.1,195.0
231,3.288,59.6,193.0
234,3.292,59.7,197.0
236,3.292,59.0,195.0
239,3.292,59.6,200.0
242,3.296,59.4,195.0
245,3.292,6.0,0.0
248,3.292,6.0,0.0
250,3.296,6.0,0.0
253,3.296,6.0,0.0
256,3.288,6.0,0.0
259,3.292,6.0,0.0
261,3.296,6.0,0.0
264,3.296,6.0,0.0
267,3.292,58.6,193.0
270,3.288,58.5,192.0
273,3.292,59.6,197.0
275,3.292,59.1,195.0
278,3.288,6.0,0.0
281,3.296,59.6,197.0
284,3.292,6.0,0.0
287,3.288,6.0,0.0
289,3.296,6.0,0.0
292,3.292,6.0,0.0
295,3.288,6.0,0.0
298,3.296,59.6,197.0
301,3.292,6.0,0.0
303,3.296,6.0,0.0
306,3.296,58.2,192.0
309,3.288,58.0,192.0
312,3.292,59.4,195.0
315,3.292,6.0,0.0
317,3.288,6.0,0.0
320,3.296,6.0,0.0
323,3.296,6.0,0.0
326,3.288,6.0,0.0
329,3.296,6.0,0.0
331,3.296,6.0,0.0
334,3.292,6.0,0.0
337,3.296,59.2,195.0
340,3.292,6.0,0.0
343,3.296,6.0,0.0
345,3.292,58.1,192.0
348,3.288,58.3,193.0
351,3.292,59.7,197.0
354,3.292,6.0,0.0
357,3.292,6.0,0.0
359,3.296,59.6,197.0
362,3.296,6.0,0.0
365,3.288,6.0,0.0
368,3.296,6.0,0.0
370,3.296,6.0,0.0
373,3.288,6.0,0.0
376,3.296,59.2,195.0
379,3.292,59.8,195.0
382,3.292,59.5,197.0
384,3.292,58.0,192.0
387,3.288,58.6,193.0
390,3.296,6.0,0.0
393,3.296,6.0,0.0
396,3.292,6.0,0.0
398,3.296,59.9,198.0
401,3.296,6.0,0.0
404,3.288,6.0,0.0
407,3.296,6.0,0.0
410,3.296,6.0,0.0
