ms,mV,uA,p_mW
# meta, firmware=TXSD_UCCS_D4B_SCAN90, cond_id=3, tag=s4_policy, subject=uccs_d4b_scan90
# meta, policy=U+CCS actions{100,500} u_mid=0.20 u_high=0.35 c_mid=0.20 c_high=0.35 hyst=0.02 ema_alpha=0.20 ccs_inverted=true
11,4936,55400,273.5
21,4940,57000,281.6
31,4936,55400,273.5
41,4940,57000,281.6
51,4936,55400,273.5
61,4940,56900,281.1
71,4936,55400,273.5
81,4940,56900,281.1
91,4936,56000,276.4
101,4940,56800,280.6
111,4936,55800,275.4
121,4812,145600,700.6
131,4940,56000,276.6
141,4940,56300,278.1
151,4936,56100,276.9
161,4936,56200,277.4
171,4940,56400,278.6
181,4936,55400,273.5
191,4940,57000,281.6
201,4936,55400,273.5
211,4940,57000,281.6
221,4936,55300,273.0
231,4940,57000,281.6
241,4936,55400,273.5
251,4940,57000,281.6
261,4936,55400,273.5
271,4940,57000,281.6
281,4936,55400,273.5
291,4940,56900,281.1
301,4936,55800,275.4
311,4940,56900,281.1
321,4940,55600,274.7
331,4936,56300,277.9
341,4936,56000,276.4
351,4940,56300,278.1
361,4940,56100,277.1
371,4940,56300,278.1
381,4936,56300,277.9
391,4936,55300,273.0
401,4940,57000,281.6
411,4936,55400,273.5
421,4940,57000,281.6
431,4936,55500,273.9
441,4940,57000,281.6
451,4936,55400,273.5
461,4940,56900,281.1
471,4936,55400,273.5
481,4940,57000,281.6
491,4936,55400,273.5
501,4940,57000,281.6
511,4936,55700,274.9
521,4940,56900,281.1
531,4940,55500,274.2
541,4936,56400,278.4
551,4936,56100,276.9
561,4940,56300,278.1
571,4936,56000,276.4
581,4936,56300,277.9
591,4940,56200,277.6
601,4936,55400,273.5
611,4940,57000,281.6
621,4936,55400,273.5
631,4816,141400,681.0
641,4936,55400,273.5
651,4940,57000,281.6
661,4936,55400,273.5
671,4940,57000,281.6
681,4936,55400,273.5
691,4940,57000,281.6
701,4936,55400,273.5
711,4940,57000,281.6
721,4936,55500,273.9
731,4936,57000,281.4
741,4936,55300,273.0
751,4940,56300,278.1
761,4936,56000,276.4
771,4940,56300,278.1
