ms,mV,uA,p_mW
# meta, firmware=TXSD_UCCS_D4B_SCAN90, cond_id=3, tag=s4_policy, subject=uccs_d4b_scan90
# meta, policy=U+CCS actions{100,500} u_mid=0.20 u_high=0.35 c_mid=0.20 c_high=0.35 hyst=0.02 ema_alpha=0.20 ccs_inverted=true
11,4940,57500,284.1
20,4936,56000,276.4
30,4940,57500,284.1
40,4936,55900,275.9
50,4936,56900,280.9
60,4936,56600,279.4
70,4936,56900,280.9
80,4936,56600,279.4
90,4936,56800,280.4
100,4936,56800,280.4
110,4936,55900,275.9
120,4940,57500,284.1
130,4936,55900,275.9
140,4940,57600,284.5
150,4936,55900,275.9
160,4940,57500,284.1
170,4936,55900,275.9
180,4940,57500,284.1
190,4936,56000,276.4
200,4940,57500,284.1
210,4936,55900,275.9
220,4940,57500,284.1
230,4936,56000,276.4
240,4936,56900,280.9
250,4940,56700,280.1
260,4816,142300,685.3
270,4940,56600,279.6
280,4940,56700,280.1
290,4936,57200,282.3
300,4936,56000,276.4
310,4940,57500,284.1
320,4936,55900,275.9
330,4940,57500,284.1
340,4936,56000,276.4
350,4940,57500,284.1
360,4936,56000,276.4
370,4940,57600,284.5
380,4936,56000,276.4
390,4940,57500,284.1
400,4936,56000,276.4
410,4940,57500,284.1
420,4936,56100,276.9
430,4940,56900,281.1
440,4936,56600,279.4
450,4940,56900,281.1
460,4936,56600,279.4
470,4936,56000,276.4
480,4940,57600,284.5
490,4936,55900,275.9
500,4940,57500,284.1
510,4936,56000,276.4
520,4936,57600,284.3
530,4936,56000,276.4
540,4940,57500,284.1
550,4936,56000,276.4
560,4940,57500,284.1
570,4936,56000,276.4
580,4940,57500,284.1
590,4936,56000,276.4
600,4940,57200,282.6
610,4936,56700,279.9
620,4936,56900,280.9
630,4940,56500,279.1
640,4936,56900,280.9
650,4940,56600,279.6
660,4940,55800,275.7
670,4936,57500,283.8
680,4936,55900,275.9
690,4940,57500,284.1
700,4936,56000,276.4
710,4940,57500,284.1
720,4940,55900,276.1
730,4940,57500,284.1
740,4936,56000,276.4
750,4940,57600,284.5
760,4936,55900,275.9
770,4812,142900,687.6
