ms,mV,uA,p_mW
# meta, firmware=TXSD_UCCS_D4B_SCAN90, cond_id=1, tag=s4_fixed100, subject=uccs_d4b_scan90
11,4936,57800,285.3
21,4932,56200,277.2
31,4936,57800,285.3
41,4932,56200,277.2
51,4936,57700,284.8
61,4932,56200,277.2
71,4936,57600,284.3
81,4932,56900,280.6
91,4720,135300,638.6
101,4936,56800,280.4
111,4936,57200,282.3
121,4932,56800,280.1
131,4932,56100,276.7
141,4932,57700,284.6
151,4936,56200,277.4
161,4936,57800,285.3
171,4932,56100,276.7
181,4936,57800,285.3
191,4932,56100,276.7
201,4824,209400,1010.1
211,4936,56200,277.4
221,4936,57800,285.3
231,4932,56200,277.2
241,4936,57800,285.3
251,4932,56200,277.2
261,4936,57200,282.3
271,4932,56800,280.1
281,4936,57100,281.8
291,4936,56800,280.4
301,4936,60100,296.7
311,4936,56900,280.9
321,4932,56200,277.2
331,4936,57800,285.3
341,4936,56200,277.4
351,4936,57800,285.3
361,4936,56200,277.4
371,4936,57700,284.8
381,4936,56200,277.4
391,4936,57700,284.8
401,4936,56200,277.4
411,4896,161700,791.7
421,4932,56200,277.2
431,4936,57800,285.3
441,4936,56200,277.4
451,4936,57200,282.3
461,4936,56800,280.4
471,4936,57100,281.8
481,4936,56800,280.4
491,4936,56400,278.4
501,4932,57800,285.1
511,4808,146700,705.3
521,4936,57800,285.3
531,4932,56200,277.2
541,4936,57800,285.3
551,4932,56200,277.2
561,4936,57800,285.3
571,4932,56200,277.2
581,4936,57800,285.3
591,4936,56200,277.4
601,4936,57800,285.3
611,4932,56200,277.2
621,4804,141400,679.3
631,4936,56900,280.9
641,4936,57200,282.3
651,4936,56900,280.9
661,4936,57200,282.3
671,4932,56800,280.1
681,4932,56200,277.2
691,4936,57800,285.3
701,4932,56200,277.2
711,4936,57700,284.8
721,4936,56100,276.9
731,4800,143900,690.7
741,4932,56200,277.2
751,4936,57800,285.3
761,4932,56200,277.2
771,4936,57800,285.3
781,4932,56200,277.2
791,4936,57800,285.3
801,4936,56200,277.4
811,4936,57100,281.8
821,4932,56800,280.1
831,4936,57100,281.8
841,4756,84800,403.3
851,4936,57100,281.8
861,4932,57300,282.6
871,4932,56100,276.7
881,4936,57800,285.3
891,4932,56200,277.2
901,4936,57800,285.3
911,4936,56200,277.4
921,4936,57800,285.3
931,4936,56200,277.4
941,4824,57800,278.8
951,4932,56300,277.7
961,4936,57800,285.3
