ms,mV,uA,p_mW
# meta, firmware=TXSD_UCCS_D4B_SCAN90, cond_id=4, tag=s4_ablation_ccs_off, subject=uccs_d4b_scan90
# meta, ablation=ccs_off policy=U_only actions{100,500} u_mid=0.20 u_high=0.35 hyst=0.02 ema_alpha=0.20
11,4944,57800,285.8
20,4944,56000,276.9
30,4944,57700,285.3
40,4944,56200,277.9
50,4944,57800,285.8
60,4940,56300,278.1
70,4940,57100,282.1
80,4940,56800,280.6
90,4824,142400,686.9
100,4944,56900,281.3
110,4944,56600,279.8
120,4940,57700,285.0
130,4940,56200,277.6
140,4944,57800,285.8
150,4940,56200,277.6
160,4944,57800,285.8
170,4940,56100,277.1
180,4944,57800,285.8
190,4940,56100,277.1
200,4944,57700,285.3
210,4940,56200,277.6
220,4944,57700,285.3
230,4940,56200,277.6
240,4944,57500,284.3
250,4940,56900,281.1
260,4944,57100,282.3
270,4944,56800,280.8
280,4944,57100,282.3
290,4940,56800,280.6
300,4940,56100,277.1
310,4944,57700,285.3
320,4940,56100,277.1
330,4944,57700,285.3
340,4940,56100,277.1
350,4944,57800,285.8
360,4944,56200,277.9
370,4944,57700,285.3
380,4940,56200,277.6
390,4944,57800,285.8
400,4940,56100,277.1
410,4944,57700,285.3
420,4940,56100,277.1
430,4940,57100,282.1
440,4940,56800,280.6
450,4944,57100,282.3
460,4940,56800,280.6
470,4940,57100,282.1
480,4944,57000,281.8
490,4940,56200,277.6
500,4944,57700,285.3
510,4940,56100,277.1
520,4944,57700,285.3
530,4940,56100,277.1
540,4944,57700,285.3
550,4940,56100,277.1
560,4944,57800,285.8
570,4940,56100,277.1
580,4944,57700,285.3
590,4940,56200,277.6
600,4820,142300,685.9
610,4940,56200,277.6
620,4940,57100,282.1
630,4944,56800,280.8
640,4940,57100,282.1
650,4944,56800,280.8
660,4944,56400,278.8
670,4940,57800,285.5
680,4944,56100,277.4
690,4944,57700,285.3
700,4940,56100,277.1
710,4944,57700,285.3
720,4940,56100,277.1
730,4944,57800,285.8
740,4944,56100,277.4
750,4944,57700,285.3
760,4940,56200,277.6
770,4944,57800,285.8
780,4940,56100,277.1
790,4940,57100,282.1
800,4944,56900,281.3
810,4944,57100,282.3
820,4944,56800,280.8
830,4944,57100,282.3
840,4940,56700,280.1
850,4944,56100,277.4
860,4944,57800,285.8
870,4940,56100,277.1
880,4944,57700,285.3
890,4940,56200,277.6
900,4944,57700,285.3
910,4940,56200,277.6
920,4944,57700,285.3
930,4944,56200,277.9
940,4944,57800,285.8
950,4940,56100,277.1
960,4944,57700,285.3
970,4940,56100,277.1
980,4940,57100,282.1
990,4940,56800,280.6
1000,4944,57100,282.3
1010,4940,56700,280.1
1020,4944,56900,281.3
1030,4940,57300,283.1
1040,4940,56100,277.1
1050,4944,57700,285.3
1060,4940,56200,277.6
1070,4944,57700,285.3
1080,4940,56100,277.1
1090,4944,57800,285.8
1100,4940,56100,277.1
1110,4816,135500,652.6
1120,4940,56100,277.1
1130,4944,57700,285.3
1140,4944,56200,277.9
1150,4940,57800,285.5
1160,4940,56400,278.6
1170,4944,57100,282.3
1180,4944,56800,280.8
1190,4940,57100,282.1
1200,4944,56800,280.8
1210,4940,56200,277.6
1220,4940,57800,285.5
1230,4940,56000,276.6
1240,4944,57700,285.3
1250,4940,56100,277.1
1260,4940,57800,285.5
1270,4940,56100,277.1
1280,4944,57700,285.3
1290,4940,56200,277.6
1300,4944,57700,285.3
1310,4940,56200,277.6
1320,4940,57800,285.5
1330,4944,56100,277.4
1340,4944,57100,282.3
1350,4940,56700,280.1
1360,4944,57100,282.3
1370,4940,56800,280.6
1380,4944,57100,282.3
1390,4944,56800,280.8
1400,4940,56100,277.1
1410,4944,57700,285.3
1420,4940,56100,277.1
1430,4944,57700,285.3
1440,4940,56100,277.1
1450,4944,57700,285.3
1460,4940,56100,277.1
1470,4944,57800,285.8
1480,4940,56100,277.1
1490,4944,57800,285.8
1500,4940,56100,277.1
1510,4944,57700,285.3
1520,4940,56100,277.1
1530,4944,57100,282.3
1540,4940,56800,280.6
1550,4944,57100,282.3
1560,4940,56800,280.6
1570,4944,56600,279.8
1580,4940,57700,285.0
1590,4940,56200,277.6
1600,4944,57700,285.3
1610,4940,56100,277.1
1620,4944,57700,285.3
1630,4940,56200,277.6
1640,4944,57700,285.3
1650,4940,56200,277.6
1660,4944,57800,285.8
1670,4940,56100,277.1
1680,4944,57700,285.3
1690,4940,56200,277.6
1700,4944,57600,284.8
1710,4940,56800,280.6
1720,4944,57100,282.3
1730,4940,56800,280.6
1740,4944,57100,282.3
1750,4940,56800,280.6
1760,4944,56100,277.4
1770,4940,57700,285.0
1780,4940,56200,277.6
1790,4944,57800,285.8
1800,4944,56200,277.9
1810,4940,57700,285.0
1820,4944,56200,277.9
1830,4940,57700,285.0
1841,4944,56100,277.4
1850,4944,57700,285.3
1860,4940,56200,277.6
1870,4944,57800,285.8
1880,4940,56200,277.6
1890,4944,57100,282.3
1900,4940,56800,280.6
1910,4944,57100,282.3
1920,4944,56900,281.3
1930,4944,56600,279.8
1940,4940,57800,285.5
1950,4940,56200,277.6
1960,4944,57800,285.8
1970,4940,56200,277.6
1980,4944,57700,285.3
1990,4940,56200,277.6
2000,4944,57700,285.3
2010,4940,56200,277.6
2020,4944,57700,285.3
2030,4944,56100,277.4
2040,4944,57800,285.8
2050,4944,56200,277.9
2060,4944,57100,282.3
2070,4944,56700,280.3
2080,4944,57000,281.8
2090,4944,56800,280.8
2100,4940,56900,281.1
2110,4940,57500,284.1
2120,4832,145000,700.6
2130,4944,57700,285.3
2140,4940,56200,277.6
2150,4944,57800,285.8
2160,4940,56200,277.6
2170,4944,57800,285.8
2180,4940,56100,277.1
2190,4944,57800,285.8
2200,4940,56100,277.1
2210,4944,57700,285.3
2220,4944,56200,277.9
2230,4944,57100,282.3
2240,4940,56800,280.6
2250,4944,57100,282.3
2260,4944,56800,280.8
2270,4944,57000,281.8
2280,4944,56900,281.3
2290,4940,56100,277.1
