ms,mV,µA,p_mW
# meta, firmware=TXSD_1201, trial_index=auto, adv_interval_ms=0
12,3280,54400,178.4
21,3280,56000,183.7
31,3280,55100,180.7
41,3280,55400,181.7
51,3280,55100,180.7
61,3280,55400,181.7
71,3280,55900,183.4
81,3284,54700,179.6
91,3168,174800,553.8
101,3280,54400,178.4
111,3284,56000,183.9
121,3280,54500,178.8
131,3280,56000,183.7
141,3280,54500,178.8
151,3284,56000,183.9
161,3280,54500,178.8
171,3280,55900,183.4
181,3280,54800,179.7
191,3164,145200,459.4
201,3280,55100,180.7
211,3284,55400,181.9
221,3280,55100,180.7
231,3280,55300,181.4
241,3280,55900,183.4
251,3280,54500,178.8
261,3280,56000,183.7
271,3164,54800,173.4
281,3280,56000,183.7
291,3280,54500,178.8
301,3280,56000,183.7
311,3280,54400,178.4
321,3280,56100,184.0
331,3280,54500,178.8
341,3284,56000,183.9
351,3280,55000,180.4
361,3280,55500,182.0
371,3268,55200,180.4
381,3284,55400,181.9
391,3284,55500,182.3
401,3164,141400,447.4
411,3280,56000,183.7
421,3280,54500,178.8
431,3284,56000,183.9
441,3280,54500,178.8
451,3284,56000,183.9
461,3280,54500,178.8
471,3280,56000,183.7
481,3280,54500,178.8
491,3280,56000,183.7
501,3156,137800,434.9
511,3280,56000,183.7
521,3280,55000,180.4
531,3280,55400,181.7
541,3280,55100,180.7
551,3280,55400,181.7
561,3280,55800,183.0
571,3132,55200,172.9
581,3280,56000,183.7
591,3280,54500,178.8
601,3268,158500,518.0
611,3280,54400,178.4
621,3284,56000,183.9
631,3280,54400,178.4
641,3280,56000,183.7
651,3280,54400,178.4
661,3284,55900,183.6
671,3240,54900,177.9
681,3280,55800,183.0
691,3280,55100,180.7
701,3280,55300,181.4
711,3160,144600,456.9
721,3280,55400,181.7
731,3280,55800,183.0
741,3280,54600,179.1
751,3280,56000,183.7
761,3280,54400,178.4
771,3280,56100,184.0
781,3280,54500,178.8
791,3284,56000,183.9
801,3280,54500,178.8
811,3284,56100,184.2
821,3160,177600,561.2
831,3284,55600,182.6
841,3280,55000,180.4
851,3280,55500,182.0
861,3280,55100,180.7
871,3280,60200,197.5
881,3280,55500,182.0
891,3284,55100,180.9
901,3284,55900,183.6
911,3280,54500,178.8
921,3284,56000,183.9
931,3112,155900,485.2
941,3284,56000,183.9
951,3280,54500,178.8
961,3284,56000,183.9
971,3204,54700,175.3
981,3284,56000,183.9
991,3280,54500,178.8
1001,3280,56000,183.7
1011,3280,55100,180.7
1021,3280,55400,181.7
1031,3284,55100,180.9
1041,3280,55500,182.0
1051,3280,55900,183.4
1061,3280,54700,179.4
1071,3280,56100,184.0
1081,3280,54500,178.8
1091,3280,56000,183.7
1101,3280,54500,178.8
1111,3284,56000,183.9
1121,3280,54500,178.8
1131,3280,56000,183.7
1141,3156,145500,459.2
1151,3284,55900,183.6
1161,3280,54800,179.7
1171,3280,82700,271.3
1181,3280,55100,180.7
1191,3280,55300,181.4
1201,3280,55100,180.7
1211,3280,55300,181.4
1221,3280,55900,183.4
1231,3280,54500,178.8
1241,3284,56000,183.9
1251,3168,140900,446.4
1261,3284,56000,183.9
1271,3176,54800,174.0
1281,3280,56000,183.7
1291,3280,54500,178.8
1301,3284,56000,183.9
1311,3280,54500,178.8
1321,3280,56000,183.7
1331,3280,55000,180.4
1341,3280,55600,182.4
1351,3284,55100,180.9
1361,3280,55500,182.0
1371,3280,55700,182.7
1381,3280,55100,180.7
1391,3280,56000,183.7
1401,3280,54500,178.8
1411,3284,56000,183.9
1421,3280,54400,178.4
1431,3284,56000,183.9
1441,3280,54500,178.8
1451,3284,56000,183.9
1461,3160,168500,532.5
1471,3284,56100,184.2
1481,3280,54500,178.8
1491,3280,56000,183.7
1501,3280,55100,180.7
1511,3284,55400,181.9
1521,3280,55100,180.7
1531,3280,55400,181.7
1541,3280,55900,183.4
1551,3280,54600,179.1
1561,3284,56000,183.9
1571,3104,147600,458.2
1581,3280,56100,184.0
1591,3280,54400,178.4
1601,3284,56000,183.9
1611,3280,54400,178.4
1621,3284,56000,183.9
1631,3280,54500,178.8
1641,3284,55800,183.2
1651,3280,54800,179.7
1661,3280,55700,182.7
1671,3160,145600,460.1
1681,3280,55400,181.7
1691,3280,55200,181.1
1701,3280,55400,181.7
1711,3284,55900,183.6
1721,3280,54500,178.8
1731,3284,56000,183.9
1741,3280,54500,178.8
1751,3284,56000,183.9
1761,3280,54500,178.8
1771,3164,143000,452.5
1781,3104,128300,398.2
1791,3280,56000,183.7
1803,3280,55000,180.4
1811,3280,55600,182.4
1821,3280,54900,180.1
1831,3284,55500,182.3
1841,3280,55100,180.7
1851,3280,55400,181.7
1861,3280,55500,182.0
1871,3120,141400,441.2
1881,3168,181000,573.4
1891,3280,54500,178.8
1901,3284,56000,183.9
1911,3280,54500,178.8
1921,3280,56000,183.7
1931,3280,54400,178.4
1941,3284,56000,183.9
1951,3280,54500,178.8
1961,3284,56000,183.9
1971,3140,142300,446.8
1981,3144,137700,432.9
1991,3280,55000,180.4
2001,3280,55400,181.7
2011,3280,55100,180.7
2021,3280,55400,181.7
2031,3280,55800,183.0
2041,3280,54600,179.1
2051,3284,56000,183.9
2061,3280,54500,178.8
2071,3280,56100,184.0
2081,3164,143100,452.8
2091,3280,56000,183.7
2101,3280,54500,178.8
2111,3284,56000,183.9
2121,3280,54500,178.8
2131,3284,55800,183.2
2141,3280,54800,179.7
2151,3280,55600,182.4
2161,3280,55100,180.7
2171,3280,69600,228.3
