ms,mV,µA,p_mW
# meta, firmware=TXSD_ModeB_1202, trial_index=1, mode=B
12,3352,5300,17.8
21,3352,5400,18.1
31,3352,5300,17.8
41,3352,5400,18.1
51,3352,5300,17.8
61,3352,5400,18.1
71,3352,5300,17.8
81,3352,5400,18.1
91,3352,5300,17.8
101,3352,5400,18.1
111,3352,5400,18.1
121,3352,5400,18.1
131,3352,5200,17.4
141,3352,5300,17.8
151,3352,5400,18.1
161,3352,5400,18.1
171,3336,5300,17.7
181,3352,5400,18.1
191,3352,5400,18.1
201,3352,5400,18.1
211,3288,28800,94.7
221,3352,5400,18.1
231,3352,5400,18.1
241,3352,5400,18.1
251,3336,8000,26.7
261,3352,5300,17.8
271,3352,5400,18.1
281,3352,5400,18.1
291,3352,6400,21.5
301,3352,5300,17.8
311,3352,5400,18.1
321,3352,5300,17.8
331,3352,5300,17.8
341,3352,5400,18.1
351,3352,5400,18.1
361,3352,5400,18.1
371,3352,5300,17.8
381,3352,5400,18.1
391,3352,5400,18.1
401,3352,5400,18.1
411,3352,5400,18.1
421,3352,5300,17.8
431,3352,5300,17.8
441,3352,5400,18.1
451,3352,5400,18.1
461,3352,5300,17.8
471,3352,5400,18.1
481,3352,5400,18.1
491,3352,5400,18.1
501,3352,5400,18.1
511,3352,5400,18.1
521,3352,5300,17.8
531,3352,5400,18.1
541,3352,5400,18.1
551,3352,5400,18.1
561,3352,5300,17.8
571,3352,5400,18.1
581,3352,5300,17.8
591,3352,5300,17.8
601,3352,5300,17.8
611,3352,5300,17.8
621,3352,5300,17.8
631,3352,5300,17.8
641,3352,5300,17.8
651,3352,5300,17.8
661,3352,5300,17.8
671,3352,5300,17.8
681,3352,5400,18.1
691,3352,5400,18.1
701,3352,5300,17.8
711,3352,5400,18.1
721,3352,5400,18.1
731,3352,5300,17.8
741,3284,34800,114.3
751,3352,5300,17.8
761,3352,5400,18.1
771,3352,5300,17.8
781,3340,69400,231.8
791,3352,5300,17.8
801,3352,5300,17.8
811,3352,5400,18.1
821,3348,14400,48.2
831,3352,5400,18.1
841,3352,5300,17.8
851,3352,5400,18.1
861,3352,8100,27.2
871,3352,5300,17.8
881,3352,5400,18.1
891,3352,5400,18.1
901,3352,5600,18.8
911,3352,5300,17.8
921,3352,5400,18.1
931,3352,5300,17.8
941,3352,5300,17.8
951,3352,5300,17.8
961,3352,5400,18.1
971,3352,5400,18.1
981,3352,5400,18.1
991,3352,5300,17.8
1001,3352,5400,18.1
1011,3352,5400,18.1
1021,3352,5300,17.8
1031,3352,5300,17.8
1041,3352,5300,17.8
1051,3352,5400,18.1
1061,3352,5400,18.1
1071,3352,5300,17.8
1081,3352,5300,17.8
1091,3352,5400,18.1
1101,3352,5400,18.1
1111,3352,5300,17.8
1121,3352,5400,18.1
1131,3352,5400,18.1
1141,3352,5400,18.1
1151,3352,5300,17.8
1161,3352,5300,17.8
1171,3352,5300,17.8
1181,3352,5400,18.1
1191,3352,5300,17.8
1201,3352,5400,18.1
1211,3352,5400,18.1
1221,3352,5400,18.1
1231,3352,5200,17.4
1241,3352,5400,18.1
1251,3352,5300,17.8
1261,3352,5400,18.1
1271,3352,5200,17.4
1281,3352,5400,18.1
1291,3352,5400,18.1
1301,3352,5400,18.1
1311,3304,5500,18.2
1321,3352,5400,18.1
1331,3352,5400,18.1
1341,3352,5400,18.1
1351,3300,62900,207.6
1361,3352,5300,17.8
1371,3352,5400,18.1
1381,3352,5300,17.8
1391,3348,51900,173.8
1401,3352,5400,18.1
1411,3352,5400,18.1
1421,3352,5400,18.1
1431,3348,5400,18.1
1441,3352,5300,17.8
1451,3352,5400,18.1
1461,3352,5400,18.1
1471,3348,5400,18.1
1481,3352,5300,17.8
1491,3352,5400,18.1
1501,3352,5300,17.8
1511,3352,5400,18.1
1521,3352,5300,17.8
1531,3352,5300,17.8
1541,3352,5400,18.1
1551,3352,5400,18.1
1561,3352,5400,18.1
1571,3352,5400,18.1
1581,3352,5300,17.8
1591,3352,5400,18.1
1601,3352,5300,17.8
1611,3352,5400,18.1
1621,3352,5400,18.1
1631,3352,5400,18.1
1641,3352,5300,17.8
1651,3352,5400,18.1
1661,3352,5400,18.1
1671,3352,5400,18.1
1681,3352,5300,17.8
1691,3352,5300,17.8
1701,3352,5300,17.8
1711,3352,5300,17.8
1721,3352,5300,17.8
1731,3352,5400,18.1
1741,3352,5400,18.1
1751,3352,5400,18.1
1761,3352,5400,18.1
1771,3352,5400,18.1
1781,3352,5400,18.1
1791,3352,5400,18.1
1801,3352,5400,18.1
1811,3352,5400,18.1
1821,3352,5400,18.1
1831,3352,5400,18.1
1841,3352,5200,17.4
1851,3352,5300,17.8
1861,3352,5300,17.8
1871,3352,5400,18.1
1881,3308,70100,231.9
1891,3352,5300,17.8
1901,3352,5400,18.1
1911,3352,5400,18.1
1921,3348,42400,142.0
1931,3352,5300,17.8
1941,3352,5400,18.1
1951,3352,5400,18.1
1961,3352,7800,26.1
1971,3352,5300,17.8
1981,3352,5400,18.1
1991,3352,5400,18.1
2001,3352,7000,23.5
2011,3352,5400,18.1
2021,3352,5300,17.8
2031,3352,5300,17.8
2041,3352,5300,17.8
2051,3352,5400,18.1
2061,3352,5400,18.1
2073,3352,5400,18.1
2081,3352,5400,18.1
2091,3352,5300,17.8
2101,3352,5400,18.1
2111,3352,5300,17.8
2121,3352,5400,18.1
2131,3352,5300,17.8
2141,3352,5400,18.1
2151,3352,5400,18.1
2161,3352,5400,18.1
2171,3352,5300,17.8
2181,3352,5400,18.1
2191,3352,5400,18.1
2201,3352,5400,18.1
2211,3352,5400,18.1
2221,3352,5300,17.8
2231,3352,5400,18.1
2241,3352,5400,18.1
2251,3352,5300,17.8
2261,3352,5400,18.1
2271,3352,5400,18.1
2281,3352,5400,18.1
2291,3352,5400,18.1
2301,3352,5400,18.1
2311,3352,5400,18.1
2321,3352,5300,17.8
2331,3352,5300,17.8
2341,3352,5300,17.8
2351,3352,5400,18.1
2361,3352,5400,18.1
2371,3352,5200,17.4
2381,3352,5300,17.8
2391,3352,5400,18.1
2401,3352,5400,18.1
2411,3344,5300,17.7
2421,3352,5400,18.1
2431,3352,5300,17.8
2441,3352,5400,18.1
2451,3284,17700,58.1
2461,3352,5300,17.8
2471,3352,5400,18.1
2481,3352,5300,17.8
2491,3324,69300,230.4
2501,3352,5400,18.1
2511,3352,5400,18.1
2521,3352,5400,18.1
2531,3352,27900,93.5
2541,3352,5300,17.8
2551,3348,5300,17.7
2561,3352,5400,18.1
2571,3352,7900,26.5
2581,3352,5300,17.8
2591,3352,5400,18.1
2601,3352,5400,18.1
2611,3352,5400,18.1
2621,3352,5400,18.1
2631,3352,5300,17.8
2641,3352,5400,18.1
2651,3352,5400,18.1
2661,3352,5400,18.1
2671,3352,5400,18.1
2681,3352,5400,18.1
2691,3352,5400,18.1
2701,3352,5300,17.8
2711,3352,5300,17.8
2721,3352,5400,18.1
2731,3352,5400,18.1
2741,3352,5400,18.1
2751,3352,5300,17.8
2761,3352,5400,18.1
2771,3352,5300,17.8
2781,3352,5300,17.8
2791,3352,5300,17.8
2801,3352,5300,17.8
2811,3352,5400,18.1
2821,3352,5300,17.8
2831,3352,5300,17.8
2841,3352,5300,17.8
2851,3352,5400,18.1
2861,3352,5400,18.1
2871,3352,5400,18.1
2881,3352,5400,18.1
2891,3352,5400,18.1
2901,3352,5400,18.1
2911,3352,5300,17.8
2921,3352,5400,18.1
2931,3352,5400,18.1
2941,3352,5300,17.8
2951,3352,5400,18.1
2961,3352,5400,18.1
2971,3352,5400,18.1
2981,3352,5200,17.4
