ms,mV,µA,p_mW
# meta, firmware=TXSD_PowerLogger_PASS_THRU_ON_v2, trial_index=4, adv_interval_ms=100
16,3320,05&300,0.0
26,3320,06'700,0.0
36,3320,05&700,0.0
46,3244,15&200,0.0
56,3320,058000,192.6
66,3316,09!300,0.0
76,3320,061400,203.8
86,3316,05&400,0.0
96,3320,06$700,0.0
106,3316,05&300,0.0
116,3320,06'900,0.0
126,3320,05&800,0.0
136,3320,07 700,0.0
146,3320,05'200,0.0
156,3228,139300,449.7
166,3292,06#000,0.0
176,3316,05&400,0.0
186,3320,06&400,0.0
196,3316,05&300,0.0
206,3320,068100,226.1
216,3320,05&900,0.0
226,3320,07!500,0.0
236,3320,058600,194.6
246,3316,05&400,0.0
256,3244,15!500,0.0
266,3308,079100,261.7
276,3316,06'900,0.0
286,3316,05&700,0.0
296,3320,069400,230.4
306,3320,05&900,0.0
316,3316,05'300,0.0
326,3320,059500,197.5
336,3316,05&400,0.0
346,3320,06"500,0.0
356,3316,05&400,0.0
366,3216,19&100,0.1
376,3320,05&900,0.0
386,3316,07!000,0.0
396,3320,05'400,0.0
406,3316,05&700,0.0
416,3320,06 700,0.0
426,3316,05&300,0.0
436,3320,06#600,0.0
446,3316,05&300,0.0
456,3320,06'900,0.0
465,3316,08$800,0.0
476,3316,07"000,0.0
486,3316,058600,194.3
496,3316,05&500,0.0
506,3320,06!600,0.0
516,3316,05&300,0.0
526,3320,06%100,0.0
536,3316,05&400,0.0
546,3320,06'800,0.0
556,3320,05&800,0.0
566,3316,07&700,0.0
575,3316,118700,393.6
586,3320,05&400,0.0
596,3320,06"400,0.0
606,3316,05&300,0.0
616,3320,06&600,0.0
626,3316,05&400,0.0
636,3316,068100,225.8
646,3320,05'000,0.0
656,3320,07!500,0.0
666,3292,06!700,0.0
676,3316,056400,187.0
685,3224,17%700,0.1
696,3316,05&400,0.0
706,3320,06'900,0.0
716,3320,05&700,0.0
726,3320,069600,231.1
736,3316,05&900,0.0
746,3316,05'200,0.0
756,3320,059600,197.9
766,3316,08&100,0.0
776,3320,06"700,0.0
786,3316,05&300,0.0
795,3208,15"600,0.0
806,3320,05&900,0.0
816,3316,07!300,0.0
826,3320,05'600,0.0
836,3316,05&600,0.0
846,3316,06 900,0.0
856,3316,05&300,0.0
866,3296,06$400,0.0
876,3316,05&300,0.0
886,3320,06'900,0.0
896,3244,14&200,0.0
906,3320,05'300,0.0
916,3320,058900,195.5
926,3316,05&500,0.0
936,3320,06!700,0.0
946,3316,05&300,0.0
956,3320,06%600,0.0
966,3304,07$900,0.0
976,3320,06'900,0.0
986,3316,05&900,0.0
997,3244,158800,515.1
1006,3320,059900,198.9
1016,3320,05&300,0.0
1026,3320,06"800,0.0
1036,3316,05&300,0.0
1046,3316,06'300,0.0
1056,3316,05&400,0.0
1066,3308,07 400,0.0
1076,3320,05&900,0.0
1086,3316,05'300,0.0
1096,3320,059300,196.9
1106,3244,14#800,0.0
1116,3320,06$100,0.0
1126,3320,05&300,0.0
1136,3320,06'900,0.0
1146,3316,05&800,0.0
1156,3320,07 000,0.0
1166,3292,06"700,0.0
1176,3316,05&900,0.0
1186,3320,06 200,0.0
1196,3316,05&400,0.0
1206,3320,06#100,0.0
1216,3244,14"800,0.0
1226,3320,06'900,0.0
1236,3320,05&900,0.0
1246,3316,07!500,0.0
1256,3316,05'900,0.0
1266,3316,088800,294.5
1276,3320,061400,203.8
1286,3316,05&300,0.0
1296,3320,06$700,0.0
1306,3320,05&300,0.0
1316,3320,06'800,0.0
1326,3244,14&800,0.0
1336,3316,05'300,0.0
1346,3316,059200,196.3
1356,3320,05&400,0.0
1366,3292,06"800,0.0
1376,3320,05&400,0.0
1386,3320,06&500,0.0
1396,3320,05&400,0.0
1406,3320,068100,226.1
1416,3316,05'000,0.0
1426,3320,07#400,0.0
1436,3316,06 200,0.0
1446,3316,05&400,0.0
1456,3320,06#000,0.0
1466,3308,079500,263.0
1476,3320,06'700,0.0
1486,3320,05&600,0.0
1496,3316,069200,229.5
1506,3320,05'000,0.0
1516,3316,05'300,0.0
1526,3320,059400,197.2
1535,3244,05'500,0.0
1546,3320,06$600,0.0
1556,3316,05&300,0.0
1566,3304,068900,227.6
1576,3316,05&900,0.0
1586,3320,07 900,0.0
1596,3316,05'300,0.0
1606,3316,05&700,0.0
1616,3320,06 500,0.0
1626,3316,05&300,0.0
1636,3320,06#600,0.0
1646,3184,14'200,0.0
1656,3320,068000,225.8
1666,3296,06&100,0.0
1676,3316,07!600,0.0
1686,3316,058700,194.6
1696,3316,05&500,0.0
1706,3320,06!600,0.0
1716,3316,05&400,0.0
1726,3320,06%200,0.0
1736,3316,05&300,0.0
1747,3240,15&000,0.0
1756,3320,05'000,0.0
1766,3316,08!700,0.0
1776,3320,059600,197.9
1786,3316,05&300,0.0
1796,3320,06"600,0.0
1806,3316,05&400,0.0
1816,3320,06'100,0.0
1826,3320,05&300,0.0
1836,3316,068500,227.1
1846,3316,05'000,0.0
1856,3248,14 300,0.0
1866,3292,06!700,0.0
1876,3320,05&400,0.0
1886,3320,06$000,0.0
1896,3320,05&400,0.0
1906,3320,06'900,0.0
1916,3320,05&800,0.0
1926,3320,069900,232.1
1936,3320,05&900,0.0
1946,3316,05'100,0.0
1957,3228,148600,479.7
1966,3312,08"900,0.0
1976,3320,06%700,0.0
1986,3320,05&300,0.0
1996,3320,06'800,0.0
2006,3320,05'000,0.0
2016,3320,07!500,0.0
2026,3320,05'900,0.0
2036,3316,05&600,0.0
2046,3320,06!200,0.0
2056,3316,05&300,0.0
2066,3216,16&100,0.1
2076,3316,05&400,0.0
2086,3320,068700,228.1
2096,3316,05&900,0.0
2106,3316,05'300,0.0
2116,3320,059200,196.5
2126,3316,05&400,0.0
2136,3320,06!800,0.0
2146,3320,05&400,0.0
2156,3320,06%900,0.0
2167,3252,16#100,0.1
2176,3320,07 100,0.0
2186,3320,05'000,0.0
2196,3316,05'000,0.0
2206,3320,059900,198.9
2216,3320,05&400,0.0
2226,3320,06"900,0.0
2236,3316,05&400,0.0
2246,3320,06'400,0.0
2256,3316,05&500,0.0
2266,3312,069900,231.5
2276,3220,14 900,0.0
2286,3316,05&500,0.0
2296,3320,06!400,0.0
2306,3316,05&400,0.0
2316,3320,06$900,0.0
2326,3320,05&300,0.0
2336,3320,06'900,0.0
2346,3316,05&900,0.0
2356,3320,07 800,0.0
2366,3292,06!100,0.0
2375,3260,16'700,0.1
2386,3320,06"300,0.0
2396,3316,05&400,0.0
2406,3320,06&600,0.0
2416,3316,05&400,0.0
2426,3320,068200,226.4
2436,3316,05&900,0.0
2446,3320,07!500,0.0
2456,3316,058600,194.3
2466,3316,086800,287.8
2476,3320,06!700,0.0
2485,3172,169500,537.7
2496,3320,06'800,0.0
2506,3316,05&700,0.0
2516,3320,069500,230.7
2526,3320,05&900,0.0
2536,3320,05'200,0.0
2546,3320,059600,197.9
2556,3316,05&300,0.0
2566,3292,06#100,0.0
2576,3320,05&300,0.0
2586,3244,15%800,0.0
2596,3316,05&900,0.0
2606,3320,07!300,0.0
2616,3320,05'500,0.0
2626,3316,05&500,0.0
2636,3320,06 800,0.0
2646,3320,05&300,0.0
2656,3320,06#900,0.0
2666,3308,07'800,0.0
2676,3320,068000,225.8
2686,3316,05&800,0.0
2695,3204,129600,415.2
2706,3320,058900,195.5
2716,3316,05&400,0.0
2726,3320,06!600,0.0
2736,3316,05&300,0.0
2746,3320,06%600,0.0
2756,3316,05&300,0.0
2766,3304,069100,228.3
2776,3320,05&900,0.0
2786,3320,07!600,0.0
2797,3228,14$200,0.0
2806,3316,05&500,0.0
2816,3320,06"900,0.0
2826,3316,05&400,0.0
2836,3320,06'400,0.0
2846,3316,05&500,0.0
2856,3320,068800,228.4
2866,3296,06$600,0.0
2876,3320,05'300,0.0
2886,3320,059300,196.9
2896,3316,05&400,0.0
2907,3232,15 600,0.0
2916,3316,05&400,0.0
2926,3320,068000,225.8
2936,3320,05&900,0.0
2946,3320,07 400,0.0
2956,3320,05'100,0.0
2966,3312,08!500,0.0
2976,3320,06 400,0.0
2986,3316,05&400,0.0
2996,3320,06#400,0.0
3006,3320,05&400,0.0
3016,3248,16"700,0.1
3026,3320,05'000,0.0
3036,3320,07!600,0.0
3046,3320,058000,192.6
3056,3316,05&500,0.0
3066,3292,062100,204.4
3076,3320,05&400,0.0
3086,3320,06$800,0.0
3096,3316,05&400,0.0
3106,3320,06'900,0.0
3116,3320,05&900,0.0
3126,3212,17 800,0.1
3136,3320,059300,196.9
3146,3316,05&500,0.0
3156,3320,06"000,0.0
3166,3312,08!900,0.0
3176,3320,06&500,0.0
3186,3316,05&400,0.0
3196,3320,068100,226.1
3206,3320,05&900,0.0
3216,3316,07!500,0.0
3226,3316,058500,194.0
3236,3312,05&700,0.0
3246,3320,06#100,0.0
3256,3320,05&400,0.0
3266,3300,068000,224.4
3276,3316,05&700,0.0
3286,3320,069300,230.1
3296,3320,05'100,0.0
3306,3316,05'300,0.0
3316,3320,059500,197.5
3326,3316,05&500,0.0
3336,3248,18$100,0.1
3346,3316,05&400,0.0
3356,3320,068000,225.8
3366,3300,069400,229.0
3376,3320,07 700,0.0
3386,3316,05'200,0.0
3396,3316,05&800,0.0
3406,3320,06 400,0.0
3416,3316,05&400,0.0
3426,3320,06#400,0.0
3436,3316,058100,192.7
3446,3320,06'900,0.0
3456,3316,05'000,0.0
3466,3316,07#900,0.0
3476,3316,058300,193.3
3486,3316,05&500,0.0
3496,3320,06!400,0.0
3506,3316,05&400,0.0
3516,3320,06$800,0.0
3526,3320,05&300,0.0
3536,3320,06'900,0.0
3546,3244,16"100,0.1
3556,3320,05'400,0.0
3566,3292,06!800,0.0
3576,3320,05&400,0.0
3586,3316,06"200,0.0
3596,3316,05&400,0.0
3606,3320,06&500,0.0
3616,3320,05&400,0.0
3626,3320,068100,226.1
3636,3320,05&900,0.0
3646,3240,14"600,0.0
3656,3320,060100,199.5
3666,3312,08%500,0.0
3676,3316,06#400,0.0
3686,3316,05&400,0.0
3696,3320,06'700,0.0
3706,3320,05&600,0.0
3716,3320,069200,229.7
3726,3320,05'000,0.0
3736,3320,05'300,0.0
3746,3320,059500,197.5
3756,3312,05&700,0.0
3766,3296,06$800,0.0
3776,3316,05&400,0.0
3786,3320,06'800,0.0
3796,3320,05&900,0.0
3806,3320,07 700,0.0
3816,3320,05'300,0.0
3826,3316,05&800,0.0
3836,3320,06 400,0.0
3846,3320,05&400,0.0
3856,3320,06#500,0.0
3866,3304,07$400,0.0
3876,3320,068100,226.1
3886,3320,05'000,0.0
3896,3320,07!600,0.0
3906,3320,058400,193.9
3916,3316,05&500,0.0
3926,3320,06!500,0.0
3936,3320,05&400,0.0
3946,3320,06$900,0.0
3956,3320,05&400,0.0
3966,3304,14"700,0.0
3976,3320,05'000,0.0
3986,3316,05'300,0.0
3996,3320,059300,196.9
4006,3320,05&400,0.0
4016,3320,06"100,0.0
4026,3316,05&400,0.0
4036,3320,06&300,0.0
4046,3316,05&300,0.0
4056,3320,068000,225.8
4066,3296,06%200,0.0
4076,3252,13'400,0.0
4086,3320,06!000,0.0
4096,3316,05&400,0.0
4106,3320,06$000,0.0
4116,3320,05&400,0.0
4126,3316,06'900,0.0
4136,3320,05&800,0.0
4146,3320,07 000,0.0
4156,3320,05'000,0.0
4166,3316,078300,259.6
4176,3320,06 100,0.0
4186,3316,05&600,0.0
4196,3320,06%500,0.0
4206,3320,05&400,0.0
4216,3316,06'900,0.0
4226,3316,05&900,0.0
4236,3320,07!400,0.0
4246,3320,05'800,0.0
4256,3316,056600,187.7
4266,3292,06!900,0.0
4276,3316,05&300,0.0
4286,3244,22"300,0.1
4296,3316,05&400,0.0
4306,3320,068500,227.4
4316,3320,05&900,0.0
4326,3316,05'300,0.0
4336,3320,059000,195.9
4346,3316,05&400,0.0
4356,3320,06!700,0.0
4366,3312,08"600,0.0
4376,3320,06%900,0.0
4386,3316,05&300,0.0
4396,3320,069900,232.1
4406,3320,05'000,0.0
4416,3316,05'100,0.0
4426,3320,059800,198.5
4436,3320,05&400,0.0
4446,3320,06"800,0.0
4456,3316,05&300,0.0
4466,3304,06'500,0.0
4476,3316,05&500,0.0
4486,3320,068800,228.4
4496,3320,05&900,0.0
4506,3316,05'000,0.0
4516,3320,06 900,0.0
4526,3316,05&300,0.0
4536,3320,06#900,0.0
4546,3316,05&300,0.0
4556,3320,06'900,0.0
4566,3300,07 000,0.0
4576,3316,07 100,0.0
4586,3316,05'000,0.0
4596,3316,05&900,0.0
4606,3244,149800,486.0
4616,3316,05&300,0.0
4626,3320,06%500,0.0
4636,3316,05&300,0.0
4646,3320,06'800,0.0
4656,3320,05&900,0.0
4666,3312,07"700,0.0
4676,3320,05'900,0.0
4686,3316,05&500,0.0
4696,3320,06!200,0.0
4706,3316,05&300,0.0
4716,3208,09 200,0.0
4726,3320,05&400,0.0
4736,3316,068500,227.1
4746,3320,05&900,0.0
4756,3320,05'200,0.0
4766,3292,06!800,0.0
4776,3316,05&400,0.0
4786,3320,06!900,0.0
4796,3320,05&400,0.0
4806,3320,06%900,0.0
4816,3316,05&400,0.0
4826,3320,069800,231.7
4836,3320,05'000,0.0
4846,3316,05'100,0.0
4856,3320,059800,198.5
4866,3316,08%800,0.0
4876,3320,06"900,0.0
4886,3320,05&300,0.0
4896,3320,06'400,0.0
4906,3316,05&500,0.0
4916,3316,068800,228.1
4926,3228,148100,478.1
4936,3316,05&700,0.0
4946,3320,06!000,0.0
4956,3316,05&300,0.0
4966,3296,06$400,0.0
4976,3316,05&300,0.0
4986,3320,06'900,0.0
4996,3316,05&800,0.0
5006,3316,07 300,0.0
5016,3320,05'100,0.0
5026,3240,14"300,0.0
5036,3320,06!700,0.0
5046,3320,05&300,0.0
5056,3320,06%500,0.0
5066,3304,07%100,0.0
5076,3320,06'900,0.0
5086,3320,05&900,0.0
5096,3316,07!500,0.0
5106,3320,05'900,0.0
5116,3316,05&500,0.0
5126,3316,088200,292.5
5136,3320,05&400,0.0
5146,3320,06'100,0.0
5156,3316,05&400,0.0
5166,3308,069200,228.9
5176,3320,05'000,0.0
5186,3320,05'300,0.0
5196,3316,059100,196.0
5206,3316,05&400,0.0
5216,3320,06!900,0.0
5226,3316,05&300,0.0
5236,3244,22%100,0.1
5246,3316,05&800,0.0
5256,3316,069800,231.5
5266,3296,06#100,0.0
5276,3316,05'100,0.0
5286,3320,059800,198.5
5296,3316,05&400,0.0
5306,3320,06"900,0.0
5316,3316,05&400,0.0
5326,3320,06'300,0.0
5336,3244,139200,451.6
5346,3320,07!300,0.0
5356,3320,05'600,0.0
5366,3316,08&900,0.0
5376,3320,06!200,0.0
5386,3320,05&300,0.0
5396,3320,06$100,0.0
5406,3320,05&400,0.0
5416,3320,06'900,0.0
5426,3316,05&800,0.0
5436,3320,07 200,0.0
5446,3220,146700,472.4
5456,3316,05&400,0.0
5466,3292,06"600,0.0
5476,3320,05&300,0.0
5486,3320,06%700,0.0
5496,3316,05&400,0.0
5506,3320,06'900,0.0
5516,3316,05'000,0.0
5526,3316,07!500,0.0
5536,3320,05'900,0.0
5546,3316,05&500,0.0
5556,3244,14&800,0.0
5566,3312,08 500,0.0
5576,3320,06'300,0.0
5586,3320,05&400,0.0
5596,3320,068600,227.8
5606,3316,05'000,0.0
5616,3316,05'300,0.0
5626,3320,059000,195.9
5636,3316,05&400,0.0
5646,3320,06!900,0.0
5655,3316,05'800,0.0
5666,3304,068700,227.0
5676,3316,05&800,0.0
5686,3320,07 000,0.0
5696,3320,05'000,0.0
5706,3320,05'100,0.0
5716,3320,059800,198.5
5726,3316,05&400,0.0
5736,3320,06"800,0.0
5746,3316,05&400,0.0
5756,3320,06'300,0.0
5766,3300,068000,224.4
5776,3320,07!400,0.0
5786,3316,05'800,0.0
5796,3316,05&600,0.0
5806,3320,06!100,0.0
5816,3316,05&400,0.0
5826,3320,06$200,0.0
5836,3316,05&400,0.0
5846,3320,06'900,0.0
5856,3320,05&800,0.0
5866,3208,20&300,0.1
5876,3320,059000,195.9
5886,3316,05&500,0.0
5896,3320,06!800,0.0
5906,3320,05&400,0.0
5916,3320,06%600,0.0
5926,3316,05&400,0.0
5936,3320,06'900,0.0
5946,3316,05&900,0.0
5956,3316,07!400,0.0
5966,3292,06 400,0.0
5976,3252,22&900,0.1
5986,3316,06"800,0.0
5996,3320,05&400,0.0
6006,3320,06'300,0.0
6016,3316,05&400,0.0
6026,3316,068700,227.8
6036,3320,05'000,0.0
6046,3320,05'200,0.0
6056,3320,059100,196.2
6066,3316,08&100,0.0
6076,3216,178900,575.3
6086,3320,05&300,0.0
6096,3320,06'900,0.0
6106,3316,05&900,0.0
6116,3320,07!100,0.0
6126,3320,05'400,0.0
6136,3316,05&600,0.0
6146,3320,06 700,0.0
6156,3316,05&400,0.0
6166,3300,06$200,0.0
6176,3216,17'100,0.1
6186,3320,069100,229.4
6196,3320,05'000,0.0
6206,3320,05'300,0.0
6216,3320,059400,197.2
6226,3316,05&400,0.0
6236,3320,06"100,0.0
6246,3316,05&400,0.0
6256,3320,06&400,0.0
6266,3304,07"500,0.0
6276,3320,068300,226.8
6286,3192,13&600,0.0
6296,3316,05&900,0.0
6306,3320,06 300,0.0
6316,3316,05&400,0.0
6326,3320,06#300,0.0
6336,3316,05&300,0.0
6346,3320,06'600,0.0
6356,3316,05&600,0.0
6366,3308,069500,229.9
6376,3316,05'000,0.0
6386,3320,05'300,0.0
6396,3232,14!700,0.0
6406,3316,05&300,0.0
6416,3320,06$700,0.0
6426,3316,05&400,0.0
6436,3320,06'900,0.0
6446,3320,05&900,0.0
6456,3320,07 700,0.0
6466,3292,06"400,0.0
6476,3316,05&700,0.0
6486,3320,06 600,0.0
6496,3244,14 400,0.0
6506,3320,06&300,0.0
6516,3316,05&400,0.0
6526,3320,068000,225.8
6536,3316,05&900,0.0
6546,3320,07!600,0.0
6556,3320,058300,193.6
6566,3316,08&900,0.0
6576,3320,06!600,0.0
6586,3320,05&400,0.0
6596,3320,06%100,0.0
6606,3244,14 300,0.0
6616,3316,069100,229.1
6626,3320,05'000,0.0
6636,3316,057300,190.0
6646,3320,059400,197.2
6656,3316,05&400,0.0
6666,3296,06"900,0.0
6676,3316,05&400,0.0
6686,3320,06&600,0.0
6696,3316,05&400,0.0
6706,3316,148700,493.1
6716,3316,05'100,0.0
6726,3316,05&800,0.0
6736,3320,06 300,0.0
6746,3320,05&400,0.0
6756,3320,06#300,0.0
6766,3308,079100,261.7
6776,3320,06'900,0.0
6786,3320,05&600,0.0
6796,3320,069500,230.7
6806,3320,05'000,0.0
6816,3248,179200,582.0
6826,3320,06!500,0.0
6836,3316,05&300,0.0
6846,3320,06$700,0.0
6856,3316,05&400,0.0
6866,3304,068900,227.6
6876,3320,05&900,0.0
6886,3320,07 900,0.0
6896,3316,05'400,0.0
6906,3316,05&700,0.0
6916,3252,14"700,0.0
6926,3320,05&300,0.0
6936,3320,06&200,0.0
6946,3316,05&400,0.0
6956,3316,06'900,0.0
6966,3296,06&200,0.0
6976,3320,07!600,0.0
6986,3320,058500,194.2
6996,3316,05&500,0.0
7006,3316,06!500,0.0
7016,3316,05&400,0.0
7026,3204,09$800,0.0
7036,3320,05&500,0.0
7046,3316,069000,228.8
7056,3320,05'000,0.0
7066,3316,07#700,0.0
7076,3320,059500,197.5
7086,3320,05&400,0.0
7096,3320,06"300,0.0
7106,3316,05&400,0.0
7116,3320,06&700,0.0
7126,3316,05&300,0.0
7136,3320,07 600,0.0
7146,3320,05'100,0.0
7156,3316,05&800,0.0
7166,3292,06!500,0.0
