ms,mV,µA,p_mW
# meta, firmware=TXSD_PowerLogger_PASS_THRU_ON_v2, trial_index=3, adv_interval_ms=100
7,3320,05&300,0.0
17,3320,06'600,0.0
27,3304,07!500,0.0
37,3320,069300,230.1
47,3320,05'000,0.0
57,3244,19 800,0.1
67,3320,06!300,0.0
77,3320,05&400,0.0
87,3316,06$400,0.0
97,3320,05&300,0.0
107,3320,06'900,0.0
117,3316,05&800,0.0
127,3312,10"600,0.0
137,3316,05'200,0.0
147,3316,05&800,0.0
157,3232,148200,479.0
167,3316,05&300,0.0
177,3320,06&100,0.0
187,3316,05&400,0.0
197,3320,06'900,0.0
207,3320,05&900,0.0
217,3320,07!600,0.0
227,3292,06!900,0.0
237,3316,05&500,0.0
247,3320,06!400,0.0
257,3320,05&400,0.0
267,3228,15"100,0.0
277,3320,05&600,0.0
287,3320,069100,229.4
297,3320,05&900,0.0
307,3316,057300,190.0
317,3320,059300,196.9
327,3316,14!600,0.0
337,3320,06"400,0.0
347,3316,05&300,0.0
357,3320,06&600,0.0
367,3316,058600,194.3
377,3320,07 700,0.0
387,3320,05'100,0.0
397,3316,05&700,0.0
407,3320,06 300,0.0
417,3316,05&400,0.0
427,3296,06&600,0.0
437,3320,05&400,0.0
447,3320,06'800,0.0
457,3316,05&700,0.0
467,3320,069500,230.7
477,3232,199400,644.5
487,3316,05&500,0.0
497,3320,06!500,0.0
507,3320,05&400,0.0
517,3320,06$900,0.0
527,3304,07&200,0.0
537,3316,06'900,0.0
547,3316,05&800,0.0
557,3316,07!100,0.0
567,3320,05'500,0.0
577,3252,18$700,0.1
587,3320,06"400,0.0
597,3320,05&300,0.0
607,3320,06&600,0.0
617,3320,05&300,0.0
627,3308,09 600,0.0
637,3316,05&900,0.0
647,3320,07!500,0.0
657,3320,058800,195.2
667,3316,05&300,0.0
677,3244,14'100,0.0
687,3316,05&400,0.0
697,3320,06'900,0.0
707,3316,05&700,0.0
717,3316,069500,230.5
727,3296,06#500,0.0
737,3316,05'100,0.0
747,3320,059700,198.2
757,3316,05&300,0.0
767,3320,06"700,0.0
