prog_id,ms,mV,uA,p_mW
TXSD_DELTAE_V3_OFF_20260114,371,3156,51800,163.5
TXSD_DELTAE_V3_OFF_20260114,381,3156,51300,161.9
TXSD_DELTAE_V3_OFF_20260114,391,3156,52000,164.1
TXSD_DELTAE_V3_OFF_20260114,401,3152,51200,161.4
TXSD_DELTAE_V3_OFF_20260114,411,3156,52200,164.7
TXSD_DELTAE_V3_OFF_20260114,421,3156,51100,161.3
TXSD_DELTAE_V3_OFF_20260114,431,3160,52200,165.0
TXSD_DELTAE_V3_OFF_20260114,441,3152,51000,160.8
TXSD_DELTAE_V3_OFF_20260114,451,3160,52200,165.0
TXSD_DELTAE_V3_OFF_20260114,461,3156,51100,161.3
TXSD_DELTAE_V3_OFF_20260114,471,3156,52000,164.1
TXSD_DELTAE_V3_OFF_20260114,481,3156,51200,161.6
TXSD_DELTAE_V3_OFF_20260114,491,3156,51800,163.5
TXSD_DELTAE_V3_OFF_20260114,501,3156,51500,162.5
TXSD_DELTAE_V3_OFF_20260114,511,3156,51500,162.5
TXSD_DELTAE_V3_OFF_20260114,521,3156,51900,163.8
TXSD_DELTAE_V3_OFF_20260114,531,3156,51300,161.9
TXSD_DELTAE_V3_OFF_20260114,541,3156,52000,164.1
TXSD_DELTAE_V3_OFF_20260114,551,3156,51300,161.9
TXSD_DELTAE_V3_OFF_20260114,561,3156,52200,164.7
TXSD_DELTAE_V3_OFF_20260114,571,3156,51100,161.3
TXSD_DELTAE_V3_OFF_20260114,581,3156,52200,164.7
TXSD_DELTAE_V3_OFF_20260114,591,3152,51000,160.8
TXSD_DELTAE_V3_OFF_20260114,601,3160,52100,164.6
TXSD_DELTAE_V3_OFF_20260114,611,3156,51100,161.3
TXSD_DELTAE_V3_OFF_20260114,621,3156,52000,164.1
TXSD_DELTAE_V3_OFF_20260114,631,3156,51300,161.9
TXSD_DELTAE_V3_OFF_20260114,641,3156,51700,163.2
TXSD_DELTAE_V3_OFF_20260114,651,3156,51600,162.8
TXSD_DELTAE_V3_OFF_20260114,661,3156,51400,162.2
TXSD_DELTAE_V3_OFF_20260114,671,3156,51900,163.8
TXSD_DELTAE_V3_OFF_20260114,681,3156,51200,161.6
TXSD_DELTAE_V3_OFF_20260114,691,3156,52100,164.4
TXSD_DELTAE_V3_OFF_20260114,701,3152,51200,161.4
TXSD_DELTAE_V3_OFF_20260114,711,3156,52200,164.7
TXSD_DELTAE_V3_OFF_20260114,721,3156,51100,161.3
TXSD_DELTAE_V3_OFF_20260114,731,3160,52200,165.0
TXSD_DELTAE_V3_OFF_20260114,741,3152,51000,160.8
TXSD_DELTAE_V3_OFF_20260114,751,3160,52100,164.6
TXSD_DELTAE_V3_OFF_20260114,761,3152,51200,161.4
TXSD_DELTAE_V3_OFF_20260114,771,3156,52000,164.1
TXSD_DELTAE_V3_OFF_20260114,781,3156,51300,161.9
TXSD_DELTAE_V3_OFF_20260114,791,3156,51600,162.8
TXSD_DELTAE_V3_OFF_20260114,801,3156,51700,163.2
TXSD_DELTAE_V3_OFF_20260114,813,3156,51200,161.6
TXSD_DELTAE_V3_OFF_20260114,821,3156,51900,163.8
TXSD_DELTAE_V3_OFF_20260114,831,3152,51200,161.4
TXSD_DELTAE_V3_OFF_20260114,841,3160,52100,164.6
TXSD_DELTAE_V3_OFF_20260114,851,3152,51200,161.4
TXSD_DELTAE_V3_OFF_20260114,861,3156,52200,164.7
TXSD_DELTAE_V3_OFF_20260114,871,3156,51000,161.0
TXSD_DELTAE_V3_OFF_20260114,881,3160,52200,165.0
TXSD_DELTAE_V3_OFF_20260114,891,3156,51100,161.3
TXSD_DELTAE_V3_OFF_20260114,901,3160,52000,164.3
TXSD_DELTAE_V3_OFF_20260114,911,3152,51200,161.4
TXSD_DELTAE_V3_OFF_20260114,921,3160,51800,163.7
TXSD_DELTAE_V3_OFF_20260114,931,3156,51500,162.5
TXSD_DELTAE_V3_OFF_20260114,941,3156,51500,162.5
TXSD_DELTAE_V3_OFF_20260114,951,3156,51800,163.5
TXSD_DELTAE_V3_OFF_20260114,961,3156,51300,161.9
TXSD_DELTAE_V3_OFF_20260114,971,3160,52000,164.3
TXSD_DELTAE_V3_OFF_20260114,981,3156,51200,161.6
TXSD_DELTAE_V3_OFF_20260114,991,3160,52100,164.6
TXSD_DELTAE_V3_OFF_20260114,1001,3152,51000,160.8
TXSD_DELTAE_V3_OFF_20260114,1011,3156,52200,164.7
TXSD_DELTAE_V3_OFF_20260114,1021,3152,51000,160.8
TXSD_DELTAE_V3_OFF_20260114,1031,3160,52200,165.0
TXSD_DELTAE_V3_OFF_20260114,1041,3152,51100,161.1
TXSD_DELTAE_V3_OFF_20260114,1051,3156,52000,164.1
TXSD_DELTAE_V3_OFF_20260114,1061,3156,51300,161.9
TXSD_DELTAE_V3_OFF_20260114,1071,3156,51700,163.2
TXSD_DELTAE_V3_OFF_20260114,1081,3156,51600,162.8
TXSD_DELTAE_V3_OFF_20260114,1091,3156,51400,162.2
TXSD_DELTAE_V3_OFF_20260114,1101,3156,51900,163.8
TXSD_DELTAE_V3_OFF_20260114,1111,3156,51200,161.6
TXSD_DELTAE_V3_OFF_20260114,1121,3156,52100,164.4
TXSD_DELTAE_V3_OFF_20260114,1131,3152,51200,161.4
TXSD_DELTAE_V3_OFF_20260114,1141,3156,52200,164.7
TXSD_DELTAE_V3_OFF_20260114,1151,3156,51100,161.3
TXSD_DELTAE_V3_OFF_20260114,1161,3160,52200,165.0
TXSD_DELTAE_V3_OFF_20260114,1171,3156,51000,161.0
TXSD_DELTAE_V3_OFF_20260114,1181,3160,52000,164.3
TXSD_DELTAE_V3_OFF_20260114,1191,3152,51200,161.4
TXSD_DELTAE_V3_OFF_20260114,1201,3156,51900,163.8
TXSD_DELTAE_V3_OFF_20260114,1211,3156,51300,161.9
TXSD_DELTAE_V3_OFF_20260114,1221,3156,51600,162.8
TXSD_DELTAE_V3_OFF_20260114,1231,3156,51700,163.2
TXSD_DELTAE_V3_OFF_20260114,1241,3156,51400,162.2
TXSD_DELTAE_V3_OFF_20260114,1251,3156,52000,164.1
TXSD_DELTAE_V3_OFF_20260114,1261,3156,51300,161.9
TXSD_DELTAE_V3_OFF_20260114,1271,3156,52200,164.7
TXSD_DELTAE_V3_OFF_20260114,1281,3152,51200,161.4
TXSD_DELTAE_V3_OFF_20260114,1291,3160,52200,165.0
TXSD_DELTAE_V3_OFF_20260114,1301,3152,51000,160.8
TXSD_DELTAE_V3_OFF_20260114,1311,3160,52200,165.0
TXSD_DELTAE_V3_OFF_20260114,1321,3152,51100,161.1
TXSD_DELTAE_V3_OFF_20260114,1331,3156,52100,164.4
TXSD_DELTAE_V3_OFF_20260114,1341,3152,51300,161.7
TXSD_DELTAE_V3_OFF_20260114,1351,3156,51900,163.8
TXSD_DELTAE_V3_OFF_20260114,1361,3156,51400,162.2
TXSD_DELTAE_V3_OFF_20260114,1371,3156,51500,162.5
TXSD_DELTAE_V3_OFF_20260114,1381,3156,51900,163.8
TXSD_DELTAE_V3_OFF_20260114,1391,3156,51300,161.9
TXSD_DELTAE_V3_OFF_20260114,1401,3156,52000,164.1
TXSD_DELTAE_V3_OFF_20260114,1411,3156,51200,161.6
TXSD_DELTAE_V3_OFF_20260114,1421,3156,52200,164.7
TXSD_DELTAE_V3_OFF_20260114,1431,3156,51000,161.0
TXSD_DELTAE_V3_OFF_20260114,1441,3160,52200,165.0
TXSD_DELTAE_V3_OFF_20260114,1451,3152,51000,160.8
TXSD_DELTAE_V3_OFF_20260114,1461,3160,52100,164.6
TXSD_DELTAE_V3_OFF_20260114,1471,3156,51100,161.3
TXSD_DELTAE_V3_OFF_20260114,1481,3160,52000,164.3
TXSD_DELTAE_V3_OFF_20260114,1491,3156,51300,161.9
TXSD_DELTAE_V3_OFF_20260114,1501,3156,51700,163.2
TXSD_DELTAE_V3_OFF_20260114,1511,3156,51600,162.8
TXSD_DELTAE_V3_OFF_20260114,1521,3156,51400,162.2
TXSD_DELTAE_V3_OFF_20260114,1531,3160,51900,164.0
TXSD_DELTAE_V3_OFF_20260114,1541,3156,51200,161.6
TXSD_DELTAE_V3_OFF_20260114,1551,3156,52100,164.4
TXSD_DELTAE_V3_OFF_20260114,1561,3156,51200,161.6
TXSD_DELTAE_V3_OFF_20260114,1571,3160,52200,165.0
TXSD_DELTAE_V3_OFF_20260114,1581,3152,51100,161.1
TXSD_DELTAE_V3_OFF_20260114,1591,3160,52200,165.0
TXSD_DELTAE_V3_OFF_20260114,1601,3152,51000,160.8
TXSD_DELTAE_V3_OFF_20260114,1611,3160,52100,164.6
TXSD_DELTAE_V3_OFF_20260114,1621,3156,51200,161.6
TXSD_DELTAE_V3_OFF_20260114,1631,3156,52000,164.1
TXSD_DELTAE_V3_OFF_20260114,1641,3156,51300,161.9
TXSD_DELTAE_V3_OFF_20260114,1651,3156,51600,162.8
TXSD_DELTAE_V3_OFF_20260114,1661,3156,51700,163.2
TXSD_DELTAE_V3_OFF_20260114,1671,3156,51300,161.9
TXSD_DELTAE_V3_OFF_20260114,1681,3156,52000,164.1
TXSD_DELTAE_V3_OFF_20260114,1691,3156,51300,161.9
TXSD_DELTAE_V3_OFF_20260114,1701,3160,52100,164.6
TXSD_DELTAE_V3_OFF_20260114,1711,3152,51100,161.1
TXSD_DELTAE_V3_OFF_20260114,1721,3156,52200,164.7
TXSD_DELTAE_V3_OFF_20260114,1731,3156,51000,161.0
TXSD_DELTAE_V3_OFF_20260114,1741,3160,52300,165.3
TXSD_DELTAE_V3_OFF_20260114,1751,3152,51100,161.1
TXSD_DELTAE_V3_OFF_20260114,1761,3156,52000,164.1
TXSD_DELTAE_V3_OFF_20260114,1771,3156,51200,161.6
TXSD_DELTAE_V3_OFF_20260114,1781,3156,51900,163.8
TXSD_DELTAE_V3_OFF_20260114,1791,3152,51400,162.0
TXSD_DELTAE_V3_OFF_20260114,1801,3156,51500,162.5
TXSD_DELTAE_V3_OFF_20260114,1811,3156,51800,163.5
TXSD_DELTAE_V3_OFF_20260114,1821,3152,51300,161.7
TXSD_DELTAE_V3_OFF_20260114,1831,3156,52000,164.1
TXSD_DELTAE_V3_OFF_20260114,1841,3156,51200,161.6
TXSD_DELTAE_V3_OFF_20260114,1851,3156,52100,164.4
TXSD_DELTAE_V3_OFF_20260114,1861,3156,51100,161.3
TXSD_DELTAE_V3_OFF_20260114,1871,3156,52200,164.7
TXSD_DELTAE_V3_OFF_20260114,1881,3152,51000,160.8
TXSD_DELTAE_V3_OFF_20260114,1891,3160,52200,165.0
TXSD_DELTAE_V3_OFF_20260114,1901,3156,51100,161.3
TXSD_DELTAE_V3_OFF_20260114,1911,3156,52000,164.1
TXSD_DELTAE_V3_OFF_20260114,1921,3152,51300,161.7
TXSD_DELTAE_V3_OFF_20260114,1931,3156,51800,163.5
TXSD_DELTAE_V3_OFF_20260114,1941,3156,51600,162.8
TXSD_DELTAE_V3_OFF_20260114,1951,3156,51400,162.2
TXSD_DELTAE_V3_OFF_20260114,1961,3156,51900,163.8
TXSD_DELTAE_V3_OFF_20260114,1971,3152,51200,161.4
TXSD_DELTAE_V3_OFF_20260114,1981,3156,52000,164.1
TXSD_DELTAE_V3_OFF_20260114,1991,3152,51100,161.1
TXSD_DELTAE_V3_OFF_20260114,2001,3156,52100,164.4
TXSD_DELTAE_V3_OFF_20260114,2011,3156,51100,161.3
TXSD_DELTAE_V3_OFF_20260114,2021,3160,52200,165.0
TXSD_DELTAE_V3_OFF_20260114,2031,3152,51100,161.1
TXSD_DELTAE_V3_OFF_20260114,2041,3156,52100,164.4
TXSD_DELTAE_V3_OFF_20260114,2051,3156,51200,161.6
TXSD_DELTAE_V3_OFF_20260114,2061,3156,52000,164.1
TXSD_DELTAE_V3_OFF_20260114,2071,3156,51300,161.9
TXSD_DELTAE_V3_OFF_20260114,2081,3156,51700,163.2
TXSD_DELTAE_V3_OFF_20260114,2091,3156,51700,163.2
TXSD_DELTAE_V3_OFF_20260114,2101,3156,51300,161.9
TXSD_DELTAE_V3_OFF_20260114,2111,3160,52000,164.3
TXSD_DELTAE_V3_OFF_20260114,2121,3156,51300,161.9
TXSD_DELTAE_V3_OFF_20260114,2131,3160,52100,164.6
TXSD_DELTAE_V3_OFF_20260114,2141,3152,51100,161.1
TXSD_DELTAE_V3_OFF_20260114,2151,3156,52200,164.7
TXSD_DELTAE_V3_OFF_20260114,2161,3152,51000,160.8
TXSD_DELTAE_V3_OFF_20260114,2171,3160,52200,165.0
TXSD_DELTAE_V3_OFF_20260114,2181,3156,51100,161.3
TXSD_DELTAE_V3_OFF_20260114,2191,3156,52000,164.1
TXSD_DELTAE_V3_OFF_20260114,2201,3156,51200,161.6
TXSD_DELTAE_V3_OFF_20260114,2211,3156,51900,163.8
TXSD_DELTAE_V3_OFF_20260114,2221,3156,51400,162.2
TXSD_DELTAE_V3_OFF_20260114,2231,3156,51500,162.5
TXSD_DELTAE_V3_OFF_20260114,2241,3156,51800,163.5
TXSD_DELTAE_V3_OFF_20260114,2251,3156,51300,161.9
TXSD_DELTAE_V3_OFF_20260114,2261,3156,52000,164.1
TXSD_DELTAE_V3_OFF_20260114,2271,3156,51200,161.6
TXSD_DELTAE_V3_OFF_20260114,2281,3156,52100,164.4
TXSD_DELTAE_V3_OFF_20260114,2291,3152,51000,160.8
TXSD_DELTAE_V3_OFF_20260114,2301,3160,52200,165.0
TXSD_DELTAE_V3_OFF_20260114,2311,3152,51100,161.1
TXSD_DELTAE_V3_OFF_20260114,2321,3160,52200,165.0
TXSD_DELTAE_V3_OFF_20260114,2331,3152,51100,161.1
TXSD_DELTAE_V3_OFF_20260114,2341,3156,52100,164.4
TXSD_DELTAE_V3_OFF_20260114,2351,3156,51300,161.9
TXSD_DELTAE_V3_OFF_20260114,2361,3156,51800,163.5
TXSD_DELTAE_V3_OFF_20260114,2371,3152,51500,162.3
TXSD_DELTAE_V3_OFF_20260114,2381,3156,51400,162.2
TXSD_DELTAE_V3_OFF_20260114,2391,3156,51900,163.8
TXSD_DELTAE_V3_OFF_20260114,2401,3152,51200,161.4
TXSD_DELTAE_V3_OFF_20260114,2411,3156,52000,164.1
TXSD_DELTAE_V3_OFF_20260114,2421,3152,51200,161.4
TXSD_DELTAE_V3_OFF_20260114,2431,3160,52200,165.0
TXSD_DELTAE_V3_OFF_20260114,2441,3152,51100,161.1
TXSD_DELTAE_V3_OFF_20260114,2451,3160,52200,165.0
TXSD_DELTAE_V3_OFF_20260114,2461,3152,51000,160.8
TXSD_DELTAE_V3_OFF_20260114,2471,3160,52200,165.0
TXSD_DELTAE_V3_OFF_20260114,2481,3156,51200,161.6
TXSD_DELTAE_V3_OFF_20260114,2491,3156,52000,164.1
TXSD_DELTAE_V3_OFF_20260114,2501,3156,51300,161.9
TXSD_DELTAE_V3_OFF_20260114,2511,3156,51600,162.8
TXSD_DELTAE_V3_OFF_20260114,2521,3156,51700,163.2
TXSD_DELTAE_V3_OFF_20260114,2531,3152,51300,161.7
TXSD_DELTAE_V3_OFF_20260114,2541,3156,51900,163.8
TXSD_DELTAE_V3_OFF_20260114,2551,3152,51200,161.4
TXSD_DELTAE_V3_OFF_20260114,2561,3160,52100,164.6
TXSD_DELTAE_V3_OFF_20260114,2571,3156,51100,161.3
TXSD_DELTAE_V3_OFF_20260114,2581,3160,52200,165.0
TXSD_DELTAE_V3_OFF_20260114,2591,3152,51000,160.8
TXSD_DELTAE_V3_OFF_20260114,2601,3160,52300,165.3
TXSD_DELTAE_V3_OFF_20260114,2611,3152,51000,160.8
TXSD_DELTAE_V3_OFF_20260114,2621,3160,52000,164.3
TXSD_DELTAE_V3_OFF_20260114,2631,3152,51200,161.4
TXSD_DELTAE_V3_OFF_20260114,2641,3160,51900,164.0
TXSD_DELTAE_V3_OFF_20260114,2651,3156,51400,162.2
TXSD_DELTAE_V3_OFF_20260114,2661,3156,51500,162.5
TXSD_DELTAE_V3_OFF_20260114,2671,3156,51800,163.5
TXSD_DELTAE_V3_OFF_20260114,2681,3156,51300,161.9
TXSD_DELTAE_V3_OFF_20260114,2691,3156,52000,164.1
TXSD_DELTAE_V3_OFF_20260114,2701,3156,51200,161.6
TXSD_DELTAE_V3_OFF_20260114,2711,3160,52100,164.6
TXSD_DELTAE_V3_OFF_20260114,2721,3152,51100,161.1
TXSD_DELTAE_V3_OFF_20260114,2731,3160,52200,165.0
TXSD_DELTAE_V3_OFF_20260114,2741,3152,51000,160.8
TXSD_DELTAE_V3_OFF_20260114,2751,3160,52100,164.6
TXSD_DELTAE_V3_OFF_20260114,2761,3156,51100,161.3
TXSD_DELTAE_V3_OFF_20260114,2771,3160,52000,164.3
TXSD_DELTAE_V3_OFF_20260114,2781,3156,51200,161.6
TXSD_DELTAE_V3_OFF_20260114,2791,3156,51700,163.2
TXSD_DELTAE_V3_OFF_20260114,2801,3156,51600,162.8
TXSD_DELTAE_V3_OFF_20260114,2811,3156,51400,162.2
TXSD_DELTAE_V3_OFF_20260114,2821,3156,51900,163.8
TXSD_DELTAE_V3_OFF_20260114,2831,3156,51200,161.6
TXSD_DELTAE_V3_OFF_20260114,2841,3156,52000,164.1
TXSD_DELTAE_V3_OFF_20260114,2851,3152,51200,161.4
TXSD_DELTAE_V3_OFF_20260114,2861,3156,52100,164.4
TXSD_DELTAE_V3_OFF_20260114,2871,3152,51000,160.8
TXSD_DELTAE_V3_OFF_20260114,2881,3160,52200,165.0
TXSD_DELTAE_V3_OFF_20260114,2891,3152,51000,160.8
TXSD_DELTAE_V3_OFF_20260114,2901,3156,52100,164.4
TXSD_DELTAE_V3_OFF_20260114,2911,3156,51100,161.3
TXSD_DELTAE_V3_OFF_20260114,2921,3156,52000,164.1
TXSD_DELTAE_V3_OFF_20260114,2931,3156,51300,161.9
TXSD_DELTAE_V3_OFF_20260114,2941,3156,51700,163.2
TXSD_DELTAE_V3_OFF_20260114,2951,3156,51700,163.2
TXSD_DELTAE_V3_OFF_20260114,2961,3156,51300,161.9
TXSD_DELTAE_V3_OFF_20260114,2971,3156,51900,163.8
TXSD_DELTAE_V3_OFF_20260114,2981,3156,51200,161.6
TXSD_DELTAE_V3_OFF_20260114,2991,3160,52100,164.6
TXSD_DELTAE_V3_OFF_20260114,3001,3152,51200,161.4
TXSD_DELTAE_V3_OFF_20260114,3011,3160,52200,165.0
TXSD_DELTAE_V3_OFF_20260114,3021,3156,51000,161.0
TXSD_DELTAE_V3_OFF_20260114,3031,3160,52300,165.3
TXSD_DELTAE_V3_OFF_20260114,3041,3152,51100,161.1
TXSD_DELTAE_V3_OFF_20260114,3051,3156,52000,164.1
TXSD_DELTAE_V3_OFF_20260114,3061,3156,51200,161.6
TXSD_DELTAE_V3_OFF_20260114,3071,3156,51900,163.8
TXSD_DELTAE_V3_OFF_20260114,3081,3156,51300,161.9
TXSD_DELTAE_V3_OFF_20260114,3091,3156,51500,162.5
TXSD_DELTAE_V3_OFF_20260114,3101,3156,51700,163.2
TXSD_DELTAE_V3_OFF_20260114,3111,3156,51300,161.9
TXSD_DELTAE_V3_OFF_20260114,3121,3156,51900,163.8
TXSD_DELTAE_V3_OFF_20260114,3131,3156,51200,161.6
TXSD_DELTAE_V3_OFF_20260114,3141,3160,52200,165.0
TXSD_DELTAE_V3_OFF_20260114,3151,3152,51100,161.1
TXSD_DELTAE_V3_OFF_20260114,3161,3160,52200,165.0
TXSD_DELTAE_V3_OFF_20260114,3171,3152,51000,160.8
TXSD_DELTAE_V3_OFF_20260114,3181,3156,52200,164.7
TXSD_DELTAE_V3_OFF_20260114,3191,3156,51100,161.3
TXSD_DELTAE_V3_OFF_20260114,3201,3156,52000,164.1
TXSD_DELTAE_V3_OFF_20260114,3211,3156,51300,161.9
TXSD_DELTAE_V3_OFF_20260114,3221,3156,51900,163.8
TXSD_DELTAE_V3_OFF_20260114,3231,3156,51500,162.5
TXSD_DELTAE_V3_OFF_20260114,3241,3156,51500,162.5
TXSD_DELTAE_V3_OFF_20260114,3251,3156,51800,163.5
TXSD_DELTAE_V3_OFF_20260114,3261,3156,51200,161.6
TXSD_DELTAE_V3_OFF_20260114,3271,3156,52100,164.4
TXSD_DELTAE_V3_OFF_20260114,3281,3152,51200,161.4
TXSD_DELTAE_V3_OFF_20260114,3291,3156,52200,164.7
TXSD_DELTAE_V3_OFF_20260114,3301,3152,51100,161.1
TXSD_DELTAE_V3_OFF_20260114,3311,3156,52200,164.7
TXSD_DELTAE_V3_OFF_20260114,3321,3156,51000,161.0
TXSD_DELTAE_V3_OFF_20260114,3331,3160,52100,164.6
TXSD_DELTAE_V3_OFF_20260114,3341,3152,51100,161.1
TXSD_DELTAE_V3_OFF_20260114,3351,3156,52000,164.1
TXSD_DELTAE_V3_OFF_20260114,3361,3156,51300,161.9
TXSD_DELTAE_V3_OFF_20260114,3371,3156,51700,163.2
TXSD_DELTAE_V3_OFF_20260114,3381,3156,51700,163.2
TXSD_DELTAE_V3_OFF_20260114,3391,3156,51400,162.2
TXSD_DELTAE_V3_OFF_20260114,3401,3156,52000,164.1
TXSD_DELTAE_V3_OFF_20260114,3411,3156,51200,161.6
TXSD_DELTAE_V3_OFF_20260114,3421,3156,52100,164.4
TXSD_DELTAE_V3_OFF_20260114,3431,3156,51200,161.6
TXSD_DELTAE_V3_OFF_20260114,3441,3160,52200,165.0
TXSD_DELTAE_V3_OFF_20260114,3451,3156,51100,161.3
TXSD_DELTAE_V3_OFF_20260114,3461,3156,52200,164.7
TXSD_DELTAE_V3_OFF_20260114,3471,3152,51000,160.8
TXSD_DELTAE_V3_OFF_20260114,3481,3156,52000,164.1
TXSD_DELTAE_V3_OFF_20260114,3491,3156,51200,161.6
TXSD_DELTAE_V3_OFF_20260114,3501,3156,51900,163.8
TXSD_DELTAE_V3_OFF_20260114,3511,3156,51400,162.2
TXSD_DELTAE_V3_OFF_20260114,3521,3156,51600,162.8
TXSD_DELTAE_V3_OFF_20260114,3531,3156,51700,163.2
TXSD_DELTAE_V3_OFF_20260114,3541,3156,51300,161.9
TXSD_DELTAE_V3_OFF_20260114,3551,3156,52000,164.1
TXSD_DELTAE_V3_OFF_20260114,3561,3152,51300,161.7
TXSD_DELTAE_V3_OFF_20260114,3571,3156,52100,164.4
TXSD_DELTAE_V3_OFF_20260114,3581,3156,51100,161.3
TXSD_DELTAE_V3_OFF_20260114,3591,3156,52200,164.7
TXSD_DELTAE_V3_OFF_20260114,3601,3152,51000,160.8
TXSD_DELTAE_V3_OFF_20260114,3611,3160,52200,165.0
TXSD_DELTAE_V3_OFF_20260114,3621,3156,51000,161.0
TXSD_DELTAE_V3_OFF_20260114,3631,3160,52000,164.3
TXSD_DELTAE_V3_OFF_20260114,3641,3152,51300,161.7
TXSD_DELTAE_V3_OFF_20260114,3651,3156,51900,163.8
TXSD_DELTAE_V3_OFF_20260114,3661,3156,51500,162.5
TXSD_DELTAE_V3_OFF_20260114,3671,3156,51500,162.5
TXSD_DELTAE_V3_OFF_20260114,3681,3156,51900,163.8
TXSD_DELTAE_V3_OFF_20260114,3691,3156,51200,161.6
TXSD_DELTAE_V3_OFF_20260114,3701,3156,52100,164.4
TXSD_DELTAE_V3_OFF_20260114,3711,3152,51200,161.4
TXSD_DELTAE_V3_OFF_20260114,3721,3160,52200,165.0
TXSD_DELTAE_V3_OFF_20260114,3731,3152,51100,161.1
TXSD_DELTAE_V3_OFF_20260114,3741,3160,52200,165.0
TXSD_DELTAE_V3_OFF_20260114,3751,3156,51000,161.0
TXSD_DELTAE_V3_OFF_20260114,3761,3160,52200,165.0
TXSD_DELTAE_V3_OFF_20260114,3771,3156,51100,161.3
TXSD_DELTAE_V3_OFF_20260114,3781,3156,52000,164.1
TXSD_DELTAE_V3_OFF_20260114,3791,3156,51300,161.9
TXSD_DELTAE_V3_OFF_20260114,3801,3156,51700,163.2
TXSD_DELTAE_V3_OFF_20260114,3811,3156,51700,163.2
TXSD_DELTAE_V3_OFF_20260114,3821,3156,51300,161.9
TXSD_DELTAE_V3_OFF_20260114,3831,3160,51900,164.0
TXSD_DELTAE_V3_OFF_20260114,3841,3156,51100,161.3
TXSD_DELTAE_V3_OFF_20260114,3851,3156,52100,164.4
TXSD_DELTAE_V3_OFF_20260114,3861,3152,51200,161.4
TXSD_DELTAE_V3_OFF_20260114,3871,3160,52200,165.0
TXSD_DELTAE_V3_OFF_20260114,3881,3156,51000,161.0
TXSD_DELTAE_V3_OFF_20260114,3891,3160,52200,165.0
TXSD_DELTAE_V3_OFF_20260114,3901,3152,51100,161.1
TXSD_DELTAE_V3_OFF_20260114,3911,3160,52100,164.6
TXSD_DELTAE_V3_OFF_20260114,3921,3152,51200,161.4
TXSD_DELTAE_V3_OFF_20260114,3931,3160,52000,164.3
TXSD_DELTAE_V3_OFF_20260114,3941,3156,51300,161.9
TXSD_DELTAE_V3_OFF_20260114,3951,3156,51600,162.8
TXSD_DELTAE_V3_OFF_20260114,3961,3156,51800,163.5
TXSD_DELTAE_V3_OFF_20260114,3971,3156,51300,161.9
TXSD_DELTAE_V3_OFF_20260114,3981,3156,52000,164.1
TXSD_DELTAE_V3_OFF_20260114,3991,3152,51200,161.4
