prog_id,ms,mV,uA,p_mW
TXSD_DELTAE_V3_OFF_20260114,420,3148,52100,164.0
TXSD_DELTAE_V3_OFF_20260114,430,3144,51200,161.0
TXSD_DELTAE_V3_OFF_20260114,440,3148,52200,164.3
TXSD_DELTAE_V3_OFF_20260114,450,3144,51000,160.3
TXSD_DELTAE_V3_OFF_20260114,460,3148,52200,164.3
TXSD_DELTAE_V3_OFF_20260114,470,3144,51000,160.3
TXSD_DELTAE_V3_OFF_20260114,480,3148,52200,164.3
TXSD_DELTAE_V3_OFF_20260114,490,3144,51200,161.0
TXSD_DELTAE_V3_OFF_20260114,500,3148,52000,163.7
TXSD_DELTAE_V3_OFF_20260114,510,3148,51400,161.8
TXSD_DELTAE_V3_OFF_20260114,520,3148,51800,163.1
TXSD_DELTAE_V3_OFF_20260114,530,3148,51800,163.1
TXSD_DELTAE_V3_OFF_20260114,540,3148,51400,161.8
TXSD_DELTAE_V3_OFF_20260114,550,3148,52000,163.7
TXSD_DELTAE_V3_OFF_20260114,560,3148,51200,161.2
TXSD_DELTAE_V3_OFF_20260114,570,3148,52100,164.0
TXSD_DELTAE_V3_OFF_20260114,580,3144,51100,160.7
TXSD_DELTAE_V3_OFF_20260114,590,3148,52200,164.3
TXSD_DELTAE_V3_OFF_20260114,600,3144,51000,160.3
TXSD_DELTAE_V3_OFF_20260114,610,3148,52100,164.0
TXSD_DELTAE_V3_OFF_20260114,620,3144,51100,160.7
TXSD_DELTAE_V3_OFF_20260114,630,3148,52100,164.0
TXSD_DELTAE_V3_OFF_20260114,640,3144,51200,161.0
TXSD_DELTAE_V3_OFF_20260114,650,3148,51900,163.4
TXSD_DELTAE_V3_OFF_20260114,660,3144,51600,162.2
TXSD_DELTAE_V3_OFF_20260114,670,3148,51700,162.8
TXSD_DELTAE_V3_OFF_20260114,680,3148,51900,163.4
TXSD_DELTAE_V3_OFF_20260114,690,3148,51300,161.5
TXSD_DELTAE_V3_OFF_20260114,700,3148,52000,163.7
TXSD_DELTAE_V3_OFF_20260114,710,3144,51200,161.0
TXSD_DELTAE_V3_OFF_20260114,720,3152,52200,164.5
TXSD_DELTAE_V3_OFF_20260114,730,3144,51000,160.3
TXSD_DELTAE_V3_OFF_20260114,740,3148,52200,164.3
TXSD_DELTAE_V3_OFF_20260114,750,3144,51000,160.3
TXSD_DELTAE_V3_OFF_20260114,760,3148,52200,164.3
TXSD_DELTAE_V3_OFF_20260114,770,3144,51200,161.0
TXSD_DELTAE_V3_OFF_20260114,780,3148,52000,163.7
TXSD_DELTAE_V3_OFF_20260114,790,3144,51300,161.3
TXSD_DELTAE_V3_OFF_20260114,800,3152,52000,163.9
TXSD_DELTAE_V3_OFF_20260114,812,3148,51900,163.4
TXSD_DELTAE_V3_OFF_20260114,820,3148,51600,162.4
TXSD_DELTAE_V3_OFF_20260114,830,3148,52000,163.7
TXSD_DELTAE_V3_OFF_20260114,840,3144,51300,161.3
TXSD_DELTAE_V3_OFF_20260114,850,3152,52100,164.2
TXSD_DELTAE_V3_OFF_20260114,860,3144,51100,160.7
TXSD_DELTAE_V3_OFF_20260114,870,3148,52200,164.3
TXSD_DELTAE_V3_OFF_20260114,880,3144,51000,160.3
TXSD_DELTAE_V3_OFF_20260114,890,3148,52200,164.3
TXSD_DELTAE_V3_OFF_20260114,900,3144,51100,160.7
TXSD_DELTAE_V3_OFF_20260114,910,3148,52200,164.3
TXSD_DELTAE_V3_OFF_20260114,920,3148,51200,161.2
TXSD_DELTAE_V3_OFF_20260114,930,3148,52000,163.7
TXSD_DELTAE_V3_OFF_20260114,940,3148,51500,162.1
TXSD_DELTAE_V3_OFF_20260114,950,3148,51800,163.1
TXSD_DELTAE_V3_OFF_20260114,960,3148,51900,163.4
TXSD_DELTAE_V3_OFF_20260114,970,3148,51400,161.8
TXSD_DELTAE_V3_OFF_20260114,980,3152,52000,163.9
TXSD_DELTAE_V3_OFF_20260114,990,3144,51200,161.0
TXSD_DELTAE_V3_OFF_20260114,1000,3148,52200,164.3
TXSD_DELTAE_V3_OFF_20260114,1010,3144,51100,160.7
TXSD_DELTAE_V3_OFF_20260114,1020,3148,52200,164.3
TXSD_DELTAE_V3_OFF_20260114,1030,3144,51000,160.3
TXSD_DELTAE_V3_OFF_20260114,1040,3148,52200,164.3
TXSD_DELTAE_V3_OFF_20260114,1050,3144,51200,161.0
TXSD_DELTAE_V3_OFF_20260114,1060,3148,52000,163.7
TXSD_DELTAE_V3_OFF_20260114,1070,3148,51300,161.5
TXSD_DELTAE_V3_OFF_20260114,1080,3148,51900,163.4
TXSD_DELTAE_V3_OFF_20260114,1090,3148,51600,162.4
TXSD_DELTAE_V3_OFF_20260114,1100,3148,51600,162.4
TXSD_DELTAE_V3_OFF_20260114,1110,3148,51900,163.4
TXSD_DELTAE_V3_OFF_20260114,1120,3148,51300,161.5
TXSD_DELTAE_V3_OFF_20260114,1130,3148,52000,163.7
TXSD_DELTAE_V3_OFF_20260114,1140,3144,51200,161.0
TXSD_DELTAE_V3_OFF_20260114,1150,3152,52200,164.5
TXSD_DELTAE_V3_OFF_20260114,1160,3144,51000,160.3
TXSD_DELTAE_V3_OFF_20260114,1170,3148,52300,164.6
TXSD_DELTAE_V3_OFF_20260114,1180,3144,51100,160.7
TXSD_DELTAE_V3_OFF_20260114,1190,3148,52200,164.3
TXSD_DELTAE_V3_OFF_20260114,1200,3148,51200,161.2
TXSD_DELTAE_V3_OFF_20260114,1210,3148,52000,163.7
TXSD_DELTAE_V3_OFF_20260114,1220,3148,51400,161.8
TXSD_DELTAE_V3_OFF_20260114,1230,3148,51800,163.1
TXSD_DELTAE_V3_OFF_20260114,1240,3148,51800,163.1
TXSD_DELTAE_V3_OFF_20260114,1250,3148,51500,162.1
TXSD_DELTAE_V3_OFF_20260114,1260,3148,52000,163.7
TXSD_DELTAE_V3_OFF_20260114,1270,3148,51300,161.5
TXSD_DELTAE_V3_OFF_20260114,1280,3148,52200,164.3
TXSD_DELTAE_V3_OFF_20260114,1290,3144,51100,160.7
TXSD_DELTAE_V3_OFF_20260114,1300,3152,52200,164.5
TXSD_DELTAE_V3_OFF_20260114,1310,3144,51100,160.7
TXSD_DELTAE_V3_OFF_20260114,1320,3148,52200,164.3
TXSD_DELTAE_V3_OFF_20260114,1330,3144,51100,160.7
TXSD_DELTAE_V3_OFF_20260114,1340,3148,52100,164.0
TXSD_DELTAE_V3_OFF_20260114,1350,3148,51200,161.2
TXSD_DELTAE_V3_OFF_20260114,1360,3148,51900,163.4
TXSD_DELTAE_V3_OFF_20260114,1370,3148,51600,162.4
TXSD_DELTAE_V3_OFF_20260114,1380,3148,51600,162.4
TXSD_DELTAE_V3_OFF_20260114,1390,3148,51900,163.4
TXSD_DELTAE_V3_OFF_20260114,1400,3148,51400,161.8
TXSD_DELTAE_V3_OFF_20260114,1410,3148,52100,164.0
TXSD_DELTAE_V3_OFF_20260114,1420,3148,51200,161.2
TXSD_DELTAE_V3_OFF_20260114,1430,3148,52200,164.3
TXSD_DELTAE_V3_OFF_20260114,1440,3144,51100,160.7
TXSD_DELTAE_V3_OFF_20260114,1450,3148,52300,164.6
TXSD_DELTAE_V3_OFF_20260114,1460,3144,51100,160.7
TXSD_DELTAE_V3_OFF_20260114,1470,3148,52200,164.3
TXSD_DELTAE_V3_OFF_20260114,1480,3144,51200,161.0
TXSD_DELTAE_V3_OFF_20260114,1490,3148,52000,163.7
TXSD_DELTAE_V3_OFF_20260114,1500,3148,51400,161.8
TXSD_DELTAE_V3_OFF_20260114,1510,3148,51900,163.4
TXSD_DELTAE_V3_OFF_20260114,1520,3148,51800,163.1
TXSD_DELTAE_V3_OFF_20260114,1530,3148,51500,162.1
TXSD_DELTAE_V3_OFF_20260114,1540,3148,52000,163.7
TXSD_DELTAE_V3_OFF_20260114,1550,3148,51200,161.2
TXSD_DELTAE_V3_OFF_20260114,1560,3148,52100,164.0
TXSD_DELTAE_V3_OFF_20260114,1570,3144,51100,160.7
TXSD_DELTAE_V3_OFF_20260114,1580,3148,52200,164.3
TXSD_DELTAE_V3_OFF_20260114,1590,3144,51100,160.7
TXSD_DELTAE_V3_OFF_20260114,1600,3148,52300,164.6
TXSD_DELTAE_V3_OFF_20260114,1610,3144,51100,160.7
TXSD_DELTAE_V3_OFF_20260114,1620,3152,52100,164.2
TXSD_DELTAE_V3_OFF_20260114,1630,3144,51200,161.0
TXSD_DELTAE_V3_OFF_20260114,1640,3148,52000,163.7
TXSD_DELTAE_V3_OFF_20260114,1650,3148,51600,162.4
TXSD_DELTAE_V3_OFF_20260114,1660,3148,51700,162.8
TXSD_DELTAE_V3_OFF_20260114,1670,3148,51800,163.1
TXSD_DELTAE_V3_OFF_20260114,1680,3148,51400,161.8
TXSD_DELTAE_V3_OFF_20260114,1690,3148,52000,163.7
TXSD_DELTAE_V3_OFF_20260114,1700,3144,51200,161.0
TXSD_DELTAE_V3_OFF_20260114,1710,3152,52200,164.5
TXSD_DELTAE_V3_OFF_20260114,1720,3144,51100,160.7
TXSD_DELTAE_V3_OFF_20260114,1730,3152,52200,164.5
TXSD_DELTAE_V3_OFF_20260114,1740,3144,51000,160.3
TXSD_DELTAE_V3_OFF_20260114,1750,3148,52200,164.3
TXSD_DELTAE_V3_OFF_20260114,1760,3144,51100,160.7
TXSD_DELTAE_V3_OFF_20260114,1770,3148,52200,164.3
TXSD_DELTAE_V3_OFF_20260114,1780,3148,51300,161.5
TXSD_DELTAE_V3_OFF_20260114,1790,3148,51900,163.4
TXSD_DELTAE_V3_OFF_20260114,1800,3148,51700,162.8
TXSD_DELTAE_V3_OFF_20260114,1810,3148,51600,162.4
TXSD_DELTAE_V3_OFF_20260114,1820,3148,51900,163.4
TXSD_DELTAE_V3_OFF_20260114,1830,3148,51300,161.5
TXSD_DELTAE_V3_OFF_20260114,1840,3148,52100,164.0
TXSD_DELTAE_V3_OFF_20260114,1850,3144,51200,161.0
TXSD_DELTAE_V3_OFF_20260114,1860,3148,52200,164.3
TXSD_DELTAE_V3_OFF_20260114,1870,3144,51000,160.3
TXSD_DELTAE_V3_OFF_20260114,1880,3148,52300,164.6
TXSD_DELTAE_V3_OFF_20260114,1890,3144,51100,160.7
TXSD_DELTAE_V3_OFF_20260114,1900,3148,52200,164.3
TXSD_DELTAE_V3_OFF_20260114,1910,3148,51200,161.2
TXSD_DELTAE_V3_OFF_20260114,1920,3148,52000,163.7
TXSD_DELTAE_V3_OFF_20260114,1930,3144,51400,161.6
TXSD_DELTAE_V3_OFF_20260114,1940,3148,51900,163.4
TXSD_DELTAE_V3_OFF_20260114,1950,3148,51800,163.1
TXSD_DELTAE_V3_OFF_20260114,1960,3148,51400,161.8
TXSD_DELTAE_V3_OFF_20260114,1970,3148,52000,163.7
TXSD_DELTAE_V3_OFF_20260114,1980,3148,51200,161.2
TXSD_DELTAE_V3_OFF_20260114,1990,3148,52200,164.3
TXSD_DELTAE_V3_OFF_20260114,2000,3148,51100,160.9
TXSD_DELTAE_V3_OFF_20260114,2010,3148,52200,164.3
TXSD_DELTAE_V3_OFF_20260114,2020,3144,51000,160.3
TXSD_DELTAE_V3_OFF_20260114,2030,3148,52100,164.0
TXSD_DELTAE_V3_OFF_20260114,2040,3148,51100,160.9
TXSD_DELTAE_V3_OFF_20260114,2050,3148,52000,163.7
TXSD_DELTAE_V3_OFF_20260114,2060,3144,51300,161.3
TXSD_DELTAE_V3_OFF_20260114,2070,3148,52100,164.0
TXSD_DELTAE_V3_OFF_20260114,2080,3148,51600,162.4
TXSD_DELTAE_V3_OFF_20260114,2090,3148,51700,162.8
TXSD_DELTAE_V3_OFF_20260114,2100,3148,51900,163.4
TXSD_DELTAE_V3_OFF_20260114,2110,3148,51400,161.8
TXSD_DELTAE_V3_OFF_20260114,2120,3148,52100,164.0
TXSD_DELTAE_V3_OFF_20260114,2130,3148,51200,161.2
TXSD_DELTAE_V3_OFF_20260114,2140,3148,52200,164.3
TXSD_DELTAE_V3_OFF_20260114,2150,3144,51100,160.7
TXSD_DELTAE_V3_OFF_20260114,2160,3148,52200,164.3
TXSD_DELTAE_V3_OFF_20260114,2170,3148,51000,160.5
TXSD_DELTAE_V3_OFF_20260114,2180,3148,52300,164.6
TXSD_DELTAE_V3_OFF_20260114,2190,3144,51200,161.0
TXSD_DELTAE_V3_OFF_20260114,2200,3148,52100,164.0
TXSD_DELTAE_V3_OFF_20260114,2210,3144,51300,161.3
TXSD_DELTAE_V3_OFF_20260114,2220,3148,51900,163.4
TXSD_DELTAE_V3_OFF_20260114,2230,3148,51700,162.8
TXSD_DELTAE_V3_OFF_20260114,2240,3148,51600,162.4
TXSD_DELTAE_V3_OFF_20260114,2250,3148,52000,163.7
TXSD_DELTAE_V3_OFF_20260114,2260,3148,51300,161.5
TXSD_DELTAE_V3_OFF_20260114,2270,3148,52100,164.0
TXSD_DELTAE_V3_OFF_20260114,2280,3148,51100,160.9
TXSD_DELTAE_V3_OFF_20260114,2290,3152,52200,164.5
TXSD_DELTAE_V3_OFF_20260114,2300,3144,51000,160.3
TXSD_DELTAE_V3_OFF_20260114,2310,3148,52200,164.3
TXSD_DELTAE_V3_OFF_20260114,2320,3148,51100,160.9
TXSD_DELTAE_V3_OFF_20260114,2330,3152,52100,164.2
TXSD_DELTAE_V3_OFF_20260114,2340,3144,51300,161.3
TXSD_DELTAE_V3_OFF_20260114,2350,3148,52000,163.7
TXSD_DELTAE_V3_OFF_20260114,2360,3144,51500,161.9
TXSD_DELTAE_V3_OFF_20260114,2370,3148,51800,163.1
TXSD_DELTAE_V3_OFF_20260114,2380,3148,51900,163.4
TXSD_DELTAE_V3_OFF_20260114,2390,3148,51500,162.1
TXSD_DELTAE_V3_OFF_20260114,2400,3148,52100,164.0
TXSD_DELTAE_V3_OFF_20260114,2410,3144,51200,161.0
TXSD_DELTAE_V3_OFF_20260114,2420,3148,52200,164.3
TXSD_DELTAE_V3_OFF_20260114,2430,3144,51100,160.7
TXSD_DELTAE_V3_OFF_20260114,2440,3148,52200,164.3
TXSD_DELTAE_V3_OFF_20260114,2450,3148,51000,160.5
TXSD_DELTAE_V3_OFF_20260114,2460,3148,52300,164.6
TXSD_DELTAE_V3_OFF_20260114,2470,3144,51100,160.7
TXSD_DELTAE_V3_OFF_20260114,2480,3148,52000,163.7
TXSD_DELTAE_V3_OFF_20260114,2490,3144,51400,161.6
TXSD_DELTAE_V3_OFF_20260114,2500,3148,52000,163.7
TXSD_DELTAE_V3_OFF_20260114,2510,3148,51600,162.4
TXSD_DELTAE_V3_OFF_20260114,2520,3148,51600,162.4
TXSD_DELTAE_V3_OFF_20260114,2530,3148,51900,163.4
TXSD_DELTAE_V3_OFF_20260114,2540,3144,51300,161.3
TXSD_DELTAE_V3_OFF_20260114,2550,3148,52100,164.0
TXSD_DELTAE_V3_OFF_20260114,2560,3144,51200,161.0
TXSD_DELTAE_V3_OFF_20260114,2570,3148,52200,164.3
TXSD_DELTAE_V3_OFF_20260114,2580,3144,51100,160.7
TXSD_DELTAE_V3_OFF_20260114,2590,3148,52200,164.3
TXSD_DELTAE_V3_OFF_20260114,2600,3144,51100,160.7
TXSD_DELTAE_V3_OFF_20260114,2610,3148,52300,164.6
TXSD_DELTAE_V3_OFF_20260114,2620,3144,51200,161.0
TXSD_DELTAE_V3_OFF_20260114,2630,3148,52100,164.0
TXSD_DELTAE_V3_OFF_20260114,2640,3144,51500,161.9
TXSD_DELTAE_V3_OFF_20260114,2650,3148,51900,163.4
TXSD_DELTAE_V3_OFF_20260114,2660,3148,51800,163.1
TXSD_DELTAE_V3_OFF_20260114,2670,3148,51500,162.1
TXSD_DELTAE_V3_OFF_20260114,2680,3148,52000,163.7
TXSD_DELTAE_V3_OFF_20260114,2690,3148,51300,161.5
TXSD_DELTAE_V3_OFF_20260114,2700,3152,52200,164.5
TXSD_DELTAE_V3_OFF_20260114,2710,3148,51100,160.9
TXSD_DELTAE_V3_OFF_20260114,2720,3152,52200,164.5
TXSD_DELTAE_V3_OFF_20260114,2730,3144,51100,160.7
TXSD_DELTAE_V3_OFF_20260114,2740,3148,52200,164.3
TXSD_DELTAE_V3_OFF_20260114,2750,3144,51100,160.7
TXSD_DELTAE_V3_OFF_20260114,2760,3148,52100,164.0
TXSD_DELTAE_V3_OFF_20260114,2770,3148,51300,161.5
TXSD_DELTAE_V3_OFF_20260114,2780,3148,52000,163.7
TXSD_DELTAE_V3_OFF_20260114,2790,3144,51600,162.2
TXSD_DELTAE_V3_OFF_20260114,2800,3148,51700,162.8
TXSD_DELTAE_V3_OFF_20260114,2810,3148,51900,163.4
TXSD_DELTAE_V3_OFF_20260114,2820,3144,51400,161.6
TXSD_DELTAE_V3_OFF_20260114,2830,3152,52100,164.2
TXSD_DELTAE_V3_OFF_20260114,2840,3144,51100,160.7
TXSD_DELTAE_V3_OFF_20260114,2850,3148,52200,164.3
TXSD_DELTAE_V3_OFF_20260114,2860,3144,51100,160.7
TXSD_DELTAE_V3_OFF_20260114,2870,3152,52200,164.5
TXSD_DELTAE_V3_OFF_20260114,2880,3144,51000,160.3
TXSD_DELTAE_V3_OFF_20260114,2890,3148,52300,164.6
TXSD_DELTAE_V3_OFF_20260114,2900,3148,51200,161.2
TXSD_DELTAE_V3_OFF_20260114,2910,3148,52100,164.0
TXSD_DELTAE_V3_OFF_20260114,2920,3144,51300,161.3
TXSD_DELTAE_V3_OFF_20260114,2930,3148,52000,163.7
TXSD_DELTAE_V3_OFF_20260114,2940,3148,51700,162.8
TXSD_DELTAE_V3_OFF_20260114,2950,3148,51500,162.1
TXSD_DELTAE_V3_OFF_20260114,2960,3148,52000,163.7
TXSD_DELTAE_V3_OFF_20260114,2970,3148,51300,161.5
TXSD_DELTAE_V3_OFF_20260114,2980,3148,52100,164.0
TXSD_DELTAE_V3_OFF_20260114,2990,3148,51100,160.9
TXSD_DELTAE_V3_OFF_20260114,3000,3148,52200,164.3
TXSD_DELTAE_V3_OFF_20260114,3010,3144,51000,160.3
TXSD_DELTAE_V3_OFF_20260114,3020,3148,52200,164.3
TXSD_DELTAE_V3_OFF_20260114,3030,3144,51100,160.7
TXSD_DELTAE_V3_OFF_20260114,3040,3148,52200,164.3
TXSD_DELTAE_V3_OFF_20260114,3050,3148,51300,161.5
TXSD_DELTAE_V3_OFF_20260114,3060,3148,52100,164.0
TXSD_DELTAE_V3_OFF_20260114,3070,3148,51500,162.1
TXSD_DELTAE_V3_OFF_20260114,3080,3148,51700,162.8
TXSD_DELTAE_V3_OFF_20260114,3090,3148,51900,163.4
TXSD_DELTAE_V3_OFF_20260114,3100,3148,51400,161.8
TXSD_DELTAE_V3_OFF_20260114,3110,3148,52000,163.7
TXSD_DELTAE_V3_OFF_20260114,3120,3144,51200,161.0
TXSD_DELTAE_V3_OFF_20260114,3130,3148,52100,164.0
TXSD_DELTAE_V3_OFF_20260114,3140,3144,51000,160.3
TXSD_DELTAE_V3_OFF_20260114,3150,3152,52200,164.5
TXSD_DELTAE_V3_OFF_20260114,3160,3144,51100,160.7
TXSD_DELTAE_V3_OFF_20260114,3170,3152,52100,164.2
TXSD_DELTAE_V3_OFF_20260114,3180,3144,51200,161.0
TXSD_DELTAE_V3_OFF_20260114,3190,3148,52100,164.0
TXSD_DELTAE_V3_OFF_20260114,3200,3144,51300,161.3
TXSD_DELTAE_V3_OFF_20260114,3210,3148,52000,163.7
TXSD_DELTAE_V3_OFF_20260114,3220,3148,51600,162.4
TXSD_DELTAE_V3_OFF_20260114,3230,3148,51600,162.4
TXSD_DELTAE_V3_OFF_20260114,3240,3148,51900,163.4
TXSD_DELTAE_V3_OFF_20260114,3250,3148,51300,161.5
TXSD_DELTAE_V3_OFF_20260114,3260,3148,52100,164.0
TXSD_DELTAE_V3_OFF_20260114,3270,3148,51100,160.9
TXSD_DELTAE_V3_OFF_20260114,3280,3152,52200,164.5
TXSD_DELTAE_V3_OFF_20260114,3290,3144,51000,160.3
TXSD_DELTAE_V3_OFF_20260114,3300,3148,52200,164.3
TXSD_DELTAE_V3_OFF_20260114,3310,3144,51100,160.7
TXSD_DELTAE_V3_OFF_20260114,3320,3152,52200,164.5
TXSD_DELTAE_V3_OFF_20260114,3330,3148,51200,161.2
TXSD_DELTAE_V3_OFF_20260114,3340,3148,52000,163.7
TXSD_DELTAE_V3_OFF_20260114,3350,3148,51400,161.8
TXSD_DELTAE_V3_OFF_20260114,3360,3148,51800,163.1
TXSD_DELTAE_V3_OFF_20260114,3370,3148,51800,163.1
TXSD_DELTAE_V3_OFF_20260114,3380,3148,51500,162.1
TXSD_DELTAE_V3_OFF_20260114,3390,3148,52000,163.7
TXSD_DELTAE_V3_OFF_20260114,3400,3148,51300,161.5
TXSD_DELTAE_V3_OFF_20260114,3410,3148,52100,164.0
TXSD_DELTAE_V3_OFF_20260114,3420,3144,51100,160.7
TXSD_DELTAE_V3_OFF_20260114,3430,3148,52200,164.3
TXSD_DELTAE_V3_OFF_20260114,3440,3148,51100,160.9
TXSD_DELTAE_V3_OFF_20260114,3450,3148,52200,164.3
TXSD_DELTAE_V3_OFF_20260114,3460,3148,51100,160.9
TXSD_DELTAE_V3_OFF_20260114,3470,3152,52100,164.2
TXSD_DELTAE_V3_OFF_20260114,3480,3144,51300,161.3
TXSD_DELTAE_V3_OFF_20260114,3490,3148,52000,163.7
TXSD_DELTAE_V3_OFF_20260114,3500,3148,51600,162.4
TXSD_DELTAE_V3_OFF_20260114,3510,3148,51700,162.8
TXSD_DELTAE_V3_OFF_20260114,3520,3148,51900,163.4
TXSD_DELTAE_V3_OFF_20260114,3530,3144,51400,161.6
TXSD_DELTAE_V3_OFF_20260114,3540,3148,52100,164.0
TXSD_DELTAE_V3_OFF_20260114,3550,3144,51200,161.0
TXSD_DELTAE_V3_OFF_20260114,3560,3148,52200,164.3
TXSD_DELTAE_V3_OFF_20260114,3570,3144,51100,160.7
TXSD_DELTAE_V3_OFF_20260114,3580,3152,52300,164.8
TXSD_DELTAE_V3_OFF_20260114,3590,3144,51000,160.3
TXSD_DELTAE_V3_OFF_20260114,3600,3148,52200,164.3
TXSD_DELTAE_V3_OFF_20260114,3610,3144,51200,161.0
TXSD_DELTAE_V3_OFF_20260114,3620,3148,52100,164.0
TXSD_DELTAE_V3_OFF_20260114,3630,3148,51300,161.5
TXSD_DELTAE_V3_OFF_20260114,3640,3148,51900,163.4
TXSD_DELTAE_V3_OFF_20260114,3650,3148,51700,162.8
TXSD_DELTAE_V3_OFF_20260114,3660,3148,51600,162.4
TXSD_DELTAE_V3_OFF_20260114,3670,3148,52000,163.7
TXSD_DELTAE_V3_OFF_20260114,3680,3144,51300,161.3
TXSD_DELTAE_V3_OFF_20260114,3690,3148,52100,164.0
TXSD_DELTAE_V3_OFF_20260114,3700,3148,51200,161.2
TXSD_DELTAE_V3_OFF_20260114,3710,3152,52200,164.5
TXSD_DELTAE_V3_OFF_20260114,3720,3148,51000,160.5
TXSD_DELTAE_V3_OFF_20260114,3730,3148,52200,164.3
TXSD_DELTAE_V3_OFF_20260114,3740,3144,51100,160.7
TXSD_DELTAE_V3_OFF_20260114,3750,3148,52200,164.3
TXSD_DELTAE_V3_OFF_20260114,3760,3144,51300,161.3
TXSD_DELTAE_V3_OFF_20260114,3770,3148,52100,164.0
TXSD_DELTAE_V3_OFF_20260114,3780,3148,51500,162.1
TXSD_DELTAE_V3_OFF_20260114,3790,3152,51800,163.3
TXSD_DELTAE_V3_OFF_20260114,3800,3152,51800,163.3
TXSD_DELTAE_V3_OFF_20260114,3810,3148,51400,161.8
TXSD_DELTAE_V3_OFF_20260114,3820,3148,52000,163.7
TXSD_DELTAE_V3_OFF_20260114,3830,3148,51200,161.2
TXSD_DELTAE_V3_OFF_20260114,3840,3148,52200,164.3
TXSD_DELTAE_V3_OFF_20260114,3850,3144,51100,160.7
TXSD_DELTAE_V3_OFF_20260114,3860,3148,52200,164.3
TXSD_DELTAE_V3_OFF_20260114,3870,3144,51000,160.3
TXSD_DELTAE_V3_OFF_20260114,3880,3152,52200,164.5
TXSD_DELTAE_V3_OFF_20260114,3890,3148,51100,160.9
TXSD_DELTAE_V3_OFF_20260114,3900,3148,52000,163.7
TXSD_DELTAE_V3_OFF_20260114,3910,3148,51300,161.5
TXSD_DELTAE_V3_OFF_20260114,3920,3148,52000,163.7
TXSD_DELTAE_V3_OFF_20260114,3930,3148,51700,162.8
TXSD_DELTAE_V3_OFF_20260114,3940,3148,51700,162.8
TXSD_DELTAE_V3_OFF_20260114,3950,3148,52000,163.7
TXSD_DELTAE_V3_OFF_20260114,3960,3148,51300,161.5
TXSD_DELTAE_V3_OFF_20260114,3970,3148,52100,164.0
TXSD_DELTAE_V3_OFF_20260114,3980,3144,51200,161.0
TXSD_DELTAE_V3_OFF_20260114,3990,3148,52200,164.3
