ms,mV,µA,p_mW
# meta, firmware=TXSD_PowerLogger_PASS_THRU_OFF_v1, trial_index=7, adv_interval_ms=0
18,3208,066500,213.3
28,3204,054400,174.3
38,3204,052200,167.2
48,3208,058400,187.3
58,3204,052100,166.9
68,3208,063300,203.1
78,3204,052600,168.5
88,3208,066500,213.3
98,3208,055000,176.4
108,3204,052200,167.2
118,3208,058900,189.0
128,3204,052200,167.2
138,3208,063200,202.7
148,3204,052600,168.5
158,3208,053000,170.0
168,3208,055500,178.0
178,3204,052100,166.9
188,3208,059500,190.9
198,3204,052100,166.9
208,3208,063300,203.1
218,3208,052700,169.1
228,3204,053000,169.8
238,3208,055800,179.0
248,3204,052100,166.9
258,3208,060200,193.1
268,3204,052100,166.9
278,3204,063700,204.1
288,3204,052700,168.9
298,3204,052800,169.2
308,3208,056300,180.6
318,3204,052100,166.9
328,3208,060800,195.0
338,3204,052200,167.2
348,3208,064100,205.6
358,3204,052700,168.9
368,3200,052500,168.0
378,3208,056900,182.5
388,3204,052100,166.9
398,3208,061600,197.6
408,3204,052200,167.2
418,3204,064700,207.3
428,3204,052900,169.5
438,3200,052400,167.7
448,3208,057300,183.8
458,3204,052100,166.9
468,3208,062300,199.9
478,3204,052400,167.9
488,3208,065400,209.8
498,3204,053300,170.8
508,3200,052300,167.4
518,3208,057600,184.8
528,3204,052200,167.2
538,3208,062900,201.8
548,3204,052500,168.2
558,3208,066100,212.0
568,3204,053800,172.4
578,3200,052200,167.0
588,3208,057900,185.7
598,3204,052100,166.9
608,3208,063200,202.7
618,3204,052600,168.5
628,3208,066500,213.3
638,3208,054400,174.5
648,3200,052200,167.0
658,3208,058400,187.3
668,3204,052100,166.9
678,3208,063300,203.1
688,3204,052700,168.9
698,3204,066500,213.1
708,3204,055000,176.2
718,3204,052100,166.9
728,3208,058900,189.0
738,3204,052100,166.9
748,3208,063300,203.1
758,3204,052800,169.2
768,3204,053100,170.1
778,3208,055500,178.0
788,3204,052200,167.2
798,3208,059500,190.9
808,3204,052100,166.9
818,3208,063300,203.1
828,3204,052700,168.9
838,3204,053100,170.1
848,3208,055800,179.0
858,3204,052200,167.2
868,3208,060200,193.1
878,3204,052100,166.9
888,3204,063700,204.1
898,3204,052800,169.2
