ms,voltage,current,power
23,0.000,0.0,0.0
26,3.340,6.0,0.0
29,3.336,6.0,0.0
32,3.336,68.4,215.0
35,3.328,6.0,0.0
38,3.328,6.0,0.0
78,3.336,6.0,0.0
79,3.336,6.0,0.0
79,3.340,6.0,0.0
80,3.332,6.0,0.0
81,3.328,6.0,0.0
81,3.332,6.0,0.0
81,3.336,6.0,0.0
82,3.336,6.0,0.0
83,3.336,69.2,215.0
83,3.332,6.0,0.0
84,3.332,6.0,0.0
84,3.336,6.0,0.0
85,3.336,6.0,0.0
85,3.336,6.0,0.0
86,3.332,6.0,0.0
86,3.328,6.0,0.0
89,3.332,6.0,0.0
92,3.336,6.0,0.0
95,3.336,6.0,0.0
98,3.340,6.0,0.0
101,3.332,6.0,0.0
104,3.332,6.0,0.0
107,3.336,6.0,0.0
110,3.336,6.0,0.0
113,3.336,6.0,0.0
116,3.332,6.0,0.0
119,3.288,1.0,0.0
122,3.256,2.0,0.0
161,3.200,2.0,0.0
162,3.336,6.0,0.0
162,3.336,6.0,0.0
163,3.332,6.0,0.0
163,3.328,6.0,0.0
164,3.336,6.0,0.0
164,3.312,6.0,0.0
165,3.328,6.0,0.0
166,3.328,6.0,0.0
166,3.340,6.0,0.0
167,3.336,6.0,0.0
167,3.340,6.0,0.0
168,3.332,6.0,0.0
168,3.328,6.0,0.0
169,3.332,6.0,0.0
170,3.336,6.0,0.0
173,3.336,6.0,0.0
176,3.336,68.8,216.0
179,3.328,6.0,0.0
182,3.332,6.0,0.0
185,3.336,6.0,0.0
188,3.336,6.0,0.0
191,3.340,6.0,0.0
194,3.332,6.0,0.0
197,3.328,6.0,0.0
200,3.328,6.0,0.0
203,3.336,6.0,0.0
206,3.336,6.0,0.0
209,3.336,69.9,218.0
212,3.332,6.0,0.0
215,3.328,6.0,0.0
218,3.336,6.0,0.0
221,3.336,6.0,0.0
224,3.336,1.0,0.0
227,3.264,1.0,0.0
230,3.260,1.0,0.0
233,3.332,6.0,0.0
236,3.336,6.0,0.0
239,3.316,65.1,492.0
242,3.332,66.6,221.0
245,3.336,6.0,0.0
248,3.336,6.0,0.0
251,3.340,6.0,0.0
254,3.332,6.0,0.0
257,3.332,6.0,0.0
260,3.332,6.0,0.0
263,3.336,6.0,0.0
266,3.336,6.0,0.0
269,3.336,6.0,0.0
272,3.332,6.0,0.0
275,3.328,6.0,0.0
278,3.336,6.0,0.0
281,3.336,6.0,0.0
284,3.336,6.0,0.0
287,3.332,6.0,0.0
290,3.328,6.0,0.0
293,3.328,6.0,0.0
296,3.336,6.0,0.0
299,3.336,6.0,0.0
302,3.340,6.0,0.0
305,3.332,6.0,0.0
308,3.328,6.0,0.0
311,3.336,6.0,0.0
314,3.336,6.0,0.0
317,3.336,6.0,0.0
320,3.332,6.0,0.0
323,3.332,6.0,0.0
326,3.328,6.0,0.0
329,3.336,6.0,0.0
332,3.312,1.0,0.0
335,3.264,1.0,0.0
338,3.268,6.0,0.0
341,3.336,6.0,0.0
344,3.340,6.0,0.0
347,3.332,6.0,0.0
350,3.328,6.0,0.0
353,3.336,6.0,0.0
356,3.336,6.0,0.0
359,3.336,6.0,0.0
362,3.332,6.0,0.0
365,3.328,6.0,0.0
368,3.328,6.0,0.0
371,3.336,6.0,0.0
374,3.336,6.0,0.0
377,3.340,6.0,0.0
380,3.332,6.0,0.0
383,3.328,6.0,0.0
386,3.336,6.0,0.0
389,3.336,6.0,0.0
392,3.336,6.0,0.0
395,3.336,6.0,0.0
398,3.328,6.0,0.0
401,3.328,6.0,0.0
404,3.336,6.0,0.0
407,3.336,6.0,0.0
410,3.340,6.0,0.0
413,3.332,6.0,0.0
416,3.332,6.0,0.0
419,3.336,6.0,0.0
422,3.336,6.0,0.0
425,3.336,6.0,0.0
427,3.336,6.0,0.0
431,3.328,1.0,0.0
434,3.264,1.0,0.0
437,3.260,2.0,0.0
440,3.260,2.0,0.0
443,3.336,6.0,0.0
446,3.336,6.0,0.0
449,3.336,6.0,0.0
452,3.336,69.0,216.0
455,3.328,6.0,0.0
458,3.328,6.0,0.0
461,3.336,6.0,0.0
464,3.332,6.0,0.0
467,3.340,6.0,0.0
470,3.332,6.0,0.0
473,3.328,6.0,0.0
476,3.332,6.0,0.0
479,3.336,6.0,0.0
