ms,voltage,current,power
1,0.000,0.0,0.0
1,3.344,6.0,0.0
2,3.284,1.0,0.0
2,3.284,1.0,0.0
3,3.320,6.0,0.0
3,3.340,6.0,0.0
8,3.348,6.0,0.0
8,3.344,6.0,0.0
9,3.348,6.0,0.0
9,3.340,6.0,0.0
10,3.340,6.0,0.0
10,3.348,6.0,0.0
11,3.344,6.0,0.0
11,3.344,6.0,0.0
12,3.344,6.0,0.0
12,3.340,6.0,0.0
13,3.340,6.0,0.0
16,3.344,6.0,0.0
19,3.344,6.0,0.0
22,3.348,6.0,0.0
25,3.344,6.0,0.0
28,3.340,6.0,0.0
31,3.344,6.0,0.0
34,3.344,6.0,0.0
37,3.348,6.0,0.0
40,3.344,7.0,0.0
43,3.340,6.0,0.0
46,3.340,6.0,0.0
49,3.348,6.0,0.0
52,3.344,6.0,0.0
55,3.348,6.0,0.0
58,3.344,6.0,0.0
61,3.340,6.0,0.0
64,3.340,6.0,0.0
67,3.348,6.0,0.0
70,3.344,6.0,0.0
73,3.296,1.0,0.0
76,3.284,2.0,0.0
79,3.276,2.0,0.0
82,3.344,6.0,0.0
86,3.324,6.0,0.0
89,3.340,6.0,0.0
92,3.340,6.0,0.0
95,3.344,6.0,0.0
98,3.344,6.0,0.0
101,3.348,6.0,0.0
103,3.344,6.0,0.0
106,3.340,6.0,0.0
109,3.348,6.0,0.0
112,3.344,6.0,0.0
115,3.344,6.0,0.0
118,3.344,6.0,0.0
121,3.340,6.0,0.0
124,3.340,6.0,0.0
127,3.348,6.0,0.0
130,3.344,6.0,0.0
133,3.348,6.0,0.0
136,3.344,6.0,0.0
139,3.340,6.0,0.0
142,3.340,6.0,0.0
145,3.344,6.0,0.0
148,3.344,6.0,0.0
151,3.348,69.3,218.0
154,3.340,6.0,0.0
157,3.340,6.0,0.0
160,3.348,6.0,0.0
163,3.348,6.0,0.0
166,3.348,6.0,0.0
169,3.344,6.0,0.0
172,3.340,6.0,0.0
175,3.340,6.0,0.0
178,3.344,6.0,0.0
182,3.268,1.0,0.0
185,3.288,2.0,0.0
187,3.232,6.0,0.0
190,3.344,6.0,0.0
193,3.348,6.0,0.0
196,3.340,6.0,0.0
199,3.340,6.0,0.0
202,3.344,6.0,0.0
205,3.344,6.0,0.0
208,3.344,6.0,0.0
211,3.344,6.0,0.0
214,3.340,6.0,0.0
217,3.340,6.0,0.0
220,3.344,6.0,0.0
223,3.344,6.0,0.0
226,3.348,6.0,0.0
229,3.340,6.0,0.0
232,3.340,6.0,0.0
235,3.344,6.0,0.0
238,3.344,6.0,0.0
241,3.344,6.0,0.0
244,3.344,68.4,218.0
247,3.340,6.0,0.0
250,3.340,6.0,0.0
253,3.344,6.0,0.0
256,3.344,6.0,0.0
259,3.348,6.0,0.0
262,3.344,6.0,0.0
265,3.340,6.0,0.0
268,3.344,6.0,0.0
271,3.344,6.0,0.0
274,3.344,6.0,0.0
277,3.344,9.0,0.0
280,3.344,6.0,0.0
283,3.348,6.0,0.0
286,3.344,1.0,0.0
289,3.280,1.0,0.0
292,3.280,2.0,0.0
295,3.348,6.0,0.0
298,3.348,6.0,0.0
301,3.344,6.0,0.0
304,3.344,68.6,216.0
307,3.340,6.0,0.0
310,3.340,6.0,0.0
313,3.348,6.0,0.0
316,3.344,6.0,0.0
319,3.348,6.0,0.0
322,3.340,6.0,0.0
325,3.340,6.0,0.0
328,3.340,6.0,0.0
331,3.344,6.0,0.0
334,3.348,6.0,0.0
337,3.344,6.0,0.0
340,3.340,6.0,0.0
343,3.340,6.0,0.0
346,3.344,6.0,0.0
349,3.344,6.0,0.0
352,3.348,6.0,0.0
355,3.344,6.0,0.0
358,3.340,6.0,0.0
361,3.340,6.0,0.0
364,3.344,6.0,0.0
367,3.344,6.0,0.0
370,3.344,6.0,0.0
373,3.340,7.0,0.0
376,3.348,6.0,0.0
379,3.348,6.0,0.0
382,3.344,6.0,0.0
385,3.340,6.0,0.0
388,3.348,6.0,0.0
391,3.344,6.0,0.0
394,3.344,1.0,0.0
397,3.284,1.0,0.0
400,3.256,1.0,0.0
403,3.340,6.0,0.0
406,3.344,6.0,0.0
409,3.344,6.0,0.0
412,3.348,6.0,0.0
415,3.344,6.0,0.0
418,3.340,6.0,0.0
421,3.340,6.0,0.0
424,3.344,62.9,210.0
427,3.344,63.2,211.0
430,3.344,65.1,218.0
433,3.340,6.0,0.0
436,3.340,6.0,0.0
439,3.344,6.0,0.0
442,3.344,6.0,0.0
445,3.344,6.0,0.0
448,3.344,6.0,0.0
451,3.340,6.0,0.0
454,3.340,6.0,0.0
457,3.344,6.0,0.0
460,3.344,6.0,0.0
463,3.344,69.4,216.0
466,3.340,6.0,0.0
469,3.332,1.0,0.0
472,3.344,69.4,216.0
475,3.340,6.0,0.0
478,3.340,6.0,0.0
481,3.344,6.0,0.0
484,3.344,6.0,0.0
487,3.348,6.0,0.0
490,3.344,6.0,0.0
493,3.340,6.0,0.0
496,3.320,1.0,0.0
499,3.288,2.0,0.0
502,3.232,2.0,0.0
505,3.348,6.0,0.0
508,3.344,6.0,0.0
511,3.340,6.0,0.0
514,3.340,6.0,0.0
517,3.344,6.0,0.0
520,3.344,6.0,0.0
523,3.344,69.3,218.0
526,3.340,6.0,0.0
529,3.340,6.0,0.0
532,3.344,6.0,0.0
535,3.344,6.0,0.0
538,3.348,6.0,0.0
541,3.344,6.0,0.0
544,3.340,6.0,0.0
547,3.344,6.0,0.0
550,3.344,6.0,0.0
553,3.344,6.0,0.0
556,3.344,68.0,215.0
559,3.340,6.0,0.0
562,3.340,6.0,0.0
576,3.328,68.9,470.0
577,3.340,6.0,0.0
578,3.340,6.0,0.0
578,3.344,6.0,0.0
579,3.344,6.0,0.0
580,3.348,6.0,0.0
583,3.344,6.0,0.0
586,3.340,6.0,0.0
589,3.340,6.0,0.0
592,3.348,6.0,0.0
595,3.344,6.0,0.0
598,3.348,6.0,0.0
601,3.340,6.0,0.0
604,3.280,1.0,0.0
607,3.264,2.0,0.0
