ms,event,rssi,addr,mfd
138,ADV,-43,e0:5a:1b:15:c4:ca,MF0000
244,ADV,-35,e0:5a:1b:15:c4:ca,MF0000
462,ADV,-42,e0:5a:1b:15:c4:ca,MF0000
568,ADV,-34,e0:5a:1b:15:c4:ca,MF0000
680,ADV,-36,e0:5a:1b:15:c4:ca,MF0000
771,ADV,-42,e0:5a:1b:15:c4:ca,MF0000
877,ADV,-34,e0:5a:1b:15:c4:ca,MF0001
1092,ADV,-36,e0:5a:1b:15:c4:ca,MF0003
1194,ADV,-42,e0:5a:1b:15:c4:ca,MF0004
1298,ADV,-35,e0:5a:1b:15:c4:ca,MF0005
1402,ADV,-35,e0:5a:1b:15:c4:ca,MF0006
1512,ADV,-43,e0:5a:1b:15:c4:ca,MF0007
1617,ADV,-37,e0:5a:1b:15:c4:ca,MF0009
1716,ADV,-35,e0:5a:1b:15:c4:ca,MF0009
1830,ADV,-42,e0:5a:1b:15:c4:ca,MF000B
1937,ADV,-43,e0:5a:1b:15:c4:ca,MF000C
2065,ADV,-35,e0:5a:1b:15:c4:ca,MF000D
2150,ADV,-35,e0:5a:1b:15:c4:ca,MF000E
2257,ADV,-43,e0:5a:1b:15:c4:ca,MF000F
2358,ADV,-35,e0:5a:1b:15:c4:ca,MF0010
2463,ADV,-36,e0:5a:1b:15:c4:ca,MF0011
2575,ADV,-43,e0:5a:1b:15:c4:ca,MF0012
2679,ADV,-38,e0:5a:1b:15:c4:ca,MF0013
2889,ADV,-38,e0:5a:1b:15:c4:ca,MF0015
3005,ADV,-43,e0:5a:1b:15:c4:ca,MF0016
3096,ADV,-35,e0:5a:1b:15:c4:ca,MF0017
3201,ADV,-36,e0:5a:1b:15:c4:ca,MF0018
3307,ADV,-42,e0:5a:1b:15:c4:ca,MF0019
3422,ADV,-34,e0:5a:1b:15:c4:ca,MF001A
3523,ADV,-37,e0:5a:1b:15:c4:ca,MF001B
3743,ADV,-43,e0:5a:1b:15:c4:ca,MF001E
3842,ADV,-34,e0:5a:1b:15:c4:ca,MF001F
3949,ADV,-36,e0:5a:1b:15:c4:ca,MF0020
4057,ADV,-43,e0:5a:1b:15:c4:ca,MF0021
