ms,voltage,current,power
0,3.348,6.0,0.0
1,3.344,6.0,0.0
2,3.348,6.0,0.0
4,3.348,6.0,0.0
7,3.344,6.0,0.0
10,3.340,6.0,0.0
15,3.340,6.0,0.0
16,3.344,6.0,0.0
19,3.344,6.0,0.0
22,3.348,69.2,215.0
25,3.340,6.0,0.0
28,3.340,6.0,0.0
31,3.348,6.0,0.0
34,3.344,6.0,0.0
37,3.348,6.0,0.0
40,3.344,6.0,0.0
43,3.340,6.0,0.0
46,3.340,6.0,0.0
49,3.344,6.0,0.0
52,3.344,6.0,0.0
55,3.344,6.0,0.0
58,3.344,6.0,0.0
61,3.340,6.0,0.0
64,3.348,6.0,0.0
67,3.344,6.0,0.0
70,3.344,6.0,0.0
73,3.344,68.0,218.0
76,3.340,6.0,0.0
79,3.340,6.0,0.0
82,3.344,6.0,0.0
85,3.344,6.0,0.0
88,3.348,6.0,0.0
91,3.344,6.0,0.0
94,3.280,1.0,0.0
97,3.284,2.0,0.0
108,3.232,6.0,0.0
108,3.344,6.0,0.0
109,3.344,69.9,216.0
109,3.340,6.0,0.0
111,3.340,66.5,221.0
115,3.328,73.4,496.0
118,3.340,64.1,215.0
121,3.340,6.0,0.0
124,3.344,6.0,0.0
127,3.344,6.0,0.0
130,3.344,6.0,0.0
133,3.344,6.0,0.0
136,3.340,6.0,0.0
139,3.340,6.0,0.0
142,3.348,6.0,0.0
145,3.344,6.0,0.0
148,3.348,6.0,0.0
151,3.340,6.0,0.0
154,3.340,6.0,0.0
157,3.340,6.0,0.0
160,3.344,6.0,0.0
163,3.344,6.0,0.0
166,3.344,7.0,0.0
169,3.340,6.0,0.0
172,3.340,6.0,0.0
175,3.348,6.0,0.0
178,3.344,6.0,0.0
181,3.348,6.0,0.0
183,3.344,6.0,0.0
186,3.340,6.0,0.0
189,3.340,6.0,0.0
192,3.344,6.0,0.0
195,3.344,6.0,0.0
199,3.336,1.0,0.0
202,3.284,1.0,0.0
205,3.284,2.0,0.0
207,3.340,6.0,0.0
211,3.324,6.0,0.0
214,3.340,6.0,0.0
217,3.340,6.0,0.0
220,3.344,6.0,0.0
223,3.344,6.0,0.0
226,3.344,69.6,216.0
229,3.340,6.0,0.0
232,3.340,6.0,0.0
235,3.348,6.0,0.0
