ms,event,rssi,addr,mfd
189,ADV,-45,e0:5a:1b:15:c4:ca,MF0000
298,ADV,-33,e0:5a:1b:15:c4:ca,MF0000
397,ADV,-34,e0:5a:1b:15:c4:ca,MF0000
514,ADV,-45,e0:5a:1b:15:c4:ca,MF0000
612,ADV,-33,e0:5a:1b:15:c4:ca,MF0000
715,ADV,-34,e0:5a:1b:15:c4:ca,MF0000
812,ADV,-44,e0:5a:1b:15:c4:ca,MF0000
916,ADV,-33,e0:5a:1b:15:c4:ca,MF0001
1131,ADV,-33,e0:5a:1b:15:c4:ca,MF0003
1241,ADV,-43,e0:5a:1b:15:c4:ca,MF0004
1340,ADV,-33,e0:5a:1b:15:c4:ca,MF0005
1574,ADV,-45,e0:5a:1b:15:c4:ca,MF0007
1671,ADV,-32,e0:5a:1b:15:c4:ca,MF0008
1764,ADV,-34,e0:5a:1b:15:c4:ca,MF0009
1874,ADV,-46,e0:5a:1b:15:c4:ca,MF000A
1973,ADV,-33,e0:5a:1b:15:c4:ca,MF000B
2074,ADV,-34,e0:5a:1b:15:c4:ca,MF000C
2280,ADV,-45,e0:5a:1b:15:c4:ca,MF000F
2386,ADV,-32,e0:5a:1b:15:c4:ca,MF000F
2482,ADV,-33,e0:5a:1b:15:c4:ca,MF0010
2591,ADV,-47,e0:5a:1b:15:c4:ca,MF0012
2709,ADV,-33,e0:5a:1b:15:c4:ca,MF0013
2797,ADV,-33,e0:5a:1b:15:c4:ca,MF0014
2910,ADV,-46,e0:5a:1b:15:c4:ca,MF0015
3003,ADV,-34,e0:5a:1b:15:c4:ca,MF0016
3102,ADV,-34,e0:5a:1b:15:c4:ca,MF0017
3225,ADV,-45,e0:5a:1b:15:c4:ca,MF0018
3315,ADV,-33,e0:5a:1b:15:c4:ca,MF0019
3423,ADV,-34,e0:5a:1b:15:c4:ca,MF001A
3544,ADV,-35,e0:5a:1b:15:c4:ca,MF001B
3646,ADV,-46,e0:5a:1b:15:c4:ca,MF001C
3750,ADV,-33,e0:5a:1b:15:c4:ca,MF001D
3857,ADV,-34,e0:5a:1b:15:c4:ca,MF001E
3962,ADV,-46,e0:5a:1b:15:c4:ca,MF001F
4067,ADV,-33,e0:5a:1b:15:c4:ca,MF0020
4174,ADV,-34,e0:5a:1b:15:c4:ca,MF0021
4282,ADV,-33,e0:5a:1b:15:c4:ca,MF0022
4408,ADV,-44,e0:5a:1b:15:c4:ca,MF0024
4496,ADV,-32,e0:5a:1b:15:c4:ca,MF0025
4596,ADV,-33,e0:5a:1b:15:c4:ca,MF0026
4708,ADV,-46,e0:5a:1b:15:c4:ca,MF0027
4814,ADV,-33,e0:5a:1b:15:c4:ca,MF0028
4924,ADV,-34,e0:5a:1b:15:c4:ca,MF0029
5146,ADV,-46,e0:5a:1b:15:c4:ca,MF002B
5240,ADV,-33,e0:5a:1b:15:c4:ca,MF002C
5453,ADV,-46,e0:5a:1b:15:c4:ca,MF002E
5559,ADV,-33,e0:5a:1b:15:c4:ca,MF002F
5666,ADV,-34,e0:5a:1b:15:c4:ca,MF0030
5772,ADV,-46,e0:5a:1b:15:c4:ca,MF0031
5879,ADV,-44,e0:5a:1b:15:c4:ca,MF0032
5985,ADV,-32,e0:5a:1b:15:c4:ca,MF0033
6086,ADV,-34,e0:5a:1b:15:c4:ca,MF0035
6211,ADV,-45,e0:5a:1b:15:c4:ca,MF0036
6303,ADV,-33,e0:5a:1b:15:c4:ca,MF0037
6404,ADV,-33,e0:5a:1b:15:c4:ca,MF0038
6513,ADV,-46,e0:5a:1b:15:c4:ca,MF0039
6614,ADV,-33,e0:5a:1b:15:c4:ca,MF003A
6718,ADV,-34,e0:5a:1b:15:c4:ca,MF003B
6947,ADV,-47,e0:5a:1b:15:c4:ca,MF003D
7036,ADV,-32,e0:5a:1b:15:c4:ca,MF003E
7145,ADV,-33,e0:5a:1b:15:c4:ca,MF003F
7248,ADV,-44,e0:5a:1b:15:c4:ca,MF0040
7348,ADV,-34,e0:5a:1b:15:c4:ca,MF0041
7449,ADV,-35,e0:5a:1b:15:c4:ca,MF0042
7557,ADV,-45,e0:5a:1b:15:c4:ca,MF0043
7667,ADV,-33,e0:5a:1b:15:c4:ca,MF0044
7764,ADV,-33,e0:5a:1b:15:c4:ca,MF0045
7974,ADV,-70,e0:5a:1b:15:c4:ca,MF0047
8089,ADV,-33,e0:5a:1b:15:c4:ca,MF0049
8183,ADV,-33,e0:5a:1b:15:c4:ca,MF0049
8324,ADV,-47,e0:5a:1b:15:c4:ca,MF004A
8393,ADV,-34,e0:5a:1b:15:c4:ca,MF004C
8497,ADV,-33,e0:5a:1b:15:c4:ca,MF004D
8605,ADV,-47,e0:5a:1b:15:c4:ca,MF004E
8715,ADV,-32,e0:5a:1b:15:c4:ca,MF004F
8824,ADV,-33,e0:5a:1b:15:c4:ca,MF0050
8919,ADV,-46,e0:5a:1b:15:c4:ca,MF0051
9024,ADV,-32,e0:5a:1b:15:c4:ca,MF0052
9123,ADV,-34,e0:5a:1b:15:c4:ca,MF0053
9245,ADV,-33,e0:5a:1b:15:c4:ca,MF0054
9351,ADV,-46,e0:5a:1b:15:c4:ca,MF0055
9445,ADV,-33,e0:5a:1b:15:c4:ca,MF0056
9545,ADV,-33,e0:5a:1b:15:c4:ca,MF0057
9640,ADV,-47,e0:5a:1b:15:c4:ca,MF0058
9745,ADV,-34,e0:5a:1b:15:c4:ca,MF0059
9954,ADV,-46,e0:5a:1b:15:c4:ca,MF005B
10061,ADV,-33,e0:5a:1b:15:c4:ca,MF005C
10159,ADV,-34,e0:5a:1b:15:c4:ca,MF005D
10274,ADV,-47,e0:5a:1b:15:c4:ca,MF005E
10370,ADV,-33,e0:5a:1b:15:c4:ca,MF005F
10686,ADV,-49,e0:5a:1b:15:c4:ca,MF0062
10782,ADV,-34,e0:5a:1b:15:c4:ca,MF0063
