ms,voltage,current,power
0,0.000,0.0,0.0
1,3.336,6.0,0.0
1,3.344,1.0,0.0
2,3.284,1.0,0.0
2,3.276,192.9,629.0
3,3.344,6.0,0.0
8,3.340,6.0,0.0
8,3.340,6.0,0.0
9,3.348,6.0,0.0
9,3.344,6.0,0.0
10,3.344,6.0,0.0
11,3.344,6.0,0.0
14,3.340,6.0,0.0
17,3.340,6.0,0.0
20,3.348,6.0,0.0
23,3.344,6.0,0.0
26,3.348,6.0,0.0
29,3.344,6.0,0.0
32,3.336,6.0,0.0
35,3.340,6.0,0.0
38,3.344,6.0,0.0
41,3.344,6.0,0.0
44,3.344,68.5,216.0
47,3.340,6.0,0.0
50,3.340,6.0,0.0
53,3.348,6.0,0.0
56,3.344,6.0,0.0
59,3.348,6.0,0.0
62,3.344,6.0,0.0
65,3.340,6.0,0.0
67,3.340,6.0,0.0
70,3.348,6.0,0.0
73,3.344,6.0,0.0
76,3.344,6.0,0.0
79,3.340,6.0,0.0
82,3.340,6.0,0.0
85,3.348,6.0,0.0
88,3.344,6.0,0.0
91,3.348,1.0,0.0
94,3.284,1.0,0.0
98,3.228,2.0,0.0
101,3.348,6.0,0.0
104,3.344,6.0,0.0
107,3.340,6.0,0.0
110,3.340,6.0,0.0
113,3.348,6.0,0.0
116,3.344,6.0,0.0
119,3.348,6.0,0.0
122,3.340,6.0,0.0
125,3.340,6.0,0.0
128,3.340,6.0,0.0
131,3.344,6.0,0.0
134,3.344,6.0,0.0
137,3.344,6.0,0.0
140,3.344,6.0,0.0
143,3.340,6.0,0.0
146,3.344,6.0,0.0
149,3.344,6.0,0.0
152,3.348,6.0,0.0
155,3.344,6.0,0.0
158,3.340,6.0,0.0
160,3.340,6.0,0.0
164,3.344,6.0,0.0
166,3.348,6.0,0.0
169,3.348,6.0,0.0
172,3.344,6.0,0.0
175,3.340,6.0,0.0
178,3.348,6.0,0.0
181,3.344,6.0,0.0
184,3.344,63.0,211.0
187,3.344,67.7,218.0
190,3.340,63.4,210.0
194,3.332,7.0,0.0
197,3.280,1.0,0.0
200,3.280,1.0,0.0
203,3.280,1.0,0.0
206,3.292,1.0,0.0
209,3.304,6.0,0.0
212,3.348,6.0,0.0
215,3.340,6.0,0.0
218,3.340,6.0,0.0
221,3.344,6.0,0.0
224,3.344,6.0,0.0
227,3.348,6.0,0.0
230,3.344,6.0,0.0
233,3.340,6.0,0.0
236,3.340,6.0,0.0
239,3.348,6.0,0.0
241,3.344,6.0,0.0
245,3.348,6.0,0.0
247,3.344,6.0,0.0
250,3.340,6.0,0.0
253,3.340,6.0,0.0
256,3.344,6.0,0.0
259,3.344,6.0,0.0
262,3.344,68.9,218.0
265,3.340,6.0,0.0
268,3.340,6.0,0.0
271,3.348,6.0,0.0
274,3.344,6.0,0.0
277,3.348,6.0,0.0
280,3.344,6.0,0.0
283,3.340,6.0,0.0
286,3.344,6.0,0.0
290,3.324,6.0,0.0
293,3.340,6.0,0.0
296,3.340,6.0,0.0
299,3.348,6.0,0.0
302,3.344,6.0,0.0
305,3.340,1.0,0.0
308,3.280,1.0,0.0
311,3.280,2.0,0.0
314,3.340,6.0,0.0
317,3.344,6.0,0.0
320,3.344,6.0,0.0
323,3.348,69.8,216.0
326,3.340,6.0,0.0
329,3.340,6.0,0.0
332,3.348,6.0,0.0
334,3.344,6.0,0.0
337,3.348,6.0,0.0
340,3.344,6.0,0.0
343,3.340,6.0,0.0
346,3.340,6.0,0.0
349,3.344,6.0,0.0
352,3.344,6.0,0.0
355,3.344,7.0,0.0
358,3.340,6.0,0.0
361,3.340,6.0,0.0
364,3.348,6.0,0.0
367,3.344,6.0,0.0
370,3.344,6.0,0.0
373,3.344,6.0,0.0
376,3.340,6.0,0.0
379,3.340,6.0,0.0
382,3.348,6.0,0.0
386,3.328,6.0,0.0
389,3.340,6.0,0.0
392,3.348,6.0,0.0
395,3.344,6.0,0.0
398,3.344,7.0,0.0
401,3.344,6.0,0.0
404,3.340,6.0,0.0
407,3.348,6.0,0.0
410,3.344,6.0,0.0
413,3.308,1.0,0.0
416,3.284,2.0,0.0
419,3.288,2.0,0.0
421,3.340,6.0,0.0
424,3.344,6.0,0.0
427,3.344,6.0,0.0
430,3.348,6.0,0.0
433,3.344,6.0,0.0
436,3.340,6.0,0.0
439,3.340,6.0,0.0
442,3.344,6.0,0.0
445,3.344,6.0,0.0
448,3.344,7.0,0.0
451,3.340,6.0,0.0
454,3.340,6.0,0.0
457,3.348,6.0,0.0
460,3.348,6.0,0.0
463,3.344,6.0,0.0
466,3.344,6.0,0.0
469,3.340,6.0,0.0
472,3.340,6.0,0.0
475,3.348,6.0,0.0
478,3.344,6.0,0.0
482,3.344,6.0,0.0
485,3.344,6.0,0.0
488,3.344,6.0,0.0
491,3.344,6.0,0.0
494,3.340,6.0,0.0
497,3.340,6.0,0.0
499,3.348,6.0,0.0
502,3.344,6.0,0.0
505,3.348,6.0,0.0
508,3.344,6.0,0.0
511,3.340,6.0,0.0
514,3.340,6.0,0.0
517,3.348,6.0,0.0
520,3.344,1.0,0.0
523,3.288,2.0,0.0
526,3.228,1.0,0.0
529,3.340,6.0,0.0
532,3.340,6.0,0.0
535,3.344,6.0,0.0
538,3.344,6.0,0.0
541,3.348,69.9,218.0
544,3.344,6.0,0.0
547,3.340,6.0,0.0
550,3.348,6.0,0.0
553,3.344,6.0,0.0
556,3.344,6.0,0.0
559,3.340,6.0,0.0
562,3.340,6.0,0.0
565,3.340,6.0,0.0
568,3.344,6.0,0.0
571,3.344,6.0,0.0
574,3.344,69.2,215.0
589,3.340,6.0,0.0
589,3.344,6.0,0.0
590,3.348,7.0,0.0
590,3.340,6.0,0.0
591,3.340,6.0,0.0
592,3.344,6.0,0.0
595,3.344,6.0,0.0
598,3.344,6.0,0.0
601,3.340,6.0,0.0
604,3.340,6.0,0.0
607,3.340,6.0,0.0
610,3.344,6.0,0.0
613,3.344,6.0,0.0
616,3.344,6.0,0.0
619,3.340,6.0,0.0
622,3.340,6.0,0.0
625,3.348,6.0,0.0
628,3.344,6.0,0.0
631,3.284,1.0,0.0
634,3.288,1.0,0.0
637,3.320,6.0,0.0
640,3.340,6.0,0.0
643,3.344,6.0,0.0
646,3.344,6.0,0.0
649,3.348,6.0,0.0
652,3.340,6.0,0.0
655,3.340,6.0,0.0
658,3.340,6.0,0.0
661,3.344,6.0,0.0
664,3.344,6.0,0.0
667,3.344,68.8,215.0
670,3.340,6.0,0.0
673,3.340,6.0,0.0
676,3.344,6.0,0.0
679,3.344,6.0,0.0
682,3.348,6.0,0.0
685,3.340,6.0,0.0
688,3.340,6.0,0.0
691,3.340,6.0,0.0
694,3.348,6.0,0.0
697,3.328,6.0,0.0
700,3.340,6.0,0.0
703,3.348,6.0,0.0
