ms,mV,uA,p_mW
# meta, firmware=TXSD_UCCS_D1_SCAN90, cond_id=2, interval_ms=500, tag=fixed500, subject=uccs_d1_scan90
12,3248,54700,177.7
21,3248,56200,182.5
31,3248,54700,177.7
41,3248,56300,182.9
51,3248,55300,179.6
61,3248,55700,180.9
71,3248,55300,179.6
81,3248,55600,180.6
91,3248,56100,182.2
101,3248,54900,178.3
111,3248,56300,182.9
121,3244,54700,177.4
131,3248,56300,182.9
141,3244,54800,177.8
151,3248,56300,182.9
161,3244,54700,177.4
171,3248,56300,182.9
181,3244,54700,177.4
191,3248,56300,182.9
201,3248,55200,179.3
211,3248,55800,181.2
221,3248,55300,179.6
231,3248,55600,180.6
241,3248,55800,181.2
251,3248,55300,179.6
261,3248,56200,182.5
271,3248,54700,177.7
281,3248,56200,182.5
291,3248,54700,177.7
301,3248,56300,182.9
311,3244,54700,177.4
321,3248,56300,182.9
331,3248,54700,177.7
341,3248,56200,182.5
351,3248,54900,178.3
361,3248,56100,182.2
371,3248,55300,179.6
381,3248,55600,180.6
391,3248,55400,179.9
401,3248,55600,180.6
411,3232,56500,182.6
421,3244,54800,177.8
431,3248,56300,182.9
441,3248,54700,177.7
451,3248,56300,182.9
461,3244,54700,177.4
471,3248,56300,182.9
481,3248,54700,177.7
491,3248,56300,182.9
501,3244,54800,177.8
511,3248,56200,182.5
521,3248,55300,179.6
531,3248,55600,180.6
541,3248,55300,179.6
551,3248,55700,180.9
561,3248,56100,182.2
571,3248,55000,178.6
581,3248,56300,182.9
591,3248,54700,177.7
601,3248,56300,182.9
611,3244,54700,177.4
621,3248,56300,182.9
631,3244,54700,177.4
641,3248,56300,182.9
651,3248,54700,177.7
661,3248,56200,182.5
671,3244,55100,178.7
681,3248,55800,181.2
691,3248,55300,179.6
701,3248,55600,180.6
711,3248,55600,180.6
721,3248,55400,179.9
731,3248,56300,182.9
741,3244,54700,177.4
751,3248,56300,182.9
761,3248,54700,177.7
771,3248,56300,182.9
781,3248,54700,177.7
791,3248,56300,182.9
801,3248,54700,177.7
811,3248,56300,182.9
821,3248,54900,178.3
831,3248,56200,182.5
841,3248,55300,179.6
851,3248,55700,180.9
861,3248,55300,179.6
871,3248,55600,180.6
881,3248,56200,182.5
891,3244,54800,177.8
901,3248,56200,182.5
911,3240,148900,482.4
921,3248,56300,182.9
931,3248,54700,177.7
941,3248,56300,182.9
951,3244,54700,177.4
961,3248,56200,182.5
971,3248,54700,177.7
981,3248,56200,182.5
991,3248,55300,179.6
1001,3248,55700,180.9
1011,3244,55400,179.7
1021,3248,55600,180.6
1031,3244,56000,181.7
1041,3248,55000,178.6
1051,3248,56200,182.5
1061,3248,54700,177.7
1071,3248,56200,182.5
1081,3248,54700,177.7
1091,3248,56200,182.5
1101,3248,54700,177.7
1111,3248,56300,182.9
1121,3248,54700,177.7
1131,3248,56300,182.9
1141,3248,55100,179.0
1151,3248,55900,181.6
1161,3248,55300,179.6
1171,3248,55600,180.6
1181,3248,55500,180.3
1191,3248,55600,180.6
1201,3248,56200,182.5
1211,3244,54700,177.4
1221,3248,56300,182.9
1231,3248,54700,177.7
1241,3248,56200,182.5
1251,3248,54700,177.7
1261,3248,56300,182.9
1271,3244,54700,177.4
1281,3248,56300,182.9
1291,3248,54700,177.7
1301,3248,56300,182.9
1311,3248,55400,179.9
1321,3248,55600,180.6
1331,3248,55400,179.9
1341,3248,55600,180.6
1351,3248,56100,182.2
1361,3248,54800,178.0
1371,3248,56300,182.9
1381,3248,54700,177.7
1391,3248,56300,182.9
1401,3244,54800,177.8
1411,3248,56200,182.5
1421,3148,142200,447.6
1431,3248,56300,182.9
1441,3248,54700,177.7
1451,3248,56300,182.9
1461,3248,55300,179.6
1471,3248,55800,181.2
1481,3248,55400,179.9
1491,3248,55600,180.6
1501,3248,55900,181.6
1511,3248,55200,179.3
1521,3248,56200,182.5
1531,3248,54700,177.7
1541,3248,56300,182.9
1551,3244,54700,177.4
1561,3248,56300,182.9
1571,3248,54700,177.7
1581,3248,56300,182.9
1591,3244,54700,177.4
1601,3248,56400,183.2
1611,3244,55100,178.7
1621,3248,56000,181.9
1631,3248,55300,179.6
1641,3248,55700,180.9
1651,3248,55400,179.9
1661,3248,55600,180.6
1671,3248,56200,182.5
1681,3248,54800,178.0
1691,3248,56300,182.9
1701,3248,54700,177.7
1711,3248,56300,182.9
1721,3248,54800,178.0
1731,3248,56300,182.9
1741,3248,54800,178.0
1751,3248,56300,182.9
1761,3248,54700,177.7
1771,3248,56300,182.9
1781,3248,55300,179.6
1791,3248,55700,180.9
1801,3248,55300,179.6
1811,3248,55600,180.6
1821,3244,56100,182.0
1831,3248,54900,178.3
1842,3248,56400,183.2
1851,3248,54700,177.7
1861,3248,56200,182.5
1871,3248,54800,178.0
1881,3248,56300,182.9
1891,3248,54700,177.7
1901,3248,56300,182.9
1911,3244,54700,177.4
1921,3244,56400,183.0
1931,3248,55400,179.9
1941,3244,55700,180.7
1951,3248,55400,179.9
1961,3248,55700,180.9
1971,3248,56000,181.9
1981,3248,54900,178.3
1991,3248,56300,182.9
2001,3248,54800,178.0
2011,3248,56300,182.9
2021,3248,54700,177.7
2031,3248,56300,182.9
2041,3244,54700,177.4
2051,3248,56200,182.5
2061,3244,54800,177.8
2071,3248,56200,182.5
2081,3248,55200,179.3
2091,3248,55700,180.9
2101,3248,55400,179.9
2111,3248,55700,180.9
2121,3248,56000,181.9
2131,3248,55000,178.6
2141,3248,56200,182.5
2151,3244,54700,177.4
2161,3248,56300,182.9
2171,3244,54700,177.4
2181,3248,56200,182.5
2191,3248,54700,177.7
2201,3248,56300,182.9
2211,3244,54700,177.4
2221,3248,56300,182.9
2231,3248,55300,179.6
2241,3248,55700,180.9
2251,3248,55300,179.6
2261,3248,55600,180.6
2271,3248,55900,181.6
2281,3248,55100,179.0
2291,3248,56300,182.9
2301,3248,54700,177.7
2311,3248,56200,182.5
2321,3244,54700,177.4
2331,3248,56300,182.9
2341,3244,54700,177.4
2351,3248,56200,182.5
2361,3248,54800,178.0
2371,3248,56200,182.5
2381,3248,55200,179.3
2391,3248,55800,181.2
2401,3248,55400,179.9
2411,3248,55700,180.9
2421,3248,55800,181.2
2431,3156,228800,722.1
2441,3248,56300,182.9
2451,3248,54800,178.0
2461,3248,56400,183.2
2471,3248,54800,178.0
2481,3248,56300,182.9
2491,3248,54700,177.7
2501,3248,56300,182.9
2511,3244,54700,177.4
2521,3248,56300,182.9
2531,3244,55200,179.1
2541,3244,55900,181.3
2551,3248,55400,179.9
2561,3248,55600,180.6
2571,3248,55600,180.6
2581,3248,55400,179.9
2591,3248,56300,182.9
2601,3248,54800,178.0
2611,3248,56300,182.9
2621,3248,54700,177.7
2631,3248,56300,182.9
2641,3244,54700,177.4
2651,3248,56200,182.5
2661,3248,54800,178.0
2671,3248,56300,182.9
2681,3244,55100,178.7
2691,3248,55900,181.6
2701,3248,55300,179.6
2711,3248,55600,180.6
2721,3248,55500,180.3
2731,3248,55500,180.3
2741,3248,56200,182.5
2751,3248,54800,178.0
2761,3248,56300,182.9
2771,3248,54700,177.7
2781,3248,56300,182.9
2791,3248,54700,177.7
