ms,voltage,current,power
1,3.308,58.1,192.0
2,3.316,59.8,198.0
3,3.316,59.2,197.0
4,3.308,59.9,198.0
5,3.316,59.8,198.0
7,3.316,59.7,198.0
45,3.316,58.4,193.0
48,3.308,59.6,198.0
49,3.316,59.6,197.0
50,3.308,59.1,195.0
51,3.316,59.3,197.0
51,3.316,58.3,193.0
57,3.316,59.6,198.0
66,3.316,60.9,202.0
69,3.316,60.9,202.0
75,3.308,58.8,195.0
81,3.316,59.4,197.0
84,3.316,59.4,197.0
99,3.316,58.9,195.0
116,3.308,59.2,197.0
125,3.316,59.5,197.0
131,3.304,58.5,193.0
140,3.316,59.5,197.0
167,3.316,59.2,197.0
172,3.308,58.3,195.0
178,3.316,59.8,198.0
181,3.316,59.3,197.0
187,3.304,59.1,197.0
196,3.316,59.8,198.0
208,3.316,59.9,198.0
236,3.316,59.5,197.0
237,3.316,58.5,193.0
238,3.308,58.8,197.0
239,3.316,59.1,195.0
246,3.316,59.9,198.0
261,3.316,59.9,198.0
264,3.316,59.1,197.0
270,3.308,59.1,197.0
276,3.316,59.3,197.0
279,3.316,58.3,193.0
284,3.308,59.8,198.0
293,3.316,59.2,197.0
317,3.316,59.3,197.0
320,3.316,58.4,193.0
326,3.308,59.9,198.0
332,3.316,59.7,198.0
335,3.316,58.3,193.0
361,3.316,59.8,198.0
367,3.308,58.7,193.0
373,3.312,59.2,197.0
376,3.316,58.6,195.0
391,3.316,59.5,197.0
408,3.308,59.3,195.0
414,3.316,59.7,198.0
417,3.316,59.3,197.0
423,3.304,59.1,195.0
429,3.316,59.8,198.0
432,3.316,58.9,195.0
447,3.316,59.8,198.0
449,3.312,59.9,200.0
458,3.316,59.6,198.0
464,3.308,58.1,193.0
470,3.316,59.6,198.0
473,3.316,59.3,197.0
500,3.316,59.4,197.0
505,3.308,58.4,195.0
514,3.316,59.1,195.0
520,3.304,58.5,195.0
529,3.316,59.4,197.0
547,3.308,60.5,200.0
550,3.308,62.1,205.0
553,3.316,59.4,197.0
556,3.316,58.5,193.0
561,3.308,59.2,197.0
570,3.316,58.8,195.0
594,3.316,59.9,198.0
597,3.312,59.5,197.0
603,3.308,59.2,195.0
609,3.316,59.2,197.0
612,3.316,58.3,193.0
617,3.308,59.9,198.0
626,3.316,59.2,197.0
650,3.316,59.3,197.0
653,3.316,58.8,195.0
659,3.308,59.4,197.0
668,3.312,58.3,193.0
694,3.316,59.5,197.0
700,3.308,58.6,193.0
706,3.316,59.0,195.0
709,3.312,58.9,195.0
724,3.316,59.3,197.0
741,3.308,59.6,197.0
747,3.316,59.9,198.0
750,3.316,59.1,195.0
756,3.308,58.7,195.0
762,3.312,59.4,197.0
765,3.312,58.8,195.0
780,3.316,59.7,198.0
791,3.316,59.5,197.0
797,3.304,58.1,192.0
803,3.316,59.6,198.0
806,3.316,59.1,195.0
815,3.316,59.9,198.0
833,3.312,59.5,197.0
839,3.308,58.9,195.0
844,3.316,59.9,198.0
847,3.316,58.9,195.0
853,3.308,58.4,195.0
862,3.316,59.0,195.0
889,3.312,58.6,193.0
895,3.308,58.7,195.0
903,3.316,58.7,195.0
909,3.304,59.8,198.0
918,3.316,59.6,198.0
927,3.316,59.9,198.0
936,3.308,59.5,197.0
942,3.316,59.4,197.0
945,3.312,58.4,193.0
951,3.308,59.7,198.0
959,3.316,59.1,195.0
983,3.316,59.6,197.0
986,3.312,59.1,197.0
992,3.308,59.4,197.0
998,3.316,59.4,197.0
1001,3.312,58.3,193.0
1015,3.316,59.3,197.0
1027,3.316,60.5,200.0
1030,3.316,67.5,202.0
1033,3.308,58.8,195.0
1039,3.316,59.2,197.0
1042,3.316,58.9,195.0
1057,3.316,59.4,197.0
1074,3.308,59.2,197.0
1083,3.316,59.4,197.0
1089,3.308,58.9,195.0
1095,3.312,59.6,198.0
1098,3.316,58.9,195.0
1113,3.316,59.7,198.0
1124,3.316,59.3,197.0
1130,3.308,58.2,193.0
1136,3.316,59.9,198.0
1139,3.312,59.3,197.0
1145,3.308,59.7,198.0
1154,3.316,59.7,198.0
1172,3.308,59.5,197.0
1180,3.316,58.9,195.0
1186,3.308,58.3,193.0
1195,3.316,59.2,197.0
1222,3.312,58.7,195.0
1228,3.308,58.7,195.0
1236,3.316,58.7,195.0
1269,3.308,59.3,197.0
1275,3.316,59.2,197.0
1278,3.312,58.4,193.0
1292,3.316,58.8,195.0
1316,3.316,59.7,198.0
1319,3.316,59.5,197.0
1325,3.308,59.1,197.0
1331,3.316,59.3,197.0
1334,3.316,58.3,193.0
1348,3.316,59.3,197.0
1366,3.308,59.0,193.0
1372,3.316,59.1,197.0
1375,3.316,59.3,197.0
1381,3.308,59.8,198.0
1390,3.316,58.7,195.0
