ms,event,rssi,addr,mfd
# meta, firmware=RX_BLE_to_SD_SYNC_B, trial_index=8, adv_interval_ms=100
33,ADV,-41,e0:5a:1b:15:c4:ca,MF0123
143,ADV,-47,e0:5a:1b:15:c4:ca,MF0000
256,ADV,-47,e0:5a:1b:15:c4:ca,MF0000
462,ADV,-41,e0:5a:1b:15:c4:ca,MF0000
593,ADV,-47,e0:5a:1b:15:c4:ca,MF0000
683,ADV,-35,e0:5a:1b:15:c4:ca,MF0000
779,ADV,-106,e0:5a:1b:15:c4:ca,MF0000
892,ADV,-47,e0:5a:1b:15:c4:ca,MF0000
1003,ADV,-46,e0:5a:1b:15:c4:ca,MF0001
1109,ADV,-34,e0:5a:1b:15:c4:ca,MF0002
1207,ADV,-42,e0:5a:1b:15:c4:ca,MF0003
1315,ADV,-46,e0:5a:1b:15:c4:ca,MF0004
1417,ADV,-34,e0:5a:1b:15:c4:ca,MF0005
1532,ADV,-41,e0:5a:1b:15:c4:ca,MF0006
1643,ADV,-45,e0:5a:1b:15:c4:ca,MF0008
1740,ADV,-34,e0:5a:1b:15:c4:ca,MF0009
2063,ADV,-45,e0:5a:1b:15:c4:ca,MF000C
2154,ADV,-35,e0:5a:1b:15:c4:ca,MF000D
2253,ADV,-41,e0:5a:1b:15:c4:ca,MF000E
2364,ADV,-46,e0:5a:1b:15:c4:ca,MF000F
2470,ADV,-35,e0:5a:1b:15:c4:ca,MF0010
2572,ADV,-41,e0:5a:1b:15:c4:ca,MF0011
2682,ADV,-45,e0:5a:1b:15:c4:ca,MF0012
2792,ADV,-35,e0:5a:1b:15:c4:ca,MF0013
3114,ADV,-46,e0:5a:1b:15:c4:ca,MF0016
3219,ADV,-35,e0:5a:1b:15:c4:ca,MF0017
3328,ADV,-41,e0:5a:1b:15:c4:ca,MF0018
3425,ADV,-45,e0:5a:1b:15:c4:ca,MF0019
3533,ADV,-35,e0:5a:1b:15:c4:ca,MF001A
3638,ADV,-42,e0:5a:1b:15:c4:ca,MF001C
3748,ADV,-45,e0:5a:1b:15:c4:ca,MF001D
3855,ADV,-46,e0:5a:1b:15:c4:ca,MF001E
3962,ADV,-35,e0:5a:1b:15:c4:ca,MF001F
4059,ADV,-41,e0:5a:1b:15:c4:ca,MF0020
4166,ADV,-45,e0:5a:1b:15:c4:ca,MF0021
4270,ADV,-35,e0:5a:1b:15:c4:ca,MF0022
4485,ADV,-47,e0:5a:1b:15:c4:ca,MF0024
4593,ADV,-35,e0:5a:1b:15:c4:ca,MF0025
4694,ADV,-41,e0:5a:1b:15:c4:ca,MF0026
4934,ADV,-46,e0:5a:1b:15:c4:ca,MF0028
5016,ADV,-35,e0:5a:1b:15:c4:ca,MF0029
5123,ADV,-41,e0:5a:1b:15:c4:ca,MF002A
5223,ADV,-47,e0:5a:1b:15:c4:ca,MF002B
5334,ADV,-35,e0:5a:1b:15:c4:ca,MF002C
5432,ADV,-41,e0:5a:1b:15:c4:ca,MF002D
5636,ADV,-35,e0:5a:1b:15:c4:ca,MF002F
5748,ADV,-41,e0:5a:1b:15:c4:ca,MF0031
5989,ADV,-46,e0:5a:1b:15:c4:ca,MF0033
6061,ADV,-35,e0:5a:1b:15:c4:ca,MF0034
6163,ADV,-41,e0:5a:1b:15:c4:ca,MF0035
6272,ADV,-45,e0:5a:1b:15:c4:ca,MF0036
6373,ADV,-34,e0:5a:1b:15:c4:ca,MF0037
6479,ADV,-43,e0:5a:1b:15:c4:ca,MF0038
