ms,event,rssi,seq,label,addr,mfd
# meta, firmware=RX_MODEC2P_1210, buf_size=512
96,ADV,-48,0,1,e0:5a:1b:15:c4:ca,0000_1
308,ADV,-51,0,1,e0:5a:1b:15:c4:ca,0000_1
511,ADV,-48,0,1,e0:5a:1b:15:c4:ca,0000_1
615,ADV,-51,0,1,e0:5a:1b:15:c4:ca,0000_1
722,ADV,-45,0,1,e0:5a:1b:15:c4:ca,0000_1
834,ADV,-48,0,1,e0:5a:1b:15:c4:ca,0000_1
937,ADV,-53,0,1,e0:5a:1b:15:c4:ca,0000_1
1046,ADV,-45,0,1,e0:5a:1b:15:c4:ca,0000_1
1462,ADV,-45,1,1,e0:5a:1b:15:c4:ca,0001_1
1561,ADV,-48,1,1,e0:5a:1b:15:c4:ca,0001_1
1669,ADV,-51,1,1,e0:5a:1b:15:c4:ca,0001_1
1783,ADV,-45,1,1,e0:5a:1b:15:c4:ca,0001_1
1876,ADV,-49,1,1,e0:5a:1b:15:c4:ca,0001_1
1989,ADV,-51,1,1,e0:5a:1b:15:c4:ca,0001_1
2098,ADV,-44,1,1,e0:5a:1b:15:c4:ca,0001_1
2197,ADV,-49,1,1,e0:5a:1b:15:c4:ca,0001_1
2414,ADV,-51,1,1,e0:5a:1b:15:c4:ca,0001_1
2510,ADV,-45,1,1,e0:5a:1b:15:c4:ca,0001_1
2614,ADV,-48,1,1,e0:5a:1b:15:c4:ca,0001_1
2729,ADV,-51,1,1,e0:5a:1b:15:c4:ca,0001_1
2845,ADV,-44,1,1,e0:5a:1b:15:c4:ca,0001_1
2934,ADV,-48,1,1,e0:5a:1b:15:c4:ca,0001_1
3034,ADV,-50,1,1,e0:5a:1b:15:c4:ca,0001_1
3148,ADV,-44,1,1,e0:5a:1b:15:c4:ca,0001_1
3245,ADV,-48,2,1,e0:5a:1b:15:c4:ca,0002_1
3471,ADV,-53,2,1,e0:5a:1b:15:c4:ca,0002_1
3558,ADV,-45,2,1,e0:5a:1b:15:c4:ca,0002_1
3658,ADV,-49,2,1,e0:5a:1b:15:c4:ca,0002_1
3767,ADV,-53,2,1,e0:5a:1b:15:c4:ca,0002_1
3866,ADV,-46,2,1,e0:5a:1b:15:c4:ca,0002_1
4083,ADV,-51,2,1,e0:5a:1b:15:c4:ca,0002_1
4187,ADV,-45,2,1,e0:5a:1b:15:c4:ca,0002_1
4289,ADV,-49,2,1,e0:5a:1b:15:c4:ca,0002_1
4392,ADV,-53,2,1,e0:5a:1b:15:c4:ca,0002_1
4498,ADV,-45,2,1,e0:5a:1b:15:c4:ca,0002_1
