ms,event,rssi,addr,mfd
# meta, firmware=RX_CCS_E2, program_id=RX_CCS_E2_20260121, trial_index=2, scan_interval_ms=100, scan_window_ms=90, active_scan=0, dup_filter=0, buf_size=512, build=Jan 22 2026 00:57:13
96,ADV,-43,e0:5a:1b:15:b2:ee,MF0000
195,ADV,-40,e0:5a:1b:15:b2:ee,MF0000
308,ADV,-41,e0:5a:1b:15:b2:ee,MF0000
411,ADV,-43,e0:5a:1b:15:b2:ee,MF0000
504,ADV,-40,e0:5a:1b:15:b2:ee,MF0000
614,ADV,-41,e0:5a:1b:15:b2:ee,MF0001
1133,ADV,-41,e0:5a:1b:15:b2:ee,MF0006
1234,ADV,-43,e0:5a:1b:15:b2:ee,MF0007
1344,ADV,-40,e0:5a:1b:15:b2:ee,MF0008
1444,ADV,-41,e0:5a:1b:15:b2:ee,MF0009
1576,ADV,-42,e0:5a:1b:15:b2:ee,MF000A
1658,ADV,-38,e0:5a:1b:15:b2:ee,MF000B
1765,ADV,-41,e0:5a:1b:15:b2:ee,MF000D
1876,ADV,-43,e0:5a:1b:15:b2:ee,MF000E
1985,ADV,-41,e0:5a:1b:15:b2:ee,MF000F
2086,ADV,-41,e0:5a:1b:15:b2:ee,MF0010
2191,ADV,-42,e0:5a:1b:15:b2:ee,MF0011
2295,ADV,-41,e0:5a:1b:15:b2:ee,MF0012
2399,ADV,-41,e0:5a:1b:15:b2:ee,MF0013
2506,ADV,-43,e0:5a:1b:15:b2:ee,MF0014
2607,ADV,-41,e0:5a:1b:15:b2:ee,MF0015
2934,ADV,-41,e0:5a:1b:15:b2:ee,MF0018
3139,ADV,-40,e0:5a:1b:15:b2:ee,MF001A
3248,ADV,-41,e0:5a:1b:15:b2:ee,MF001B
3356,ADV,-43,e0:5a:1b:15:b2:ee,MF001C
3458,ADV,-41,e0:5a:1b:15:b2:ee,MF001D
3560,ADV,-40,e0:5a:1b:15:b2:ee,MF001E
3677,ADV,-43,e0:5a:1b:15:b2:ee,MF0020
3764,ADV,-41,e0:5a:1b:15:b2:ee,MF0021
3997,ADV,-42,e0:5a:1b:15:b2:ee,MF0023
4084,ADV,-40,e0:5a:1b:15:b2:ee,MF0024
4196,ADV,-41,e0:5a:1b:15:b2:ee,MF0025
4297,ADV,-43,e0:5a:1b:15:b2:ee,MF0026
4397,ADV,-41,e0:5a:1b:15:b2:ee,MF0027
4507,ADV,-41,e0:5a:1b:15:b2:ee,MF0028
4713,ADV,-40,e0:5a:1b:15:b2:ee,MF002A
5032,ADV,-40,e0:5a:1b:15:b2:ee,MF002D
5162,ADV,-43,e0:5a:1b:15:b2:ee,MF002E
5231,ADV,-40,e0:5a:1b:15:b2:ee,MF002F
5343,ADV,-41,e0:5a:1b:15:b2:ee,MF0030
5448,ADV,-44,e0:5a:1b:15:b2:ee,MF0031
5554,ADV,-40,e0:5a:1b:15:b2:ee,MF0032
5660,ADV,-41,e0:5a:1b:15:b2:ee,MF0033
5763,ADV,-43,e0:5a:1b:15:b2:ee,MF0034
5870,ADV,-40,e0:5a:1b:15:b2:ee,MF0036
5978,ADV,-40,e0:5a:1b:15:b2:ee,MF0037
6092,ADV,-43,e0:5a:1b:15:b2:ee,MF0038
6193,ADV,-40,e0:5a:1b:15:b2:ee,MF0039
6296,ADV,-41,e0:5a:1b:15:b2:ee,MF003A
6397,ADV,-43,e0:5a:1b:15:b2:ee,MF003B
6499,ADV,-40,e0:5a:1b:15:b2:ee,MF003C
6605,ADV,-40,e0:5a:1b:15:b2:ee,MF003D
6810,ADV,-40,e0:5a:1b:15:b2:ee,MF003F
7158,ADV,-41,e0:5a:1b:15:b2:ee,MF0042
7243,ADV,-43,e0:5a:1b:15:b2:ee,MF0043
7379,ADV,-40,e0:5a:1b:15:b2:ee,MF0044
7448,ADV,-40,e0:5a:1b:15:b2:ee,MF0045
7549,ADV,-43,e0:5a:1b:15:b2:ee,MF0046
7648,ADV,-40,e0:5a:1b:15:b2:ee,MF0047
7755,ADV,-41,e0:5a:1b:15:b2:ee,MF0048
7877,ADV,-43,e0:5a:1b:15:b2:ee,MF0049
7969,ADV,-40,e0:5a:1b:15:b2:ee,MF004B
8076,ADV,-40,e0:5a:1b:15:b2:ee,MF004C
8179,ADV,-43,e0:5a:1b:15:b2:ee,MF004D
8280,ADV,-40,e0:5a:1b:15:b2:ee,MF004E
8614,ADV,-40,e0:5a:1b:15:b2:ee,MF0051
8710,ADV,-41,e0:5a:1b:15:b2:ee,MF0052
9239,ADV,-40,e0:5a:1b:15:b2:ee,MF0057
9347,ADV,-42,e0:5a:1b:15:b2:ee,MF0058
9437,ADV,-40,e0:5a:1b:15:b2:ee,MF0059
9539,ADV,-41,e0:5a:1b:15:b2:ee,MF005A
9643,ADV,-45,e0:5a:1b:15:b2:ee,MF005B
9744,ADV,-41,e0:5a:1b:15:b2:ee,MF005C
9844,ADV,-41,e0:5a:1b:15:b2:ee,MF005D
9953,ADV,-44,e0:5a:1b:15:b2:ee,MF005E
10051,ADV,-41,e0:5a:1b:15:b2:ee,MF005F
10154,ADV,-41,e0:5a:1b:15:b2:ee,MF0060
10276,ADV,-42,e0:5a:1b:15:b2:ee,MF0061
10359,ADV,-41,e0:5a:1b:15:b2:ee,MF0062
10467,ADV,-41,e0:5a:1b:15:b2:ee,MF0064
10692,ADV,-41,e0:5a:1b:15:b2:ee,MF0066
10788,ADV,-41,e0:5a:1b:15:b2:ee,MF0067
10894,ADV,-43,e0:5a:1b:15:b2:ee,MF0068
10994,ADV,-41,e0:5a:1b:15:b2:ee,MF0069
11096,ADV,-41,e0:5a:1b:15:b2:ee,MF006A
11212,ADV,-42,e0:5a:1b:15:b2:ee,MF006B
11301,ADV,-40,e0:5a:1b:15:b2:ee,MF006C
11404,ADV,-41,e0:5a:1b:15:b2:ee,MF006D
11511,ADV,-43,e0:5a:1b:15:b2:ee,MF006E
12032,ADV,-42,e0:5a:1b:15:b2:ee,MF0073
12134,ADV,-41,e0:5a:1b:15:b2:ee,MF0074
12242,ADV,-41,e0:5a:1b:15:b2:ee,MF0075
12352,ADV,-43,e0:5a:1b:15:b2:ee,MF0076
12457,ADV,-41,e0:5a:1b:15:b2:ee,MF0077
12563,ADV,-41,e0:5a:1b:15:b2:ee,MF0078
12666,ADV,-42,e0:5a:1b:15:b2:ee,MF007A
12765,ADV,-41,e0:5a:1b:15:b2:ee,MF007B
12870,ADV,-41,e0:5a:1b:15:b2:ee,MF007C
12977,ADV,-43,e0:5a:1b:15:b2:ee,MF007D
13077,ADV,-41,e0:5a:1b:15:b2:ee,MF007E
13179,ADV,-40,e0:5a:1b:15:b2:ee,MF007F
13397,ADV,-41,e0:5a:1b:15:b2:ee,MF0081
13514,ADV,-41,e0:5a:1b:15:b2:ee,MF0082
13614,ADV,-42,e0:5a:1b:15:b2:ee,MF0083
13839,ADV,-42,e0:5a:1b:15:b2:ee,MF0085
13932,ADV,-41,e0:5a:1b:15:b2:ee,MF0086
14143,ADV,-43,e0:5a:1b:15:b2:ee,MF0088
14268,ADV,-40,e0:5a:1b:15:b2:ee,MF0089
14358,ADV,-41,e0:5a:1b:15:b2:ee,MF008A
14466,ADV,-43,e0:5a:1b:15:b2:ee,MF008C
14569,ADV,-41,e0:5a:1b:15:b2:ee,MF008D
14680,ADV,-41,e0:5a:1b:15:b2:ee,MF008E
14784,ADV,-43,e0:5a:1b:15:b2:ee,MF008F
14895,ADV,-41,e0:5a:1b:15:b2:ee,MF0090
15108,ADV,-43,e0:5a:1b:15:b2:ee,MF0092
15206,ADV,-40,e0:5a:1b:15:b2:ee,MF0093
15314,ADV,-41,e0:5a:1b:15:b2:ee,MF0094
15933,ADV,-43,e0:5a:1b:15:b2:ee,MF009A
16037,ADV,-41,e0:5a:1b:15:b2:ee,MF009B
16148,ADV,-41,e0:5a:1b:15:b2:ee,MF009C
16247,ADV,-42,e0:5a:1b:15:b2:ee,MF009D
16353,ADV,-40,e0:5a:1b:15:b2:ee,MF009E
16456,ADV,-41,e0:5a:1b:15:b2:ee,MF009F
16560,ADV,-43,e0:5a:1b:15:b2:ee,MF00A0
16660,ADV,-41,e0:5a:1b:15:b2:ee,MF00A1
16767,ADV,-41,e0:5a:1b:15:b2:ee,MF00A3
16872,ADV,-43,e0:5a:1b:15:b2:ee,MF00A4
17078,ADV,-42,e0:5a:1b:15:b2:ee,MF00A6
17182,ADV,-43,e0:5a:1b:15:b2:ee,MF00A7
17289,ADV,-40,e0:5a:1b:15:b2:ee,MF00A8
17396,ADV,-41,e0:5a:1b:15:b2:ee,MF00A9
17495,ADV,-42,e0:5a:1b:15:b2:ee,MF00AA
17596,ADV,-41,e0:5a:1b:15:b2:ee,MF00AB
17703,ADV,-41,e0:5a:1b:15:b2:ee,MF00AC
17814,ADV,-42,e0:5a:1b:15:b2:ee,MF00AD
18236,ADV,-41,e0:5a:1b:15:b2:ee,MF00B1
18329,ADV,-42,e0:5a:1b:15:b2:ee,MF00B2
18429,ADV,-40,e0:5a:1b:15:b2:ee,MF00B3
18552,ADV,-41,e0:5a:1b:15:b2:ee,MF00B4
18642,ADV,-43,e0:5a:1b:15:b2:ee,MF00B5
18741,ADV,-40,e0:5a:1b:15:b2:ee,MF00B6
18843,ADV,-40,e0:5a:1b:15:b2:ee,MF00B7
18951,ADV,-42,e0:5a:1b:15:b2:ee,MF00B8
19064,ADV,-40,e0:5a:1b:15:b2:ee,MF00B9
19175,ADV,-40,e0:5a:1b:15:b2:ee,MF00BB
19275,ADV,-43,e0:5a:1b:15:b2:ee,MF00BC
19375,ADV,-41,e0:5a:1b:15:b2:ee,MF00BD
19482,ADV,-41,e0:5a:1b:15:b2:ee,MF00BE
19585,ADV,-43,e0:5a:1b:15:b2:ee,MF00BF
19695,ADV,-41,e0:5a:1b:15:b2:ee,MF00C0
19802,ADV,-40,e0:5a:1b:15:b2:ee,MF00C1
19911,ADV,-42,e0:5a:1b:15:b2:ee,MF00C2
20134,ADV,-42,e0:5a:1b:15:b2:ee,MF00C4
20246,ADV,-40,e0:5a:1b:15:b2:ee,MF00C5
20340,ADV,-37,e0:5a:1b:15:b2:ee,MF00C6
20441,ADV,-43,e0:5a:1b:15:b2:ee,MF00C7
20567,ADV,-41,e0:5a:1b:15:b2:ee,MF00C8
20665,ADV,-41,e0:5a:1b:15:b2:ee,MF00C9
20867,ADV,-37,e0:5a:1b:15:b2:ee,MF00CC
21076,ADV,-43,e0:5a:1b:15:b2:ee,MF00CE
21189,ADV,-41,e0:5a:1b:15:b2:ee,MF00CF
21296,ADV,-41,e0:5a:1b:15:b2:ee,MF00D0
21393,ADV,-42,e0:5a:1b:15:b2:ee,MF00D1
21494,ADV,-41,e0:5a:1b:15:b2:ee,MF00D2
21614,ADV,-41,e0:5a:1b:15:b2:ee,MF00D3
21703,ADV,-43,e0:5a:1b:15:b2:ee,MF00D4
21814,ADV,-40,e0:5a:1b:15:b2:ee,MF00D5
21914,ADV,-41,e0:5a:1b:15:b2:ee,MF00D6
22128,ADV,-41,e0:5a:1b:15:b2:ee,MF00D8
22232,ADV,-43,e0:5a:1b:15:b2:ee,MF00D9
22352,ADV,-40,e0:5a:1b:15:b2:ee,MF00DA
