ms,event,rssi,addr,mfd
# meta, firmware=RX_CCS_E2, program_id=RX_CCS_E2_20260121, trial_index=5, scan_interval_ms=100, scan_window_ms=90, active_scan=0, dup_filter=0, buf_size=512, build=Jan 22 2026 00:57:13
88,ADV,-39,e0:5a:1b:15:b2:ee,MF0000
196,ADV,-38,e0:5a:1b:15:b2:ee,MF0000
297,ADV,-36,e0:5a:1b:15:b2:ee,MF0000
407,ADV,-39,e0:5a:1b:15:b2:ee,MF0000
605,ADV,-35,e0:5a:1b:15:b2:ee,MF0001
712,ADV,-40,e0:5a:1b:15:b2:ee,MF0002
818,ADV,-37,e0:5a:1b:15:b2:ee,MF0003
1036,ADV,-39,e0:5a:1b:15:b2:ee,MF0005
1137,ADV,-37,e0:5a:1b:15:b2:ee,MF0006
1243,ADV,-35,e0:5a:1b:15:b2:ee,MF0007
1348,ADV,-40,e0:5a:1b:15:b2:ee,MF0008
1552,ADV,-35,e0:5a:1b:15:b2:ee,MF000A
1656,ADV,-40,e0:5a:1b:15:b2:ee,MF000C
1765,ADV,-37,e0:5a:1b:15:b2:ee,MF000D
1863,ADV,-36,e0:5a:1b:15:b2:ee,MF000E
2287,ADV,-37,e0:5a:1b:15:b2:ee,MF0012
2392,ADV,-36,e0:5a:1b:15:b2:ee,MF0013
2505,ADV,-39,e0:5a:1b:15:b2:ee,MF0014
2616,ADV,-37,e0:5a:1b:15:b2:ee,MF0015
2720,ADV,-36,e0:5a:1b:15:b2:ee,MF0016
2818,ADV,-36,e0:5a:1b:15:b2:ee,MF0017
2925,ADV,-38,e0:5a:1b:15:b2:ee,MF0018
3029,ADV,-36,e0:5a:1b:15:b2:ee,MF0019
3127,ADV,-40,e0:5a:1b:15:b2:ee,MF001A
3233,ADV,-38,e0:5a:1b:15:b2:ee,MF001B
3329,ADV,-36,e0:5a:1b:15:b2:ee,MF001C
3437,ADV,-39,e0:5a:1b:15:b2:ee,MF001D
3547,ADV,-38,e0:5a:1b:15:b2:ee,MF001E
3641,ADV,-36,e0:5a:1b:15:b2:ee,MF001F
3747,ADV,-40,e0:5a:1b:15:b2:ee,MF0020
3852,ADV,-38,e0:5a:1b:15:b2:ee,MF0021
3958,ADV,-36,e0:5a:1b:15:b2:ee,MF0023
4063,ADV,-40,e0:5a:1b:15:b2:ee,MF0024
4173,ADV,-38,e0:5a:1b:15:b2:ee,MF0025
4606,ADV,-39,e0:5a:1b:15:b2:ee,MF0029
4713,ADV,-37,e0:5a:1b:15:b2:ee,MF002A
4801,ADV,-36,e0:5a:1b:15:b2:ee,MF002B
4913,ADV,-39,e0:5a:1b:15:b2:ee,MF002C
5019,ADV,-38,e0:5a:1b:15:b2:ee,MF002D
5117,ADV,-36,e0:5a:1b:15:b2:ee,MF002E
5222,ADV,-39,e0:5a:1b:15:b2:ee,MF002F
5326,ADV,-38,e0:5a:1b:15:b2:ee,MF0030
5535,ADV,-40,e0:5a:1b:15:b2:ee,MF0032
5639,ADV,-38,e0:5a:1b:15:b2:ee,MF0033
5747,ADV,-35,e0:5a:1b:15:b2:ee,MF0034
5851,ADV,-39,e0:5a:1b:15:b2:ee,MF0035
5960,ADV,-37,e0:5a:1b:15:b2:ee,MF0037
6063,ADV,-36,e0:5a:1b:15:b2:ee,MF0038
6488,ADV,-38,e0:5a:1b:15:b2:ee,MF003C
6586,ADV,-36,e0:5a:1b:15:b2:ee,MF003D
6693,ADV,-39,e0:5a:1b:15:b2:ee,MF003E
6805,ADV,-38,e0:5a:1b:15:b2:ee,MF003F
6906,ADV,-35,e0:5a:1b:15:b2:ee,MF0040
7015,ADV,-39,e0:5a:1b:15:b2:ee,MF0041
7127,ADV,-39,e0:5a:1b:15:b2:ee,MF0042
7223,ADV,-36,e0:5a:1b:15:b2:ee,MF0043
7327,ADV,-39,e0:5a:1b:15:b2:ee,MF0044
7435,ADV,-38,e0:5a:1b:15:b2:ee,MF0045
