ms,mV,uA,p_mW
# meta, firmware=TXSD_UCCS_D2B_SCAN90, cond_id=4, tag=s4_fixed100, subject=uccs_d2_scan90_d2b
12,3220,56100,180.6
21,3220,55200,177.7
31,3220,55500,178.7
41,3216,55200,177.5
51,3216,55600,178.8
61,3216,55300,177.8
71,3216,54800,176.2
81,3220,56000,180.3
91,3216,54700,175.9
101,3220,56200,181.0
111,3216,54600,175.6
121,3220,56200,181.0
131,3216,54600,175.6
141,3216,56200,180.7
151,3216,54600,175.6
161,3220,56300,181.3
171,3080,141300,435.2
181,3220,55700,179.4
191,3220,55100,177.4
201,3216,55500,178.5
211,3216,55300,177.8
221,3216,55100,177.2
231,3220,55900,180.0
241,3216,54700,175.9
251,3220,56200,181.0
261,3216,54700,175.9
271,3216,56200,180.7
281,3216,54700,175.9
291,3220,56200,181.0
301,3216,54600,175.6
311,3220,56200,181.0
321,3216,54900,176.6
331,3220,56000,180.3
341,3220,55000,177.1
351,3220,55600,179.0
361,3220,55200,177.7
371,3220,55600,179.0
381,3220,55300,178.1
391,3216,54800,176.2
401,3216,56100,180.4
411,3216,54700,175.9
421,3220,56200,181.0
431,3216,54700,175.9
441,3220,56200,181.0
451,3216,54600,175.6
461,3220,56100,180.6
471,3216,54700,175.9
481,3220,56200,181.0
491,3216,55200,177.5
501,3220,55800,179.7
511,3216,55200,177.5
521,3216,55600,178.8
531,3216,55300,177.8
541,3216,55000,176.9
551,3216,55900,179.8
561,3216,54700,175.9
571,3220,56100,180.6
581,3216,54600,175.6
591,3220,56200,181.0
601,3220,54600,175.8
611,3220,56300,181.3
621,3216,54600,175.6
631,3220,56200,181.0
641,3216,54900,176.6
651,3220,55900,180.0
661,3216,58200,187.2
671,3220,57700,185.8
681,3216,55300,177.8
691,3216,55500,178.5
701,3216,55500,178.5
711,3216,54700,175.9
721,3220,56100,180.6
731,3216,54600,175.6
741,3216,56200,180.7
751,3216,54700,175.9
761,3220,56200,181.0
771,3216,54600,175.6
781,3220,56200,181.0
791,3216,54600,175.6
801,3220,56200,181.0
811,3216,55200,177.5
821,3216,55700,179.1
831,3216,55200,177.5
841,3216,55600,178.8
851,3216,55300,177.8
861,3220,55000,177.1
871,3220,56000,180.3
881,3216,54700,175.9
891,3220,56200,181.0
901,3216,54600,175.6
911,3220,56200,181.0
921,3216,54600,175.6
931,3220,56200,181.0
941,3216,54700,175.9
951,3220,56200,181.0
961,3216,55000,176.9
971,3220,55900,180.0
981,3220,55100,177.4
991,3216,55600,178.8
1001,3220,55200,177.7
1011,3220,55500,178.7
1021,3220,55500,178.7
1031,3216,54700,175.9
1041,3220,56100,180.6
1051,3216,54700,175.9
1061,3220,56200,181.0
1071,3216,54600,175.6
1081,3220,56200,181.0
1091,3216,54600,175.6
1101,3216,56200,180.7
1111,3220,54700,176.1
1121,3220,56200,181.0
1131,3216,55200,177.5
1141,3220,55600,179.0
1151,3216,55200,177.5
1161,3104,73100,226.9
1171,3088,205300,634.0
1181,3216,55000,176.9
1191,3220,56000,180.3
1201,3216,54600,175.6
1211,3220,56200,181.0
1221,3216,54600,175.6
1231,3220,56100,180.6
1241,3216,54600,175.6
1251,3220,56200,181.0
1261,3216,127600,410.4
1271,3080,143700,442.6
1281,3216,55000,176.9
1291,3220,55900,180.0
1301,3220,55100,177.4
1311,3220,55600,179.0
1321,3216,55200,177.5
1331,3220,55500,178.7
1341,3216,55600,178.8
1351,3216,54700,175.9
1361,3220,58400,188.0
1371,3216,54700,175.9
1381,3084,206600,637.2
1391,3216,54700,175.9
1401,3220,56200,181.0
1411,3216,54700,175.9
1421,3220,56300,181.3
1431,3216,54700,175.9
1441,3220,56300,181.3
