ms,mV,µA,p_mW
# meta, firmware=TXSD_PowerLogger_PASS_THRU_OFF_v1, trial_index=8, adv_interval_ms=0
13,3252,053200,173.0
23,3252,055400,180.2
33,3252,052300,170.1
43,3252,058200,189.3
53,3248,052300,169.9
63,3252,062700,203.9
73,3252,052400,170.4
83,3256,064400,209.7
93,3252,052900,172.0
103,3248,053200,172.8
113,3252,055700,181.1
123,3252,052300,170.1
133,3252,058600,190.6
143,3252,052200,169.8
153,3256,063000,205.1
163,3252,052500,170.7
173,3252,064700,210.4
183,3252,052900,172.0
193,3252,052900,172.0
203,3256,055800,181.7
213,3252,052400,170.4
223,3252,058800,191.2
233,3252,052300,170.1
243,3252,063200,205.5
253,3252,052700,171.4
263,3256,065200,212.3
273,3252,052900,172.0
283,3252,052800,171.7
293,3252,056100,182.4
303,3252,052300,170.1
313,3252,059200,192.5
323,3248,052200,169.5
333,3256,063300,206.1
343,3248,052700,171.2
353,3252,065500,213.0
363,3252,053000,172.4
373,3248,052700,171.2
383,3256,056300,183.3
393,3252,052300,170.1
403,3252,059500,193.5
413,3252,052300,170.1
423,3252,063300,205.9
433,3252,052700,171.4
443,3252,065900,214.3
453,3252,053200,173.0
463,3248,052600,170.8
473,3252,056700,184.4
483,3252,052300,170.1
493,3252,059800,194.5
503,3248,052300,169.9
513,3252,063400,206.2
523,3252,052800,171.7
533,3252,066300,215.6
543,3252,053500,174.0
553,3244,052500,170.3
563,3252,056900,185.0
573,3252,052200,169.8
583,3256,060200,196.0
593,3252,052200,169.8
603,3252,063300,205.9
613,3252,052800,171.7
623,3252,066600,216.6
633,3252,053800,175.0
643,3244,052400,170.0
653,3256,057400,186.9
663,3252,052300,170.1
673,3256,060500,197.0
683,3252,052200,169.8
693,3256,063500,206.8
703,3252,052800,171.7
713,3252,066700,216.9
723,3252,054100,175.9
733,3244,052400,170.0
743,3252,057500,187.0
753,3252,052300,170.1
763,3256,061000,198.6
773,3248,052200,169.5
783,3252,063400,206.2
793,3252,052800,171.7
803,3252,066600,216.6
813,3252,054500,177.2
823,3244,052400,170.0
833,3252,057700,187.6
843,3248,052200,169.5
853,3256,061500,200.2
863,3252,052300,170.1
873,3248,063600,206.6
883,3252,052800,171.7
893,3252,053200,173.0
903,3256,054800,178.4
913,3244,052300,169.7
923,3252,057800,188.0
933,3248,052200,169.5
943,3256,061900,201.5
953,3252,052300,170.1
963,3252,063800,207.5
973,3252,052800,171.7
983,3252,053200,173.0
993,3252,055200,179.5
1003,3252,052300,170.1
1013,3252,058100,188.9
1023,3252,052200,169.8
1033,3252,062300,202.6
1043,3252,052300,170.1
1053,3252,064100,208.5
1063,3252,052900,172.0
1073,3252,053200,173.0
1083,3252,055400,180.2
1093,3252,052300,170.1
1103,3252,058300,189.6
1113,3248,052300,169.9
1123,3252,062600,203.6
1133,3252,052400,170.4
1143,3252,064400,209.4
1153,3252,052900,172.0
1163,3252,053200,173.0
1173,3256,055700,181.4
1183,3252,052300,170.1
1193,3256,058600,190.8
1203,3252,052300,170.1
1213,3256,063000,205.1
1223,3252,052500,170.7
1233,3252,064800,210.7
1243,3252,052900,172.0
1253,3248,053000,172.1
1263,3256,055800,181.7
1273,3248,052300,169.9
1283,3252,058800,191.2
1293,3248,052300,169.9
1303,3256,063100,205.5
1313,3252,052600,171.1
1323,3252,065200,212.0
1333,3252,052900,172.0
1343,3248,052800,171.5
1353,3252,056100,182.4
1363,3252,052300,170.1
1373,3256,059200,192.8
1383,3252,052200,169.8
1393,3252,063300,205.9
1403,3252,052600,171.1
1413,3252,065600,213.3
1423,3252,053100,172.7
1433,3248,052700,171.2
1443,3252,056400,183.4
1453,3252,052300,170.1
1463,3256,059500,193.7
1473,3248,052200,169.5
1483,3252,063300,205.9
1493,3252,052700,171.4
1503,3252,066000,214.6
1513,3252,053300,173.3
1523,3248,052600,170.8
1533,3252,056700,184.4
1543,3248,052300,169.9
1553,3256,059900,195.0
1563,3248,052300,169.9
1573,3252,063400,206.2
1583,3252,052800,171.7
1593,3252,066300,215.6
1603,3252,053500,174.0
1613,3248,052500,170.5
1623,3252,057000,185.4
1633,3252,052200,169.8
1643,3252,060200,195.8
1653,3252,052300,170.1
1663,3252,063300,205.9
1673,3252,052800,171.7
1683,3252,066500,216.3
1693,3252,053800,175.0
1703,3244,052500,170.3
1713,3256,057300,186.6
1723,3248,052300,169.9
1733,3252,060700,197.4
1743,3252,052300,170.1
1753,3252,063500,206.5
1763,3252,052800,171.7
1773,3252,066700,216.9
1783,3252,054100,175.9
1793,3244,052400,170.0
1803,3256,057500,187.2
1813,3252,052200,169.8
1823,3252,061100,198.7
1833,3248,052200,169.5
1843,3252,063400,206.2
1853,3252,052800,171.7
1863,3252,066600,216.6
1873,3252,054500,177.2
1883,3244,052400,170.0
1893,3252,057700,187.6
1903,3248,052200,169.5
1913,3252,061500,200.0
1923,3252,052200,169.8
1933,3252,063700,207.2
1943,3252,052900,172.0
1953,3252,053100,172.7
1963,3252,054800,178.2
1973,3244,052300,169.7
1983,3252,057800,188.0
1993,3252,052200,169.8
2003,3252,061900,201.3
2013,3252,052200,169.8
2023,3252,063800,207.5
2033,3252,052800,171.7
2043,3252,053200,173.0
2053,3252,055200,179.5
2063,3248,052300,169.9
2073,3252,058000,188.6
2083,3252,052200,169.8
2093,3252,062400,202.9
2103,3252,052400,170.4
2113,3252,064100,208.5
2123,3252,052800,171.7
2133,3248,053200,172.8
2143,3252,055400,180.2
2153,3252,052300,170.1
2163,3256,058300,189.8
2173,3252,052200,169.8
2183,3256,062700,204.2
2193,3248,052400,170.2
2203,3252,064400,209.4
2213,3252,052900,172.0
2223,3252,053100,172.7
2233,3252,055600,180.8
2243,3252,052200,169.8
2253,3252,058700,190.9
2263,3252,052300,170.1
2273,3252,063000,204.9
2283,3252,052500,170.7
2293,3252,064800,210.7
2303,3252,052800,171.7
2313,3248,053000,172.1
2323,3256,055800,181.7
2333,3252,052300,170.1
2343,3256,058800,191.5
2353,3252,052200,169.8
2363,3252,063200,205.5
2373,3252,052600,171.1
2383,3252,065200,212.0
2393,3252,052900,172.0
2403,3248,052800,171.5
2413,3252,056200,182.8
2423,3252,052300,170.1
2433,3252,059200,192.5
2443,3248,052300,169.9
2453,3252,063400,206.2
2463,3248,052700,171.2
2473,3252,065500,213.0
2483,3252,053100,172.7
2493,3248,052700,171.2
2503,3256,056300,183.3
2513,3252,052300,170.1
2523,3252,059500,193.5
2533,3252,052300,170.1
2543,3252,063300,205.9
2553,3252,052800,171.7
2563,3252,066000,214.6
2573,3252,053300,173.3
2583,3248,052600,170.8
2593,3252,056700,184.4
2603,3252,052300,170.1
2613,3252,059900,194.8
2623,3252,052300,170.1
2633,3252,063400,206.2
2643,3252,052800,171.7
2653,3252,066300,215.6
2663,3252,053500,174.0
2673,3248,052600,170.8
2683,3252,057100,185.7
2693,3252,052300,170.1
2703,3252,060300,196.1
2713,3252,052300,170.1
2723,3252,063300,205.9
2733,3252,052800,171.7
2743,3252,066500,216.3
2753,3252,053800,175.0
2763,3244,052400,170.0
2773,3256,057300,186.6
2783,3252,052300,170.1
2793,3256,060600,197.3
2803,3252,052200,169.8
2813,3252,063400,206.2
2823,3248,052800,171.5
2833,3256,066600,216.8
2843,3252,054100,175.9
2853,3248,052400,170.2
2863,3252,057400,186.7
2873,3252,052300,170.1
2883,3252,061000,198.4
2893,3248,052200,169.5
2903,3252,063400,206.2
2913,3252,052800,171.7
2923,3252,066600,216.6
2933,3252,054500,177.2
2943,3244,052400,170.0
2953,3252,057700,187.6
2963,3248,052300,169.9
2973,3252,061500,200.0
2983,3248,052300,169.9
2993,3252,063600,206.8
3003,3252,052800,171.7
3013,3252,053200,173.0
3023,3256,054800,178.4
3033,3244,052300,169.7
3043,3252,057800,188.0
3053,3252,052200,169.8
3063,3252,061900,201.3
3073,3252,052200,169.8
3083,3252,063900,207.8
3093,3252,052900,172.0
3103,3252,053200,173.0
3113,3252,055200,179.5
3123,3252,052300,170.1
3133,3252,058100,188.9
3143,3252,052200,169.8
3153,3252,062400,202.9
3163,3252,052400,170.4
3173,3252,064100,208.5
3183,3252,052900,172.0
3193,3252,053200,173.0
3203,3252,055400,180.2
3213,3248,052400,170.2
3223,3256,058400,190.2
3233,3248,052300,169.9
3243,3252,062700,203.9
3253,3252,052500,170.7
3263,3252,064500,209.8
3273,3252,052900,172.0
3283,3252,053100,172.7
3293,3252,055700,181.1
3303,3252,052300,170.1
3313,3252,058700,190.9
3323,3252,052200,169.8
3333,3256,063100,205.5
3343,3252,052600,171.1
3353,3252,064800,210.7
3363,3252,052800,171.7
3373,3248,053000,172.1
3383,3252,055800,181.5
3393,3252,052300,170.1
3403,3256,058900,191.8
3413,3252,052300,170.1
3423,3256,063200,205.8
3433,3248,052600,170.8
3443,3252,065300,212.4
3453,3252,053000,172.4
3463,3248,052800,171.5
3473,3252,056200,182.8
3483,3252,052300,170.1
3493,3256,059300,193.1
3503,3248,052300,169.9
3513,3252,063400,206.2
3523,3252,052700,171.4
3533,3252,065700,213.7
3543,3252,053100,172.7
3553,3248,052700,171.2
3563,3256,056400,183.6
3573,3252,052200,169.8
3583,3252,059600,193.8
3593,3252,052300,170.1
3603,3256,063300,206.1
3613,3252,052700,171.4
3623,3252,066000,214.6
3633,3252,053300,173.3
3643,3248,052600,170.8
3653,3252,056800,184.7
3663,3252,052200,169.8
3673,3252,060000,195.1
3683,3252,052200,169.8
3693,3252,063400,206.2
3703,3252,052700,171.4
3713,3252,066400,215.9
