ms,event,rssi,seq,label,addr,mfd
# meta, firmware=RX_UCCS_D2B_SCAN90, buf_size=512
# condition_label=F4-00-500
472,ADV,-37,20,F4-00-500,e0:5a:1b:15:c4:ca,20_F4-00-500
1495,ADV,-39,30,F4-00-500,e0:5a:1b:15:c4:ca,30_F4-00-500
2004,ADV,-38,35,F4-00-500,e0:5a:1b:15:c4:ca,35_F4-00-500
2504,ADV,-39,40,F4-00-500,e0:5a:1b:15:c4:ca,40_F4-00-500
3016,ADV,-38,45,F4-00-500,e0:5a:1b:15:c4:ca,45_F4-00-500
3527,ADV,-38,50,F4-00-500,e0:5a:1b:15:c4:ca,50_F4-00-500
4025,ADV,-47,55,F4-00-500,e0:5a:1b:15:c4:ca,55_F4-00-500
4534,ADV,-46,60,F4-00-500,e0:5a:1b:15:c4:ca,60_F4-00-500
5045,ADV,-46,65,F4-00-500,e0:5a:1b:15:c4:ca,65_F4-00-500
5544,ADV,-47,70,F4-00-500,e0:5a:1b:15:c4:ca,70_F4-00-500
6051,ADV,-47,75,F4-00-500,e0:5a:1b:15:c4:ca,75_F4-00-500
6552,ADV,-46,80,F4-00-500,e0:5a:1b:15:c4:ca,80_F4-00-500
7047,ADV,-47,85,F4-00-500,e0:5a:1b:15:c4:ca,85_F4-00-500
7548,ADV,-37,90,F4-06-500,e0:5a:1b:15:c4:ca,90_F4-06-500
8054,ADV,-36,95,F4-07-500,e0:5a:1b:15:c4:ca,95_F4-07-500
9056,ADV,-36,105,F4-11-500,e0:5a:1b:15:c4:ca,105_F4-11-500
9564,ADV,-38,110,F4-11-500,e0:5a:1b:15:c4:ca,110_F4-11-500
10080,ADV,-36,115,F4-11-500,e0:5a:1b:15:c4:ca,115_F4-11-500
11079,ADV,-39,125,F4-10-500,e0:5a:1b:15:c4:ca,125_F4-10-500
11590,ADV,-38,130,F4-10-500,e0:5a:1b:15:c4:ca,130_F4-10-500
12081,ADV,-39,135,F4-10-500,e0:5a:1b:15:c4:ca,135_F4-10-500
12589,ADV,-39,140,F4-10-500,e0:5a:1b:15:c4:ca,140_F4-10-500
13100,ADV,-36,145,F4-10-500,e0:5a:1b:15:c4:ca,145_F4-10-500
13606,ADV,-39,150,F4-10-500,e0:5a:1b:15:c4:ca,150_F4-10-500
14107,ADV,-46,155,F4-10-500,e0:5a:1b:15:c4:ca,155_F4-10-500
14612,ADV,-46,160,F4-10-500,e0:5a:1b:15:c4:ca,160_F4-10-500
15122,ADV,-47,165,F4-10-500,e0:5a:1b:15:c4:ca,165_F4-10-500
16138,ADV,-47,175,F4-10-500,e0:5a:1b:15:c4:ca,175_F4-10-500
16647,ADV,-46,180,F4-10-500,e0:5a:1b:15:c4:ca,180_F4-10-500
17155,ADV,-36,185,F4-10-500,e0:5a:1b:15:c4:ca,185_F4-10-500
17664,ADV,-36,190,F4-10-500,e0:5a:1b:15:c4:ca,190_F4-10-500
18162,ADV,-37,195,F4-10-500,e0:5a:1b:15:c4:ca,195_F4-10-500
18667,ADV,-36,200,F4-10-500,e0:5a:1b:15:c4:ca,200_F4-10-500
19169,ADV,-37,205,F4-10-500,e0:5a:1b:15:c4:ca,205_F4-10-500
19676,ADV,-37,210,F4-10-500,e0:5a:1b:15:c4:ca,210_F4-10-500
20689,ADV,-39,220,F4-10-500,e0:5a:1b:15:c4:ca,220_F4-10-500
21185,ADV,-39,225,F4-10-500,e0:5a:1b:15:c4:ca,225_F4-10-500
21696,ADV,-38,230,F4-10-500,e0:5a:1b:15:c4:ca,230_F4-10-500
22196,ADV,-38,235,F4-10-500,e0:5a:1b:15:c4:ca,235_F4-10-500
22706,ADV,-38,240,F4-10-500,e0:5a:1b:15:c4:ca,240_F4-10-500
23203,ADV,-105,245,F4-06-500,e0:5a:1b:15:c4:ca,245_F4-06-500
23727,ADV,-46,250,F4-06-500,e0:5a:1b:15:c4:ca,250_F4-06-500
24226,ADV,-47,255,F4-06-500,e0:5a:1b:15:c4:ca,255_F4-06-500
24724,ADV,-46,260,F4-06-500,e0:5a:1b:15:c4:ca,260_F4-06-500
25232,ADV,-46,265,F4-06-500,e0:5a:1b:15:c4:ca,265_F4-06-500
25767,ADV,-47,270,F4-06-500,e0:5a:1b:15:c4:ca,270_F4-06-500
26244,ADV,-45,275,F4-06-500,e0:5a:1b:15:c4:ca,275_F4-06-500
26746,ADV,-36,280,F4-06-500,e0:5a:1b:15:c4:ca,280_F4-06-500
27255,ADV,-36,285,F4-06-500,e0:5a:1b:15:c4:ca,285_F4-06-500
27747,ADV,-36,290,F4-06-500,e0:5a:1b:15:c4:ca,290_F4-06-500
28255,ADV,-36,295,F4-06-500,e0:5a:1b:15:c4:ca,295_F4-06-500
28766,ADV,-36,300,F4-06-500,e0:5a:1b:15:c4:ca,300_F4-06-500
29270,ADV,-36,305,F4-06-500,e0:5a:1b:15:c4:ca,305_F4-06-500
30293,ADV,-39,315,F4-06-500,e0:5a:1b:15:c4:ca,315_F4-06-500
30791,ADV,-39,320,F4-06-500,e0:5a:1b:15:c4:ca,320_F4-06-500
31302,ADV,-39,325,F4-06-500,e0:5a:1b:15:c4:ca,325_F4-06-500
31794,ADV,-39,330,F4-06-500,e0:5a:1b:15:c4:ca,330_F4-06-500
32304,ADV,-38,335,F4-06-500,e0:5a:1b:15:c4:ca,335_F4-06-500
33321,ADV,-47,345,F4-07-500,e0:5a:1b:15:c4:ca,345_F4-07-500
33826,ADV,-47,350,F4-07-500,e0:5a:1b:15:c4:ca,350_F4-07-500
34328,ADV,-46,355,F4-07-500,e0:5a:1b:15:c4:ca,355_F4-07-500
34837,ADV,-45,360,F4-07-500,e0:5a:1b:15:c4:ca,360_F4-07-500
35343,ADV,-46,365,F4-11-500,e0:5a:1b:15:c4:ca,365_F4-11-500
35845,ADV,-47,370,F4-11-500,e0:5a:1b:15:c4:ca,370_F4-11-500
36352,ADV,-36,375,F4-11-500,e0:5a:1b:15:c4:ca,375_F4-11-500
36861,ADV,-36,380,F4-04-500,e0:5a:1b:15:c4:ca,380_F4-04-500
37870,ADV,-36,390,F4-04-500,e0:5a:1b:15:c4:ca,390_F4-04-500
38389,ADV,-36,395,F4-04-500,e0:5a:1b:15:c4:ca,395_F4-04-500
38887,ADV,-36,400,F4-04-500,e0:5a:1b:15:c4:ca,400_F4-04-500
39896,ADV,-39,410,F4-04-500,e0:5a:1b:15:c4:ca,410_F4-04-500
40391,ADV,-39,415,F4-04-500,e0:5a:1b:15:c4:ca,415_F4-04-500
40891,ADV,-39,420,F4-04-500,e0:5a:1b:15:c4:ca,420_F4-04-500
41399,ADV,-39,425,F4-04-500,e0:5a:1b:15:c4:ca,425_F4-04-500
41907,ADV,-39,430,F4-10-500,e0:5a:1b:15:c4:ca,430_F4-10-500
42406,ADV,-38,435,F4-10-500,e0:5a:1b:15:c4:ca,435_F4-10-500
42910,ADV,-47,440,F4-10-500,e0:5a:1b:15:c4:ca,440_F4-10-500
43420,ADV,-47,445,F4-10-500,e0:5a:1b:15:c4:ca,445_F4-10-500
43924,ADV,-47,450,F4-10-500,e0:5a:1b:15:c4:ca,450_F4-10-500
44433,ADV,-47,455,F4-10-500,e0:5a:1b:15:c4:ca,455_F4-10-500
44939,ADV,-47,460,F4-10-500,e0:5a:1b:15:c4:ca,460_F4-10-500
45447,ADV,-46,465,F4-10-500,e0:5a:1b:15:c4:ca,465_F4-10-500
45947,ADV,-36,470,F4-10-500,e0:5a:1b:15:c4:ca,470_F4-10-500
46456,ADV,-36,475,F4-10-500,e0:5a:1b:15:c4:ca,475_F4-10-500
46959,ADV,-39,480,F4-10-500,e0:5a:1b:15:c4:ca,480_F4-10-500
47460,ADV,-37,485,F4-10-500,e0:5a:1b:15:c4:ca,485_F4-10-500
47973,ADV,-36,490,F4-10-500,e0:5a:1b:15:c4:ca,490_F4-10-500
48473,ADV,-36,495,F4-10-500,e0:5a:1b:15:c4:ca,495_F4-10-500
49481,ADV,-39,505,F4-10-500,e0:5a:1b:15:c4:ca,505_F4-10-500
49990,ADV,-39,510,F4-10-500,e0:5a:1b:15:c4:ca,510_F4-10-500
50505,ADV,-39,515,F4-10-500,e0:5a:1b:15:c4:ca,515_F4-10-500
51000,ADV,-36,520,F4-10-500,e0:5a:1b:15:c4:ca,520_F4-10-500
51505,ADV,-39,525,F4-10-500,e0:5a:1b:15:c4:ca,525_F4-10-500
52005,ADV,-39,530,F4-10-500,e0:5a:1b:15:c4:ca,530_F4-10-500
52527,ADV,-47,535,F4-10-500,e0:5a:1b:15:c4:ca,535_F4-10-500
53024,ADV,-47,540,F4-10-500,e0:5a:1b:15:c4:ca,540_F4-10-500
53525,ADV,-47,545,F4-10-500,e0:5a:1b:15:c4:ca,545_F4-10-500
54048,ADV,-47,550,F4-10-500,e0:5a:1b:15:c4:ca,550_F4-10-500
54542,ADV,-47,555,F4-10-500,e0:5a:1b:15:c4:ca,555_F4-10-500
55039,ADV,-46,560,F4-10-500,e0:5a:1b:15:c4:ca,560_F4-10-500
56040,ADV,-36,570,F4-10-500,e0:5a:1b:15:c4:ca,570_F4-10-500
56547,ADV,-36,575,F4-10-500,e0:5a:1b:15:c4:ca,575_F4-10-500
57055,ADV,-39,585,F4-10-500,e0:5a:1b:15:c4:ca,585_F4-10-500
57557,ADV,-36,590,F4-10-500,e0:5a:1b:15:c4:ca,590_F4-10-500
58060,ADV,-36,595,F4-10-500,e0:5a:1b:15:c4:ca,595_F4-10-500
58566,ADV,-36,600,F4-10-500,e0:5a:1b:15:c4:ca,600_F4-10-500
59073,ADV,-38,605,F4-03-500,e0:5a:1b:15:c4:ca,605_F4-03-500
59583,ADV,-38,610,F4-03-500,e0:5a:1b:15:c4:ca,610_F4-03-500
60084,ADV,-39,615,F4-07-500,e0:5a:1b:15:c4:ca,615_F4-07-500
60584,ADV,-39,620,F4-07-500,e0:5a:1b:15:c4:ca,620_F4-07-500
61085,ADV,-39,625,F4-07-500,e0:5a:1b:15:c4:ca,625_F4-07-500
61588,ADV,-39,630,F4-07-500,e0:5a:1b:15:c4:ca,630_F4-07-500
62603,ADV,-45,640,F4-07-500,e0:5a:1b:15:c4:ca,640_F4-07-500
63107,ADV,-47,645,F4-03-500,e0:5a:1b:15:c4:ca,645_F4-03-500
63638,ADV,-47,650,F4-03-500,e0:5a:1b:15:c4:ca,650_F4-03-500
64122,ADV,-46,655,F4-03-500,e0:5a:1b:15:c4:ca,655_F4-03-500
64630,ADV,-47,660,F4-03-500,e0:5a:1b:15:c4:ca,660_F4-03-500
65644,ADV,-36,670,F4-03-500,e0:5a:1b:15:c4:ca,670_F4-03-500
66145,ADV,-36,675,F4-03-500,e0:5a:1b:15:c4:ca,675_F4-03-500
66651,ADV,-37,680,F4-09-500,e0:5a:1b:15:c4:ca,680_F4-09-500
67156,ADV,-38,685,F4-09-500,e0:5a:1b:15:c4:ca,685_F4-09-500
67656,ADV,-36,690,F4-09-500,e0:5a:1b:15:c4:ca,690_F4-09-500
68164,ADV,-36,695,F4-09-500,e0:5a:1b:15:c4:ca,695_F4-09-500
68669,ADV,-38,700,F4-09-500,e0:5a:1b:15:c4:ca,700_F4-09-500
69175,ADV,-39,705,F4-09-500,e0:5a:1b:15:c4:ca,705_F4-09-500
69675,ADV,-36,710,F4-09-500,e0:5a:1b:15:c4:ca,710_F4-09-500
70176,ADV,-39,715,F4-08-500,e0:5a:1b:15:c4:ca,715_F4-08-500
70682,ADV,-39,720,F4-08-500,e0:5a:1b:15:c4:ca,720_F4-08-500
71191,ADV,-38,725,F4-07-500,e0:5a:1b:15:c4:ca,725_F4-07-500
72209,ADV,-47,735,F4-07-500,e0:5a:1b:15:c4:ca,735_F4-07-500
72709,ADV,-46,740,F4-07-500,e0:5a:1b:15:c4:ca,740_F4-07-500
73209,ADV,-46,745,F4-07-500,e0:5a:1b:15:c4:ca,745_F4-07-500
73717,ADV,-47,750,F4-07-500,e0:5a:1b:15:c4:ca,750_F4-07-500
74222,ADV,-47,755,F4-07-500,e0:5a:1b:15:c4:ca,755_F4-07-500
74725,ADV,-46,760,F4-07-500,e0:5a:1b:15:c4:ca,760_F4-07-500
75739,ADV,-36,770,F4-07-500,e0:5a:1b:15:c4:ca,770_F4-07-500
76241,ADV,-36,775,F4-00-500,e0:5a:1b:15:c4:ca,775_F4-00-500
76750,ADV,-36,780,F4-00-500,e0:5a:1b:15:c4:ca,780_F4-00-500
77257,ADV,-36,785,F4-00-500,e0:5a:1b:15:c4:ca,785_F4-00-500
77754,ADV,-36,790,F4-00-500,e0:5a:1b:15:c4:ca,790_F4-00-500
78767,ADV,-39,800,F4-07-500,e0:5a:1b:15:c4:ca,800_F4-07-500
79275,ADV,-39,805,F4-07-500,e0:5a:1b:15:c4:ca,805_F4-07-500
79781,ADV,-39,810,F4-07-500,e0:5a:1b:15:c4:ca,810_F4-07-500
80284,ADV,-39,815,F4-07-500,e0:5a:1b:15:c4:ca,815_F4-07-500
80790,ADV,-36,820,F4-07-500,e0:5a:1b:15:c4:ca,820_F4-07-500
81809,ADV,-47,830,F4-07-500,e0:5a:1b:15:c4:ca,830_F4-07-500
82309,ADV,-47,835,F4-07-500,e0:5a:1b:15:c4:ca,835_F4-07-500
82810,ADV,-46,840,F4-07-500,e0:5a:1b:15:c4:ca,840_F4-07-500
83318,ADV,-47,845,F4-07-500,e0:5a:1b:15:c4:ca,845_F4-07-500
83823,ADV,-47,850,F4-07-500,e0:5a:1b:15:c4:ca,850_F4-07-500
84830,ADV,-36,860,F4-04-500,e0:5a:1b:15:c4:ca,860_F4-04-500
85336,ADV,-36,865,F4-04-500,e0:5a:1b:15:c4:ca,865_F4-04-500
85842,ADV,-37,870,F4-04-500,e0:5a:1b:15:c4:ca,870_F4-04-500
86346,ADV,-36,875,F4-04-500,e0:5a:1b:15:c4:ca,875_F4-04-500
86857,ADV,-36,880,F4-04-500,e0:5a:1b:15:c4:ca,880_F4-04-500
87356,ADV,-37,885,F4-04-500,e0:5a:1b:15:c4:ca,885_F4-04-500
88367,ADV,-38,895,F4-04-500,e0:5a:1b:15:c4:ca,895_F4-04-500
88869,ADV,-38,900,F4-04-500,e0:5a:1b:15:c4:ca,900_F4-04-500
89373,ADV,-38,905,F4-04-500,e0:5a:1b:15:c4:ca,905_F4-04-500
90398,ADV,-38,915,F4-04-500,e0:5a:1b:15:c4:ca,915_F4-04-500
91900,ADV,-46,930,F4-04-500,e0:5a:1b:15:c4:ca,930_F4-04-500
92404,ADV,-46,935,F4-04-500,e0:5a:1b:15:c4:ca,935_F4-04-500
92909,ADV,-47,940,F4-04-500,e0:5a:1b:15:c4:ca,940_F4-04-500
93409,ADV,-47,945,F4-04-500,e0:5a:1b:15:c4:ca,945_F4-04-500
93927,ADV,-47,950,F4-04-500,e0:5a:1b:15:c4:ca,950_F4-04-500
94919,ADV,-36,960,F4-04-500,e0:5a:1b:15:c4:ca,960_F4-04-500
95420,ADV,-38,965,F4-06-500,e0:5a:1b:15:c4:ca,965_F4-06-500
95931,ADV,-36,970,F4-06-500,e0:5a:1b:15:c4:ca,970_F4-06-500
96431,ADV,-36,975,F4-06-500,e0:5a:1b:15:c4:ca,975_F4-06-500
96935,ADV,-36,980,F4-06-500,e0:5a:1b:15:c4:ca,980_F4-06-500
97949,ADV,-39,990,F4-06-500,e0:5a:1b:15:c4:ca,990_F4-06-500
98459,ADV,-39,995,F4-06-500,e0:5a:1b:15:c4:ca,995_F4-06-500
98968,ADV,-38,1000,F4-06-500,e0:5a:1b:15:c4:ca,1000_F4-06-500
99468,ADV,-39,1005,F4-06-500,e0:5a:1b:15:c4:ca,1005_F4-06-500
99970,ADV,-38,1010,F4-06-500,e0:5a:1b:15:c4:ca,1010_F4-06-500
100475,ADV,-38,1015,F4-06-500,e0:5a:1b:15:c4:ca,1015_F4-06-500
101489,ADV,-46,1025,F4-06-500,e0:5a:1b:15:c4:ca,1025_F4-06-500
101993,ADV,-47,1030,F4-06-500,e0:5a:1b:15:c4:ca,1030_F4-06-500
102502,ADV,-47,1035,F4-05-500,e0:5a:1b:15:c4:ca,1035_F4-05-500
103014,ADV,-47,1040,F4-05-500,e0:5a:1b:15:c4:ca,1040_F4-05-500
103528,ADV,-46,1045,F4-05-500,e0:5a:1b:15:c4:ca,1045_F4-05-500
104530,ADV,-37,1055,F4-09-500,e0:5a:1b:15:c4:ca,1055_F4-09-500
105036,ADV,-37,1060,F4-09-500,e0:5a:1b:15:c4:ca,1060_F4-09-500
105544,ADV,-36,1065,F4-09-500,e0:5a:1b:15:c4:ca,1065_F4-09-500
106051,ADV,-36,1070,F4-09-500,e0:5a:1b:15:c4:ca,1070_F4-09-500
106558,ADV,-36,1075,F4-09-500,e0:5a:1b:15:c4:ca,1075_F4-09-500
107109,ADV,-39,1080,F4-09-500,e0:5a:1b:15:c4:ca,1080_F4-09-500
107572,ADV,-36,1085,F4-09-500,e0:5a:1b:15:c4:ca,1085_F4-09-500
108081,ADV,-35,1090,F4-02-500,e0:5a:1b:15:c4:ca,1090_F4-02-500
108584,ADV,-39,1095,F4-02-500,e0:5a:1b:15:c4:ca,1095_F4-02-500
109101,ADV,-39,1100,F4-02-500,e0:5a:1b:15:c4:ca,1100_F4-02-500
109608,ADV,-39,1105,F4-02-500,e0:5a:1b:15:c4:ca,1105_F4-02-500
110608,ADV,-46,1115,F4-02-500,e0:5a:1b:15:c4:ca,1115_F4-02-500
111114,ADV,-46,1120,F4-02-500,e0:5a:1b:15:c4:ca,1120_F4-02-500
111612,ADV,-47,1125,F4-02-500,e0:5a:1b:15:c4:ca,1125_F4-02-500
112113,ADV,-47,1130,F4-04-500,e0:5a:1b:15:c4:ca,1130_F4-04-500
112619,ADV,-46,1135,F4-04-500,e0:5a:1b:15:c4:ca,1135_F4-04-500
113117,ADV,-47,1140,F4-04-500,e0:5a:1b:15:c4:ca,1140_F4-04-500
114125,ADV,-36,1150,F4-04-500,e0:5a:1b:15:c4:ca,1150_F4-04-500
114637,ADV,-36,1155,F4-04-500,e0:5a:1b:15:c4:ca,1155_F4-04-500
115140,ADV,-36,1160,F4-04-500,e0:5a:1b:15:c4:ca,1160_F4-04-500
115644,ADV,-36,1165,F4-04-500,e0:5a:1b:15:c4:ca,1165_F4-04-500
116149,ADV,-37,1170,F4-04-500,e0:5a:1b:15:c4:ca,1170_F4-04-500
117163,ADV,-39,1180,F4-04-500,e0:5a:1b:15:c4:ca,1180_F4-04-500
117666,ADV,-38,1185,F4-04-500,e0:5a:1b:15:c4:ca,1185_F4-04-500
118168,ADV,-39,1190,F4-04-500,e0:5a:1b:15:c4:ca,1190_F4-04-500
118681,ADV,-38,1195,F4-04-500,e0:5a:1b:15:c4:ca,1195_F4-04-500
119179,ADV,-39,1200,F4-04-500,e0:5a:1b:15:c4:ca,1200_F4-04-500
119683,ADV,-36,1210,F4-04-500,e0:5a:1b:15:c4:ca,1210_F4-04-500
120688,ADV,-47,1220,F4-04-500,e0:5a:1b:15:c4:ca,1220_F4-04-500
121207,ADV,-47,1225,F4-09-500,e0:5a:1b:15:c4:ca,1225_F4-09-500
121702,ADV,-47,1230,F4-09-500,e0:5a:1b:15:c4:ca,1230_F4-09-500
122208,ADV,-47,1235,F4-09-500,e0:5a:1b:15:c4:ca,1235_F4-09-500
122710,ADV,-46,1240,F4-09-500,e0:5a:1b:15:c4:ca,1240_F4-09-500
123715,ADV,-36,1250,F4-09-500,e0:5a:1b:15:c4:ca,1250_F4-09-500
124734,ADV,-36,1260,F4-09-500,e0:5a:1b:15:c4:ca,1260_F4-09-500
125240,ADV,-36,1265,F4-09-500,e0:5a:1b:15:c4:ca,1265_F4-09-500
125745,ADV,-37,1270,F4-09-500,e0:5a:1b:15:c4:ca,1270_F4-09-500
126757,ADV,-39,1280,F4-09-500,e0:5a:1b:15:c4:ca,1280_F4-09-500
127268,ADV,-39,1285,F4-00-500,e0:5a:1b:15:c4:ca,1285_F4-00-500
127768,ADV,-39,1290,F4-00-500,e0:5a:1b:15:c4:ca,1290_F4-00-500
128274,ADV,-39,1295,F4-00-500,e0:5a:1b:15:c4:ca,1295_F4-00-500
128783,ADV,-38,1300,F4-09-500,e0:5a:1b:15:c4:ca,1300_F4-09-500
129285,ADV,-39,1305,F4-09-500,e0:5a:1b:15:c4:ca,1305_F4-09-500
129792,ADV,-45,1310,F4-09-500,e0:5a:1b:15:c4:ca,1310_F4-09-500
130331,ADV,-46,1315,F4-09-500,e0:5a:1b:15:c4:ca,1315_F4-09-500
130811,ADV,-47,1320,F4-09-500,e0:5a:1b:15:c4:ca,1320_F4-09-500
131315,ADV,-46,1325,F4-09-500,e0:5a:1b:15:c4:ca,1325_F4-09-500
131822,ADV,-47,1330,F4-09-500,e0:5a:1b:15:c4:ca,1330_F4-09-500
132326,ADV,-47,1335,F4-09-500,e0:5a:1b:15:c4:ca,1335_F4-09-500
132833,ADV,-36,1340,F4-09-500,e0:5a:1b:15:c4:ca,1340_F4-09-500
133339,ADV,-36,1345,F4-09-500,e0:5a:1b:15:c4:ca,1345_F4-09-500
133840,ADV,-37,1350,F4-09-500,e0:5a:1b:15:c4:ca,1350_F4-09-500
134359,ADV,-36,1355,F4-09-500,e0:5a:1b:15:c4:ca,1355_F4-09-500
134856,ADV,-36,1360,F4-09-500,e0:5a:1b:15:c4:ca,1360_F4-09-500
135360,ADV,-38,1365,F4-09-500,e0:5a:1b:15:c4:ca,1365_F4-09-500
136369,ADV,-39,1375,F4-09-500,e0:5a:1b:15:c4:ca,1375_F4-09-500
136877,ADV,-39,1380,F4-09-500,e0:5a:1b:15:c4:ca,1380_F4-09-500
