scenario_id,env_id,prior_env_id,actions,tau_s,epsilon,rep,method,reward_mode,cost_unit,avg_cost,violation_rate,violations_first_100,regret_vs_oracle
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,19,safe_ucb_warm,per_60s,mJ_per_60s,1517.319760939565,0.0,0.0,0.0
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,19,ucb,per_60s,mJ_per_60s,1076.8940640646333,0.553,55.0,-440425.6968749317
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,19,fixed_ccs,per_60s,mJ_per_60s,1094.6992989418964,0.107,12.0,-422620.4619976687
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,19,oracle,per_60s,mJ_per_60s,1517.319760939565,0.0,0.0,0.0
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,20,safe_ucb_warm,per_60s,mJ_per_60s,1514.0662459967195,0.0,0.0,0.0
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,20,ucb,per_60s,mJ_per_60s,1075.61844883407,0.55,56.0,-438447.79716264945
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,20,fixed_ccs,per_60s,mJ_per_60s,1092.7871327683579,0.114,12.0,-421279.1132283616
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,20,oracle,per_60s,mJ_per_60s,1514.0662459967195,0.0,0.0,0.0
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,21,safe_ucb_warm,per_60s,mJ_per_60s,1524.8030651944068,0.0,0.0,0.0
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,21,ucb,per_60s,mJ_per_60s,1078.4538886064365,0.534,54.0,-446349.1765879702
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,21,fixed_ccs,per_60s,mJ_per_60s,1099.0974103733085,0.094,10.0,-425705.6548210983
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,21,oracle,per_60s,mJ_per_60s,1524.8030651944068,0.0,0.0,0.0
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,22,safe_ucb_warm,per_60s,mJ_per_60s,1519.4933785726407,0.0,0.0,0.0
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,22,ucb,per_60s,mJ_per_60s,1077.183849933893,0.537,56.0,-442309.52863874775
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,22,fixed_ccs,per_60s,mJ_per_60s,1095.9767844261153,0.094,7.0,-423516.5941465255
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,22,oracle,per_60s,mJ_per_60s,1519.4933785726407,0.0,0.0,0.0
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,23,safe_ucb_warm,per_60s,mJ_per_60s,1527.0353996295755,0.0,0.0,0.0
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,23,ucb,per_60s,mJ_per_60s,1079.1030970563236,0.512,50.0,-447932.30257325177
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,23,fixed_ccs,per_60s,mJ_per_60s,1100.4094050836288,0.092,13.0,-426625.9945459466
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,23,oracle,per_60s,mJ_per_60s,1527.0353996295755,0.0,0.0,0.0
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,24,safe_ucb_warm,per_60s,mJ_per_60s,1526.451942061247,0.0,0.0,0.0
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,24,ucb,per_60s,mJ_per_60s,1079.2635577776175,0.535,51.0,-447188.3842836295
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,24,fixed_ccs,per_60s,mJ_per_60s,1100.0664935416655,0.106,9.0,-426385.44851958146
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,24,oracle,per_60s,mJ_per_60s,1526.451942061247,0.0,0.0,0.0
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,25,safe_ucb_warm,per_60s,mJ_per_60s,1510.2896608743029,0.0,0.0,0.0
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,25,ucb,per_60s,mJ_per_60s,1074.205776634421,0.591,62.0,-436083.884239882
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,25,fixed_ccs,per_60s,mJ_per_60s,1090.5675461214762,0.117,9.0,-419722.11475282675
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,25,oracle,per_60s,mJ_per_60s,1510.2896608743029,0.0,0.0,0.0
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,26,safe_ucb_warm,per_60s,mJ_per_60s,1513.545884615981,0.0,0.0,0.0
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,26,ucb,per_60s,mJ_per_60s,1075.5118388308106,0.562,54.0,-438034.0457851705
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,26,fixed_ccs,per_60s,mJ_per_60s,1092.4813043189004,0.103,13.0,-421064.58029708057
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,26,oracle,per_60s,mJ_per_60s,1513.545884615981,0.0,0.0,0.0
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,27,safe_ucb_warm,per_60s,mJ_per_60s,1519.535270229543,0.0,0.0,0.0
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,27,ucb,per_60s,mJ_per_60s,1077.154594404286,0.556,52.0,-442380.67582525685
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,27,fixed_ccs,per_60s,mJ_per_60s,1096.0014051242497,0.124,8.0,-423533.8651052932
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,27,oracle,per_60s,mJ_per_60s,1519.535270229543,0.0,0.0,0.0
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,28,safe_ucb_warm,per_60s,mJ_per_60s,1510.4646938475482,0.0,0.0,0.0
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,28,ucb,per_60s,mJ_per_60s,1074.7744336494836,0.539,52.0,-435690.2601980646
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,28,fixed_ccs,per_60s,mJ_per_60s,1090.6704170584712,0.114,13.0,-419794.2767890771
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,28,oracle,per_60s,mJ_per_60s,1510.4646938475482,0.0,0.0,0.0
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,29,safe_ucb_warm,per_60s,mJ_per_60s,1525.206210094135,0.0,0.0,0.0
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,29,ucb,per_60s,mJ_per_60s,1078.5928324805532,0.553,58.0,-446613.37761358195
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,29,fixed_ccs,per_60s,mJ_per_60s,1099.3343479788948,0.101,13.0,-425871.8621152402
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,29,oracle,per_60s,mJ_per_60s,1525.206210094135,0.0,0.0,0.0
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,30,safe_ucb_warm,per_60s,mJ_per_60s,1530.5653269966772,0.0,0.0,0.0
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,30,ucb,per_60s,mJ_per_60s,1080.1073411057714,0.558,63.0,-450457.9858909056
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,30,fixed_ccs,per_60s,mJ_per_60s,1102.484025248278,0.131,14.0,-428081.30174839916
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,30,oracle,per_60s,mJ_per_60s,1530.5653269966772,0.0,0.0,0.0
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,31,safe_ucb_warm,per_60s,mJ_per_60s,1512.0615204046962,0.0,0.0,0.0
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,31,ucb,per_60s,mJ_per_60s,1075.1325086957277,0.574,56.0,-436929.01170896855
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,31,fixed_ccs,per_60s,mJ_per_60s,1091.608909052893,0.112,17.0,-420452.6113518032
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,31,oracle,per_60s,mJ_per_60s,1512.0615204046962,0.0,0.0,0.0
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,32,safe_ucb_warm,per_60s,mJ_per_60s,1521.976730804095,0.0,0.0,0.0
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,32,ucb,per_60s,mJ_per_60s,1077.7311090303801,0.586,56.0,-444245.6217737149
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,32,fixed_ccs,per_60s,mJ_per_60s,1097.436308115845,0.11,9.0,-424540.4226882502
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,32,oracle,per_60s,mJ_per_60s,1521.976730804095,0.0,0.0,0.0
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,33,safe_ucb_warm,per_60s,mJ_per_60s,1529.8281713862193,0.0,0.0,0.0
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,33,ucb,per_60s,mJ_per_60s,1079.888313602124,0.56,54.0,-449939.8577840952
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,33,fixed_ccs,per_60s,mJ_per_60s,1102.0507818030487,0.106,10.0,-427777.38958317065
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,33,oracle,per_60s,mJ_per_60s,1529.8281713862193,0.0,0.0,0.0
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,34,safe_ucb_warm,per_60s,mJ_per_60s,1508.2907351908132,0.0,0.0,0.0
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,34,ucb,per_60s,mJ_per_60s,1073.5502683766451,0.534,52.0,-434740.46681416803
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,34,fixed_ccs,per_60s,mJ_per_60s,1089.3927311467385,0.108,6.0,-418898.0040440748
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,34,oracle,per_60s,mJ_per_60s,1508.2907351908132,0.0,0.0,0.0
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,35,safe_ucb_warm,per_60s,mJ_per_60s,1512.5186148042972,0.0,0.0,0.0
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,35,ucb,per_60s,mJ_per_60s,1074.8616623169546,0.556,64.0,-437656.9524873425
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,35,fixed_ccs,per_60s,mJ_per_60s,1091.8775540305173,0.127,11.0,-420641.0607737799
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,35,oracle,per_60s,mJ_per_60s,1512.5186148042972,0.0,0.0,0.0
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,36,safe_ucb_warm,per_60s,mJ_per_60s,1518.6107217292204,0.0,0.0,0.0
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,36,ucb,per_60s,mJ_per_60s,1076.6253043859174,0.577,59.0,-441985.41734330286
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,36,fixed_ccs,per_60s,mJ_per_60s,1095.45802653243,0.127,15.0,-423152.6951967904
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,36,oracle,per_60s,mJ_per_60s,1518.6107217292204,0.0,0.0,0.0
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,37,safe_ucb_warm,per_60s,mJ_per_60s,1520.8813309024276,0.0,0.0,0.0
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,37,ucb,per_60s,mJ_per_60s,1077.4771973842885,0.543,50.0,-443404.13351813913
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,37,fixed_ccs,per_60s,mJ_per_60s,1096.792516193795,0.114,13.0,-424088.81470863265
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,37,oracle,per_60s,mJ_per_60s,1520.8813309024276,0.0,0.0,0.0
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,38,safe_ucb_warm,per_60s,mJ_per_60s,1514.765087052325,0.0,0.0,0.0
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,38,ucb,per_60s,mJ_per_60s,1093.6781482943854,0.122,14.0,-421086.9387579395
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,38,fixed_ccs,per_60s,mJ_per_60s,1093.1978578612755,0.121,13.0,-421567.22919104947
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,38,oracle,per_60s,mJ_per_60s,1514.765087052325,0.0,0.0,0.0
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,39,safe_ucb_warm,per_60s,mJ_per_60s,1503.0625271114372,0.0,0.0,0.0
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,39,ucb,per_60s,mJ_per_60s,1072.7725005674752,0.548,56.0,-430290.02654396207
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,39,fixed_ccs,per_60s,mJ_per_60s,1086.3199920282111,0.118,10.0,-416742.53508322616
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,39,oracle,per_60s,mJ_per_60s,1503.0625271114372,0.0,0.0,0.0
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,40,safe_ucb_warm,per_60s,mJ_per_60s,1518.4868037844235,0.0,0.0,0.0
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,40,ucb,per_60s,mJ_per_60s,1076.7963981411444,0.57,51.0,-441690.40564327897
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,40,fixed_ccs,per_60s,mJ_per_60s,1095.3851970828944,0.13,12.0,-423101.6067015291
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,40,oracle,per_60s,mJ_per_60s,1518.4868037844235,0.0,0.0,0.0
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,41,safe_ucb_warm,per_60s,mJ_per_60s,1507.1625458366805,0.0,0.0,0.0
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,41,ucb,per_60s,mJ_per_60s,1073.5396340000154,0.564,60.0,-433622.9118366651
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,41,fixed_ccs,per_60s,mJ_per_60s,1088.7296681031664,0.108,8.0,-418432.8777335142
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,41,oracle,per_60s,mJ_per_60s,1507.1625458366805,0.0,0.0,0.0
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,42,safe_ucb_warm,per_60s,mJ_per_60s,1496.9149565875575,0.0,0.0,0.0
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,42,ucb,per_60s,mJ_per_60s,1070.2689025288944,0.534,45.0,-426646.0540586631
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,42,fixed_ccs,per_60s,mJ_per_60s,1082.7069222831155,0.118,10.0,-414208.0343044419
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,42,oracle,per_60s,mJ_per_60s,1496.9149565875575,0.0,0.0,0.0
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,43,safe_ucb_warm,per_60s,mJ_per_60s,1497.8915790804926,0.0,0.0,0.0
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,43,ucb,per_60s,mJ_per_60s,1070.6750620554087,0.572,54.0,-427216.517025084
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,43,fixed_ccs,per_60s,mJ_per_60s,1083.2809059678762,0.118,15.0,-414610.67311261664
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,43,oracle,per_60s,mJ_per_60s,1497.8915790804926,0.0,0.0,0.0
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,44,safe_ucb_warm,per_60s,mJ_per_60s,1524.9420947502863,0.0,0.0,0.0
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,44,ucb,per_60s,mJ_per_60s,1099.5155456854952,0.127,16.0,-425426.54906479106
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,44,fixed_ccs,per_60s,mJ_per_60s,1099.1791212670807,0.125,14.0,-425762.97348320554
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,44,oracle,per_60s,mJ_per_60s,1524.9420947502863,0.0,0.0,0.0
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,45,safe_ucb_warm,per_60s,mJ_per_60s,1497.1673315470423,0.0,0.0,0.0
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,45,ucb,per_60s,mJ_per_60s,1070.694224436911,0.557,55.0,-426473.1071101313
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,45,fixed_ccs,per_60s,mJ_per_60s,1082.8552488988103,0.128,12.0,-414312.0826482321
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,45,oracle,per_60s,mJ_per_60s,1497.1673315470423,0.0,0.0,0.0
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,46,safe_ucb_warm,per_60s,mJ_per_60s,1501.280400898538,0.0,0.0,0.0
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,46,ucb,per_60s,mJ_per_60s,1071.976691678405,0.552,52.0,-429303.709220133
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,46,fixed_ccs,per_60s,mJ_per_60s,1085.2725951294271,0.11,9.0,-416007.8057691108
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,46,oracle,per_60s,mJ_per_60s,1501.280400898538,0.0,0.0,0.0
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,47,safe_ucb_warm,per_60s,mJ_per_60s,1508.61034127544,0.0,0.0,0.0
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,47,ucb,per_60s,mJ_per_60s,1089.756203782184,0.112,12.0,-418854.137493256
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,47,fixed_ccs,per_60s,mJ_per_60s,1089.5805710536142,0.111,11.0,-419029.7702218259
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,47,oracle,per_60s,mJ_per_60s,1508.61034127544,0.0,0.0,0.0
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,48,safe_ucb_warm,per_60s,mJ_per_60s,1513.1331904756396,0.0,0.0,0.0
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,48,ucb,per_60s,mJ_per_60s,1075.2069889642087,0.544,49.0,-437926.201511431
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,48,fixed_ccs,per_60s,mJ_per_60s,1092.2387544031792,0.11,13.0,-420894.4360724604
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,48,oracle,per_60s,mJ_per_60s,1513.1331904756396,0.0,0.0,0.0
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,49,safe_ucb_warm,per_60s,mJ_per_60s,1517.7944112060854,0.0,0.0,0.0
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,49,ucb,per_60s,mJ_per_60s,1076.4575312420645,0.534,52.0,-441336.87996402103
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,49,fixed_ccs,per_60s,mJ_per_60s,1094.9782619095931,0.115,10.0,-422816.14929649234
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,49,oracle,per_60s,mJ_per_60s,1517.7944112060854,0.0,0.0,0.0
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,50,safe_ucb_warm,per_60s,mJ_per_60s,1510.781042113771,0.0,0.0,0.0
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,50,ucb,per_60s,mJ_per_60s,1074.6910626199622,0.541,46.0,-436089.9794938087
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,50,fixed_ccs,per_60s,mJ_per_60s,1090.8563422699276,0.102,6.0,-419924.69984384347
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,50,oracle,per_60s,mJ_per_60s,1510.781042113771,0.0,0.0,0.0
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,51,safe_ucb_warm,per_60s,mJ_per_60s,1517.8202517253267,0.0,0.0,0.0
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,51,ucb,per_60s,mJ_per_60s,1076.7357535050894,0.54,53.0,-441084.49822023744
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,51,fixed_ccs,per_60s,mJ_per_60s,1094.993448981935,0.111,8.0,-422826.80274339183
E2_actions_500_1000_2000_warm_in_domain,E2_fixed_v01,E2_fixed_v01,"500,1000,2000",1.0,0.1,51,oracle,per_60s,mJ_per_60s,1517.8202517253267,0.0,0.0,0.0
