ms,mV,uA,p_mW
# meta, firmware=TXSD_UCCS_D4_SCAN90, cond_id=1, tag=s4_fixed100, subject=uccs_d4_scan90_d4
12,3284,54100,177.7
21,3288,55500,182.5
31,3284,54600,179.3
41,3284,55300,181.6
51,3284,54800,180.0
61,3284,55100,180.9
71,3284,55000,180.6
81,3284,54900,180.3
91,3284,55700,182.9
101,3168,140000,443.5
111,3288,55800,183.5
121,3284,54200,178.0
131,3288,55800,183.5
141,3284,54100,177.7
151,3284,55700,182.9
161,3284,54200,178.0
171,3288,55700,183.1
181,3284,54200,178.0
191,3284,55200,181.3
201,3284,54800,180.0
211,3168,143400,454.3
221,3284,54800,180.0
231,3284,55100,180.9
241,3284,55600,182.6
251,3284,54300,178.3
261,3284,55700,182.9
271,3284,54200,178.0
281,3288,55700,183.1
291,3284,54100,177.7
301,3284,55700,182.9
311,3284,54100,177.7
321,3284,55900,183.6
331,3284,54200,178.0
341,3288,55300,181.8
351,3284,54700,179.6
361,3284,55200,181.3
371,3284,54800,180.0
381,3284,55000,180.6
391,3284,55400,181.9
401,3284,54600,179.3
411,3284,55700,182.9
421,3168,145500,460.9
431,3288,55700,183.1
441,3284,54200,178.0
451,3284,55700,182.9
461,3284,54200,178.0
471,3284,55700,182.9
481,3284,54200,178.0
491,3288,55500,182.5
501,3284,54500,179.0
511,3284,55400,181.9
521,3176,138000,438.3
531,3284,55100,180.9
541,3284,55000,180.6
551,3284,55000,180.6
561,3284,55600,182.6
571,3284,54200,178.0
581,3216,56500,181.7
591,3284,54100,177.7
601,3288,55700,183.1
611,3284,54100,177.7
621,3288,57800,190.0
631,3284,54200,178.0
641,3288,55700,183.1
651,3284,54200,178.0
661,3284,55200,181.3
671,3284,54700,179.6
681,3156,72900,230.1
691,3284,54800,180.0
701,3288,55100,181.2
711,3284,55600,182.6
721,3284,54300,178.3
731,3168,142100,450.2
741,3284,54200,178.0
751,3288,55700,183.1
761,3284,54100,177.7
771,3284,55700,182.9
781,3268,72400,236.6
791,3284,55700,182.9
801,3284,54100,177.7
811,3284,55300,181.6
821,3284,54700,179.6
831,3288,55200,181.5
841,3100,142900,443.0
851,3288,55100,181.2
861,3284,55400,181.9
871,3284,54600,179.3
881,3288,58700,193.0
891,3284,54300,178.3
901,3288,55700,183.1
911,3284,54100,177.7
921,3288,55700,183.1
931,3284,54200,178.0
941,3172,143300,454.5
951,3284,54200,178.0
961,3284,55600,182.6
971,3284,54500,179.0
981,3288,55400,182.2
991,3284,54800,180.0
1001,3284,55100,180.9
1011,3284,54900,180.3
1021,3284,55000,180.6
1031,3284,55600,182.6
1041,3284,54200,178.0
1051,3084,136400,420.7
1061,3284,54100,177.7
1071,3288,55700,183.1
1081,3284,54100,177.7
1091,3288,55700,183.1
1101,3284,54100,177.7
1111,3284,55800,183.2
1121,3284,54200,178.0
1131,3284,55200,181.3
1141,3284,54800,180.0
1151,3172,141900,450.1
1161,3284,54800,180.0
1171,3284,55200,181.3
1181,3288,55600,182.8
1191,3284,54400,178.6
1201,3288,55800,183.5
1211,3284,54300,178.3
1221,3284,55700,182.9
1231,3284,54200,178.0
1241,3284,55800,183.2
1251,3172,141300,448.2
1261,3284,55800,183.2
1271,3284,54200,178.0
1281,3284,55300,181.6
1291,3284,54700,179.6
1301,3284,55300,181.6
1311,3284,54800,180.0
1321,3288,55100,181.2
1331,3288,55300,181.8
1341,3284,54700,179.6
1351,3288,55800,183.5
1361,3168,203900,646.0
1371,3284,55700,182.9
1381,3284,54300,178.3
1391,3288,55800,183.5
1401,3284,54200,178.0
1411,3284,55800,183.2
1421,3284,54200,178.0
1431,3284,55600,182.6
1441,3284,54600,179.3
1451,3284,55400,181.9
1461,3264,156700,511.5
1471,3284,55200,181.3
1481,3284,54900,180.3
1491,3284,55200,181.3
