ms,event,rssi,seq,label,addr,mfd
# meta, firmware=RX_UCCS_D2_SCAN90, buf_size=512
# condition_label=F1-08-100
250,ADV,-40,1799,F1-08-100,e0:5a:1b:15:c4:ca,1799_F1-08-100
1251,ADV,-50,10,F1-09-500,e0:5a:1b:15:c4:ca,10_F1-09-500
1758,ADV,-50,15,F1-09-500,e0:5a:1b:15:c4:ca,15_F1-09-500
2267,ADV,-52,20,F1-09-500,e0:5a:1b:15:c4:ca,20_F1-09-500
2773,ADV,-51,25,F1-09-500,e0:5a:1b:15:c4:ca,25_F1-09-500
3283,ADV,-50,30,F1-09-500,e0:5a:1b:15:c4:ca,30_F1-09-500
4288,ADV,-43,40,F1-09-500,e0:5a:1b:15:c4:ca,40_F1-09-500
4790,ADV,-43,45,F1-09-500,e0:5a:1b:15:c4:ca,45_F1-09-500
5292,ADV,-43,50,F1-05-500,e0:5a:1b:15:c4:ca,50_F1-05-500
5800,ADV,-43,55,F1-05-500,e0:5a:1b:15:c4:ca,55_F1-05-500
6302,ADV,-43,60,F1-05-500,e0:5a:1b:15:c4:ca,60_F1-05-500
6809,ADV,-43,65,F1-05-500,e0:5a:1b:15:c4:ca,65_F1-05-500
7823,ADV,-40,75,F1-05-500,e0:5a:1b:15:c4:ca,75_F1-05-500
8332,ADV,-40,80,F1-05-500,e0:5a:1b:15:c4:ca,80_F1-05-500
8839,ADV,-39,85,F1-08-500,e0:5a:1b:15:c4:ca,85_F1-08-500
9849,ADV,-40,95,F1-08-500,e0:5a:1b:15:c4:ca,95_F1-08-500
10855,ADV,-51,105,F1-08-500,e0:5a:1b:15:c4:ca,105_F1-08-500
11862,ADV,-50,115,F1-08-500,e0:5a:1b:15:c4:ca,115_F1-08-500
12374,ADV,-51,120,F1-08-500,e0:5a:1b:15:c4:ca,120_F1-08-500
12883,ADV,-50,125,F1-08-500,e0:5a:1b:15:c4:ca,125_F1-08-500
13885,ADV,-43,135,F1-08-500,e0:5a:1b:15:c4:ca,135_F1-08-500
14394,ADV,-43,140,F1-07-500,e0:5a:1b:15:c4:ca,140_F1-07-500
14892,ADV,-43,145,F1-07-500,e0:5a:1b:15:c4:ca,145_F1-07-500
15395,ADV,-43,150,F1-07-500,e0:5a:1b:15:c4:ca,150_F1-07-500
