ms,event,rssi,seq,label,addr,mfd
# meta, firmware=RX_UCCS_D2_SCAN90, buf_size=512
# condition_label=F1-09-500
697,ADV,-50,5,F1-09-500,e0:5a:1b:15:c4:ca,5_F1-09-500
1199,ADV,-51,10,F1-09-500,e0:5a:1b:15:c4:ca,10_F1-09-500
1703,ADV,-50,15,F1-09-500,e0:5a:1b:15:c4:ca,15_F1-09-500
2210,ADV,-49,20,F1-09-500,e0:5a:1b:15:c4:ca,20_F1-09-500
2713,ADV,-50,25,F1-09-500,e0:5a:1b:15:c4:ca,25_F1-09-500
3217,ADV,-50,30,F1-09-500,e0:5a:1b:15:c4:ca,30_F1-09-500
3720,ADV,-42,35,F1-09-500,e0:5a:1b:15:c4:ca,35_F1-09-500
4236,ADV,-42,40,F1-09-500,e0:5a:1b:15:c4:ca,40_F1-09-500
4729,ADV,-42,45,F1-09-500,e0:5a:1b:15:c4:ca,45_F1-09-500
5232,ADV,-42,50,F1-05-500,e0:5a:1b:15:c4:ca,50_F1-05-500
5750,ADV,-43,55,F1-05-500,e0:5a:1b:15:c4:ca,55_F1-05-500
7249,ADV,-40,70,F1-05-500,e0:5a:1b:15:c4:ca,70_F1-05-500
7750,ADV,-40,75,F1-05-500,e0:5a:1b:15:c4:ca,75_F1-05-500
8261,ADV,-40,80,F1-05-500,e0:5a:1b:15:c4:ca,80_F1-05-500
8761,ADV,-40,85,F1-08-500,e0:5a:1b:15:c4:ca,85_F1-08-500
9264,ADV,-40,90,F1-08-500,e0:5a:1b:15:c4:ca,90_F1-08-500
9764,ADV,-40,95,F1-08-500,e0:5a:1b:15:c4:ca,95_F1-08-500
10782,ADV,-51,105,F1-08-500,e0:5a:1b:15:c4:ca,105_F1-08-500
11285,ADV,-49,110,F1-08-500,e0:5a:1b:15:c4:ca,110_F1-08-500
11793,ADV,-51,115,F1-08-500,e0:5a:1b:15:c4:ca,115_F1-08-500
12295,ADV,-49,120,F1-08-500,e0:5a:1b:15:c4:ca,120_F1-08-500
12791,ADV,-51,125,F1-08-500,e0:5a:1b:15:c4:ca,125_F1-08-500
13293,ADV,-49,130,F1-08-500,e0:5a:1b:15:c4:ca,130_F1-08-500
14300,ADV,-43,140,F1-07-500,e0:5a:1b:15:c4:ca,140_F1-07-500
14801,ADV,-43,145,F1-07-500,e0:5a:1b:15:c4:ca,145_F1-07-500
15815,ADV,-43,155,F1-07-500,e0:5a:1b:15:c4:ca,155_F1-07-500
16313,ADV,-43,160,F1-07-500,e0:5a:1b:15:c4:ca,160_F1-07-500
16819,ADV,-43,165,F1-07-500,e0:5a:1b:15:c4:ca,165_F1-07-500
17330,ADV,-40,170,F1-07-500,e0:5a:1b:15:c4:ca,170_F1-07-500
18334,ADV,-41,180,F1-07-500,e0:5a:1b:15:c4:ca,180_F1-07-500
18832,ADV,-40,185,F1-07-500,e0:5a:1b:15:c4:ca,185_F1-07-500
19337,ADV,-40,190,F1-07-500,e0:5a:1b:15:c4:ca,190_F1-07-500
19838,ADV,-40,195,F1-07-500,e0:5a:1b:15:c4:ca,195_F1-07-500
20340,ADV,-41,200,F1-07-500,e0:5a:1b:15:c4:ca,200_F1-07-500
20852,ADV,-50,205,F1-07-500,e0:5a:1b:15:c4:ca,205_F1-07-500
21355,ADV,-50,210,F1-07-500,e0:5a:1b:15:c4:ca,210_F1-07-500
21863,ADV,-50,215,F1-07-500,e0:5a:1b:15:c4:ca,215_F1-07-500
22369,ADV,-50,220,F1-07-500,e0:5a:1b:15:c4:ca,220_F1-07-500
22883,ADV,-50,225,F1-07-500,e0:5a:1b:15:c4:ca,225_F1-07-500
23882,ADV,-43,235,F1-07-500,e0:5a:1b:15:c4:ca,235_F1-07-500
24390,ADV,-43,240,F1-07-500,e0:5a:1b:15:c4:ca,240_F1-07-500
24889,ADV,-42,245,F1-07-500,e0:5a:1b:15:c4:ca,245_F1-07-500
25413,ADV,-43,250,F1-07-500,e0:5a:1b:15:c4:ca,250_F1-07-500
25894,ADV,-43,255,F1-07-500,e0:5a:1b:15:c4:ca,255_F1-07-500
26396,ADV,-43,260,F1-07-500,e0:5a:1b:15:c4:ca,260_F1-07-500
27403,ADV,-40,270,F1-07-500,e0:5a:1b:15:c4:ca,270_F1-07-500
27911,ADV,-40,275,F1-07-500,e0:5a:1b:15:c4:ca,275_F1-07-500
28412,ADV,-40,280,F1-07-500,e0:5a:1b:15:c4:ca,280_F1-07-500
28922,ADV,-40,285,F1-07-500,e0:5a:1b:15:c4:ca,285_F1-07-500
29424,ADV,-37,290,F1-07-500,e0:5a:1b:15:c4:ca,290_F1-07-500
29925,ADV,-40,295,F1-07-500,e0:5a:1b:15:c4:ca,295_F1-07-500
30936,ADV,-50,305,F1-00-500,e0:5a:1b:15:c4:ca,305_F1-00-500
31947,ADV,-49,315,F1-00-500,e0:5a:1b:15:c4:ca,315_F1-00-500
32452,ADV,-51,320,F1-00-500,e0:5a:1b:15:c4:ca,320_F1-00-500
32960,ADV,-51,325,F1-00-500,e0:5a:1b:15:c4:ca,325_F1-00-500
33972,ADV,-43,335,F1-00-500,e0:5a:1b:15:c4:ca,335_F1-00-500
34471,ADV,-43,340,F1-00-500,e0:5a:1b:15:c4:ca,340_F1-00-500
35489,ADV,-42,350,F1-00-500,e0:5a:1b:15:c4:ca,350_F1-00-500
35981,ADV,-43,355,F1-00-500,e0:5a:1b:15:c4:ca,355_F1-00-500
36488,ADV,-43,360,F1-00-500,e0:5a:1b:15:c4:ca,360_F1-00-500
38004,ADV,-40,375,F1-00-500,e0:5a:1b:15:c4:ca,375_F1-00-500
38504,ADV,-40,380,F1-00-500,e0:5a:1b:15:c4:ca,380_F1-00-500
39009,ADV,-40,385,F1-00-500,e0:5a:1b:15:c4:ca,385_F1-00-500
39518,ADV,-40,390,F1-00-500,e0:5a:1b:15:c4:ca,390_F1-00-500
40531,ADV,-49,400,F1-00-500,e0:5a:1b:15:c4:ca,400_F1-00-500
41039,ADV,-51,405,F1-00-500,e0:5a:1b:15:c4:ca,405_F1-00-500
41546,ADV,-51,410,F1-00-500,e0:5a:1b:15:c4:ca,410_F1-00-500
42053,ADV,-50,415,F1-00-500,e0:5a:1b:15:c4:ca,415_F1-00-500
42558,ADV,-50,420,F1-00-500,e0:5a:1b:15:c4:ca,420_F1-00-500
43570,ADV,-42,430,F1-00-500,e0:5a:1b:15:c4:ca,430_F1-00-500
44084,ADV,-42,435,F1-00-500,e0:5a:1b:15:c4:ca,435_F1-00-500
44573,ADV,-42,440,F1-00-500,e0:5a:1b:15:c4:ca,440_F1-00-500
45080,ADV,-42,445,F1-00-500,e0:5a:1b:15:c4:ca,445_F1-00-500
45590,ADV,-43,450,F1-00-500,e0:5a:1b:15:c4:ca,450_F1-00-500
46091,ADV,-43,455,F1-04-500,e0:5a:1b:15:c4:ca,455_F1-04-500
46602,ADV,-40,460,F1-04-500,e0:5a:1b:15:c4:ca,460_F1-04-500
47113,ADV,-37,465,F1-04-500,e0:5a:1b:15:c4:ca,465_F1-04-500
47615,ADV,-40,470,F1-04-500,e0:5a:1b:15:c4:ca,470_F1-04-500
48121,ADV,-40,475,F1-04-500,e0:5a:1b:15:c4:ca,475_F1-04-500
48621,ADV,-40,480,F1-04-500,e0:5a:1b:15:c4:ca,480_F1-04-500
49122,ADV,-40,485,F1-04-500,e0:5a:1b:15:c4:ca,485_F1-04-500
50134,ADV,-50,495,F1-04-500,e0:5a:1b:15:c4:ca,495_F1-04-500
51153,ADV,-50,505,F1-04-500,e0:5a:1b:15:c4:ca,505_F1-04-500
51653,ADV,-50,510,F1-04-500,e0:5a:1b:15:c4:ca,510_F1-04-500
52162,ADV,-52,515,F1-04-500,e0:5a:1b:15:c4:ca,515_F1-04-500
53173,ADV,-42,525,F1-04-500,e0:5a:1b:15:c4:ca,525_F1-04-500
53675,ADV,-43,530,F1-04-500,e0:5a:1b:15:c4:ca,530_F1-04-500
54177,ADV,-42,535,F1-04-500,e0:5a:1b:15:c4:ca,535_F1-04-500
54688,ADV,-42,540,F1-04-500,e0:5a:1b:15:c4:ca,540_F1-04-500
55206,ADV,-42,545,F1-04-500,e0:5a:1b:15:c4:ca,545_F1-04-500
55700,ADV,-43,550,F1-04-500,e0:5a:1b:15:c4:ca,550_F1-04-500
56208,ADV,-40,555,F1-04-500,e0:5a:1b:15:c4:ca,555_F1-04-500
57212,ADV,-40,565,F1-04-500,e0:5a:1b:15:c4:ca,565_F1-04-500
57712,ADV,-40,570,F1-04-500,e0:5a:1b:15:c4:ca,570_F1-04-500
58221,ADV,-40,575,F1-04-500,e0:5a:1b:15:c4:ca,575_F1-04-500
58728,ADV,-40,580,F1-04-500,e0:5a:1b:15:c4:ca,580_F1-04-500
59731,ADV,-51,590,F1-04-500,e0:5a:1b:15:c4:ca,590_F1-04-500
60242,ADV,-51,595,F1-04-500,e0:5a:1b:15:c4:ca,595_F1-04-500
60742,ADV,-50,600,F1-04-500,e0:5a:1b:15:c4:ca,600_F1-04-500
61245,ADV,-51,605,F1-04-500,e0:5a:1b:15:c4:ca,605_F1-04-500
61750,ADV,-50,610,F1-04-500,e0:5a:1b:15:c4:ca,610_F1-04-500
62259,ADV,-49,615,F1-04-500,e0:5a:1b:15:c4:ca,615_F1-04-500
62760,ADV,-43,620,F1-04-500,e0:5a:1b:15:c4:ca,620_F1-04-500
63765,ADV,-43,630,F1-06-500,e0:5a:1b:15:c4:ca,630_F1-06-500
64269,ADV,-43,635,F1-06-500,e0:5a:1b:15:c4:ca,635_F1-06-500
64776,ADV,-43,640,F1-06-500,e0:5a:1b:15:c4:ca,640_F1-06-500
65285,ADV,-43,645,F1-06-500,e0:5a:1b:15:c4:ca,645_F1-06-500
66289,ADV,-39,655,F1-06-500,e0:5a:1b:15:c4:ca,655_F1-06-500
66797,ADV,-40,660,F1-06-500,e0:5a:1b:15:c4:ca,660_F1-06-500
67301,ADV,-40,665,F1-06-500,e0:5a:1b:15:c4:ca,665_F1-06-500
67807,ADV,-40,670,F1-06-500,e0:5a:1b:15:c4:ca,670_F1-06-500
68314,ADV,-40,675,F1-06-500,e0:5a:1b:15:c4:ca,675_F1-06-500
69332,ADV,-50,690,F1-10-500,e0:5a:1b:15:c4:ca,690_F1-10-500
70344,ADV,-52,700,F1-10-500,e0:5a:1b:15:c4:ca,700_F1-10-500
70831,ADV,-51,705,F1-08-500,e0:5a:1b:15:c4:ca,705_F1-08-500
71333,ADV,-50,710,F1-08-500,e0:5a:1b:15:c4:ca,710_F1-08-500
71837,ADV,-50,715,F1-08-500,e0:5a:1b:15:c4:ca,715_F1-08-500
72852,ADV,-43,725,F1-07-500,e0:5a:1b:15:c4:ca,725_F1-07-500
73355,ADV,-42,730,F1-07-500,e0:5a:1b:15:c4:ca,730_F1-07-500
73859,ADV,-42,735,F1-10-500,e0:5a:1b:15:c4:ca,735_F1-10-500
74377,ADV,-43,740,F1-10-500,e0:5a:1b:15:c4:ca,740_F1-10-500
74877,ADV,-43,745,F1-10-500,e0:5a:1b:15:c4:ca,745_F1-10-500
75896,ADV,-40,755,F1-10-500,e0:5a:1b:15:c4:ca,755_F1-10-500
76401,ADV,-40,760,F1-10-500,e0:5a:1b:15:c4:ca,760_F1-10-500
76907,ADV,-40,765,F1-02-500,e0:5a:1b:15:c4:ca,765_F1-02-500
77408,ADV,-40,770,F1-02-500,e0:5a:1b:15:c4:ca,770_F1-02-500
77922,ADV,-37,775,F1-02-500,e0:5a:1b:15:c4:ca,775_F1-02-500
78415,ADV,-39,780,F1-02-500,e0:5a:1b:15:c4:ca,780_F1-02-500
78927,ADV,-50,785,F1-02-500,e0:5a:1b:15:c4:ca,785_F1-02-500
79426,ADV,-50,790,F1-02-500,e0:5a:1b:15:c4:ca,790_F1-02-500
79939,ADV,-51,795,F1-02-500,e0:5a:1b:15:c4:ca,795_F1-02-500
80441,ADV,-50,800,F1-02-500,e0:5a:1b:15:c4:ca,800_F1-02-500
80944,ADV,-51,805,F1-02-500,e0:5a:1b:15:c4:ca,805_F1-02-500
81443,ADV,-51,810,F1-02-500,e0:5a:1b:15:c4:ca,810_F1-02-500
82451,ADV,-42,820,F1-02-500,e0:5a:1b:15:c4:ca,820_F1-02-500
83970,ADV,-43,835,F1-02-500,e0:5a:1b:15:c4:ca,835_F1-02-500
84476,ADV,-43,840,F1-02-500,e0:5a:1b:15:c4:ca,840_F1-02-500
84980,ADV,-43,845,F1-02-500,e0:5a:1b:15:c4:ca,845_F1-02-500
85488,ADV,-40,850,F1-02-500,e0:5a:1b:15:c4:ca,850_F1-02-500
85991,ADV,-40,855,F1-02-500,e0:5a:1b:15:c4:ca,855_F1-02-500
86497,ADV,-40,860,F1-02-500,e0:5a:1b:15:c4:ca,860_F1-02-500
87011,ADV,-40,865,F1-02-500,e0:5a:1b:15:c4:ca,865_F1-02-500
88020,ADV,-37,875,F1-02-500,e0:5a:1b:15:c4:ca,875_F1-02-500
88520,ADV,-51,880,F1-02-500,e0:5a:1b:15:c4:ca,880_F1-02-500
89027,ADV,-51,885,F1-02-500,e0:5a:1b:15:c4:ca,885_F1-02-500
89537,ADV,-51,890,F1-02-500,e0:5a:1b:15:c4:ca,890_F1-02-500
90547,ADV,-50,900,F1-02-500,e0:5a:1b:15:c4:ca,900_F1-02-500
91050,ADV,-50,905,F1-01-500,e0:5a:1b:15:c4:ca,905_F1-01-500
92050,ADV,-42,915,F1-01-500,e0:5a:1b:15:c4:ca,915_F1-01-500
92559,ADV,-43,920,F1-01-500,e0:5a:1b:15:c4:ca,920_F1-01-500
93068,ADV,-42,925,F1-01-500,e0:5a:1b:15:c4:ca,925_F1-01-500
93569,ADV,-43,930,F1-01-500,e0:5a:1b:15:c4:ca,930_F1-01-500
94077,ADV,-43,935,F1-01-500,e0:5a:1b:15:c4:ca,935_F1-01-500
94577,ADV,-43,940,F1-01-500,e0:5a:1b:15:c4:ca,940_F1-01-500
95087,ADV,-40,945,F1-01-500,e0:5a:1b:15:c4:ca,945_F1-01-500
95588,ADV,-40,950,F1-01-500,e0:5a:1b:15:c4:ca,950_F1-01-500
96092,ADV,-40,955,F1-01-500,e0:5a:1b:15:c4:ca,955_F1-01-500
96599,ADV,-38,960,F1-01-500,e0:5a:1b:15:c4:ca,960_F1-01-500
97104,ADV,-40,965,F1-01-500,e0:5a:1b:15:c4:ca,965_F1-01-500
97611,ADV,-40,970,F1-01-500,e0:5a:1b:15:c4:ca,970_F1-01-500
98623,ADV,-51,980,F1-01-500,e0:5a:1b:15:c4:ca,980_F1-01-500
99125,ADV,-52,985,F1-01-500,e0:5a:1b:15:c4:ca,985_F1-01-500
