ms,event,rssi,addr,mfd
# meta, firmware=RX_BLE_to_SD_SYNC_B, trial_index=7
931,ADV,-48,e0:5a:1b:15:c4:ca,MF0000
1442,ADV,-42,e0:5a:1b:15:c4:ca,MF0000
1938,ADV,-48,e0:5a:1b:15:c4:ca,MF0001
2441,ADV,-50,e0:5a:1b:15:c4:ca,MF0002
2955,ADV,-42,e0:5a:1b:15:c4:ca,MF0003
3448,ADV,-48,e0:5a:1b:15:c4:ca,MF0004
3956,ADV,-50,e0:5a:1b:15:c4:ca,MF0005
4463,ADV,-42,e0:5a:1b:15:c4:ca,MF0006
4967,ADV,-49,e0:5a:1b:15:c4:ca,MF0007
5472,ADV,-42,e0:5a:1b:15:c4:ca,MF0008
5980,ADV,-49,e0:5a:1b:15:c4:ca,MF0009
6491,ADV,-49,e0:5a:1b:15:c4:ca,MF000A
7000,ADV,-42,e0:5a:1b:15:c4:ca,MF000B
7500,ADV,-47,e0:5a:1b:15:c4:ca,MF000C
8001,ADV,-49,e0:5a:1b:15:c4:ca,MF000D
8500,ADV,-41,e0:5a:1b:15:c4:ca,MF000E
9508,ADV,-49,e0:5a:1b:15:c4:ca,MF0010
10016,ADV,-42,e0:5a:1b:15:c4:ca,MF0011
10527,ADV,-49,e0:5a:1b:15:c4:ca,MF0012
11024,ADV,-42,e0:5a:1b:15:c4:ca,MF0013
11530,ADV,-48,e0:5a:1b:15:c4:ca,MF0014
12035,ADV,-49,e0:5a:1b:15:c4:ca,MF0015
12538,ADV,-42,e0:5a:1b:15:c4:ca,MF0016
13043,ADV,-47,e0:5a:1b:15:c4:ca,MF0017
13547,ADV,-49,e0:5a:1b:15:c4:ca,MF0018
14054,ADV,-42,e0:5a:1b:15:c4:ca,MF0019
14559,ADV,-49,e0:5a:1b:15:c4:ca,MF001A
15061,ADV,-50,e0:5a:1b:15:c4:ca,MF001B
15563,ADV,-42,e0:5a:1b:15:c4:ca,MF001C
16086,ADV,-50,e0:5a:1b:15:c4:ca,MF001D
16575,ADV,-42,e0:5a:1b:15:c4:ca,MF001E
17593,ADV,-49,e0:5a:1b:15:c4:ca,MF0020
18094,ADV,-42,e0:5a:1b:15:c4:ca,MF0021
18598,ADV,-48,e0:5a:1b:15:c4:ca,MF0022
19106,ADV,-50,e0:5a:1b:15:c4:ca,MF0023
19611,ADV,-42,e0:5a:1b:15:c4:ca,MF0024
20113,ADV,-48,e0:5a:1b:15:c4:ca,MF0025
20616,ADV,-50,e0:5a:1b:15:c4:ca,MF0026
21628,ADV,-49,e0:5a:1b:15:c4:ca,MF0029
22130,ADV,-42,e0:5a:1b:15:c4:ca,MF002A
22637,ADV,-49,e0:5a:1b:15:c4:ca,MF002B
23641,ADV,-42,e0:5a:1b:15:c4:ca,MF002D
24141,ADV,-47,e0:5a:1b:15:c4:ca,MF002E
24662,ADV,-50,e0:5a:1b:15:c4:ca,MF002F
25154,ADV,-42,e0:5a:1b:15:c4:ca,MF0030
25662,ADV,-47,e0:5a:1b:15:c4:ca,MF0031
26166,ADV,-50,e0:5a:1b:15:c4:ca,MF0032
26667,ADV,-42,e0:5a:1b:15:c4:ca,MF0033
27174,ADV,-50,e0:5a:1b:15:c4:ca,MF0034
27678,ADV,-42,e0:5a:1b:15:c4:ca,MF0035
28198,ADV,-48,e0:5a:1b:15:c4:ca,MF0036
28697,ADV,-48,e0:5a:1b:15:c4:ca,MF0037
29206,ADV,-42,e0:5a:1b:15:c4:ca,MF0038
29707,ADV,-48,e0:5a:1b:15:c4:ca,MF0039
30716,ADV,-42,e0:5a:1b:15:c4:ca,MF003B
31228,ADV,-50,e0:5a:1b:15:c4:ca,MF003C
31731,ADV,-42,e0:5a:1b:15:c4:ca,MF003D
32240,ADV,-48,e0:5a:1b:15:c4:ca,MF003E
32757,ADV,-49,e0:5a:1b:15:c4:ca,MF003F
33253,ADV,-41,e0:5a:1b:15:c4:ca,MF0040
33766,ADV,-49,e0:5a:1b:15:c4:ca,MF0041
35277,ADV,-49,e0:5a:1b:15:c4:ca,MF0044
35782,ADV,-42,e0:5a:1b:15:c4:ca,MF0045
36286,ADV,-48,e0:5a:1b:15:c4:ca,MF0046
36793,ADV,-50,e0:5a:1b:15:c4:ca,MF0047
37297,ADV,-43,e0:5a:1b:15:c4:ca,MF0048
37799,ADV,-48,e0:5a:1b:15:c4:ca,MF0049
38305,ADV,-51,e0:5a:1b:15:c4:ca,MF004A
38810,ADV,-42,e0:5a:1b:15:c4:ca,MF004B
40329,ADV,-49,e0:5a:1b:15:c4:ca,MF004E
40836,ADV,-50,e0:5a:1b:15:c4:ca,MF004F
41333,ADV,-42,e0:5a:1b:15:c4:ca,MF0050
42350,ADV,-47,e0:5a:1b:15:c4:ca,MF0052
42846,ADV,-42,e0:5a:1b:15:c4:ca,MF0053
43352,ADV,-48,e0:5a:1b:15:c4:ca,MF0054
43860,ADV,-50,e0:5a:1b:15:c4:ca,MF0055
44366,ADV,-43,e0:5a:1b:15:c4:ca,MF0056
44874,ADV,-50,e0:5a:1b:15:c4:ca,MF0057
45878,ADV,-48,e0:5a:1b:15:c4:ca,MF0059
46381,ADV,-48,e0:5a:1b:15:c4:ca,MF005A
46885,ADV,-43,e0:5a:1b:15:c4:ca,MF005B
47397,ADV,-48,e0:5a:1b:15:c4:ca,MF005C
47916,ADV,-50,e0:5a:1b:15:c4:ca,MF005D
48404,ADV,-42,e0:5a:1b:15:c4:ca,MF005E
48910,ADV,-49,e0:5a:1b:15:c4:ca,MF005F
49417,ADV,-50,e0:5a:1b:15:c4:ca,MF0060
49917,ADV,-42,e0:5a:1b:15:c4:ca,MF0061
50429,ADV,-49,e0:5a:1b:15:c4:ca,MF0062
50929,ADV,-41,e0:5a:1b:15:c4:ca,MF0063
51433,ADV,-49,e0:5a:1b:15:c4:ca,MF0064
51937,ADV,-50,e0:5a:1b:15:c4:ca,MF0065
52444,ADV,-42,e0:5a:1b:15:c4:ca,MF0066
52944,ADV,-47,e0:5a:1b:15:c4:ca,MF0067
53453,ADV,-50,e0:5a:1b:15:c4:ca,MF0068
53949,ADV,-42,e0:5a:1b:15:c4:ca,MF0069
54459,ADV,-49,e0:5a:1b:15:c4:ca,MF006A
54962,ADV,-50,e0:5a:1b:15:c4:ca,MF006B
55467,ADV,-42,e0:5a:1b:15:c4:ca,MF006C
55964,ADV,-48,e0:5a:1b:15:c4:ca,MF006D
57488,ADV,-48,e0:5a:1b:15:c4:ca,MF0070
57985,ADV,-41,e0:5a:1b:15:c4:ca,MF0071
58486,ADV,-48,e0:5a:1b:15:c4:ca,MF0072
58997,ADV,-50,e0:5a:1b:15:c4:ca,MF0073
59499,ADV,-41,e0:5a:1b:15:c4:ca,MF0074
60002,ADV,-50,e0:5a:1b:15:c4:ca,MF0075
60516,ADV,-49,e0:5a:1b:15:c4:ca,MF0076
61535,ADV,-50,e0:5a:1b:15:c4:ca,MF0078
62033,ADV,-42,e0:5a:1b:15:c4:ca,MF0079
62536,ADV,-49,e0:5a:1b:15:c4:ca,MF007A
63548,ADV,-42,e0:5a:1b:15:c4:ca,MF007C
64058,ADV,-48,e0:5a:1b:15:c4:ca,MF007D
64564,ADV,-50,e0:5a:1b:15:c4:ca,MF007E
65063,ADV,-42,e0:5a:1b:15:c4:ca,MF007F
65575,ADV,-50,e0:5a:1b:15:c4:ca,MF0080
66075,ADV,-42,e0:5a:1b:15:c4:ca,MF0081
66575,ADV,-49,e0:5a:1b:15:c4:ca,MF0082
67078,ADV,-50,e0:5a:1b:15:c4:ca,MF0083
67600,ADV,-42,e0:5a:1b:15:c4:ca,MF0084
68090,ADV,-48,e0:5a:1b:15:c4:ca,MF0085
68592,ADV,-50,e0:5a:1b:15:c4:ca,MF0086
69097,ADV,-42,e0:5a:1b:15:c4:ca,MF0087
69617,ADV,-48,e0:5a:1b:15:c4:ca,MF0088
70111,ADV,-49,e0:5a:1b:15:c4:ca,MF0089
71127,ADV,-50,e0:5a:1b:15:c4:ca,MF008C
71627,ADV,-42,e0:5a:1b:15:c4:ca,MF008D
72129,ADV,-49,e0:5a:1b:15:c4:ca,MF008E
72641,ADV,-50,e0:5a:1b:15:c4:ca,MF008F
73150,ADV,-42,e0:5a:1b:15:c4:ca,MF0090
73649,ADV,-48,e0:5a:1b:15:c4:ca,MF0091
74159,ADV,-50,e0:5a:1b:15:c4:ca,MF0092
74662,ADV,-42,e0:5a:1b:15:c4:ca,MF0093
75166,ADV,-48,e0:5a:1b:15:c4:ca,MF0094
75686,ADV,-42,e0:5a:1b:15:c4:ca,MF0095
76181,ADV,-48,e0:5a:1b:15:c4:ca,MF0096
76684,ADV,-49,e0:5a:1b:15:c4:ca,MF0097
77188,ADV,-42,e0:5a:1b:15:c4:ca,MF0098
77691,ADV,-49,e0:5a:1b:15:c4:ca,MF0099
78199,ADV,-49,e0:5a:1b:15:c4:ca,MF009A
78712,ADV,-42,e0:5a:1b:15:c4:ca,MF009B
79216,ADV,-49,e0:5a:1b:15:c4:ca,MF009C
79721,ADV,-42,e0:5a:1b:15:c4:ca,MF009D
80230,ADV,-49,e0:5a:1b:15:c4:ca,MF009E
80732,ADV,-49,e0:5a:1b:15:c4:ca,MF009F
81235,ADV,-42,e0:5a:1b:15:c4:ca,MF00A0
81749,ADV,-48,e0:5a:1b:15:c4:ca,MF00A1
82265,ADV,-49,e0:5a:1b:15:c4:ca,MF00A2
82750,ADV,-42,e0:5a:1b:15:c4:ca,MF00A3
83261,ADV,-49,e0:5a:1b:15:c4:ca,MF00A4
84274,ADV,-48,e0:5a:1b:15:c4:ca,MF00A6
84789,ADV,-49,e0:5a:1b:15:c4:ca,MF00A7
85294,ADV,-42,e0:5a:1b:15:c4:ca,MF00A8
85800,ADV,-47,e0:5a:1b:15:c4:ca,MF00A9
86300,ADV,-47,e0:5a:1b:15:c4:ca,MF00AA
86803,ADV,-42,e0:5a:1b:15:c4:ca,MF00AB
87316,ADV,-48,e0:5a:1b:15:c4:ca,MF00AC
87816,ADV,-50,e0:5a:1b:15:c4:ca,MF00AD
88314,ADV,-42,e0:5a:1b:15:c4:ca,MF00AE
88821,ADV,-48,e0:5a:1b:15:c4:ca,MF00AF
89320,ADV,-42,e0:5a:1b:15:c4:ca,MF00B0
89824,ADV,-49,e0:5a:1b:15:c4:ca,MF00B1
90328,ADV,-50,e0:5a:1b:15:c4:ca,MF00B2
91333,ADV,-49,e0:5a:1b:15:c4:ca,MF00B4
91836,ADV,-49,e0:5a:1b:15:c4:ca,MF00B5
92336,ADV,-42,e0:5a:1b:15:c4:ca,MF00B6
92849,ADV,-49,e0:5a:1b:15:c4:ca,MF00B7
93351,ADV,-50,e0:5a:1b:15:c4:ca,MF00B8
93846,ADV,-42,e0:5a:1b:15:c4:ca,MF00B9
94354,ADV,-49,e0:5a:1b:15:c4:ca,MF00BA
