ms,mV,uA,p_mW
# meta, firmware=TXSD_UCCS_D2_SCAN90, cond_id=2, tag=s1_fixed500, subject=uccs_d2_scan90
12,3232,54600,176.5
21,3236,56100,181.5
31,3232,54600,176.5
41,3236,55800,180.6
51,3232,55000,177.8
61,3232,55500,179.4
71,3232,55100,178.1
81,3232,55500,179.4
91,3232,55200,178.4
101,3232,54600,176.5
111,3232,56000,181.0
121,3232,54500,176.1
131,3232,56000,181.0
141,3232,54500,176.1
151,3236,56100,181.5
161,3100,207400,642.9
171,3236,56200,181.9
181,3232,54500,176.1
191,3236,56100,181.5
201,3232,54500,176.1
211,3232,55700,180.0
221,3232,55000,177.8
231,3232,55500,179.4
241,3232,55200,178.4
251,3232,55400,179.1
261,3232,55400,179.1
271,3232,54700,176.8
281,3232,56000,181.0
291,3232,54500,176.1
301,3236,56100,181.5
311,3232,54500,176.1
321,3232,56100,181.3
331,3232,54500,176.1
341,3236,56100,181.5
351,3232,54500,176.1
361,3236,56100,181.5
371,3232,54600,176.5
381,3232,55600,179.7
391,3232,55000,177.8
401,3236,55400,179.3
411,3232,55200,178.4
421,3236,55300,179.0
431,3232,55600,179.7
441,3232,54600,176.5
451,3236,56000,181.2
461,3232,54600,176.5
471,3236,56100,181.5
481,3232,54500,176.1
491,3236,56100,181.5
501,3232,54500,176.1
511,3236,56100,181.5
521,3232,54600,176.5
531,3236,56100,181.5
541,3232,54600,176.5
551,3236,55600,179.9
561,3236,55100,178.3
571,3236,55500,179.6
581,3232,55100,178.1
591,3232,55100,178.1
601,3232,55700,180.0
611,3232,54500,176.1
621,3232,56100,181.3
631,3232,54500,176.1
641,3236,56100,181.5
651,3232,54500,176.1
661,3124,152400,476.1
671,3232,54600,176.5
681,3236,56100,181.5
691,3232,54500,176.1
701,3236,56100,181.5
711,3232,54500,176.1
721,3236,55500,179.6
731,3232,55100,178.1
741,3236,55500,179.6
751,3236,55200,178.6
761,3232,54900,177.4
771,3232,55900,180.7
781,3232,54600,176.5
791,3236,56200,181.9
801,3232,54600,176.5
811,3232,56000,181.0
821,3232,54500,176.1
831,3236,56100,181.5
841,3232,54600,176.5
851,3232,56100,181.3
861,3232,54500,176.1
871,3232,56100,181.3
881,3232,54700,176.8
891,3232,55500,179.4
901,3232,55100,178.1
911,3232,55400,179.1
921,3236,55200,178.6
931,3232,54800,177.1
941,3236,55900,180.9
951,3232,54600,176.5
961,3236,56100,181.5
971,3232,54500,176.1
981,3232,56100,181.3
991,3232,54500,176.1
1001,3232,56100,181.3
1011,3232,54500,176.1
1021,3236,56100,181.5
1031,3232,54500,176.1
1041,3236,56000,181.2
1051,3232,54800,177.1
1061,3232,55400,179.1
1071,3236,55100,178.3
1081,3236,55500,179.6
1091,3236,55100,178.3
1101,3232,54800,177.1
1111,3236,56000,181.2
1121,3232,54500,176.1
1131,3232,56100,181.3
1141,3232,54500,176.1
1151,3164,56800,179.7
1161,3180,152200,484.0
1171,3236,56100,181.5
1181,3232,54500,176.1
1191,3232,56100,181.3
1201,3232,54500,176.1
1211,3236,55800,180.6
1221,3232,54900,177.4
1231,3232,55500,179.4
1241,3232,55200,178.4
1251,3232,55500,179.4
1261,3232,55200,178.4
1271,3232,54700,176.8
1281,3232,56000,181.0
1291,3232,54500,176.1
1301,3236,56100,181.5
1311,3232,54600,176.5
1321,3236,56100,181.5
1331,3232,54500,176.1
1341,3232,56100,181.3
1351,3232,54500,176.1
1361,3232,56100,181.3
1371,3232,54600,176.5
1381,3236,55700,180.2
1391,3232,55000,177.8
1401,3236,55500,179.6
1411,3232,55200,178.4
1421,3236,55400,179.3
1431,3232,55400,179.1
1441,3232,54700,176.8
1451,3232,56000,181.0
1461,3232,54600,176.5
1471,3236,56200,181.9
1481,3232,54500,176.1
1491,3236,56100,181.5
1501,3232,54600,176.5
1511,3236,56100,181.5
1521,3232,54500,176.1
1531,3232,56100,181.3
1541,3232,54500,176.1
1551,3232,55700,180.0
1561,3232,55100,178.1
1571,3232,55400,179.1
1581,3232,55200,178.4
1591,3232,55300,178.7
1601,3232,55600,179.7
1611,3232,54600,176.5
1621,3232,56100,181.3
1631,3232,54600,176.5
1641,3232,56100,181.3
1651,3136,59900,187.8
1661,3232,56100,181.3
1671,3108,141600,440.1
1681,3236,56200,181.9
1691,3232,54500,176.1
1701,3236,56100,181.5
1711,3232,54600,176.5
1721,3236,55600,179.9
1731,3232,55100,178.1
1741,3232,55500,179.4
1751,3232,55100,178.1
1761,3232,55100,178.1
1771,3232,55800,180.3
1781,3232,54600,176.5
1791,3232,56000,181.0
1801,3232,54600,176.5
1811,3232,56100,181.3
1821,3232,54500,176.1
1831,3236,56100,181.5
1842,3232,54600,176.5
1851,3236,56100,181.5
1861,3232,54500,176.1
1871,3236,56100,181.5
1881,3232,54700,176.8
1891,3232,55500,179.4
1901,3232,55100,178.1
1911,3232,55500,179.4
1921,3232,55100,178.1
