ms,event,rssi,addr,mfd
 firmware=RX_CCS_E2, program_id=RX_CCS_E2_20260121, trial_index=2, scan_interval_ms=100, scan_window_ms=90, active_scan=0, dup_filter=0, buf_size=512, build=Jan 22 2026 00:57:13
12,ADV,-42,e0:5a:1b:15:b2:ee,MF0000
105,ADV,-37,e0:5a:1b:15:b2:ee,MF0000
192,ADV,-34,e0:5a:1b:15:b2:ee,MF0000
297,ADV,-42,e0:5a:1b:15:b2:ee,MF0000
406,ADV,-36,e0:5a:1b:15:b2:ee,MF0000
506,ADV,-89,e0:5a:1b:15:b2:ee,MF0000
615,ADV,-42,e0:5a:1b:15:b2:ee,MF0001
721,ADV,-37,e0:5a:1b:15:b2:ee,MF0002
821,ADV,-34,e0:5a:1b:15:b2:ee,MF0003
922,ADV,-42,e0:5a:1b:15:b2:ee,MF0004
1149,ADV,-34,e0:5a:1b:15:b2:ee,MF0006
1240,ADV,-42,e0:5a:1b:15:b2:ee,MF0007
1344,ADV,-37,e0:5a:1b:15:b2:ee,MF0008
1552,ADV,-44,e0:5a:1b:15:b2:ee,MF000A
1874,ADV,-37,e0:5a:1b:15:b2:ee,MF000E
2077,ADV,-42,e0:5a:1b:15:b2:ee,MF0010
2181,ADV,-37,e0:5a:1b:15:b2:ee,MF0011
2286,ADV,-34,e0:5a:1b:15:b2:ee,MF0012
2397,ADV,-42,e0:5a:1b:15:b2:ee,MF0013
2511,ADV,-37,e0:5a:1b:15:b2:ee,MF0014
2599,ADV,-34,e0:5a:1b:15:b2:ee,MF0015
2705,ADV,-42,e0:5a:1b:15:b2:ee,MF0016
2806,ADV,-37,e0:5a:1b:15:b2:ee,MF0017
2915,ADV,-33,e0:5a:1b:15:b2:ee,MF0018
3019,ADV,-42,e0:5a:1b:15:b2:ee,MF0019
3121,ADV,-37,e0:5a:1b:15:b2:ee,MF001A
3434,ADV,-37,e0:5a:1b:15:b2:ee,MF001D
3532,ADV,-34,e0:5a:1b:15:b2:ee,MF001E
3642,ADV,-42,e0:5a:1b:15:b2:ee,MF001F
3740,ADV,-36,e0:5a:1b:15:b2:ee,MF0020
3837,ADV,-34,e0:5a:1b:15:b2:ee,MF0021
3942,ADV,-42,e0:5a:1b:15:b2:ee,MF0022
4055,ADV,-36,e0:5a:1b:15:b2:ee,MF0023
4154,ADV,-34,e0:5a:1b:15:b2:ee,MF0024
4262,ADV,-42,e0:5a:1b:15:b2:ee,MF0025
4787,ADV,-42,e0:5a:1b:15:b2:ee,MF002B
4884,ADV,-36,e0:5a:1b:15:b2:ee,MF002C
4995,ADV,-34,e0:5a:1b:15:b2:ee,MF002D
5086,ADV,-42,e0:5a:1b:15:b2:ee,MF002E
5194,ADV,-36,e0:5a:1b:15:b2:ee,MF002F
5309,ADV,-34,e0:5a:1b:15:b2:ee,MF0030
5402,ADV,-42,e0:5a:1b:15:b2:ee,MF0031
5511,ADV,-37,e0:5a:1b:15:b2:ee,MF0032
5609,ADV,-34,e0:5a:1b:15:b2:ee,MF0033
5715,ADV,-42,e0:5a:1b:15:b2:ee,MF0034
6036,ADV,-42,e0:5a:1b:15:b2:ee,MF0037
6139,ADV,-36,e0:5a:1b:15:b2:ee,MF0038
6240,ADV,-34,e0:5a:1b:15:b2:ee,MF0039
6345,ADV,-42,e0:5a:1b:15:b2:ee,MF003A
6442,ADV,-37,e0:5a:1b:15:b2:ee,MF003B
6544,ADV,-34,e0:5a:1b:15:b2:ee,MF003C
6660,ADV,-41,e0:5a:1b:15:b2:ee,MF003D
6755,ADV,-37,e0:5a:1b:15:b2:ee,MF003E
6850,ADV,-34,e0:5a:1b:15:b2:ee,MF003F
6962,ADV,-42,e0:5a:1b:15:b2:ee,MF0040
