ms,mV,µA,p_mW
# meta, firmware=TXSD_PowerLogger_PASS_THRU_ON_v2, trial_index=25, adv_interval_ms=100
43,3252,055400,180.2
53,3256,066800,217.5
63,3252,056100,182.4
73,3252,070500,229.3
83,3256,057800,188.2
93,3248,055400,179.9
103,3252,060900,198.0
113,3252,055400,180.2
123,3256,064500,210.0
133,3252,055400,180.2
143,3252,066700,216.9
153,3252,056000,182.1
163,3252,070500,229.3
173,3252,056800,184.7
183,3252,055500,180.5
193,3256,060400,196.7
203,3252,055400,180.2
213,3256,063500,206.8
223,3252,055300,179.8
233,3252,067000,217.9
243,3252,056000,182.1
253,3252,069500,226.0
263,3252,056200,182.8
273,3252,055800,181.5
283,3180,221900,705.6
293,3252,055400,180.2
303,3256,063500,206.8
313,3252,055400,180.2
323,3256,067000,218.2
333,3252,056000,182.1
343,3252,069500,226.0
353,3252,056100,182.4
363,3252,055800,181.5
373,3252,059400,193.2
383,3252,055400,180.2
393,3256,062500,203.5
403,3252,055400,180.2
413,3252,066900,217.6
423,3252,055800,181.5
434,3248,086600,281.3
443,3252,056000,182.1
453,3252,056300,183.1
463,3252,059000,191.9
473,3252,055400,180.2
483,3252,061800,201.0
493,3252,055400,180.2
503,3252,066500,216.3
513,3252,055400,180.2
523,3252,067500,219.5
533,3252,056000,182.1
543,3252,056400,183.4
553,3252,058600,190.6
563,3248,055400,179.9
573,3252,061000,198.4
583,3252,055400,180.2
593,3252,065400,212.7
603,3252,055300,179.8
613,3252,066700,216.9
623,3252,056000,182.1
633,3252,070600,229.6
643,3252,057600,187.3
653,3248,055400,179.9
663,3252,060800,197.7
673,3252,055400,180.2
683,3252,064300,209.1
693,3252,055400,180.2
703,3256,066800,217.5
713,3252,056000,182.1
723,3256,070400,229.2
733,3252,056600,184.1
743,3252,055500,180.5
753,3256,060200,196.0
763,3252,055400,180.2
773,3256,063200,205.8
783,3252,055400,180.2
793,3256,067000,218.2
803,3252,055900,181.8
813,3252,069300,225.4
823,3252,056000,182.1
833,3252,055900,181.8
843,3256,059400,193.4
853,3252,055400,180.2
863,3252,062300,202.6
873,3252,055400,180.2
883,3256,066900,217.8
893,3252,055700,181.1
903,3252,068200,221.8
913,3252,056000,182.1
923,3252,056400,183.4
933,3252,058800,191.2
943,3252,055400,180.2
953,3256,061600,200.6
963,3252,055400,180.2
973,3252,066200,215.3
983,3252,055400,180.2
993,3252,067200,218.5
1003,3252,056000,182.1
1013,3252,070400,228.9
1023,3252,058300,189.6
1033,3252,055400,180.2
1043,3256,060900,198.3
1053,3252,055400,180.2
1063,3256,065100,212.0
1073,3252,055400,180.2
1083,3256,066700,217.2
1093,3252,056000,182.1
1103,3252,070600,229.6
1113,3252,057300,186.3
1123,3248,055500,180.3
1133,3256,060700,197.6
1143,3252,055400,180.2
1153,3252,063900,207.8
1163,3252,055400,180.2
1173,3252,066800,217.2
1183,3256,056000,182.3
1193,3252,070000,227.6
1203,3252,056400,183.4
1213,3252,055600,180.8
1223,3256,059900,195.0
1233,3252,055400,180.2
1243,3256,062900,204.8
1253,3252,055400,180.2
1263,3252,067100,218.2
1273,3252,055900,181.8
1283,3252,068900,224.1
1293,3116,091900,286.4
1303,3252,055600,180.8
1313,3252,060000,195.1
1323,3252,055400,180.2
1333,3252,062900,204.6
1343,3252,055400,180.2
1353,3252,067000,217.9
1363,3252,055900,181.8
1373,3252,069000,224.4
1383,3252,056000,182.1
1393,3252,056200,182.8
1403,3256,059200,192.8
1413,3252,055400,180.2
1423,3252,062100,201.9
1434,3244,077000,249.8
1443,3252,066800,217.2
1453,3252,055600,180.8
1463,3256,068000,221.4
1473,3252,056000,182.1
1483,3252,056400,183.4
1493,3252,058900,191.5
1503,3252,055400,180.2
1513,3256,061400,199.9
1523,3252,055300,179.8
1533,3252,066000,214.6
1543,3252,055300,179.8
1553,3252,067100,218.2
1563,3256,056100,182.7
1573,3252,070400,228.9
1583,3252,058200,189.3
1593,3248,055400,179.9
1603,3252,060900,198.0
1613,3252,055400,180.2
1623,3252,064800,210.7
1633,3252,055400,180.2
1643,3252,066700,216.9
1653,3252,056000,182.1
1663,3252,070700,229.9
1673,3252,057100,185.7
1683,3248,055500,180.3
1693,3252,060600,197.1
1703,3252,055400,180.2
1713,3252,063700,207.2
1723,3252,055400,180.2
1733,3252,066900,217.6
1743,3252,056000,182.1
1753,3252,069800,227.0
1763,3252,056300,183.1
1773,3248,055700,180.9
1783,3252,059700,194.1
1793,3252,055400,180.2
1803,3256,062800,204.5
1813,3252,055400,180.2
1823,3252,067100,218.2
1833,3252,055800,181.5
1843,3252,068700,223.4
1853,3252,056100,182.4
1863,3252,056200,182.8
1873,3256,059000,192.1
1883,3252,055500,180.5
1893,3252,061900,201.3
1903,3252,055400,180.2
1913,3256,066600,216.8
1923,3252,055500,180.5
1933,3256,067600,220.1
1943,3252,056000,182.1
1953,3252,056300,183.1
1963,3256,058700,191.1
1973,3252,055400,180.2
1983,3252,061200,199.0
1993,3252,055400,180.2
2003,3256,065600,213.6
2013,3252,055400,180.2
2023,3252,066800,217.2
2033,3252,056000,182.1
2043,3252,070600,229.6
2053,3256,057800,188.2
2063,3252,055400,180.2
2073,3252,060900,198.0
2083,3252,055400,180.2
2093,3252,064500,209.8
2103,3252,055400,180.2
2113,3252,066700,216.9
2123,3252,056000,182.1
2133,3252,070400,228.9
2143,3252,056800,184.7
2153,3252,055500,180.5
2163,3256,060300,196.3
2173,3252,055400,180.2
2183,3252,063400,206.2
2193,3252,055500,180.5
2203,3252,067000,217.9
2213,3252,055900,181.8
2223,3252,069400,225.7
2233,3252,056100,182.4
2243,3252,055900,181.8
2253,3252,059400,193.2
2263,3252,055400,180.2
2273,3252,062400,202.9
2283,3252,055400,180.2
2293,3184,233400,743.1
2303,3252,056000,182.1
2313,3252,069600,226.3
2323,3252,056200,182.8
2333,3248,055800,181.2
2343,3256,059400,193.4
2353,3252,055300,179.8
2363,3256,062500,203.5
2373,3252,055400,180.2
2383,3252,067000,217.9
2393,3252,055800,181.5
2403,3252,068400,222.4
2413,3252,056100,182.4
2423,3252,056300,183.1
2434,3224,059800,192.8
2443,3252,055400,180.2
2453,3252,061800,201.0
2463,3252,055400,180.2
2473,3252,066500,216.3
2483,3252,055400,180.2
2493,3252,067500,219.5
2503,3252,056100,182.4
2513,3252,056300,183.1
2523,3252,058600,190.6
2533,3248,055400,179.9
2543,3256,061100,198.9
2553,3252,055500,180.5
2563,3252,065400,212.7
2573,3252,055400,180.2
2583,3252,066700,216.9
2593,3252,056100,182.4
2603,3252,070600,229.6
2613,3252,057600,187.3
2623,3248,055400,179.9
2633,3252,060800,197.7
2643,3252,055400,180.2
2653,3252,064300,209.1
2663,3252,055400,180.2
2673,3252,066700,216.9
2683,3252,056000,182.1
2693,3252,070300,228.6
2703,3256,056700,184.6
2713,3252,055600,180.8
2723,3256,060200,196.0
2733,3252,055400,180.2
2743,3252,063200,205.5
2753,3252,055300,179.8
2763,3252,067100,218.2
2773,3256,056000,182.3
2783,3256,069300,225.6
2793,3252,056000,182.1
2803,3252,056000,182.1
2813,3252,059300,192.8
2823,3252,055400,180.2
2833,3252,062300,202.6
2843,3252,055400,180.2
2853,3252,066900,217.6
2863,3252,055700,181.1
2873,3256,068200,222.1
2883,3252,056000,182.1
2893,3252,056400,183.4
2903,3252,058900,191.5
2913,3252,055400,180.2
2923,3256,061600,200.6
2933,3252,055400,180.2
2943,3252,066200,215.3
