ms,mV,uA,p_mW
# meta, firmware=TXSD_UCCS_D4B_SCAN70, cond_id=2, cond_id_raw=2, tag=s4_fixed500, subject=uccs_d4b_scan70
10,3292,55100,181.4
20,3292,56100,184.7
30,3292,55100,181.4
40,3292,56200,185.0
50,3288,55200,181.5
60,3292,56100,184.7
70,3292,55200,181.7
80,3292,56200,185.0
90,3292,55600,183.0
100,3292,55800,183.7
110,3292,55700,183.4
120,3292,55600,183.0
130,3292,55800,183.7
140,3292,55300,182.0
150,3292,56100,184.7
160,3292,55200,181.7
170,3292,56100,184.7
180,3292,55200,181.7
190,3292,56100,184.7
200,3276,154900,507.5
210,3292,56200,185.0
220,3292,55200,181.7
230,3292,56200,185.0
240,3292,55600,183.0
250,3292,55700,183.4
260,3292,55900,184.0
270,3292,55500,182.7
280,3292,55800,183.7
290,3292,55200,181.7
300,3292,56100,184.7
310,3292,55200,181.7
320,3292,56100,184.7
330,3292,55200,181.7
340,3292,56200,185.0
350,3292,55200,181.7
360,3292,56200,185.0
370,3292,55200,181.7
380,3292,56200,185.0
390,3292,55600,183.0
400,3292,55700,183.4
410,3292,55800,183.7
420,3292,55600,183.0
430,3292,55700,183.4
440,3292,55300,182.0
450,3292,56100,184.7
460,3292,55200,181.7
470,3292,56200,185.0
480,3292,55200,181.7
490,3292,56200,185.0
500,3292,55200,181.7
510,3292,56100,184.7
520,3292,55200,181.7
530,3292,56200,185.0
540,3292,55700,183.4
550,3292,55700,183.4
560,3292,55800,183.7
570,3292,55600,183.0
580,3292,55700,183.4
590,3292,55400,182.4
600,3292,56100,184.7
610,3292,55200,181.7
620,3292,56200,185.0
630,3292,55300,182.0
640,3292,56200,185.0
650,3292,55100,181.4
660,3292,56100,184.7
670,3292,55200,181.7
680,3292,56100,184.7
690,3292,55700,183.4
700,3292,55700,183.4
710,3104,186800,579.8
720,3292,55600,183.0
730,3292,55800,183.7
740,3292,55400,182.4
750,3292,56100,184.7
760,3292,55200,181.7
770,3292,56100,184.7
780,3292,55200,181.7
790,3292,56200,185.0
800,3292,55300,182.0
810,3292,56100,184.7
820,3292,55200,181.7
830,3292,56100,184.7
840,3292,55800,183.7
850,3292,55700,183.4
860,3292,55900,184.0
870,3292,55600,183.0
880,3292,55800,183.7
890,3292,55300,182.0
900,3292,56100,184.7
910,3292,55200,181.7
920,3292,56200,185.0
930,3292,55200,181.7
940,3292,56100,184.7
950,3292,55200,181.7
