ms,mV,µA,p_mW
# meta, firmware=TXSD_PowerLogger_PASS_THRU_ON_v2, trial_index=6, adv_interval_ms=100
14,3332,069100,230.2
24,3332,05&800,0.0
34,3332,07"100,0.0
44,3332,058800,195.9
54,3332,05&200,0.0
64,3336,06!800,0.0
74,3332,05&200,0.0
84,3336,06$700,0.0
94,3332,05&200,0.0
104,3332,068700,228.9
114,3332,05&700,0.0
124,3332,07 000,0.0
134,3332,05&800,0.0
144,3332,07!800,0.0
154,3332,06!500,0.0
164,3332,05&100,0.0
174,3336,06$000,0.0
184,3332,05&200,0.0
194,3332,068400,227.9
204,3332,05&500,0.0
214,3336,069400,231.5
224,3332,05&900,0.0
234,3332,07"000,0.0
244,3332,059300,197.6
254,3328,05&200,0.0
264,3332,06"000,0.0
274,3332,05&100,0.0
284,3332,06%100,0.0
294,3332,05&200,0.0
304,3332,068800,229.2
314,3332,05&700,0.0
324,3332,07 400,0.0
334,3332,05&900,0.0
344,3332,05&800,0.0
354,3332,06 000,0.0
364,3332,05&300,0.0
374,3332,06"500,0.0
384,3332,05&200,0.0
394,3332,06&400,0.0
404,3332,05&100,0.0
414,3332,068800,229.2
424,3332,05&800,0.0
434,3332,07!600,0.0
444,3332,05'600,0.0
454,3332,05&400,0.0
464,3336,06 800,0.0
474,3328,08#700,0.0
484,3332,06#800,0.0
494,3332,05&200,0.0
504,3332,06'900,0.0
514,3332,05&400,0.0
524,3336,069100,230.5
534,3332,05&800,0.0
544,3332,07"200,0.0
554,3332,058800,195.9
564,3332,05&300,0.0
574,3332,06!800,0.0
584,3332,05&200,0.0
594,3332,06$700,0.0
604,3332,05&200,0.0
614,3336,068700,229.2
624,3332,05&700,0.0
634,3332,07 000,0.0
644,3332,05&800,0.0
654,3332,13 500,0.0
664,3336,06!500,0.0
674,3332,05&200,0.0
684,3332,06$100,0.0
694,3332,05&200,0.0
704,3336,068500,228.5
714,3332,05&600,0.0
724,3332,069400,231.2
734,3332,05&800,0.0
744,3332,07"000,0.0
754,3336,059300,197.8
764,3328,05&200,0.0
774,3332,06!900,0.0
784,3332,05&200,0.0
794,3336,06%200,0.0
804,3332,05&100,0.0
814,3332,068800,229.2
824,3332,05&700,0.0
834,3332,07 400,0.0
844,3332,05&800,0.0
854,3332,05&800,0.0
864,3336,06 100,0.0
874,3332,05&200,0.0
884,3336,06"600,0.0
894,3332,05&200,0.0
904,3332,06&400,0.0
914,3332,05&200,0.0
924,3332,068800,229.2
934,3332,05&800,0.0
944,3332,07!600,0.0
954,3336,05'600,0.0
964,3332,05&400,0.0
974,3312,06!400,0.0
984,3332,05&200,0.0
994,3332,06#700,0.0
1004,3332,05&200,0.0
1014,3336,06'900,0.0
1024,3332,05&400,0.0
1034,3332,069200,230.6
1044,3332,05&800,0.0
1054,3332,07"200,0.0
1064,3332,058900,196.3
1074,3332,05&300,0.0
1084,3336,06!800,0.0
1094,3332,05&200,0.0
1104,3332,06$800,0.0
1114,3332,05&200,0.0
1124,3332,068700,228.9
1134,3332,05&700,0.0
1144,3336,07 000,0.0
1154,3336,05&800,0.0
1164,3268,17'500,0.1
1174,3336,06!600,0.0
1184,3332,05&200,0.0
1194,3336,06$300,0.0
1204,3332,05&200,0.0
1214,3332,068500,228.2
1224,3332,05&600,0.0
1234,3332,069600,231.9
1244,3336,05&800,0.0
1254,3332,07"000,0.0
1264,3332,059500,198.3
1274,3328,05&200,0.0
1284,3332,06"000,0.0
1294,3336,05&200,0.0
1304,3336,06%400,0.0
1314,3332,05&200,0.0
1324,3336,068800,229.5
1334,3332,05&700,0.0
1344,3332,07 600,0.0
1354,3332,05&900,0.0
1364,3332,05&800,0.0
1374,3332,06 100,0.0
1384,3332,05&200,0.0
1394,3336,06"700,0.0
1404,3332,05&200,0.0
1414,3332,06&600,0.0
1424,3332,05&200,0.0
1434,3332,068800,229.2
1444,3332,05&800,0.0
1454,3332,07!700,0.0
1464,3332,05'700,0.0
1474,3328,08&500,0.0
1484,3332,06!200,0.0
1494,3332,05&200,0.0
1504,3332,06#800,0.0
1514,3332,05&200,0.0
1524,3332,068100,226.9
1534,3332,05&500,0.0
1544,3332,069200,230.6
1554,3332,05&800,0.0
1564,3332,07"100,0.0
1574,3336,058900,196.5
1584,3328,05&300,0.0
1594,3336,06!900,0.0
1604,3336,05&100,0.0
1614,3336,06$800,0.0
1624,3332,056100,186.9
1634,3332,068700,228.9
1644,3332,05&600,0.0
1654,3332,07 100,0.0
1664,3332,05&800,0.0
1674,3236,188400,609.7
1684,3336,06!600,0.0
1694,3332,05&200,0.0
1704,3332,06$300,0.0
1714,3332,05&200,0.0
1724,3332,068500,228.2
1734,3332,05&500,0.0
1744,3332,069600,231.9
1754,3332,05&800,0.0
1764,3332,07"000,0.0
1774,3332,059400,197.9
1784,3328,05&200,0.0
1794,3336,06"100,0.0
1804,3332,05&200,0.0
1814,3332,06%400,0.0
1824,3332,05&200,0.0
1834,3332,068800,229.2
1844,3336,05&700,0.0
1854,3332,07 700,0.0
1864,3332,05'000,0.0
1874,3332,05&700,0.0
1884,3332,06 100,0.0
1894,3332,05&200,0.0
1904,3332,06"700,0.0
1914,3332,05&200,0.0
1924,3332,06&600,0.0
1934,3332,05&200,0.0
1944,3332,068800,229.2
1954,3332,05&800,0.0
1964,3332,07!700,0.0
1974,3312,06!000,0.0
1984,3332,05&400,0.0
1994,3336,06!200,0.0
2004,3332,05&200,0.0
2014,3336,06#800,0.0
2024,3332,05&200,0.0
2034,3332,068100,226.9
2044,3332,05&500,0.0
2054,3332,069300,230.9
2064,3332,05&800,0.0
2074,3332,07"100,0.0
2084,3332,059000,196.6
2094,3328,05&300,0.0
2104,3332,06!900,0.0
2114,3332,05&200,0.0
2124,3332,06$900,0.0
2134,3332,05&200,0.0
2144,3332,068700,228.9
