ms,mV,µA,p_mW
# meta, firmware=TXSD_1201, trial_index=auto, adv_interval_ms=0
12,3232,229500,741.7
21,3304,55200,182.4
31,3308,56800,187.9
41,3304,55200,182.4
51,3308,56800,187.9
61,3308,55200,182.6
71,3308,56700,187.6
81,3304,55200,182.4
91,3308,56200,185.9
101,3308,55800,184.6
111,3308,56000,185.2
121,3236,56400,182.5
131,3308,55300,182.9
141,3308,56700,187.6
151,3304,55200,182.4
161,3308,56800,187.9
171,3304,55200,182.4
181,3308,56800,187.9
191,3304,55200,182.4
201,3308,56800,187.9
211,3304,55200,182.4
221,3220,145700,469.2
231,3304,55600,183.7
241,3308,56100,185.6
251,3308,55800,184.6
261,3308,56000,185.2
271,3304,56400,186.3
281,3304,55300,182.7
291,3308,56800,187.9
301,3304,55100,182.1
311,3304,56800,187.7
321,3304,55200,182.4
331,3168,146400,463.8
341,3308,55200,182.6
351,3308,56800,187.9
361,3304,55100,182.1
371,3304,56100,185.4
381,3308,55800,184.6
391,3304,56100,185.4
401,3304,55800,184.4
411,3308,55300,182.9
421,3308,56700,187.6
431,3304,67000,221.4
441,3308,56800,187.9
451,3304,55200,182.4
461,3308,56800,187.9
471,3304,55200,182.4
481,3308,56800,187.9
491,3304,55200,182.4
501,3308,56600,187.2
511,3304,55600,183.7
521,3304,56100,185.4
531,3308,58100,192.2
541,3308,56000,185.2
551,3304,56400,186.3
561,3304,55200,182.4
571,3308,56700,187.6
581,3308,55200,182.6
591,3308,56700,187.6
601,3304,55200,182.4
611,3308,56800,187.9
621,3308,55200,182.6
631,3308,56800,187.9
641,3220,56500,181.9
651,3308,56200,185.9
661,3304,55700,184.0
671,3304,56100,185.4
681,3304,55800,184.4
691,3304,55300,182.7
701,3308,56700,187.6
711,3308,55200,182.6
721,3308,56800,187.9
731,3304,55200,182.4
741,3160,137600,434.8
751,3308,55200,182.6
761,3308,56800,187.9
771,3304,55200,182.4
781,3308,56600,187.2
791,3304,55600,183.7
801,3304,56100,185.4
811,3304,55800,184.4
821,3304,56000,185.0
831,3304,56400,186.3
841,3208,142500,457.1
851,3308,56800,187.9
861,3304,55200,182.4
871,3308,56800,187.9
881,3308,55200,182.6
891,3308,56800,187.9
901,3304,55200,182.4
911,3308,56800,187.9
921,3304,55200,182.4
931,3308,56100,185.6
941,3308,55800,184.6
951,3152,140700,443.5
961,3304,55900,184.7
971,3304,55300,182.7
981,3308,56800,187.9
991,3304,55100,182.1
1001,3308,56800,187.9
1011,3304,55200,182.4
1021,3308,56800,187.9
1031,3304,55200,182.4
1041,3308,56800,187.9
1051,3304,55200,182.4
1061,3308,56600,187.2
1071,3304,55700,184.0
1081,3304,56100,185.4
1091,3304,55800,184.4
1101,3308,56000,185.2
1111,3304,56400,186.3
1121,3304,55100,182.1
1131,3304,56800,187.7
1141,3304,55100,182.1
1151,3308,56800,187.9
1161,3212,117600,377.7
1171,3308,56800,187.9
1181,3304,55300,182.7
1191,3308,56800,187.9
1201,3304,55200,182.4
1211,3308,56100,185.6
1221,3308,55900,184.9
1231,3308,56100,185.6
1241,3304,55800,184.4
1251,3304,55200,182.4
1261,3308,56700,187.6
1271,3236,135100,437.2
1281,3308,56800,187.9
1291,3304,55300,182.7
1301,3308,56800,187.9
1311,3308,55200,182.6
1321,3308,56800,187.9
1331,3304,55200,182.4
1341,3308,56600,187.2
1351,3304,55600,183.7
1361,3304,56100,185.4
1371,3188,166000,529.2
1381,3308,56000,185.2
1391,3308,56400,186.6
1401,3308,55200,182.6
1411,3304,56800,187.7
1421,3304,55100,182.1
1431,3308,56800,187.9
1441,3304,55100,182.1
1451,3308,56700,187.6
1461,3304,55200,182.4
1471,3308,56700,187.6
1481,3216,58100,186.8
1491,3308,56200,185.9
1501,3304,55900,184.7
1511,3308,56100,185.6
1521,3304,55800,184.4
1531,3304,55200,182.4
1541,3308,56700,187.6
1551,3308,55300,182.9
1561,3308,56700,187.6
1571,3304,55200,182.4
1581,3232,228800,739.5
1591,3304,55200,182.4
1601,3304,56800,187.7
1611,3304,55200,182.4
1621,3308,56600,187.2
1631,3304,55700,184.0
1641,3304,56200,185.7
1651,3304,55800,184.4
1661,3304,56100,185.4
1671,3308,56400,186.6
1681,3232,136200,440.2
1691,3304,56800,187.7
1701,3304,55200,182.4
1711,3308,56800,187.9
1721,3304,55200,182.4
1731,3308,56800,187.9
1741,3304,55200,182.4
1751,3308,56700,187.6
1761,3304,55200,182.4
1771,3308,56100,185.6
1781,3224,144200,464.9
1791,3304,56100,185.4
1803,3308,56700,187.6
1811,3308,55300,182.9
1821,3308,56800,187.9
