ms,mv,uA,p_mW
# meta, firmware=TXSD_PowerLogger_PASS_THRU_ON_v2
9,3324,56500,187.8
11,3328,57200,190.4
13,3260,147200,479.9
15,3260,14"800,0.0
17,3272,179600,587.7
19,3216,17%300,0.1
21,3328,72%00,0.2
23,3324,56'00,0.2
25,3324,56&00,0.2
27,3324,56%00,0.2
29,3328,57"00,0.2
31,3328,59800,1990.1
33,3328,62800,2090.0
35,3328,67 00,0.2
37,3328,69$00,0.2
39,3328,72&00,0.2
41,3324,56'00,0.2
43,3324,56&00,0.2
45,3328,56&00,0.2
47,3324,57"00,0.2
49,3328,59#00,0.2
51,3328,62&00,0.2
53,3328,66%00,0.2
55,3328,69#00,0.2
57,3328,72$00,0.2
59,3324,56'00,0.2
61,3324,56&00,0.2
63,3324,56&00,0.2
65,3328,57!00,0.2
67,3328,58800,1956.9
69,3328,62$00,0.2
71,3328,65900,2193.2
73,3328,69#00,0.2
75,3328,72!00,0.2
77,3324,56'00,0.2
79,3324,56&00,0.2
81,3324,56&00,0.2
83,3324,57!00,0.2
85,3328,58$00,0.2
87,3316,62%00,0.2
89,3316,65900,2185.2
91,3328,69#00,0.2
93,3328,71900,2392.8
95,3324,56800,1888.0
97,3320,56%00,0.2
99,3324,56&00,0.2
101,3328,57!00,0.2
103,3328,58!00,0.2
105,3328,61800,2056.7
107,3328,65!00,0.2
109,3328,69"00,0.2
111,3328,71%00,0.2
113,3324,56800,1888.0
115,3320,56&00,0.2
117,3256,14%800,0.0
119,3260,14$100,0.0
121,3268,17!200,0.1
123,3216,169800,546.1
125,3328,66%00,0.2
127,3328,69#00,0.2
129,3328,72$00,0.2
131,3324,56&00,0.2
133,3324,56&00,0.2
135,3324,56&00,0.2
137,3328,57!00,0.2
139,3328,58900,1960.2
141,3328,62$00,0.2
143,3328,66 00,0.2
145,3328,69#00,0.2
147,3328,72"00,0.2
149,3324,56'00,0.2
151,3320,56%00,0.2
153,3324,56&00,0.2
155,3328,57"00,0.2
157,3328,58$00,0.2
159,3328,62"00,0.2
161,3328,65$00,0.2
163,3328,69#00,0.2
165,3328,71800,2389.5
167,3324,56800,1888.0
169,3320,56&00,0.2
171,3324,56&00,0.2
173,3328,57!00,0.2
175,3328,57900,1926.9
177,3328,61'00,0.2
179,3328,65 00,0.2
181,3328,69!00,0.2
183,3328,71$00,0.2
185,3324,56900,1891.4
187,3308,70$00,0.2
189,3252,71'00,0.2
191,3324,57!00,0.2
193,3328,57800,1923.6
195,3328,61$00,0.2
197,3328,64&00,0.2
199,3328,69!00,0.2
201,3328,71 00,0.2
203,3324,56900,1891.4
205,3320,56&00,0.2
207,3324,56&00,0.2
209,3328,57!00,0.2
211,3328,57$00,0.2
213,3328,60900,2026.8
215,3328,64"00,0.2
217,3328,69 00,0.2
219,3328,70&00,0.2
221,3284,17!300,0.1
223,3256,14#000,0.0
225,3260,21'700,0.1
227,3200,13&800,0.0
228,3256,23!900,0.1
231,3328,62!00,0.2
233,3328,65&00,0.2
235,3328,69#00,0.2
237,3328,72 00,0.2
239,3324,56800,1888.0
241,3320,56&00,0.2
243,3324,56&00,0.2
245,3328,57!00,0.2
247,3328,58 00,0.2
249,3324,61900,2057.6
251,3328,65 00,0.2
253,3328,69"00,0.2
255,3328,71%00,0.2
257,3324,56900,1891.4
259,3320,56&00,0.2
261,3324,56%00,0.2
263,3328,57!00,0.2
265,3328,57&00,0.2
267,3328,61#00,0.2
269,3328,64&00,0.2
271,3328,69!00,0.2
273,3328,70900,2359.6
275,3324,56900,1891.4
277,3320,56&00,0.2
279,3324,56&00,0.2
281,3328,57 00,0.2
283,3324,57#00,0.2
285,3328,60900,2026.8
287,3320,64&00,0.2
289,3316,69#00,0.2
291,3328,70'00,0.2
293,3328,57 00,0.2
295,3320,56&00,0.2
297,3324,56&00,0.2
299,3324,57 00,0.2
301,3328,57#00,0.2
303,3328,60'00,0.2
305,3328,63900,2126.6
307,3328,68'00,0.2
309,3328,70"00,0.2
311,3328,71900,2392.8
313,3320,56&00,0.2
315,3324,56&00,0.2
317,3328,56900,1893.6
319,3328,57"00,0.2
321,3328,60%00,0.2
323,3328,63%00,0.2
325,3328,68!00,0.2
327,3328,15 100,0.0
329,3260,16!900,0.1
331,3256,13'600,0.0
333,3252,199400,648.4
335,3232,73&00,0.2
337,3328,57'00,0.2
339,3328,61$00,0.2
341,3328,64'00,0.2
343,3328,69"00,0.2
345,3328,71 00,0.2
347,3324,56900,1891.4
349,3320,56&00,0.2
351,3324,56&00,0.2
353,3328,57!00,0.2
355,3324,57%00,0.2
357,3328,61 00,0.2
359,3328,64"00,0.2
361,3328,69!00,0.2
363,3328,70%00,0.2
365,3328,57 00,0.2
367,3320,56&00,0.2
369,3324,56&00,0.2
371,3328,57 00,0.2
373,3328,57"00,0.2
375,3328,60'00,0.2
377,3328,63800,2123.3
379,3328,68&00,0.2
381,3328,70!00,0.2
383,3324,72 00,0.2
385,3320,56&00,0.2
387,3304,64%00,0.2
389,3260,68!00,0.2
391,3328,57"00,0.2
393,3328,60&00,0.2
395,3328,63&00,0.2
397,3328,68#00,0.2
399,3328,69900,2326.3
401,3328,72"00,0.2
403,3320,56&00,0.2
405,3324,56&00,0.2
407,3324,56800,1888.0
409,3328,57"00,0.2
411,3328,60#00,0.2
413,3328,63"00,0.2
415,3328,67'00,0.2
417,3328,69&00,0.2
419,3328,72$00,0.2
421,3320,56&00,0.2
423,3320,56&00,0.2
425,3324,56'00,0.2
427,3328,57"00,0.2
429,3328,60 00,0.2
431,3328,62900,2093.3
433,3328,67"00,0.2
435,3276,15'900,0.0
437,3264,15"200,0.0
439,3260,21&200,0.1
441,3204,139800,447.9
443,3304,57#00,0.2
445,3328,57"00,0.2
447,3328,60'00,0.2
449,3328,63900,2126.6
451,3328,68&00,0.2
453,3328,70"00,0.2
455,3328,72 00,0.2
457,3320,56&00,0.2
459,3324,56&00,0.2
461,3328,56800,1890.3
463,3328,57!00,0.2
465,3328,60$00,0.2
467,3328,63%00,0.2
469,3328,68!00,0.2
471,3328,69'00,0.2
473,3328,72"00,0.2
475,3320,56&00,0.2
477,3324,56&00,0.2
479,3328,56'00,0.2
481,3328,57!00,0.2
483,3328,60"00,0.2
485,3328,63!00,0.2
487,3324,67'00,0.2
489,3320,69900,2320.7
491,3324,72$00,0.2
493,3320,56&00,0.2
495,3320,56%00,0.2
497,3328,56&00,0.2
499,3328,57!00,0.2
501,3328,60 00,0.2
503,3328,62800,2090.0
505,3328,67"00,0.2
507,3328,69$00,0.2
509,3328,72&00,0.2
511,3324,56&00,0.2
513,3324,56&00,0.2
515,3324,56$00,0.2
517,3328,57"00,0.2
519,3328,59500,1980.2
521,3328,62700,2086.7
523,3328,66700,2219.8
525,3328,69$00,0.2
527,3324,72$00,0.2
529,3324,56'00,0.2
531,3320,56&00,0.2
533,3324,56&00,0.2
535,3328,57!00,0.2
537,3328,59 00,0.2
539,3328,62%00,0.2
541,3328,66!00,0.2
543,3324,89%00,0.3
545,3264,15'200,0.0
547,3224,14"100,0.0
549,3264,219800,717.4
551,3200,13"200,0.0
553,3328,57"00,0.2
555,3328,60#00,0.2
557,3328,63!00,0.2
559,3328,67&00,0.2
561,3328,69%00,0.2
563,3328,72$00,0.2
565,3320,56&00,0.2
567,3320,56&00,0.2
569,3324,56&00,0.2
571,3328,57"00,0.2
573,3324,59900,1991.1
575,3328,62800,2090.0
577,3328,67 00,0.2
579,3324,69$00,0.2
581,3328,72%00,0.2
583,3324,56&00,0.2
585,3324,56&00,0.2
587,3304,60$00,0.2
589,3272,64800,2120.3
591,3328,59&00,0.2
593,3328,62800,2090.0
595,3328,66800,2223.1
597,3328,69#00,0.2
599,3328,72%00,0.2
601,3324,56'00,0.2
603,3320,56&00,0.2
605,3324,56&00,0.2
607,3328,57"00,0.2
609,3328,59!00,0.2
611,3328,62%00,0.2
613,3328,66"00,0.2
615,3328,69#00,0.2
617,3328,72#00,0.2
619,3324,56&00,0.2
621,3320,56'00,0.2
623,3324,56&00,0.2
625,3328,57"00,0.2
627,3328,58&00,0.2
629,3328,62#00,0.2
631,3328,65&00,0.2
633,3328,69#00,0.2
635,3328,72 00,0.2
637,3328,56800,1890.3
639,3320,56&00,0.2
641,3324,56&00,0.2
643,3328,57!00,0.2
645,3328,58!00,0.2
647,3256,148100,482.2
649,3264,15"300,0.0
651,3272,23&700,0.1
653,3212,11$500,0.0
655,3324,56800,1888.0
657,3320,56&00,0.2
659,3324,56&00,0.2
661,3328,57"00,0.2
663,3328,59%00,0.2
665,3328,62'00,0.2
667,3328,66&00,0.2
669,3328,69#00,0.2
671,3328,72%00,0.2
673,3324,56'00,0.2
675,3320,56&00,0.2
677,3324,56&00,0.2
679,3328,57!00,0.2
681,3328,59 00,0.2
683,3328,62%00,0.2
685,3328,66!00,0.2
687,3324,70$00,0.2
689,3324,72$00,0.2
691,3324,56'00,0.2
693,3320,56&00,0.2
695,3324,56&00,0.2
697,3324,57!00,0.2
699,3328,58'00,0.2
701,3328,62#00,0.2
703,3328,65800,2189.8
705,3328,69#00,0.2
707,3328,72!00,0.2
709,3324,56800,1888.0
711,3320,56&00,0.2
713,3324,56&00,0.2
715,3328,57!00,0.2
717,3328,58#00,0.2
719,3328,62 00,0.2
721,3328,65"00,0.2
723,3328,69#00,0.2
725,3328,71'00,0.2
727,3324,56800,1888.0
729,3324,56&00,0.2
731,3324,56&00,0.2
733,3328,57!00,0.2
735,3328,57800,1923.6
737,3328,61%00,0.2
739,3328,64800,2156.5
741,3328,69"00,0.2
743,3328,71!00,0.2
745,3324,56900,1891.4
747,3320,59$00,0.2
749,3260,14!600,0.0
751,3260,20!900,0.1
753,3204,139700,447.6
755,3276,63"00,0.2
757,3328,66"00,0.2
759,3328,69$00,0.2
761,3324,72"00,0.2
763,3324,56'00,0.2
765,3320,56&00,0.2
767,3324,56&00,0.2
769,3328,57"00,0.2
771,3324,58&00,0.2
773,3328,62#00,0.2
775,3328,65'00,0.2
777,3328,69#00,0.2
779,3328,72 00,0.2
781,3324,56'00,0.2
783,3320,56&00,0.2
785,3324,56&00,0.2
787,3304,58 00,0.2
789,3284,62 00,0.2
791,3328,62!00,0.2
793,3328,65#00,0.2
795,3328,69#00,0.2
797,3328,71800,2389.5
799,3324,56'00,0.2
801,3320,56&00,0.2
803,3324,56&00,0.2
805,3324,57!00,0.2
807,3328,57900,1926.9
809,3328,61&00,0.2
811,3328,64900,2159.9
813,3328,69!00,0.2
815,3328,71#00,0.2
817,3324,56900,1891.4
819,3320,56'00,0.2
821,3324,56&00,0.2
823,3324,57"00,0.2
825,3324,57%00,0.2
827,3328,61!00,0.2
829,3328,64#00,0.2
831,3328,69!00,0.2
833,3328,70800,2356.2
835,3328,57 00,0.2
837,3320,56&00,0.2
839,3324,56&00,0.2
841,3328,57 00,0.2
843,3328,57"00,0.2
845,3328,60800,2023.4
847,3328,96#00,0.3
849,3264,15%400,0.0
851,3208,15!300,0.0
853,3264,22!500,0.1
855,3192,12 400,0.0
857,3324,56&00,0.2
859,3328,57!00,0.2
861,3328,58#00,0.2
863,3328,62 00,0.2
865,3328,65#00,0.2
867,3328,69"00,0.2
869,3328,71'00,0.2
871,3324,56800,1888.0
873,3324,56&00,0.2
875,3324,56'00,0.2
877,3324,57!00,0.2
879,3328,57800,1923.6
881,3328,61%00,0.2
883,3328,64800,2156.5
885,3328,69"00,0.2
887,3328,71%00,0.2
889,3324,11!900,0.0
891,3320,56&00,0.2
893,3324,56&00,0.2
895,3324,57!00,0.2
897,3328,57&00,0.2
899,3328,61"00,0.2
901,3328,64$00,0.2
903,3328,69!00,0.2
905,3328,70800,2356.2
907,3324,57 00,0.2
909,3320,56&00,0.2
911,3324,56&00,0.2
913,3324,57!00,0.2
915,3328,57#00,0.2
917,3328,60900,2026.8
919,3328,64 00,0.2
921,3328,68800,2289.7
923,3328,70#00,0.2
925,3324,57!00,0.2
927,3320,56'00,0.2
929,3324,56&00,0.2
931,3328,56900,1893.6
933,3328,57"00,0.2
935,3328,60&00,0.2
937,3328,63&00,0.2
939,3328,68%00,0.2
941,3328,70 00,0.2
943,3328,72 00,0.2
945,3320,56&00,0.2
947,3324,56&00,0.2
949,3328,56'00,0.2
951,3328,57"00,0.2
953,3328,60#00,0.2
955,3328,63#00,0.2
957,3324,119000,395.6
959,3264,15'600,0.0
961,3204,14$700,0.0
963,3264,22"500,0.1
965,3204,10"200,0.0
967,3328,57!00,0.2
969,3328,57%00,0.2
971,3328,61"00,0.2
973,3328,64#00,0.2
975,3328,69!00,0.2
977,3328,70800,2356.2
979,3324,57 00,0.2
981,3320,56&00,0.2
983,3324,56&00,0.2
985,3324,57 00,0.2
987,3308,57'00,0.2
989,3292,61900,2037.7
991,3328,64!00,0.2
993,3328,68900,2293.0
995,3328,70%00,0.2
997,3328,57!00,0.2
999,3320,56&00,0.2
1001,3324,56&00,0.2
1003,3328,57 00,0.2
1005,3328,57!00,0.2
1007,3328,60&00,0.2
1009,3328,63'00,0.2
1011,3328,68%00,0.2
1013,3328,70 00,0.2
1015,3328,71900,2392.8
1017,3320,56&00,0.2
