ms,voltage,current,power
2,3.288,58.6,193.0
3,3.288,58.1,193.0
3,3.300,59.7,197.0
4,3.304,58.5,193.0
5,3.292,59.4,197.0
5,3.292,59.2,195.0
10,3.304,58.6,193.0
11,3.296,61.9,200.0
12,3.300,59.2,195.0
13,3.292,59.5,197.0
13,3.300,58.5,193.0
14,3.300,58.1,192.0
15,3.292,59.5,198.0
15,3.300,59.8,197.0
17,3.300,58.0,192.0
32,3.300,59.0,195.0
46,3.300,59.9,198.0
49,3.296,59.5,195.0
55,3.300,59.4,197.0
58,3.300,59.7,197.0
64,3.296,59.2,195.0
70,3.300,58.7,193.0
79,3.292,58.6,193.0
85,3.300,58.7,193.0
94,3.292,59.3,197.0
102,3.304,58.2,192.0
108,3.292,59.6,197.0
111,3.300,59.7,197.0
117,3.304,59.1,195.0
126,3.304,59.3,195.0
132,3.304,59.6,197.0
141,3.304,59.6,197.0
144,3.300,58.8,193.0
150,3.292,58.9,195.0
156,3.304,59.8,197.0
159,3.300,58.4,193.0
170,3.304,59.5,197.0
173,3.304,59.0,195.0
182,3.296,59.6,197.0
185,3.304,59.2,195.0
188,3.300,58.5,193.0
194,3.292,59.3,197.0
197,3.296,59.4,197.0
200,3.300,59.0,195.0
203,3.300,58.4,193.0
212,3.304,59.6,197.0
218,3.304,59.0,195.0
233,3.304,59.2,195.0
236,3.296,59.4,195.0
250,3.296,58.7,193.0
256,3.304,59.2,195.0
259,3.300,58.9,195.0
265,3.296,58.3,193.0
271,3.300,58.4,193.0
274,3.300,58.0,192.0
280,3.292,59.1,197.0
286,3.300,59.6,197.0
295,3.292,59.9,198.0
304,3.300,58.8,193.0
312,3.304,59.8,197.0
318,3.304,59.4,197.0
327,3.300,59.3,195.0
342,3.300,59.4,197.0
345,3.300,58.5,193.0
351,3.292,58.7,193.0
357,3.300,58.9,195.0
372,3.300,59.7,197.0
374,3.300,58.4,193.0
380,3.292,58.2,193.0
383,3.296,59.5,197.0
386,3.300,59.6,197.0
389,3.300,58.5,193.0
395,3.292,59.6,197.0
398,3.296,59.3,195.0
401,3.300,59.7,197.0
404,3.300,59.0,195.0
413,3.300,59.8,197.0
419,3.300,59.1,195.0
431,3.300,59.1,195.0
437,3.292,58.8,193.0
445,3.300,59.2,195.0
454,3.292,59.8,198.0
457,3.300,59.1,195.0
460,3.300,58.7,193.0
466,3.292,58.2,192.0
469,3.292,59.5,197.0
472,3.300,58.6,193.0
475,3.300,58.3,192.0
481,3.292,59.5,197.0
484,3.296,59.7,197.0
487,3.300,59.5,197.0
505,3.300,58.7,193.0
513,3.304,60.1,198.0
516,3.300,60.9,202.0
519,3.304,59.9,198.0
522,3.296,59.9,197.0
528,3.304,59.4,197.0
537,3.296,59.7,198.0
543,3.300,59.2,195.0
546,3.300,58.2,192.0
552,3.296,58.2,195.0
558,3.304,58.9,195.0
567,3.292,58.7,195.0
576,3.304,58.1,192.0
581,3.292,58.7,195.0
584,3.296,59.9,198.0
590,3.304,58.6,193.0
599,3.304,59.4,197.0
605,3.300,59.8,197.0
614,3.304,59.4,197.0
617,3.300,59.4,197.0
632,3.300,58.5,193.0
644,3.300,59.5,197.0
646,3.300,59.0,195.0
655,3.292,59.7,198.0
658,3.304,58.9,195.0
661,3.304,58.5,193.0
667,3.292,58.8,193.0
670,3.292,59.5,197.0
673,3.300,58.9,195.0
676,3.304,58.3,192.0
685,3.304,59.8,197.0
691,3.304,58.8,193.0
706,3.304,59.3,195.0
709,3.296,59.7,197.0
720,3.304,59.7,197.0
723,3.296,59.2,195.0
729,3.300,59.6,197.0
732,3.300,59.0,195.0
738,3.292,58.8,192.0
744,3.300,58.7,193.0
747,3.300,58.3,192.0
753,3.292,58.8,195.0
759,3.300,59.0,195.0
768,3.292,59.2,195.0
777,3.300,58.0,192.0
785,3.304,59.9,198.0
791,3.304,59.1,195.0
800,3.304,59.3,195.0
812,3.292,61.3,202.0
815,3.300,59.3,195.0
818,3.300,59.0,195.0
824,3.296,59.0,195.0
830,3.304,58.7,193.0
833,3.300,58.0,192.0
839,3.292,58.3,193.0
845,3.300,59.5,197.0
848,3.300,58.3,192.0
859,3.300,59.3,195.0
862,3.300,58.8,193.0
868,3.292,58.6,193.0
871,3.296,59.6,197.0
874,3.304,59.8,198.0
877,3.300,58.8,193.0
886,3.300,59.7,197.0
892,3.300,58.9,195.0
904,3.300,59.7,197.0
907,3.300,58.2,192.0
921,3.304,59.5,197.0
930,3.304,59.9,198.0
936,3.300,59.9,198.0
939,3.292,59.7,195.0
945,3.300,59.2,195.0
948,3.300,58.9,195.0
954,3.296,58.9,193.0
960,3.300,58.5,193.0
969,3.292,59.0,195.0
975,3.300,59.3,195.0
984,3.292,59.0,197.0
992,3.300,58.3,192.0
1001,3.300,59.6,197.0
1007,3.304,59.4,197.0
1016,3.300,59.4,197.0
1019,3.300,59.9,198.0
1031,3.304,59.5,197.0
1034,3.300,58.6,193.0
1040,3.296,58.6,193.0
1046,3.300,59.4,197.0
1049,3.300,58.4,193.0
1060,3.304,59.3,197.0
1063,3.300,58.7,193.0
1069,3.292,58.3,193.0
1072,3.296,59.6,197.0
1075,3.300,59.3,195.0
1078,3.300,58.6,193.0
1084,3.292,59.6,198.0
1087,3.296,59.5,197.0
1090,3.300,59.9,198.0
1093,3.304,58.9,195.0
1102,3.300,59.9,198.0
1108,3.304,59.2,195.0
1111,3.296,60.0,198.0
1123,3.304,59.4,197.0
1125,3.296,59.4,195.0
1134,3.304,59.5,197.0
1140,3.296,58.4,192.0
1146,3.300,58.9,195.0
1149,3.300,59.0,195.0
1155,3.292,58.8,193.0
1161,3.300,58.6,193.0
1177,3.292,59.6,197.0
1178,3.300,59.5,197.0
1193,3.304,58.7,193.0
1202,3.300,59.9,198.0
1217,3.300,59.3,195.0
1226,3.296,59.9,197.0
1232,3.304,59.0,195.0
1235,3.300,58.1,192.0
1241,3.292,58.7,193.0
1247,3.300,58.8,193.0
1256,3.292,58.4,195.0
1261,3.300,59.5,197.0
1265,3.300,58.6,193.0
1270,3.292,58.7,195.0
1273,3.296,59.5,197.0
1279,3.304,58.6,193.0
1288,3.300,59.5,197.0
1294,3.300,59.2,195.0
1303,3.304,59.6,197.0
1306,3.300,59.6,197.0
1309,3.300,59.3,195.0
1312,3.296,59.9,197.0
1321,3.300,59.0,195.0
1327,3.296,58.0,192.0
1332,3.300,59.9,198.0
1335,3.304,59.2,195.0
1344,3.292,59.7,197.0
1347,3.300,58.9,195.0
1350,3.304,58.7,193.0
1356,3.296,58.6,193.0
1359,3.292,59.6,197.0
1362,3.300,58.9,195.0
1365,3.300,58.3,192.0
1380,3.304,58.4,193.0
1395,3.300,59.2,195.0
1397,3.296,59.9,197.0
1409,3.304,60.0,198.0
1412,3.292,59.3,195.0
1418,3.304,59.1,195.0
1421,3.300,58.9,195.0
1427,3.296,58.8,192.0
1433,3.304,58.4,193.0
1442,3.296,59.3,195.0
1448,3.300,59.2,195.0
1457,3.292,59.8,198.0
1465,3.304,58.3,192.0
1480,3.304,59.4,197.0
1489,3.300,59.6,197.0
1495,3.304,59.9,198.0
1504,3.300,59.6,197.0
1507,3.300,58.9,195.0
1513,3.296,58.6,193.0
1519,3.304,59.4,197.0
1522,3.300,58.4,193.0
1533,3.304,59.4,197.0
1536,3.300,58.9,195.0
1545,3.292,59.6,197.0
1548,3.304,59.0,195.0
1551,3.300,58.5,193.0
1557,3.292,59.4,197.0
1560,3.296,59.5,197.0
1563,3.300,59.7,197.0
1566,3.300,58.6,193.0
1575,3.304,59.6,197.0
1581,3.300,59.1,195.0
1596,3.304,59.2,195.0
1599,3.296,59.5,195.0
1607,3.300,59.7,197.0
1613,3.296,58.1,192.0
1619,3.304,59.4,197.0
1622,3.300,59.1,195.0
1628,3.296,58.4,192.0
1631,3.292,59.8,197.0
1634,3.300,58.5,193.0
1637,3.300,58.1,192.0
1643,3.292,59.0,197.0
1649,3.300,59.6,197.0
