ms,mv,uA,p_mW
# meta, firmware=TXSD_PowerLogger_PASS_THRU_ON_v2, trial_index=10
15,3264,56"00,0.2
25,3268,62"00,0.2
35,3264,56100,1831.1
45,3268,67!00,0.2
55,3264,56#00,0.2
65,3268,69'00,0.2
75,3264,56900,1857.2
85,3264,56%00,0.2
95,3268,61#00,0.2
105,3264,56"00,0.2
115,3268,65%00,0.2
125,3264,56"00,0.2
135,3264,69 00,0.2
145,3264,56800,1854.0
155,3264,71900,2346.8
165,3268,60#00,0.2
175,3264,56"00,0.2
185,3268,64!00,0.2
195,3264,56"00,0.2
205,3264,68800,2245.6
215,3264,56800,1854.0
225,3268,72!00,0.2
235,3264,59"00,0.2
245,3260,13%900,0.0
255,3268,63"00,0.2
265,3264,56!00,0.2
275,3188,23&500,0.1
285,3264,56800,1854.0
295,3268,72!00,0.2
305,3268,60"00,0.2
315,3264,56"00,0.2
325,3268,64 00,0.2
335,3268,56"00,0.2
345,3264,68800,2245.6
355,3268,56800,1856.2
365,3268,72!00,0.2
375,3264,59!00,0.2
385,3260,56"00,0.2
395,3268,62900,2055.6
405,3264,56"00,0.2
415,3264,68%00,0.2
425,3264,56&00,0.2
435,3268,71!00,0.2
445,3268,57'00,0.2
455,3264,56#00,0.2
465,3268,62"00,0.2
475,3264,56"00,0.2
485,3264,67 00,0.2
495,3264,56#00,0.2
505,3268,69&00,0.2
515,3268,56800,1856.2
525,3264,56%00,0.2
535,3268,61!00,0.2
545,3264,56!00,0.2
555,3268,65$00,0.2
565,3264,56!00,0.2
575,3268,69 00,0.2
585,3268,56800,1856.2
595,3264,72 00,0.2
605,3268,60#00,0.2
615,3264,56"00,0.2
625,3264,64!00,0.2
635,3264,56!00,0.2
645,3268,68800,2248.4
655,3264,56'00,0.2
665,3268,72000,2353.0
675,3268,59"00,0.2
685,3260,56"00,0.2
695,3268,62900,2055.6
705,3264,56"00,0.2
715,3268,68%00,0.2
725,3264,56'00,0.2
735,3264,71!00,0.2
745,3240,60&00,0.2
755,3260,56"00,0.2
765,3268,62#00,0.2
775,3264,56"00,0.2
785,3208,69800,2239.2
795,3264,56800,1854.0
805,3268,72 00,0.2
815,3268,58900,1924.9
825,3260,56"00,0.2
835,3268,62800,2052.3
845,3264,56"00,0.2
855,3264,68#00,0.2
865,3268,56&00,0.2
875,3268,70800,2313.7
885,3264,57%00,0.2
895,3264,56"00,0.2
905,3268,62!00,0.2
915,3264,56!00,0.2
925,3268,66800,2183.0
935,3264,56#00,0.2
945,3268,69%00,0.2
955,3264,56800,1854.0
965,3264,56&00,0.2
975,3268,61!00,0.2
985,3264,56!00,0.2
995,3268,65#00,0.2
1005,3264,56"00,0.2
1015,3264,69 00,0.2
1025,3268,56800,1856.2
1035,3264,72 00,0.2
1045,3268,60"00,0.2
1055,3264,56!00,0.2
1065,3264,63900,2085.7
1075,3268,56!00,0.2
1085,3264,68800,2245.6
1095,3264,56'00,0.2
1105,3264,72!00,0.2
1115,3268,59 00,0.2
1125,3264,56"00,0.2
1135,3268,62800,2052.3
1145,3264,56"00,0.2
1155,3264,68#00,0.2
1165,3264,56&00,0.2
1175,3268,70900,2317.0
1185,3268,57&00,0.2
1195,3264,56#00,0.2
1205,3268,62"00,0.2
1215,3264,56"00,0.2
1225,3268,66800,2183.0
1235,3264,56#00,0.2
1245,3260,93!00,0.3
1255,3268,56900,1859.5
1265,3264,56$00,0.2
1275,3268,61#00,0.2
1285,3180,169500,539.0
1295,3268,68300,2232.0
1305,3264,56'00,0.2
1315,3268,70&00,0.2
1325,3264,57%00,0.2
1335,3260,56#00,0.2
1345,3264,62!00,0.2
1355,3264,56"00,0.2
1365,3264,66'00,0.2
1375,3264,56#00,0.2
1385,3264,69$00,0.2
1395,3264,56800,1854.0
1405,3264,56&00,0.2
1415,3268,60900,1990.2
1425,3264,56"00,0.2
1435,3264,65!00,0.2
1445,3264,56!00,0.2
1455,3268,69 00,0.2
1465,3264,56'00,0.2
1475,3264,72"00,0.2
1485,3268,60 00,0.2
1495,3264,56!00,0.2
1505,3268,63800,2085.0
1515,3264,56"00,0.2
1525,3264,68800,2245.6
1535,3268,56'00,0.2
1545,3264,71900,2346.8
1555,3268,58900,1924.9
1565,3260,56"00,0.2
1575,3268,62&00,0.2
1585,3264,56!00,0.2
1595,3268,68#00,0.2
1605,3268,56'00,0.2
1615,3264,70800,2310.9
1625,3264,57%00,0.2
1635,3264,56#00,0.2
1645,3268,62!00,0.2
1655,3264,56"00,0.2
1665,3268,66'00,0.2
1675,3264,56"00,0.2
1685,3264,69%00,0.2
1695,3268,56'00,0.2
1705,3264,56&00,0.2
1715,3268,61!00,0.2
1725,3264,56"00,0.2
1735,3268,65"00,0.2
1745,3248,72$00,0.2
1755,3264,69!00,0.2
1765,3268,56800,1856.2
1775,3264,72 00,0.2
1785,3268,60"00,0.2
1795,3264,56#00,0.2
1805,3268,66%00,0.2
1815,3264,56"00,0.2
1825,3268,69$00,0.2
1835,3264,56'00,0.2
1845,3264,56&00,0.2
1855,3268,60800,1986.9
1865,3268,56!00,0.2
1875,3268,65 00,0.2
1885,3264,56!00,0.2
1895,3264,69 00,0.2
1905,3264,56800,1854.0
1915,3264,72"00,0.2
1925,3268,60 00,0.2
1935,3264,56"00,0.2
1945,3268,63'00,0.2
1955,3264,56!00,0.2
1965,3268,68800,2248.4
1975,3264,56'00,0.2
1985,3264,71900,2346.8
1995,3268,58800,1921.6
2005,3260,56"00,0.2
2015,3268,62&00,0.2
