ms,event,rssi,addr,mfd
# meta, firmware=RX_BLE_to_SD_SYNC_C, trial_index=26, adv_interval_ms=100, buf_size=512
1178,ADV,-41,e0:5a:1b:15:c4:ca,MF0004
3150,ADV,-42,e0:5a:1b:15:c4:ca,MF0005
5178,ADV,-42,e0:5a:1b:15:c4:ca,MF0006
7178,ADV,-41,e0:5a:1b:15:c4:ca,MF0007
9175,ADV,-42,e0:5a:1b:15:c4:ca,MF0008
11177,ADV,-42,e0:5a:1b:15:c4:ca,MF0009
17185,ADV,-41,e0:5a:1b:15:c4:ca,MF000C
19192,ADV,-42,e0:5a:1b:15:c4:ca,MF000D
21205,ADV,-42,e0:5a:1b:15:c4:ca,MF000E
23228,ADV,-41,e0:5a:1b:15:c4:ca,MF000F
25213,ADV,-43,e0:5a:1b:15:c4:ca,MF0010
27228,ADV,-42,e0:5a:1b:15:c4:ca,MF0011
29220,ADV,-41,e0:5a:1b:15:c4:ca,MF0012
31219,ADV,-43,e0:5a:1b:15:c4:ca,MF0013
33226,ADV,-42,e0:5a:1b:15:c4:ca,MF0014
37234,ADV,-42,e0:5a:1b:15:c4:ca,MF0016
39278,ADV,-41,e0:5a:1b:15:c4:ca,MF0017
41246,ADV,-43,e0:5a:1b:15:c4:ca,MF0018
43250,ADV,-42,e0:5a:1b:15:c4:ca,MF0019
45255,ADV,-41,e0:5a:1b:15:c4:ca,MF001A
47264,ADV,-42,e0:5a:1b:15:c4:ca,MF001B
49273,ADV,-42,e0:5a:1b:15:c4:ca,MF001C
53287,ADV,-42,e0:5a:1b:15:c4:ca,MF001E
55297,ADV,-41,e0:5a:1b:15:c4:ca,MF001F
57293,ADV,-43,e0:5a:1b:15:c4:ca,MF0020
59301,ADV,-43,e0:5a:1b:15:c4:ca,MF0021
61308,ADV,-41,e0:5a:1b:15:c4:ca,MF0022
63314,ADV,-42,e0:5a:1b:15:c4:ca,MF0023
65321,ADV,-42,e0:5a:1b:15:c4:ca,MF0024
67328,ADV,-40,e0:5a:1b:15:c4:ca,MF0025
69328,ADV,-42,e0:5a:1b:15:c4:ca,MF0026
71350,ADV,-41,e0:5a:1b:15:c4:ca,MF0027
75340,ADV,-42,e0:5a:1b:15:c4:ca,MF0029
77347,ADV,-41,e0:5a:1b:15:c4:ca,MF002A
79350,ADV,-42,e0:5a:1b:15:c4:ca,MF002B
81356,ADV,-42,e0:5a:1b:15:c4:ca,MF002C
83363,ADV,-40,e0:5a:1b:15:c4:ca,MF002D
85373,ADV,-43,e0:5a:1b:15:c4:ca,MF002E
87370,ADV,-42,e0:5a:1b:15:c4:ca,MF002F
89378,ADV,-41,e0:5a:1b:15:c4:ca,MF0030
93398,ADV,-41,e0:5a:1b:15:c4:ca,MF0032
97406,ADV,-42,e0:5a:1b:15:c4:ca,MF0034
99414,ADV,-41,e0:5a:1b:15:c4:ca,MF0035
101412,ADV,-43,e0:5a:1b:15:c4:ca,MF0036
103419,ADV,-42,e0:5a:1b:15:c4:ca,MF0037
105428,ADV,-40,e0:5a:1b:15:c4:ca,MF0038
107420,ADV,-42,e0:5a:1b:15:c4:ca,MF0039
109428,ADV,-42,e0:5a:1b:15:c4:ca,MF003A
113441,ADV,-42,e0:5a:1b:15:c4:ca,MF003C
115478,ADV,-41,e0:5a:1b:15:c4:ca,MF003D
117448,ADV,-102,e0:5a:1b:15:c4:ca,MF003E
119454,ADV,-42,e0:5a:1b:15:c4:ca,MF003F
121478,ADV,-40,e0:5a:1b:15:c4:ca,MF0040
123478,ADV,-43,e0:5a:1b:15:c4:ca,MF0041
125478,ADV,-42,e0:5a:1b:15:c4:ca,MF0042
127498,ADV,-42,e0:5a:1b:15:c4:ca,MF0043
129487,ADV,-42,e0:5a:1b:15:c4:ca,MF0044
131497,ADV,-41,e0:5a:1b:15:c4:ca,MF0045
133495,ADV,-42,e0:5a:1b:15:c4:ca,MF0046
135505,ADV,-42,e0:5a:1b:15:c4:ca,MF0047
137505,ADV,-41,e0:5a:1b:15:c4:ca,MF0048
139507,ADV,-42,e0:5a:1b:15:c4:ca,MF0049
141515,ADV,-42,e0:5a:1b:15:c4:ca,MF004A
