ms,event,rssi,addr,mfd
# meta, firmware=RX_BLE_to_SD_SYNC_C, trial_index=1, adv_interval_ms=100, buf_size=512
31,ADV,-40,e0:5a:1b:15:c4:ca,MF00CF
133,ADV,-41,e0:5a:1b:15:c4:ca,MF00D0
234,ADV,-40,e0:5a:1b:15:c4:ca,MF00D1
353,ADV,-41,e0:5a:1b:15:c4:ca,MF00D2
451,ADV,-41,e0:5a:1b:15:c4:ca,MF00D3
548,ADV,-40,e0:5a:1b:15:c4:ca,MF00D4
659,ADV,-40,e0:5a:1b:15:c4:ca,MF00D5
791,ADV,-40,e0:5a:1b:15:c4:ca,MF00D6
876,ADV,-42,e0:5a:1b:15:c4:ca,MF00D7
977,ADV,-40,e0:5a:1b:15:c4:ca,MF00D8
1091,ADV,-40,e0:5a:1b:15:c4:ca,MF00D9
1187,ADV,-41,e0:5a:1b:15:c4:ca,MF00DA
1289,ADV,-40,e0:5a:1b:15:c4:ca,MF00DB
1400,ADV,-41,e0:5a:1b:15:c4:ca,MF00DC
1499,ADV,-42,e0:5a:1b:15:c4:ca,MF00DD
1713,ADV,-41,e0:5a:1b:15:c4:ca,MF00E0
1817,ADV,-41,e0:5a:1b:15:c4:ca,MF00E1
1919,ADV,-40,e0:5a:1b:15:c4:ca,MF00E2
2017,ADV,-40,e0:5a:1b:15:c4:ca,MF00E3
2129,ADV,-40,e0:5a:1b:15:c4:ca,MF00E4
2227,ADV,-42,e0:5a:1b:15:c4:ca,MF00E5
2330,ADV,-39,e0:5a:1b:15:c4:ca,MF00E6
2439,ADV,-42,e0:5a:1b:15:c4:ca,MF00E7
2533,ADV,-41,e0:5a:1b:15:c4:ca,MF00E8
2634,ADV,-40,e0:5a:1b:15:c4:ca,MF00E9
2739,ADV,-41,e0:5a:1b:15:c4:ca,MF00EA
2853,ADV,-42,e0:5a:1b:15:c4:ca,MF00EB
2952,ADV,-39,e0:5a:1b:15:c4:ca,MF00EC
3053,ADV,-41,e0:5a:1b:15:c4:ca,MF00ED
3145,ADV,-43,e0:5a:1b:15:c4:ca,MF00EE
3247,ADV,-39,e0:5a:1b:15:c4:ca,MF00EF
3357,ADV,-39,e0:5a:1b:15:c4:ca,MF00F0
3471,ADV,-40,e0:5a:1b:15:c4:ca,MF00F1
3585,ADV,-41,e0:5a:1b:15:c4:ca,MF00F2
3679,ADV,-39,e0:5a:1b:15:c4:ca,MF00F3
3791,ADV,-40,e0:5a:1b:15:c4:ca,MF00F4
3903,ADV,-42,e0:5a:1b:15:c4:ca,MF00F5
4003,ADV,-40,e0:5a:1b:15:c4:ca,MF00F6
4213,ADV,-41,e0:5a:1b:15:c4:ca,MF00F8
4314,ADV,-41,e0:5a:1b:15:c4:ca,MF00FA
4411,ADV,-41,e0:5a:1b:15:c4:ca,MF00FB
4549,ADV,-41,e0:5a:1b:15:c4:ca,MF00FC
4645,ADV,-40,e0:5a:1b:15:c4:ca,MF00FD
4734,ADV,-39,e0:5a:1b:15:c4:ca,MF00FE
4847,ADV,-41,e0:5a:1b:15:c4:ca,MF00FF
4945,ADV,-40,e0:5a:1b:15:c4:ca,MF0100
5160,ADV,-40,e0:5a:1b:15:c4:ca,MF0102
5280,ADV,-40,e0:5a:1b:15:c4:ca,MF0103
5380,ADV,-41,e0:5a:1b:15:c4:ca,MF0104
5489,ADV,-41,e0:5a:1b:15:c4:ca,MF0105
5591,ADV,-41,e0:5a:1b:15:c4:ca,MF0106
5686,ADV,-42,e0:5a:1b:15:c4:ca,MF0107
5785,ADV,-41,e0:5a:1b:15:c4:ca,MF0108
5902,ADV,-41,e0:5a:1b:15:c4:ca,MF0109
6093,ADV,-40,e0:5a:1b:15:c4:ca,MF010B
6203,ADV,-41,e0:5a:1b:15:c4:ca,MF010C
6299,ADV,-42,e0:5a:1b:15:c4:ca,MF010D
6403,ADV,-40,e0:5a:1b:15:c4:ca,MF010E
6621,ADV,-41,e0:5a:1b:15:c4:ca,MF0111
6720,ADV,-42,e0:5a:1b:15:c4:ca,MF0112
6818,ADV,-41,e0:5a:1b:15:c4:ca,MF0113
6922,ADV,-41,e0:5a:1b:15:c4:ca,MF0114
7031,ADV,-41,e0:5a:1b:15:c4:ca,MF0115
7136,ADV,-40,e0:5a:1b:15:c4:ca,MF0116
7245,ADV,-41,e0:5a:1b:15:c4:ca,MF0117
7448,ADV,-39,e0:5a:1b:15:c4:ca,MF0119
7553,ADV,-42,e0:5a:1b:15:c4:ca,MF011A
7663,ADV,-42,e0:5a:1b:15:c4:ca,MF011B
7767,ADV,-41,e0:5a:1b:15:c4:ca,MF011C
7866,ADV,-41,e0:5a:1b:15:c4:ca,MF011D
7978,ADV,-42,e0:5a:1b:15:c4:ca,MF011E
8086,ADV,-41,e0:5a:1b:15:c4:ca,MF011F
8196,ADV,-39,e0:5a:1b:15:c4:ca,MF0120
8301,ADV,-41,e0:5a:1b:15:c4:ca,MF0121
